Municipio	CodIbge	AreaKm2	Desmatado	Floresta
Nova Mutum	5106224	9546	2163.3	4006.9
Chupinguaia	1100924	5163	2128.5	2704.7
Peixoto de Azevedo	5106422	14402	2115.5	11035.3
Altamira	1500602	159701	2107	152121.5
Breu Branco	1501782	3950	2097.6	1591.8
Itinga do Maranhão	2105427	3612	2070.8	1541.1
Gaúcha do Norte	5103858	16900	2047.3	10207.5
Tangará da Serra	5107958	11596	2000.1	804.8
Corumbiara	1100072	3082	1996.3	988.3
Curionópolis	1502772	2375	1992.9	375.7
Tucumã	1508084	2513	1974.1	530.7
Castanheira	5102850	3963	1962.3	1967.7
Aripuanã	5101407	25181	1908.7	22931.2
Ipixuna do Pará	1503457	5245	1885.3	3323.9
Acará	1500206	4363	1882.9	0
Pimenta Bueno	1100189	6284	1821.1	3406.9
Poxoréo	5107008	6923	1820.5	132.9
Amarante do Maranhão	2100600	7737	1817.4	4228.5
Espigão d'Oeste	1100098	4549	1809.3	2443.3
Novo Progresso	1505031	38183	1785	32850.2
Cáceres	5102504	24446	1782.4	2044.6
Centro Novo do Maranhão	2103174	8366	1767.1	6595.9
Bom Jesus das Selvas	2102036	2700	1757.8	942.2
Guarantã do Norte	5104104	4717	1755	2237.2
Alta Floresta d'Oeste	1100015	7138	1754	3648
Araguatins	1702208	2640	1692.8	340.7
Nova Monte Verde	5108956	6512	1690.3	4663.5
Ouro Preto do Oeste	1100155	1991	1680.7	292.1
Nova Maringá	5108907	11528	1674.8	9153.3
Bragança	1501709	2108	1673.2	341.4
Terra Nova do Norte	5108055	2303	1660.8	638.7
Lago da Pedra	2105708	1655	1652.9	2.1
Canaã dos Carajás	1502152	3157	1650.3	1401.5
Alto Alegre do Pindaré	2100477	1951	1648.6	249.3
Santa Terezinha	5107776	6463	1634.9	3533.3
Sinop	5107909	3193	1621.2	1527.8
Floresta do Araguaia	1503044	3454	1614.6	618.3
Bandeirantes do Tocantins	1703057	1678	1612.2	65.5
Arame	2100956	3075	1579.4	1156
Carlinda	5102793	2414	1558.2	823
Machadinho d'Oeste	1100130	8589	1556.6	6594.7
Bannach	1501253	2963	1552.1	1348.8
Pacajá	1505486	11852	1550.5	10301.4
São Miguel do Guaporé	1100320	8102	1538.2	4764
Porto dos Gaúchos	5106802	7016	1537	5407.5
Canarana	5102702	10839	1535.9	2511.1
Presidente Médici	1100254	1774	1531.8	214.7
Bom Jesus do Tocantins	1501576	2824	1521.5	1188.4
Theobroma	1101609	2219	1471.4	747.1
Arapoema	1702307	1558	1459.3	75.8
Óbidos	1505106	28043	1451.4	20639.5
Paranatinga	5106307	24185	1446.4	6065.2
Tailândia	1507953	4451	1446.2	3004.8
Itacoatiara	1301902	8926	1445.2	4986.8
Nova Lacerda	5106182	4756	1428.5	1831.6
Rondolândia	5107578	12742	1409	11254.3
Nova Bandeirantes	5106158	9561	1402.8	7938.8
Almeirim	1500503	72969	1396.4	67762.2
Rurópolis	1506195	7025	1376.8	5598.3
Novo Mundo	5106265	5801	1351.9	3894.6
Buriticupu	2102325	2567	1337.7	1227.7
Jacundá	1503804	2014	1332.3	416.4
Baião	1501204	3766	1323.8	1730.4
Paranaíta	5106299	4833	1323.6	3419.9
Vilhena	1100304	11583	1320.1	8569.9
CanaBrava do Norte	5102694	3450	1316.6	930.8
Nova Mamoré	1100338	10244	1309.4	7531.8
Lábrea	1302405	69669	1295.2	66125.6
Ribeirão Cascalheira	5107180	11364	1254.8	2155.9
Garrafão do Norte	1503077	1616	1254.7	360.5
Rolim de Moura	1100288	1471	1254.6	216.4
Tabaporã	5107941	8233	1254.3	4731.9
Itaipava do Grajaú	2105351	1558	1253.8	302.9
Vera	5108501	2951	1232.5	1699.3
Xambioá	1722107	1641	1227.7	373.6
Placas	1505650	7174	1222.7	5951.1
Nova Santa Helena	5106190	2625	1217.2	1405.5
Barra do Garças	5101803	9147	1216.9	284.6
Araputanga	5101258	1608	1209.4	363.3
Santa Fé do Araguaia	1718865	1682	1202.1	423.8
Alvorada d'Oeste	1100346	3060	1201.6	1037
Bacabal	2101202	1707	1199.2	0
Santa Luzia do Pará	1506559	1361	1197.4	136.9
Cidelândia	2103257	1473	1194.3	249.6
Matupá	5105606	5153	1183.2	3751.3
Cláudia	5103056	3819	1179.6	2630.9
São José do Rio Claro	5107305	5060	1175.7	2477.7
Aurora do Pará	1500958	1824	1175.4	0
Boca do Acre	1300706	23013	1172.2	21649.5
São José dos Quatro Marcos	5107107	1284	1167.7	78.5
Buritis	1100452	3315	1166.1	2144
Oriximiná	1505304	107778	1164.3	101120.3
Alto Paraíso	1100403	2681	1164.1	1499
Parauapebas	1505536	7019	1161.1	5771.7
Campo Novo de Rondônia	1100700	3491	1160.5	2054.5
Guajará-Mirim	1100106	25257	1150.1	20069.4
Nova Esperança do Piriá	1504950	2830	1144.5	1685
Colorado do Oeste	1100064	1459	1144.1	261.7
Alenquer	1500404	22275	1141.5	18064.2
Sapucaia	1507755	1302	1138.1	163.9
Nova Brasilândia	5106208	3269	1132.5	225.9
Governador Jorge Teixeira	1101005	5128	1128.9	3808
Maués	1302900	40079	1128.7	36782.3
Cacaulândia	1100601	1986	1128.4	816.5
São Francisco do Guaporé	1101492	4805	1125.6	2824.6
Ananás	1701002	1596	1125.6	224.9
Itaúba	5104559	4543	1118.8	2970
São Domingos do Capim	1507201	1687	1109.7	0
São Domingos do Araguaia	1507151	1396	1105.3	290.7
Denise	5103452	1304	1104.2	194.7
Brasiléia	1200104	4484	1100.7	3372
Manaus	1302603	11474	1094.1	8828.5
Imperatriz	2105302	1376	1093.2	105.6
Vitorino Freire	2113009	1130	1087.6	0
Salto do Céu	5107750	1316	1080.3	203.5
Candeias do Jamari	1100809	6933	1041.9	5509.3
São Gabriel da Cachoeira	1303809	112501	1040.3	109109.4
Plácido de Castro	1200385	2099	1031.9	1063.8
Juruti	1503903	8307	1031.6	5535.6
Pau d'Arco	1716307	1304	1030.3	157
João Lisboa	2105500	1134	1020.8	112.4
Feliz Natal	5103700	11448	1017.7	9699.3
Senador Guiomard	1200450	1887	1016.5	870.5
Nova Ipixuna	1504976	1605	1010.6	375.1
Uruará	1508159	10794	1008.9	9781.1
Manicoré	1302702	48687	1008.4	42688.9
Monte Negro	1101401	1956	1006.7	904.9
Guaraí	1709302	2279	999.9	193.3
Santa Cruz do Xingu	5107743	5625	999.5	2939.1
Pimenteiras do Oeste	1101468	6067	995.8	2584.7
Sena Madureira	1200500	26182	993.5	25169.8
Bujari	1200138	3572	992.8	2578.7
Mucajaí	1400308	12878	987.8	11655.2
Jauru	5105002	1221	985.3	121.6
Brasil Novo	1501725	6370	983.7	5377.9
Autazes	1300300	7634	981.4	5175.2
Tuntum	2112308	3619	980.3	661.5
Coroatá	2103604	2298	965.6	0
Tarauacá	1200609	16278	963.5	15306.9
Careiro	1301100	6126	960.7	4757.8
Ourilândia do Norte	1505437	13840	958.2	9712.1
Nova Olímpia	5106232	1570	954	299.5
Apuí	1300144	54481	953.5	52679.7
Porto Acre	1200807	3071	948.9	2119.3
Irituia	1503507	1387	938.9	0
Paulo Ramos	2108108	937	937.8	0
Costa Marques	1100080	12890	937.8	8480.2
Santo Antônio do Leverger	5107800	12270	937.7	1210.4
Vila Nova dos Martírios	2112852	1197	930.5	121.5
Cachoeira do Piriá	1501956	2439	930.1	1500.4
Muricilândia	1713957	1194	928.4	239.9
Xapuri	1200708	5416	926.6	4488.5
Alto Alegre dos Parecis	1100379	3993	915.5	2141.7
Santa Luzia d'Oeste	1100296	1207	906.4	300.6
Juscimeira	5105200	2206	902.9	58
Cametá	1502103	3090	892.7	1088.3
Vitória do Xingu	1508357	2969	886	1929.6
Feijó	1200302	25248	884.8	24299.3
Brejo Grande do Araguaia	1501758	1191	884.1	250.8
Cantá	1400175	7714	882.5	5918.8
Parintins	1303403	5961	882	1664.7
Lambari d'Oeste	5105234	1338	872.7	291.2
Bernardo Sayão	1703206	930	865.1	51.8
Nortelândia	5106000	1353	860.9	341.5
Anapu	1500859	11909	859.6	10871.3
Nova Guarita	5108808	1089	854.3	234.1
Mirassol d'Oeste	5105622	1077	852.5	190.3
Itaporã do Tocantins	1711100	924	850.3	73.2
Cabixi	1100031	1322	849.4	456.2
Medicilândia	1504455	8271	846.6	7422
Santo Afonso	5107263	1172	846	321.3
Rio Crespo	1100262	1744	845.7	875.1
Colniza	5103254	28134	836.5	26920.1
Aveiro	1501006	17094	832.3	15523.2
Zé Doca	2114007	2435	828.5	1606.2
Alto Boa Vista	5100359	2242	823.3	841.1
Nova Olinda	1714880	1780	820.7	19.8
Apiacás	5100805	20402	815.6	18279.2
Parecis	1101450	2567	809.2	1275.4
Vale do Paraíso	1101807	973	807.6	161.4
Pau d'Arco	1505551	1675	805.2	455.6
Aragominas	1701309	1179	802.6	349.5
Rondonópolis	5107602	4166	801.5	295.7
Dom Aquino	5103601	2207	799.1	48.6
Nova Brasilândia d'Oeste	1100148	1166	789.1	312.2
Pequizeiro	1716653	1212	788.4	121.4
Santa Carmem	5107248	3921	786.6	3134.4
Grajaú	2104800	7480	778.6	1949.3
Governador Nunes Freire	2104677	1047	775.4	271.3
Nova Marilândia	5108857	1943	756.2	617.2
Rorainópolis	1400472	33850	752.1	24871.2
Seringueiras	1101500	2280	751.6	1361.4
Pio XII	2108702	827	749	0
Centro do Guilherme	2103158	1084	745.8	338.2
Vale do Anari	1101757	3166	741.3	2394.3
Piraquê	1717206	926	739	113.6
Maranhãozinho	2106375	964	734.5	229.5
Nova Xavantina	5106257	5527	732.9	321.9
Castanhal	1502400	1035	731.2	0
Cerejeiras	1100056	2804	730.6	831.5
Figueirópolis d'Oeste	5103809	893	729.8	52.8
Colméia	1716703	995	723.5	51.2
Araguanã	1702158	837	712.1	98.1
Coari	1301209	58834	709.3	54539
Augusto Corrêa	1500909	1101	708.5	309.7
Epitaciolândia	1200252	1710	705	996.8
Araguaiana	5101001	6421	700.1	655.8
Barreirinha	1300508	5759	696.8	3696
São Francisco do Brejão	2110856	751	696.7	54.3
Caracaraí	1400209	47820	686.7	32048.8
Palestina do Pará	1505494	986	685.2	270.8
São João do Araguaia	1507508	1291	685.1	423.6
Jaciara	5104807	1657	682.9	16.4
Novo Horizonte do Oeste	1100502	852	679.4	167.9
Porto Alegre do Norte	5106778	3982	678.6	852.3
Ministro Andreazza	1101203	805	678	127
São Miguel do Guamá	1507607	1117	678	0
Altamira do Maranhão	2100402	677	677.5	0
Belterra	1501451	4404	672.5	3128.3
Lagoa Grande do Maranhão	2105963	742	668	74
Vale de São Domingos	5108352	2007	667.9	528.6
Castanheiras	1100908	901	667	231.2
Capixaba	1200179	1765	664.7	1093.9
Colinas do Tocantins	1705508	848	656.6	10
Presidente Dutra	2109106	805	656.3	148.7
Marajá do Sena	2106359	833	653.3	179.7
São Luís Gonzaga do Maranhão	2111409	981	643	0
Cujubim	1100940	3901	640.1	3258.4
Juruena	5105176	3200	638.4	2372
Urupá	1101708	840	636.3	104.9
Itapuã do Oeste	1101104	4131	635.4	3286.7
Nova União	1101435	815	634.7	176.4
Senador La Rocque	2111763	751	633.3	117.7
Manacapuru	1302504	7381	633.2	4522.7
Conceição do Lago-Açu	2103554	836	625.3	0
Novo Horizonte do Norte	5106273	940	625	307.4
Guajará	1301654	9389	622.6	8485.5
Jenipapo dos Vieiras	2105476	1522	590.6	759.5
Poção de Pedras	2108900	663	588.9	0
Cândido Mendes	2102606	1748	587.3	959.5
Igarapé-Açu	1503200	789	585.4	0
Carutapera	2102903	1267	582.8	475.5
Trairão	1508050	11996	575.1	11319.3
Buritirana	2102358	825	572.8	237.9
Concórdia do Pará	1502756	694	570.3	0
Jacareacanga	1503754	53409	567.3	46903.7
Tucuruí	1508100	2094	564.8	1040.9
Olho d'Água das Cunhãs	2107407	562	562	0
Indiavaí	5104500	601	555.8	45.1
Cotriguaçu	5103379	9149	555.2	8439.4
Conquista D'oeste	5103361	2708	548.8	841.3
Mirante da Serra	1101302	1206	546.2	443.9
Planalto da Serra	5106455	2451	545.6	49.2
Tefé	1304203	24187	543.2	22752.8
Bujaru	1501907	1010	543	0
Cruzeiro do Sul	1200203	8352	542.5	7773.6
Acrelândia	1200013	1610	541.4	1066.4
São Domingos do Maranhão	2110708	1321	538.8	664.5
Novo Aripuanã	1303304	41459	537.4	38529.2
Caroebe	1400233	12122	536.7	11479.2
Humaitá	1301704	33431	535.4	28989.8
Abel Figueiredo	1500131	617	526.4	90.4
Porto Franco	2109007	1427	525.1	125.6
Presidente Figueiredo	1303536	25567	524.2	21616.7
Satubinha	2111722	613	523.5	0.6
Junco do Maranhão	2105658	543	521.8	20.7
Maracaçumé	2106326	635	518.6	116.4
União do Sul	5108303	4583	511	4046.1
Rio Preto da Eva	1303569	5839	501.1	5326.3
Alto Alegre	1400050	25870	497.1	22552.3
Brejo de Areia	2102150	487	487.5	0
Riachinho	1718550	615	476.5	103.7
Santa Rita do Trivelato	5107768	3347	474.9	872.7
Mocajuba	1504604	874	471.9	158.6
São Felipe d'Oeste	1101484	546	471.6	74.4
Borba	1300805	44453	464.5	41551.3
Capanema	1502202	618	463.1	0
Iracema	1400282	14271	459.4	13678.5
Ribamar Fiquene	2109551	907	457.4	93.4
São Mateus do Maranhão	2111508	792	456.4	0
Manaquiri	1302553	4003	453.8	3154.8
Envira	1301506	13904	452.9	13363.5
Bom Lugar	2102077	452	452.1	0
Tracuateua	1508035	856	451.6	178.1
Canutama	1300904	30283	448.9	28544.8
Esperantinópolis	2104008	486	448.9	0
Santa Isabel do Pará	1506500	719	446.9	0
São Pedro da Água Branca	2111532	726	437.1	53
Portel	1505809	25425	433.9	23762.6
Joselândia	2105609	692	431.2	104
Nhamundá	1303007	14135	424.3	12258.4
Oeiras do Pará	1505205	3863	424	2765.9
Teixeirópolis	1101559	467	423.8	43.2
Rio Branco	5107206	501	416.8	11.2
Santa Inês	2109908	411	407.8	0
Alto Paraguai	5100508	2054	406.2	135.9
Codó	2103307	4434	404.4	1615.5
Primavera de Rondônia	1101476	610	403.7	113.5
Fortaleza do Tabocão	1708254	622	400.9	0.4
Ourém	1505403	566	396.5	0
Diamantino	5103502	7640	395.4	1819.2
Bonito	1501600	590	390.4	0
Augustinópolis	1702554	417	390.2	26.1
Lucas do Rio Verde	5105259	3663	389.2	776
Silves	1304005	3758	388.3	2642.4
São Luiz	1400605	1537	385.9	1148.9
Igarapé Grande	2105203	380	379.9	0.1
Campestre do Maranhão	2102556	618	379.3	74.4
Mãe do Rio	1504059	471	378.4	0
Lago Verde	2105906	466	376.4	0
Santa Luzia do Paruá	2110039	914	370.9	512.6
Governador Newton Bello	2104651	1177	370.6	806.3
Careiro da Várzea	1301159	2641	369	934.5
Gonçalves Dias	2104404	888	362.8	397.6
Porto Estrela	5106851	2066	359.3	244
Nova Olinda do Norte	1303106	5624	358.8	4549.1
São João do Carú	2111029	622	358	264
Chapada dos Guimarães	5103007	6204	356.1	164.2
Prainha	1506005	12600	354.9	7812
Arenápolis	5101308	413	352.3	60.7
Rodrigues Alves	1200427	3491	344.5	3093.8
São Francisco do Pará	1507409	480	342.3	0
Iranduba	1301852	2228	340.3	1452
Marapanim	1504406	796	337.5	0
Matões do Norte	2106631	793	336.9	0
Presidente Kennedy	1718402	774	333.9	107.7
São Bento do Tocantins	1720101	1113	333.6	93
São João da Baliza	1400506	4305	330.3	3969.2
Santa Maria do Pará	1506609	460	326.9	0
Itaguatins	1710706	745	322.5	101.7
Nova Timboteua	1505007	492	318.7	0
Miranorte	1713304	1037	315.6	13.3
Lago do Junco	2105807	312	312.9	0
São Miguel do Tocantins	1720200	400	308.9	73.8
Peixe-Boi	1505601	454	306.2	0
São Pedro da Cipa	5107404	344	306	7.1
Curvelândia	5103437	749	303.5	120.3
Barão de Melgaço	5101605	11180	298.5	2274.5
Carmolândia	1703883	340	297.5	42.4
Urucará	1304302	28014	296.5	26647.3
Tocantinópolis	1721208	1084	292.5	143
Eirunepé	1301407	16471	290.9	15818.2
Porto Esperidião	5106828	5834	286.4	298.8
Glória d'Oeste	5103957	848	286.3	52
Terra Santa	1507979	1900	285.9	833.1
Curuá	1502855	1430	284.4	403.6
Inhangapi	1503408	475	283.3	0
Luís Domingues	2106201	468	283.2	159.3
Sítio Novo do Tocantins	1720804	325	280.8	44.2
Wanderlândia	1722081	1382	280.7	177.3
São Raimundo do Doca Bezerra	2111631	284	280.1	3.6
Santo Antônio dos Lopes	2110302	781	278.5	0
Boa Vista do Gurupi	2101970	405	278.4	121.6
Mâncio Lima	1200336	4947	276.8	4527.4
Governador Edison Lobão	2104552	618	272.3	31.5
Davinópolis	2103752	340	271.6	68.4
Nazaré	1714302	398	266	49
Tapauá	1304104	90959	261.4	87035.1
Reserva do Cabaçal	5107156	371	261.1	109.9
Maracanã	1504307	786	259.4	0
Godofredo Viana	2104305	648	258.7	327.6
Carauari	1301001	26472	258.1	25795.8
Santo Antônio do Tauá	1507003	540	257.4	0
Nova Olinda do Maranhão	2107357	2487	257.2	2229.3
Alvarães	1300029	6029	257.2	5605
Tufilândia	2112274	280	255.9	0
Nobres	5105903	3857	254.6	328.4
Pirapemas	2108801	696	253.9	0
Amapá do Maranhão	2100550	446	244.3	201.7
Macapá	1600303	6420	243.2	2081.4
Serra Nova Dourada	5107883	1481	239.8	287.7
São José dos Basílios	2111250	365	239.1	32.4
Lajeado Novo	2105989	1055	238.8	34.7
Codajás	1301308	18940	235.3	16536.1
São João do Paraíso	2111052	2069	234.1	38.3
São Roberto	2111672	230	230.3	0
Presidente Médici	2109239	441	226.8	213.9
Barcarena	1501303	1315	226.2	0
Bela Vista do Maranhão	2101772	255	225.5	0
Caseara	1703909	1698	223.7	363.3
Capinzal do Norte	2102754	635	217.6	0
Cantanhede	2102705	809	216.6	0
Brasilândia do Tocantins	1703602	643	216.5	7.1
Belém	1501402	1071	216.4	0
Peritoró	2108454	757	216.2	0
Buriti do Tocantins	1703800	250	213.7	2.2
Curuçá	1502905	674	209.7	8.8
Porto Grande	1600535	4405	208.3	3431.7
Caapiranga	1300839	9551	202.7	8738.7
Juarina	1711803	482	201.9	21.9
Couto de Magalhães	1706001	1591	199.5	124.6
Esperantina	1707405	504	197.6	31.8
Lago dos Rodrigues	2105948	197	197	0
Praia Norte	1718303	290	196.6	55.3
Atalaia do Norte	1300201	80044	194.1	79116.8
Uarini	1304260	10449	194	9719.9
Bernardo do Mearim	2101939	264	189.8	0
Faro	1503002	11794	188.4	11333.3
Campo Verde	5102678	4794	187.4	63.5
Santa Isabel do Rio Negro	1303601	64132	186.9	62251
Alto Alegre do Maranhão	2100436	424	183.2	0
Angico	1701051	441	182.7	46.9
Boa Vista do Ramos	1300680	2588	182.1	1145.4
Beruri	1300631	17412	181.8	15770.9
Pedreiras	2108207	291	179.2	0
Anamã	1300086	2474	176.7	2041.9
Benjamin Constant	1300607	9151	176.6	8751.3
Vitória do Jari	1600808	2483	176.1	1783
Jutaí	1302306	71771	175.2	70331.4
Senador José Porfírio	1507805	14388	174.9	13742.2
Campo Novo do Parecis	5102637	9467	174.6	1661.7
Igarapé-Miri	1503309	2003	170.4	1308.5
Nova Nazaré	5106174	4039	168.2	1093.3
Cocalinho	5103106	16562	168.1	1800.8
Guiratinga	5104203	5361	166.9	0.8
Pindaré-Mirim	2108504	240	165.8	2.2
Cuiabá	5103403	3539	165.7	181.7
Lagoa da Confusão	1711902	10578	164.9	2072.8
São Caetano de Odivelas	1507102	752	163.9	0
Vigia	1508209	536	163.7	0
Porto de Moz	1505908	17429	163.4	12657.2
Dom Pedro	2103802	374	161.9	59.9
Ipixuna	1301803	14195	161.8	13896.7
Fortuna	2104206	705	159	277.7
Formoso do Araguaia	1708205	13459	157.9	867.6
Trizidela do Vale	2112233	225	152.6	0
Itiquira	5104609	8638	152.4	228
Luzinópolis	1712454	281	151.8	25
Pauini	1303502	44594	151.2	44155.6
São Sebastião do Uatumã	1303957	10775	150.9	9931.6
Governador Archer	2104503	442	148	0
Barcelos	1300409	124166	145.2	102401.1
Governador Eugênio Barros	2104602	829	142.9	409.5
Marechal Thaumaturgo	1200351	8145	142.3	7911.9
Magalhães Barata	1504109	326	140.3	0
São Sebastião do Tocantins	1720309	288	138.9	0
Tabatinga	1304062	3346	136.7	3127.4
Primavera	1506104	261	135.7	0
Maurilândia do Tocantins	1712801	741	134.3	73.6
Monção	2106904	1359	134.2	911.1
Tartarugalzinho	1600709	6716	133.4	3090.8
Axixá do Tocantins	1702901	151	133.1	17.9
Cutias	1600212	2118	131.5	456.3
Abaetetuba	1500107	1617	130.4	834.3
Manoel Urbano	1200344	9741	129.2	9559.1
Terra Alta	1507961	209	126.5	0
Santa Bárbara do Pará	1506351	279	125.2	0
Pedra Branca do Amaparí	1600154	9496	124.4	9328.4
Laranjal do Jari	1600279	30971	123.7	30361.3
Graça Aranha	2104701	274	122.1	151.9
Bonfim	1400159	8141	119	1834.5
São João de Pirabas	1507474	703	119	214
Igarapé do Meio	2105153	397	115.8	106.4
Lima Campos	2106003	326	115.2	0
Juruá	1302207	19848	115.1	18847.6
Montes Altos	2107001	1348	114.2	69.6
Itapiranga	1302009	4245	111.8	3807.9
Santo Antônio do Içá	1303700	12746	111.3	12024.4
Colinas	2103505	2065	110.8	231.5
Porto Walter	1200393	6461	109.1	6347.3
Novo Santo Antônio	5106315	4375	107.8	580
Marianópolis do Tocantins	1712504	2096	106.6	226.5
Nossa Senhora do Livramento	5106109	5200	106.4	82.8
Carrasco Bonito	1703891	195	106.3	0
Oiapoque	1600501	22643	105.5	16649.9
Amaturá	1300060	4904	105.3	4365.8
São Paulo de Olivença	1303908	20470	103.8	19689.9
Aguiarnópolis	1700301	237	99	30.8
Cachoeirinha	1703826	354	98.8	47.2
Itamarati	1301951	26048	98.1	25654.8
Benevides	1501501	189	96.4	0
Ferreira Gomes	1600238	5048	94.5	3231.9
Santarém Novo	1506906	231	94.4	0
Goianorte	1708304	1806	91.7	62.2
Chaves	1502509	13114	84	4031.3
Sapezal	5107875	13640	83	2957.8
Urucurituba	1304401	2915	82.5	141.8
Sampaio	1718808	200	80	13.4
Jatobá	2105450	393	79.8	170.1
Jordão	1200328	5692	79.6	5599.1
Novo Airão	1303205	38112	79.5	36473.5
Fonte Boa	1301605	12393	76.1	11348.4
Palmeirante	1715705	2447	75.2	11.4
Maraã	1302801	17221	74.8	14686.5
São João da Ponta	1507466	196	73.9	0
Poconé	5106505	17281	73.5	1301.4
Ananindeua	1500800	185	73	0
Santa Terezinha do Tocantins	1720002	271	69.2	28.1
Anori	1300102	5850	69.2	4707.2
Tonantins	1304237	6618	67.7	6167.4
Governador Luiz Rocha	2104628	377	65.8	257.1
Colares	1502608	612	65	0
Arari	2101004	1116	63.7	390.8
Rosário Oeste	5107701	8805	62.5	27.5
Amajari	1400027	28788	59.9	22887.6
Breves	1501808	9570	59.4	8402.3
Santana	1600600	1578	58.9	520
Mazagão	1600402	13141	58.6	11292.5
Quatipuru	1506112	326	58.1	82.8
Dois Irmãos do Tocantins	1707207	3772	57	85.4
Marituba	1504422	103	54.2	0
Sítio Novo	2111805	3140	53.8	19.8
Itapecuru Mirim	2105401	1182	50.4	839.8
Palmeiras do Tocantins	1713809	751	50.1	30
Alcântara	2100204	1502	47.5	1038.3
Senador Alexandre Costa	2111748	432	47.1	193
Itaubal	1600253	1705	46.8	459.2
Miranda do Norte	2106755	356	43.7	247.2
Japurá	1302108	57561	43.6	55887.5
Darcinópolis	1706506	1558	43.2	11.6
Serra do Navio	1600055	7761	42.9	7707
Santa Helena	2109809	2336	42.3	1555.1
Turiaçu	2112407	2601	42.2	2443.4
Pacaraima	1400456	8083	41.5	1636.3
Pracuúba	1600550	4966	41.4	3631.6
Santa Filomena do Maranhão	2109759	409	40.6	30.1
Vitória do Mearim	2112902	736	39.7	221.8
Santa Rosa do Purus	1200435	6225	38.3	6122.7
Amapá	1600105	9185	37.3	3151.9
Assis Brasil	1200054	2986	35.6	2919.4
Santa Rita	2110203	800	34.7	566
Salvaterra	1506302	1048	34	218
Araguacema	1701903	2787	33.9	435.8
Água Boa	5100201	7486	32.8	128.5
Rosário	2109601	694	32.1	568
Presidente Juscelino	2109205	450	31.9	368.4
Campos de Júlio	5102686	6832	31.8	548
Penalva	2108306	794	31.7	484.5
Bagre	1501105	4402	30.3	4056.9
Pinheiro	2108603	1483	30.1	932
Dueré	1707306	3434	29.5	248.1
Pium	1717503	10036	27.9	1676.1
São José do Povo	5107297	443	25.9	0
São Luís	2111300	840	25.3	522.6
Presidente Sarney	2109270	732	24.1	622
Bequimão	2101905	779	24	520.8
Buriti Bravo	2102309	1605	23.2	1057.8
Recursolândia	1718501	2229	20.9	105.5
Bacabeira	2101251	624	20.4	281.3
Afuá	1500305	8382	19.9	5334
Anajás	1500701	6939	19.3	6569.9
Soure	1507904	3528	19.2	230.8
Uiramutã	1400704	8116	19.2	2152.1
