Municipio	CodIbge	AreaKm2	Desmatado	Floresta
Tabaporã	5107941	8233	1687.7	4298.5
Canaã dos Carajás	1502152	3157	1677.9	1373.9
Bragança	1501709	2108	1677.8	335.7
Nova Bandeirantes	5106158	9561	1666.3	7675.3
Pedro do Rosário	2108256	1770	1656.1	43.9
Lago da Pedra	2105708	1655	1655	0
Arame	2100956	3075	1646.3	1089.1
Tailândia	1507953	4451	1642.2	2808.8
Carlinda	5102793	2414	1636	745.2
Floresta do Araguaia	1503044	3454	1635.8	597.1
Buriticupu	2102325	2567	1629.3	936.1
Bandeirantes do Tocantins	1703057	1678	1619	58.7
Canarana	5102702	10839	1615.7	2431.3
Theobroma	1101609	2219	1613.4	605.1
Nova Mamoré	1100338	10244	1609.3	7231.9
Bom Jesus do Tocantins	1501576	2824	1603.2	1106.7
Nova Lacerda	5106182	4756	1589.5	1670.6
Itacoatiara	1301902	8926	1577.5	4854.5
Paranaíta	5106299	4833	1571.5	3172
Vera	5108501	2951	1565	1366.8
Presidente Médici	1100254	1774	1563.3	183.2
Rondolândia	5107578	12742	1555.6	11107.7
Paranatinga	5106307	24185	1513.9	5997.7
Óbidos	1505106	28043	1509.8	20581
Uruará	1508159	10794	1503.1	9286.9
São Francisco do Guaporé	1101492	4805	1487.6	2462.6
Almeirim	1500503	72969	1485.5	67643.4
Matupá	5105606	5153	1476.3	3458.2
Arapoema	1702307	1558	1460.1	75
Buritis	1100452	3315	1458.3	1851.8
Vitória do Xingu	1508357	2969	1451.7	1364
CanaBrava do Norte	5102694	3450	1427.4	820
Rurópolis	1506195	7025	1426.2	5548.9
Baião	1501204	3766	1406.3	1647.8
Ribeirão Cascalheira	5107180	11364	1398.7	2012
Vilhena	1100304	11583	1386.7	8503.3
Aurora do Pará	1500958	1824	1378.5	0
Santa Helena	2109809	2336	1372.9	224.5
Campo Novo de Rondônia	1100700	3491	1366.5	1848.5
Nova Santa Helena	5106190	2625	1354.2	1268.5
Jacundá	1503804	2014	1352.4	396.3
Boca do Acre	1300706	23013	1334.2	21487.5
São José do Rio Claro	5107305	5060	1323.3	2330.1
Itaipava do Grajaú	2105351	1558	1310.6	246.1
Garrafão do Norte	1503077	1616	1305.6	309.4
Alto Paraíso	1100403	2681	1292.4	1370.7
Placas	1505650	7174	1289.7	5884.1
Cacaulândia	1100601	1986	1287.7	657.2
Costa Marques	1100080	12890	1279.5	8138.5
Alvorada d'Oeste	1100346	3060	1272.7	965.9
Colniza	5103254	28134	1272.3	26484.3
Rolim de Moura	1100288	1471	1268.3	202.7
Oriximiná	1505304	107778	1264.2	100997.5
Itaúba	5104559	4543	1263.3	2825.5
Cláudia	5103056	3819	1256.1	2554.4
Xambioá	1722107	1641	1253.9	347.4
Barra do Garças	5101803	9147	1244.1	257.4
Plácido de Castro	1200385	2099	1243.8	851.9
Parauapebas	1505536	7019	1229.5	5703.3
Nova Esperança do Piriá	1504950	2830	1225.7	1595.8
Santa Fé do Araguaia	1718865	1682	1218.8	407.1
Araputanga	5101258	1608	1214.9	357.8
Cidelândia	2103257	1473	1210.3	233.6
Guajará-Mirim	1100106	25257	1205.9	20013.6
Santa Luzia do Pará	1506559	1361	1205.8	128.6
Governador Jorge Teixeira	1101005	5128	1205.4	3731.5
Bacabal	2101202	1707	1199.2	0
Manaus	1302603	11474	1184.6	8738
Candeias do Jamari	1100809	6933	1181.7	5369.5
Maués	1302900	40079	1178.4	36732.6
Alenquer	1500404	22275	1175.9	18029.8
Brasiléia	1200104	4484	1173.2	3299.5
São José dos Quatro Marcos	5107107	1284	1171.2	75
Governador Newton Bello	2104651	1177	1167.4	9.5
São Domingos do Araguaia	1507151	1396	1160.9	235.1
São Domingos do Capim	1507201	1687	1151.9	0
Monte Negro	1101401	1956	1150.7	760.9
Nova Brasilândia	5106208	3269	1150.5	207.9
Colorado do Oeste	1100064	1459	1150	255.8
Apiacás	5100805	20402	1146.4	17948.4
Ananás	1701002	1596	1145.4	205.1
Nova Olinda do Maranhão	2107357	2487	1145	1304.5
Sapucaia	1507755	1302	1142.7	159.3
São Gabriel da Cachoeira	1303809	112501	1138.3	108838.8
Senador Guiomard	1200450	1887	1135.8	751.2
Anapu	1500859	11909	1132.1	10598.8
Denise	5103452	1304	1129.9	169
Feliz Natal	5103700	11448	1119.2	9597.8
Turilândia	2112456	1529	1112.5	217.6
Sena Madureira	1200500	26182	1108.2	25055.1
Salto do Céu	5107750	1316	1100.7	183.1
Mucajaí	1400308	12878	1097.6	11544.8
Imperatriz	2105302	1376	1093.2	105.6
Serrano do Maranhão	2111789	1222	1093.1	113
Ourilândia do Norte	1505437	13840	1092.8	9577.5
Juruti	1503903	8307	1090.1	5477.1
Vitorino Freire	2113009	1130	1087.6	0
Cametá	1502103	3090	1084.5	896.1
Porto Acre	1200807	3071	1083.7	1984.5
Cantá	1400175	7714	1083.4	5717.8
Bujari	1200138	3572	1075.8	2495.7
Manicoré	1302702	48687	1063.8	42633.5
Santa Cruz do Xingu	5107743	5625	1061.8	2876.8
Autazes	1300300	7634	1053.9	5102.7
Cachoeira do Piriá	1501956	2439	1045.2	1385.7
Apuí	1300144	54481	1043.5	52589.7
Tarauacá	1200609	16278	1036.9	15233.5
Pau d'Arco	1716307	1304	1032.8	154.5
Irituia	1503507	1387	1032.4	0
Nova Ipixuna	1504976	1605	1031.6	354.1
Pimenteiras do Oeste	1101468	6067	1029.3	2551.2
Alto Alegre dos Parecis	1100379	3993	1029.3	2027.9
Careiro	1301100	6126	1026	4692.5
João Lisboa	2105500	1134	1023.6	109.6
Tuntum	2112308	3619	1018.6	623.2
Brasil Novo	1501725	6370	1004.6	5359.1
Guaraí	1709302	2279	1003.6	189.6
Nova Olímpia	5106232	1570	993.5	260
Xapuri	1200708	5416	993	4422.1
Jauru	5105002	1221	992.9	114
Portel	1505809	25425	976	23219.6
Santo Antônio do Leverger	5107800	12270	967.8	1180.3
Coroatá	2103604	2298	965.6	0.5
Governador Nunes Freire	2104677	1047	963.8	82.9
Feijó	1200302	25248	958.4	24225.7
Vila Nova dos Martírios	2112852	1197	940.2	111.8
Paulo Ramos	2108108	937	937.8	0
Brejo Grande do Araguaia	1501758	1191	936.1	198.8
Muricilândia	1713957	1194	935.1	233.2
Vale do Anari	1101757	3166	925.1	2210.5
Alto Boa Vista	5100359	2242	919.2	745.2
Rio Crespo	1100262	1744	918.7	802.1
Santa Luzia d'Oeste	1100296	1207	917.7	289.3
Aveiro	1501006	17094	912.6	15442.9
Parintins	1303403	5961	911.4	1635.3
Juscimeira	5105200	2206	910.5	50.4
Lambari d'Oeste	5105234	1338	904.5	259.4
Alcântara	2100204	1502	901.6	183.8
Nortelândia	5106000	1353	898.2	304.2
Monção	2106904	1359	894	151.3
Cabixi	1100031	1322	891.5	414.1
Santo Afonso	5107263	1172	887	280.3
Rorainópolis	1400472	33850	886.3	24737
Bernardo Sayão	1703206	930	885.4	31.5
Mirassol d'Oeste	5105622	1077	882.9	159.9
Aragominas	1701309	1179	879.9	272.2
Seringueiras	1101500	2280	879.2	1233.8
Nova Guarita	5108808	1089	878.7	209.7
Grajaú	2104800	7480	873	1854.9
Santa Carmem	5107248	3921	870.8	3050.2
Pau d'Arco	1505551	1675	869.2	391.6
Itaporã do Tocantins	1711100	924	868.4	55.1
Parecis	1101450	2567	862.2	1222.4
Santa Luzia do Paruá	2110039	914	862.2	21.3
Pinheiro	2108603	1483	855.1	106.9
Medicilândia	1504455	8271	849.8	7419.2
Nova Marilândia	5108857	1943	844.3	529.1
Vale do Paraíso	1101807	973	838.8	130.2
Castanhal	1502400	1035	838.6	0
Centro do Guilherme	2103158	1084	827.5	256.5
Nova Brasilândia d'Oeste	1100148	1166	826.2	275.1
Pequizeiro	1716653	1212	824.9	84.9
Nova Olinda	1714880	1780	820.7	19.8
Rondonópolis	5107602	4166	808.5	288.7
Dom Aquino	5103601	2207	799.1	48.6
Cujubim	1100940	3901	795.3	3103.2
Cândido Mendes	2102606	1748	789.8	756.5
Araguaiana	5101001	6421	783.4	572.5
Caracaraí	1400209	47820	776.4	31940.2
Cotriguaçu	5103379	9149	769.1	8225.5
Nova Xavantina	5106257	5527	764	290.8
São João do Araguaia	1507508	1291	761.9	346.8
Porto Alegre do Norte	5106778	3982	758	772.9
Juruena	5105176	3200	755.3	2255.1
São Miguel do Guamá	1507607	1117	749.8	2
Piraquê	1717206	926	749.1	103.5
Pio XII	2108702	827	749	0
Maranhãozinho	2106375	964	746.9	217.1
Araguanã	2100873	810	746.2	62.3
Epitaciolândia	1200252	1710	744.6	957.2
Colméia	1716703	995	742.4	32.3
Cerejeiras	1100056	2804	741.1	821
Palestina do Pará	1505494	986	740.7	215.3
Jacareacanga	1503754	53409	737.5	46733.5
Figueirópolis d'Oeste	5103809	893	731.2	51.4
Coari	1301209	58834	731.2	54517.1
Capixaba	1200179	1765	725	1033.6
Araguanã	1702158	837	720.3	89.9
Belterra	1501451	4404	720.3	3080.5
Barreirinha	1300508	5759	716.2	3676.6
Augusto Corrêa	1500909	1101	712.6	304.1
Manacapuru	1302504	7381	703.3	4452.6
Lagoa Grande do Maranhão	2105963	742	702.2	39.8
Novo Horizonte do Norte	5106273	940	700.2	232.2
Novo Horizonte do Oeste	1100502	852	699.3	148
São Francisco do Brejão	2110856	751	696.9	54.1
Prainha	1506005	12600	692	7475.8
Ministro Andreazza	1101203	805	688.7	116.3
Castanheiras	1100908	901	684.7	213.5
Marajá do Sena	2106359	833	684	149
Acrelândia	1200013	1610	683.3	924.5
Jaciara	5104807	1657	682.9	16.4
Trairão	1508050	11996	681.3	11213.1
Mirinzal	2106805	697	680.7	16
Itapuã do Oeste	1101104	4131	677.8	3244.3
Altamira do Maranhão	2100402	677	677.5	0
Vale de São Domingos	5108352	2007	676.6	519.9
Caroebe	1400233	12122	673.3	11344.2
Guajará	1301654	9389	667.6	8440.5
Presidente Dutra	2109106	805	661.9	143.1
Colinas do Tocantins	1705508	848	660.1	6.5
Nova União	1101435	815	659.9	151.2
Oeiras do Pará	1505205	3863	658.5	2521.5
Abaetetuba	1500107	1617	655.9	308.8
Urupá	1101708	840	653.6	87.6
São Luís Gonzaga do Maranhão	2111409	981	643	1
Senador La Rocque	2111763	751	633.3	117.7
Jenipapo dos Vieiras	2105476	1522	632.3	717.8
Conceição do Lago-Açu	2103554	836	625.3	0
Igarapé-Açu	1503200	789	615.6	0.2
São Domingos do Maranhão	2110708	1321	612.9	590.4
Tucuruí	1508100	2094	600.8	1004.9
Presidente Figueiredo	1303536	25567	595.8	21545.1
Poção de Pedras	2108900	663	588.9	0
Alto Alegre	1400050	25870	586.3	21968.3
Carutapera	2102903	1267	586	473.1
União do Sul	5108303	4583	584.3	3972.8
Humaitá	1301704	33431	582.1	28943.1
Tefé	1304203	24187	577	22719
Concórdia do Pará	1502756	694	575.8	0
Cruzeiro do Sul	1200203	8352	574.7	7741.4
Buritirana	2102358	825	574.5	236.2
Mirante da Serra	1101302	1206	571.6	418.5
Novo Aripuanã	1303304	41459	568	38498.6
Conquista D'oeste	5103361	2708	565.2	824.9
Cururupu	2103703	940	565	288.4
Bujaru	1501907	1010	563.1	0
Olho d'Água das Cunhãs	2107407	562	562	0
Indiavaí	5104500	601	560.5	40.4
Planalto da Serra	5106455	2451	551.8	43
Presidente Sarney	2109270	732	541.5	104.6
Abel Figueiredo	1500131	617	541	75.8
Porto Franco	2109007	1427	529.3	121.4
Santa Rita do Trivelato	5107768	3347	528.5	819.1
Breves	1501808	9570	523.8	7937.7
Satubinha	2111722	613	523.5	0.6
Rio Preto da Eva	1303569	5839	523.5	5303.9
Junco do Maranhão	2105658	543	521.8	20.7
Maracaçumé	2106326	635	518.6	116.4
Envira	1301506	13904	502.7	13313.7
Santa Isabel do Pará	1506500	719	502.1	0
Canutama	1300904	30283	501.6	28492.1
Iracema	1400282	14271	498.8	13526.9
Bacuri	2101301	794	489.7	209.1
Mocajuba	1504604	874	488.1	142.4
Brejo de Areia	2102150	487	487.5	0
Riachinho	1718550	615	485.2	95
Viana	2112803	1174	483.8	111.8
Capanema	1502202	618	478.4	0
Manaquiri	1302553	4003	475.7	3132.9
São Felipe d'Oeste	1101484	546	472.6	73.4
Borba	1300805	44453	471.5	41544.3
Penalva	2108306	794	466.9	49.2
Bequimão	2101905	779	466.8	77.3
Bonito	1501600	590	463.9	0.2
Diamantino	5103502	7640	459.7	1754.9
Ribamar Fiquene	2109551	907	458.2	92.6
São Mateus do Maranhão	2111508	792	456.4	0
Tracuateua	1508035	856	453.6	175.3
Bom Lugar	2102077	452	452.1	0
Esperantinópolis	2104008	486	448.9	1
Ourém	1505403	566	440.6	0.3
Palmeirândia	2107605	534	440.4	13.1
São Pedro da Água Branca	2111532	726	440.4	49.7
Igarapé-Miri	1503309	2003	439.8	1039.1
Nhamundá	1303007	14135	437.9	12244.8
Presidente Médici	2109239	441	437.6	3.1
São Luiz	1400605	1537	437.3	1097.5
Joselândia	2105609	692	435.9	99.3
Careiro da Várzea	1301159	2641	432.8	870.7
Teixeirópolis	1101559	467	432.6	34.4
Iranduba	1301852	2228	430.3	1362
Lucas do Rio Verde	5105259	3663	419.7	745.5
Alto Paraguai	5100508	2054	418.2	123.9
Rio Branco	5107206	501	417.1	10.9
Mãe do Rio	1504059	471	415.8	0
Santa Inês	2109908	411	407.8	0
Anajatuba	2100709	1132	405.6	62.7
Primavera de Rondônia	1101476	610	404.8	112.4
Codó	2103307	4434	404.4	1615.5
Silves	1304005	3758	402.8	2627.9
Fortaleza do Tabocão	1708254	622	400.9	0.4
São João da Baliza	1400506	4305	400.6	3898.9
Augustinópolis	1702554	417	392.6	23.7
Matões do Norte	2106631	793	392.3	0
São Francisco do Pará	1507409	480	384.1	0
Campestre do Maranhão	2102556	618	380.8	72.9
Igarapé Grande	2105203	380	379.9	0.1
São João do Carú	2111029	622	379.3	242.7
Arari	2101004	1116	378.2	76.3
Santa Maria do Pará	1506609	460	378	0
Nova Olinda do Norte	1303106	5624	376.9	4531
Gonçalves Dias	2104404	888	376.8	383.6
Lago Verde	2105906	466	376.4	0
Chapada dos Guimarães	5103007	6204	372.5	147.8
Porto Estrela	5106851	2066	370.6	232.7
Rodrigues Alves	1200427	3491	369.4	3068.9
Guimarães	2104909	609	365.5	101.1
Arenápolis	5101308	413	362.4	50.6
São Bento	2110500	462	360.1	1.8
Marapanim	1504406	796	359.4	0
São Bento do Tocantins	1720101	1113	337	89.6
Eirunepé	1301407	16471	335.5	15773.6
Presidente Kennedy	1718402	774	334.2	107.4
Nova Timboteua	1505007	492	331.7	0.1
Itaguatins	1710706	745	331	93.2
Barão de Melgaço	5101605	11180	326	2247
São Miguel do Tocantins	1720200	400	325.1	57.6
Peixe-Boi	1505601	454	317.2	0
Porto Esperidião	5106828	5834	316.9	268.3
Miranorte	1713304	1037	316.5	12.4
Urucará	1304302	28014	314.9	26628.9
Lago do Junco	2105807	312	312.9	0
São Luís	2111300	840	309.1	238.8
Curvelândia	5103437	749	308.4	115.4
São Pedro da Cipa	5107404	344	306.3	6.8
Inhangapi	1503408	475	305.7	0.2
Terra Santa	1507979	1900	305.5	813.5
Carmolândia	1703883	340	302.8	37.1
Santo Antônio do Tauá	1507003	540	301.6	0
São Vicente Ferrer	2111706	394	297.6	0
Senador José Porfírio	1507805	14388	297.6	13619.5
Mâncio Lima	1200336	4947	295.2	4509
Tocantinópolis	1721208	1084	293.2	142.3
Curuá	1502855	1430	289.2	398.8
Macapá	1600303	6420	288.3	2057.4
Glória d'Oeste	5103957	848	288.1	50.2
Sítio Novo do Tocantins	1720804	325	288	37
Matinha	2106508	414	287.4	4.2
Boa Vista do Gurupi	2101970	405	286.9	113.1
Barcarena	1501303	1315	286.1	0
Luís Domingues	2106201	468	283.8	157.8
Wanderlândia	1722081	1382	283	175
São Raimundo do Doca Bezerra	2111631	284	280.1	3.6
Santo Antônio dos Lopes	2110302	781	278.5	1.6
Alvarães	1300029	6029	278.4	5583.8
Carauari	1301001	26472	277.3	25776.6
Maracanã	1504307	786	276.5	0.9
Nobres	5105903	3857	276.5	306.5
Governador Edison Lobão	2104552	618	273.4	30.4
Tapauá	1304104	90959	273.1	87023.4
Davinópolis	2103752	340	272.1	67.9
Nazaré	1714302	398	267.2	47.8
Reserva do Cabaçal	5107156	371	265.1	105.9
Serra Nova Dourada	5107883	1481	262.4	265.1
Godofredo Viana	2104305	648	258.8	327.8
Central do Maranhão	2103125	370	257.3	11.2
Tufilândia	2112274	280	255.9	0
Pirapemas	2108801	696	253.9	0
Bonfim	1400159	8141	248.2	1705.3
Codajás	1301308	18940	244.8	16526.6
Amapá do Maranhão	2100550	446	244.4	201.6
Itapecuru Mirim	2105401	1182	243	647.2
Peri Mirim	2108405	409	242.7	38.7
São José dos Basílios	2111250	365	241.9	29.6
Lajeado Novo	2105989	1055	240.6	32.9
São João do Paraíso	2111052	2069	235.7	36.7
Belém	1501402	1071	232.2	0
Caseara	1703909	1698	232.2	354.8
Porto Grande	1600535	4405	232	3468.1
São Roberto	2111672	230	230.3	0
Vitória do Mearim	2112902	736	228.3	33.2
Amajari	1400027	28788	227.1	22579.1
Bela Vista do Maranhão	2101772	255	225.5	0
Curuçá	1502905	674	225.3	0
Cantanhede	2102705	809	221.3	0.2
Uarini	1304260	10449	218.6	9695.3
Capinzal do Norte	2102754	635	217.6	0
Brasilândia do Tocantins	1703602	643	217	6.6
Santa Rita	2110203	800	216.6	384.1
Caapiranga	1300839	9551	216.4	8725
Peritoró	2108454	757	216.2	0
Atalaia do Norte	1300201	80044	215.8	79095.1
Buriti do Tocantins	1703800	250	214.2	1.7
Couto de Magalhães	1706001	1591	212	112.1
Esperantina	1707405	504	210.3	19.1
Juarina	1711803	482	209.7	14.1
Praia Norte	1718303	290	208.4	43.5
Igarapé do Meio	2105153	397	207	15.2
Faro	1503002	11794	205.8	11315.9
Apicum-Açu	2100832	655	205.3	281.3
Cedral	2103109	263	201	53.6
Jutaí	1302306	71771	198.6	70308
Miranda do Norte	2106755	356	197.8	93.1
São Caetano de Odivelas	1507102	752	197.4	0
Lago dos Rodrigues	2105948	197	197	0
Santa Isabel do Rio Negro	1303601	64132	195.4	62230.9
Vigia	1508209	536	194	0
Beruri	1300631	17412	191.8	15760.9
Boa Vista do Ramos	1300680	2588	189.8	1137.7
Bernardo do Mearim	2101939	264	189.8	0.1
Campo Verde	5102678	4794	189.7	61.2
Anamã	1300086	2474	189.2	2029.4
Porto de Moz	1505908	17429	188.6	12633.4
Pedra Branca do Amaparí	1600154	9496	188	9235
Campo Novo do Parecis	5102637	9467	187.1	1649.2
Cocalinho	5103106	16562	184.4	1784.5
Angico	1701051	441	184	45.6
Olinda Nova do Maranhão	2107456	200	183.7	0.6
Alto Alegre do Maranhão	2100436	424	183.2	1
Curralinho	1502806	3626	182.7	2827.2
Barcelos	1300409	124166	179.3	102218.6
Pedreiras	2108207	291	179.2	0.1
Benjamin Constant	1300607	9151	178.8	8749.1
Vitória do Jari	1600808	2483	176.1	1789.3
Lagoa da Confusão	1711902	10578	176	2061.7
Nova Nazaré	5106174	4039	176	1085.5
Fortuna	2104206	705	172.7	264
Dom Pedro	2103802	374	172.6	49.2
Ipixuna	1301803	14195	172	13886.5
São Sebastião do Uatumã	1303957	10775	171.4	9911.1
Pauini	1303502	44594	168.9	44137.9
Pindaré-Mirim	2108504	240	168.7	0
Cuiabá	5103403	3539	167.7	179.7
São Paulo de Olivença	1303908	20470	167.2	19626.5
Formoso do Araguaia	1708205	13459	167.2	858.3
Guiratinga	5104203	5361	167.1	0.6
Bagre	1501105	4402	166.4	3905.9
Governador Eugênio Barros	2104602	829	165.4	387
Marechal Thaumaturgo	1200351	8145	163.2	7891
Anajás	1500701	6939	159.6	6430
Governador Archer	2104503	442	155.4	0
Tartarugalzinho	1600709	6716	154.3	3069.3
Santa Bárbara do Pará	1506351	279	152.9	0
Terra Alta	1507961	209	152.9	0.6
Itiquira	5104609	8638	152.6	227.8
Trizidela do Vale	2112233	225	152.6	0
Luzinópolis	1712454	281	151.9	24.9
Manoel Urbano	1200344	9741	148.3	9540
São João Batista	2111003	699	148.1	56.8
Tabatinga	1304062	3346	146.4	3117.7
Primavera	1506104	261	146.4	0
Porto Rico do Maranhão	2109056	227	145.9	74
Oiapoque	1600501	22643	145.4	16073.1
Melgaço	1504505	6782	143.1	5937.7
Magalhães Barata	1504109	326	143	0.6
São Sebastião do Tocantins	1720309	288	139	0
Graça Aranha	2104701	274	138.3	135.7
Axixá do Tocantins	1702901	151	137.3	13.7
Maurilândia do Tocantins	1712801	741	136.3	71.6
São João de Pirabas	1507474	703	134.3	198.4
Cutias	1600212	2118	131.5	467.8
Novo Santo Antônio	5106315	4375	128	559.8
Juruá	1302207	19848	127	18835.7
Laranjal do Jari	1600279	30971	127	30355.5
Santo Antônio do Içá	1303700	12746	126.6	12009.1
Porto Walter	1200393	6461	126.3	6330.1
Itapiranga	1302009	4245	125.1	3794.6
Colinas	2103505	2065	123.6	218.7
São Sebastião da Boa Vista	1507706	1636	119.5	1224.8
Montes Altos	2107001	1348	118.5	65.3
Benevides	1501501	189	117.2	0
Lima Campos	2106003	326	115.2	0
Marianópolis do Tocantins	1712504	2096	111.3	221.8
Itamarati	1301951	26048	109.1	25643.8
Amaturá	1300060	4904	108.4	4362.7
Carrasco Bonito	1703891	195	106.6	0
Nossa Senhora do Livramento	5106109	5200	106.4	82.8
Assis Brasil	1200054	2986	103.7	2851.3
Novo Airão	1303205	38112	103.5	36449.3
Cachoeirinha	1703826	354	102.6	43.4
Santarém Novo	1506906	231	101.3	0
Ferreira Gomes	1600238	5048	101.1	3177.3
Jordão	1200328	5692	100.6	5578.1
Aguiarnópolis	1700301	237	100.6	29.2
Salvaterra	1506302	1048	100.1	151.9
Sapezal	5107875	13640	97.8	2943
Muaná	1504901	3776	97.7	1823.5
Goianorte	1708304	1806	96.2	57.7
Urucurituba	1304401	2915	89.7	134.6
Chaves	1502509	13114	89.3	4019.3
Jatobá	2105450	393	88.8	161.1
Maraã	1302801	17221	88	14673.1
Cajapió	2102408	917	84.6	330.5
Itaubal	1600253	1705	84.5	421.2
Ananindeua	1500800	185	84.4	0
São João da Ponta	1507466	196	81.5	0
Sampaio	1718808	200	81.4	12
Fonte Boa	1301605	12393	79.6	11344.9
Governador Luiz Rocha	2104628	377	79.3	243.6
Palmeirante	1715705	2447	75.8	10.8
Poconé	5106505	17281	75.6	1299.3
São José de Ribamar	2111201	390	74.2	108.2
Tonantins	1304237	6618	74.2	6160.9
Colares	1502608	612	73.1	0
Anori	1300102	5850	71.8	4704.6
Santa Terezinha do Tocantins	1720002	271	70.5	26.8
Gurupá	1503101	8550	70.4	6655
Cachoeira do Arari	1502004	3114	70	311
Calçoene	1600204	14284	68.8	11361.8
