Municipio	CodIbge	AreaKm2	Desmatado	Floresta
Sampaio	1718808	200	83.1	6.7
Mazagão	1600402	13141	80.6	7682
Tonantins	1304237	6618	79.6	4931.7
Bacabeira	2101251	624	78.9	218.9
Anori	1300102	5850	77.3	4696.6
Poconé	5106505	17281	77.1	1297.8
Palmeirante	1715705	2447	76.4	10.2
Quatipuru	1506112	326	74.6	33.4
Rosário	2109601	694	72.7	523
Santa Terezinha do Tocantins	1720002	271	72.7	24.6
Cachoeira do Arari	1502004	3114	71.4	275.4
Serra do Navio	1600055	7761	69.6	7252.4
Paço do Lumiar	2107506	135	69.3	50
Santana	1600600	1578	68.7	441.1
Pacaraima	1400456	8083	66.9	1571.6
Marituba	1504422	103	65.5	0
Santa Rosa do Purus	1200435	6225	65.3	6095.7
Rosário Oeste	5107701	8805	64.7	25.3
Pracuúba	1600550	4966	63.2	2480.6
Dois Irmãos do Tocantins	1707207	3772	61.6	80.8
Limoeiro do Ajuru	1504000	1495	58.7	699.5
Palmeiras do Tocantins	1713809	751	58	22.1
Sítio Novo	2111805	3140	57.7	14
Presidente Juscelino	2109205	450	54.2	346.1
Cajari	2102507	552	53.6	25.4
Santa Filomena do Maranhão	2109759	409	52.4	18.3
Ponta de Pedras	1505700	3380	51.6	521.2
Japurá	1302108	57561	50.3	47628
Araguacema	1701903	2787	46.7	423
Darcinópolis	1706506	1558	46.6	8.2
Buriti Bravo	2102309	1605	40.8	1040.2
Água Boa	5100201	7486	36.1	125.2
Dueré	1707306	3434	34.3	243.3
Pium	1717503	10036	34.1	1669.9
Soure	1507904	3528	33.5	156.8
Vargem Grande	2112704	1988	32.9	1253.3
Recursolândia	1718501	2229	32.2	94.2
Presidente Vargas	2109304	475	31.7	217.4
Uiramutã	1400704	8116	31.4	1680.2
Fernando Falcão	2104081	3546	30.2	88.9
Formosa da Serra Negra	2104099	3976	28.3	30
Luciára	5105309	4152	27.1	404.8
Afuá	1500305	8382	26.4	5269.9
São José do Povo	5107297	443	25.9	0
Axixá	2101103	205	25.8	117.9
Salinópolis	1506203	219	23.1	80
Cachoeira Grande	2102374	716	21.7	319
Santa Rita do Tocantins	1718899	3288	20.6	15.7
Pedra Preta	5106372	4191	20.4	1.1
Pedro Afonso	1716505	2021	20.1	31.4
Normandia	1400407	7003	19.2	424.9
Divinópolis do Tocantins	1707108	2355	18.3	55.9
Boa Vista	1400100	5726	17.9	232.6
Rio dos Bois	1718709	849	17.5	0
Timbiras	2112100	1509	16.8	1075.2
Bacurituba	2101350	685	16.4	29.3
Morros	2107100	1745	16	1463.3
Raposa	2109452	65	14	41.1
Estreito	2104057	2736	9.7	6.3
Icatu	2105104	1468	8.9	1039.7
Bom Jesus do Tocantins	1703305	1339	6.6	8.7
Abreulândia	1700251	1899	5.7	47.7
Sandolândia	1718840	3539	4.2	73.8
Babaçulândia	1703008	1796	3.2	0
Tupiratins	1721307	900	2.1	7.1
Santo Antônio do Leste	5107792	3597	2	67.4
Chapada de Areia	1704600	660	1.6	9.6
Novo São Joaquim	5106281	5023	1	117.8
São João do Soter	2111078	1462	0.9	1218.8
Primavera do Leste	5107040	5474	0.7	16.8
Monte Santo do Tocantins	1713700	1096	0.7	11
Campinápolis	5102603	5967	0.5	8.3
Campos Lindos	1703842	3266	0.1	0.7
Araguaçu	1702000	5181	0	3.4
Santa Cruz do Arari	1506401	1078	0	4.9
Aliança do Tocantins	1700350	1587	0	0
Almas	1700400	4048	0	0
Alvorada	1700707	1216	0	0
Aparecida do Rio Negro	1701101	1166	0	0
Arraias	1702406	5827	0	0
Aurora do Tocantins	1702703	756	0	0
Barra do Ouro	1703073	1112	0	0
Barrolândia	1703107	714	0	0
Brejinho de Nazaré	1703701	1730	0	0
Cariri do Tocantins	1703867	1129	0	0
Centenário	1704105	1968	0	0
Chapada da Natividade	1705102	1679	0	0
Combinado	1705557	210	0	0
Conceição do Tocantins	1705607	2520	0	0
Cristalândia	1706100	1854	0	0
Acorizal	5100102	842	0	0
Crixás do Tocantins	1706258	988	0	0
Dianópolis	1707009	3240	0	0
Alto Araguaia	5100300	5545	0	1120
Alto Garças	5100409	3657	0	0
Alto Taquari	5100607	1397	0	904.9
Fátima	1707553	384	0	0
Figueirópolis	1707652	1933	0	0
Filadélfia	1707702	1997	0	0
Araguainha	5101209	688	0	0
Goiatins	1709005	6451	0	0
Gurupi	1709500	1844	0	0
Ipueiras	1709807	817	0	0
Itacajá	1710508	3072	0	0
Itapiratins	1710904	1251	0	0
Jaú do Tocantins	1711506	2186	0	0
Lagoa do Tocantins	1711951	918	0	0
Lajeado	1712009	324	0	0
Lavandeira	1712157	525	0	0
Lizarda	1712405	5768	0	2.9
Mateiros	1712702	9675	0	0.1
Miracema do Tocantins	1713205	2664	0	0
Monte do Carmo	1713601	3634	0	0
Natividade	1714203	3236	0	0
General Carneiro	5103908	3724	0	0
Nova Rosalândia	1715002	490	0	0
Novo Acordo	1715101	2685	0	0
Novo Alegre	1715150	201	0	0
Novo Jardim	1715259	1321	0	0
Oliveira de Fátima	1715507	207	0	0
Palmeirópolis	1715754	1710	0	0
Paraíso do Tocantins	1716109	1304	0	0
Jangada	5104906	1022	0	0
Paranã	1716208	11321	0	0
Peixe	1716604	5314	0	0
Pindorama do Tocantins	1717008	1567	0	0
Ponte Alta do Bom Jesus	1717800	1819	0	0
Ponte Alta do Tocantins	1717909	6535	0	0
Porto Alegre do Tocantins	1718006	505	0	0
Porto Nacional	1718204	4473	0	0
Pugmil	1718451	403	0	0
Rio da Conceição	1718659	777	0	0
Rio Sono	1718758	6395	0	0.3
Santa Maria do Tocantins	1718881	1420	0	0
Santa Rosa do Tocantins	1718907	1804	0	0
Santa Tereza do Tocantins	1719004	543	0	0
São Félix do Tocantins	1720150	1923	0	0
São Salvador do Tocantins	1720259	1430	0	0
Pontal do Araguaia	5106653	2755	0	0
Ponte Branca	5106703	688	0	0
São Valério da Natividade	1720499	2531	0	0
Silvanópolis	1720655	1268	0	0
Sucupira	1720853	1031	0	0
Taguatinga	1720903	2457	0	0
Taipas do Tocantins	1720937	1123	0	0
Talismã	1720978	2161	0	0
Palmas	1721000	2227	0	0
Tocantínia	1721109	2617	0	0
Tupirama	1721257	714	0	0
Ribeirãozinho	5107198	622	0	0
Afonso Cunha	2100105	378	0	378
Água Doce do Maranhão	2100154	451	0	451
Aldeias Altas	2100303	1973	0	1973
Anapurus	2100808	620	0	620
Tesouro	5108105	4017	0	0
Torixoréu	5108204	2397	0	0
Várzea Grande	5108402	938	0	0
Balsas	2101400	13258	0	0.8
Barreirinhas	2101707	3172	0	3172
Belágua	2101731	504	0	504
Carolina	2102804	6487	0	0
Chapadinha	2103208	3305	0	3305
Feira Nova do Maranhão	2104073	1486	0	0
Fortaleza dos Nogueiras	2104107	1680	0	0
Humberto de Campos	2105005	2166	0	2166
Lagoa do Mato	2105922	1310	0	1310
Mata Roma	2106409	556	0	556
Mirador	2106706	8716	0	0.4
Nina Rodrigues	2107209	579	0	479.5
Nova Colinas	2107258	749	0	0
Paraibano	2107704	539	0	70.1
Passagem Franca	2107902	1378	0	1066
Pastos Bons	2108009	1643	0	30.8
Paulino Neves	2108058	998	0	998
Primeira Cruz	2109403	1394	0	1394
Riachão	2109502	6422	0	0
Santana do Maranhão	2110237	1116	0	1116
Santo Amaro do Maranhão	2110278	1628	0	1628
São Benedito do Rio Preto	2110401	946	0	946
São Domingos do Azeitão	2110658	1071	0	0
São Pedro dos Crentes	2111573	988	0	0
São Raimundo das Mangabeiras	2111607	3556	0	0
Sucupira do Norte	2111904	1007	0	0.2
Sucupira do Riachão	2111953	574	0	574
Tutóia	2112506	1521	0	1521
Urbano Santos	2112605	1229	0	1229
Area nao mapeada pelo Prodes	2114999	55592	0	29073.3
