Municipio,CodIbge,Estado,AreaKm2,Desmatado2009,Incremento20082009,Floresta2009,Nuvem2009,NaoObservado2009,NaoFloresta2009,Hidrografia2009
Nova Ubiratã,5106240,MT,12690,4196.3,31.1,5698.4,0,0.1,2794.7,0.5
Moju,1504703,PA,9131,4026.1,66.1,4852.8,23.3,9.2,192.8,26.8
Sorriso,5107925,MT,9350,3976,1.2,1225.6,30.4,0.7,4117.3,0
Aripuanã,5101407,MT,25181,3809.8,42.2,21027.1,5,5.1,280.7,53.3
Pontes e Lacerda,5106752,MT,8465,3726.4,10.4,1404.1,4.6,3,3326.9,0
Confresa,5103353,MT,5799,3688.2,7.6,1786.8,0,0,321.9,2.1
Goianésia do Pará,1503093,PA,7048,3666.3,26.6,2836.9,61.5,1.8,0,481.5
Barra do Bugres,5101704,MT,7244,3596.4,13,2379,0,0,1265.1,3.5
Colniza,5103254,MT,28134,3520.8,76.8,24237.5,0.3,7,312.4,56
Bom Jardim,2102002,MA,6647,3501.1,24.8,2081.7,1002.3,2.1,52.7,7.1
Gaúcha do Norte,5103858,MT,16900,3491.7,9.7,8768.4,0,0,4609.2,30.7
Viseu,1508308,PA,4943,3426.9,32.9,923.2,472.8,4.5,34.6,81
Marcelândia,5105580,MT,12294,3412.9,3.6,8617.8,26.5,4.1,216.9,15.8
Ulianópolis,1508126,PA,5115,3390.8,44.4,1535,186.1,3.1,0,0
Xinguara,1508407,PA,3794,3368.5,4.5,406.6,0,0,0,18.9
Rio Maria,1506161,PA,4123,3362.8,6.8,623.2,0,0,129.1,7.9
Dom Eliseu,1502939,PA,5296,3357.2,41.6,1807.7,129.5,1.6,0,0
Peixoto de Azevedo,5106422,MT,14402,3294.6,25.1,9762.4,96.1,2.9,1170.7,75.3
Ariquemes,1100023,RO,4480,3171.8,8.5,1219,0,0,89,0.2
Lábrea,1302405,AM,69669,3151.9,36.4,64086.4,180.4,17.8,1786.1,446.4
Barra do Corda,2101608,MA,8054,3076.6,56.8,2473.8,0,1,2496.6,6
Nova Maringá,5108907,MT,11528,3054.7,11.5,7675.7,100.3,0.9,688.2,8.2
Conceição do Araguaia,1502707,PA,5848,3036.6,7.3,810.4,0,0.2,1878.1,122.7
Nova Bandeirantes,5106158,MT,9561,3013.1,52.7,6324.6,3.4,1.1,91.6,127.2
Comodoro,5103304,MT,21849,2993.6,14.1,9071.6,2.1,20.1,9758.7,2.9
Uruará,1508159,PA,10794,2968.5,59.5,7346.8,428.5,50,0,0.2
Nova Canaã do Norte,5106216,MT,5975,2967,5.1,1909.7,0,0,1061.7,36.6
Rio Branco,1200401,AC,9509,2966.3,21.6,6540.5,2.1,0.1,0,0
Porto dos Gaúchos,5106802,MT,7016,2927.1,8.9,4018.1,0,0,47.9,22.9
Tomé-Açu,1508001,PA,5168,2902,14.2,2257.9,5.8,2.2,0.1,0
Piçarra,1505635,PA,3324,2887.7,11.8,368.8,0,0,0,67.5
Nova Mutum,5106224,MT,9546,2835.9,4.4,3324.8,9.4,0.6,3368.7,6.6
Machadinho d'Oeste,1100130,RO,8589,2794.9,28.6,5355.8,0,0,380.9,57.4
Nova Mamoré,1100338,RO,10244,2776.1,28.9,6047.9,13,4.9,1359.3,42.8
Bom Jesus do Araguaia,5101852,MT,4282,2698.1,10.8,1205.9,0,0,376.2,1.8
Eldorado dos Carajás,1502954,PA,2967,2695.5,24.5,271.5,0,0,0,0
Breu Branco,1501782,PA,3950,2680.5,17.9,871.7,134.8,2.7,0.8,259.5
Araguaína,1702109,TO,4019,2677.4,2,419.4,0,0.8,898.5,22.9
Redenção,1506138,PA,3830,2657.6,3,471.2,0,0.1,701.1,0
Ipixuna do Pará,1503457,PA,5245,2643.3,31.6,2531.4,31,4.6,6.7,28
Chupinguaia,1100924,RO,5163,2631.8,6.3,2202,0,0,328.8,0.4
Jaru,1100114,RO,2976,2614.2,1.6,316.9,0,0.1,44.8,0
Ji-Paraná,1100122,RO,6955,2607.3,5.2,4244.4,0.9,1.8,66.2,34.4
Itinga do Maranhão,2105427,MA,3612,2588.4,38.1,885,137.3,1.2,0,0.1
Nova Monte Verde,5108956,MT,6512,2584.2,7.1,3761.5,7.8,0,150.6,7.9
Capitão Poço,1502301,PA,2924,2555.8,10.1,320.7,39.3,6.2,2,0
Santa Terezinha,5107776,MT,6463,2542.1,8,2628,0,0.2,1244,48.7
São Geraldo do Araguaia,1507458,PA,3283,2537,3.7,399.9,0,0,314.2,31.9
Colíder,5103205,MT,3038,2502.3,2.3,529.7,0,0,2.3,3.7
Tabaporã,5107941,MT,8233,2500.2,9,3403.8,82.1,0.7,2239.7,6.5
Castanheira,5102850,MT,3963,2499.2,16.3,1430.7,0,1,3.4,28.7
Cacoal,1100049,RO,3820,2489.5,2.8,1269.2,29.3,0,26.1,5.9
Brasil Novo,1501725,PA,6370,2480.8,59.1,2903.7,977.3,2,0.1,6.1
Novo Mundo,5106265,MT,5801,2457.4,12.8,2789.4,0,0.2,535.8,18.2
Guarantã do Norte,5104104,MT,4717,2387.8,9.2,1606.5,0,0,722.5,0.2
Pimenta Bueno,1100189,RO,6284,2370.5,14.2,2856,2.4,0,1049.6,5.5
Centro Novo do Maranhão,2103174,MA,8366,2279.6,16,5453.3,568.4,61.9,0,2.8
Acará,1500206,PA,4363,2275.6,11.9,1936.7,91.7,6.2,43.6,9.2
Tucumã,1508084,PA,2513,2270.5,2.6,234.3,0.1,0.4,0,7.7
Amarante do Maranhão,2100600,MA,7737,2246.4,59.7,3715.1,89.5,6.2,1679.8,0
Alta Floresta d'Oeste,1100015,RO,7138,2235.7,4,3165,0,8.8,1705,23.5
Paranaíta,5106299,MT,4833,2221.4,7.8,2490.7,31.7,1.6,31.3,56.3
Buritis,1100452,RO,3315,2170.9,16.8,1139.2,0,0,4.8,0.1
Cáceres,5102504,MT,24446,2166.2,2.6,1657.8,0,34.4,19492,1095.6
Tangará da Serra,5107958,MT,11596,2158.2,1.4,645.8,0,0,8791,1
Corumbiara,1100072,RO,3082,2146.1,0.9,835.1,2.4,0,98.4,0
Bom Jesus das Selvas,2102036,MA,2700,2142.3,21.2,475.5,82.2,0,0,0
Costa Marques,1100080,RO,12890,2132.6,22.2,7200.1,83.2,62,3369.1,43
São Miguel do Guaporé,1100320,RO,8102,2125.8,4.5,4173.8,6.2,0.1,1796.1,0
Bannach,1501253,PA,2963,2124.6,15.7,775.6,0,0,62.8,0
Tailândia,1507953,PA,4451,2116.5,16.3,2331.5,0.3,2.7,0,0
Espigão d'Oeste,1100098,RO,4549,2085,5.2,1999.1,168.3,0,296.1,0.5
Paranatinga,5106307,MT,24185,2073.4,4.1,5445.6,0,5.5,16652.5,8
Curionópolis,1502772,PA,2375,2053.6,1,308.6,6.5,1.7,4.6,0
Apiacás,5100805,MT,20402,2051.7,13.8,16443.9,601,3.8,1052,249.6
Sinop,5107909,MT,3193,2031.6,1,1102.4,15.2,0,29,14.8
São Francisco do Guaporé,1101492,RO,4805,2017.9,8.8,1802.6,131.2,0,853.3,0
Zé Doca,2114007,MA,2435,1984.7,6.5,379.3,42.5,28.5,0,0
Feliz Natal,5103700,MT,11448,1972.4,3.7,8750.6,0,4.2,698.5,22.3
Terra Nova do Norte,5108055,MT,2303,1947,3.2,352.5,0,0,3.5,0
Anapu,1500859,PA,11909,1937.5,17.2,6171.4,3606.4,15.6,6.8,171.3
Turiaçu,2112407,MA,2601,1927.6,11.1,383.7,168.2,7.8,47.8,65.9
Vera,5108501,MT,2951,1923.7,3.3,1007.6,0,1.4,18.2,0.1
Boca do Acre,1300706,AM,23013,1919.2,20.8,20335.8,565.8,1.9,59,131.3
Buriticupu,2102325,MA,2567,1907.6,25,606.2,51.5,0.7,0,1
Medicilândia,1504455,PA,8271,1895.4,55,6030.5,341.3,2.9,0,0.9
Floresta do Araguaia,1503044,PA,3454,1880.9,12.2,346.7,0,0.2,1178.2,48
Matupá,5105606,MT,5153,1880.5,9,3055,0,0,217.5,0
Canarana,5102702,MT,10839,1875.6,0.6,2174.1,0,1.7,6781.4,6.2
Rondolândia,5107578,MT,12742,1869.9,14,10384.5,409,1.4,52,25.2
Alto Alegre do Pindaré,2100477,MA,1951,1866.2,1.8,19.3,10.5,0.6,54.4,0
Poxoréo,5107008,MT,6923,1858.3,0.5,97.1,0,0,4967.6,0
Campo Novo de Rondônia,1100700,RO,3491,1850.9,24.9,1355.7,8.8,0,275.6,0
Araguatins,1702208,TO,2640,1801.7,5,230.8,0,0.7,541.4,65.4
Cotriguaçu,5103379,MT,9149,1775.3,31.8,7219.2,0,0.1,21,133.4
Nova Lacerda,5106182,MT,4756,1774.5,9,1486.2,0,0.4,1494.9,0
Óbidos,1505106,PA,28043,1766.9,27.8,20270.1,50.5,6.2,4593.3,1356
Arame,2100956,MA,3075,1766.3,28.4,967.9,0,1.6,339.1,0.1
Candeias do Jamari,1100809,RO,6933,1765.7,12.7,4785.5,0,0.2,0,381.6
São José do Rio Claro,5107305,MT,5060,1764,8.6,1894.8,0.2,0,1398.3,2.7
Theobroma,1101609,RO,2219,1742.5,6.7,476,0,0,0,0.5
Ouro Preto do Oeste,1100155,RO,1991,1740.9,0.5,231.6,0,0.3,16.2,2
Canaã dos Carajás,1502152,PA,3157,1732.9,0.9,1317.9,0,0,106.1,0.1
Vitória do Xingu,1508357,PA,2969,1732.5,1,132.9,947.2,3.2,0.1,153.1
Rurópolis,1506195,PA,7025,1730.2,30,5242.3,2,0.6,0,49.9
Bom Jesus do Tocantins,1501576,PA,2824,1726.9,5.7,983.4,0.2,0.8,71.1,41.6
Vilhena,1100304,RO,11583,1722.5,6.4,8057.8,110.5,3.9,1686.8,1.5
Bragança,1501709,PA,2108,1719.9,4.5,231.3,61,1.8,38.8,55.2
Carlinda,5102793,MT,2414,1714.9,0.2,666.3,0,0,0,32.8
Almeirim,1500503,PA,72969,1703.5,21.8,64537.4,2912.4,62,2716.9,1036.8
Itacoatiara,1301902,AM,8926,1698.2,5.6,4320.1,410.3,3.8,829.5,1664.1
Placas,1505650,PA,7174,1686.3,29.7,5466.6,7.1,13.7,0.2,0.1
Apuí,1300144,AM,54481,1682.4,64.6,51949.1,0,15.2,625.8,208.5
Pedro do Rosário,2108256,MA,1770,1673,1.3,28.3,0,0.9,67.8,0
Alto Paraíso,1100403,RO,2681,1659.1,11.4,1004,0,0.1,0.7,17.1
Lago da Pedra,2105708,MA,1655,1655,0,0,0,0,0,0
Itaúba,5104559,MT,4543,1638.6,1.7,2447.9,0,0,423.3,33.2
Bandeirantes do Tocantins,1703057,TO,1678,1626.7,0,51,0,0,0.3,0
Mucajaí,1400308,RR,12878,1625.5,18.7,8202.3,2812.6,5.5,194.7,37.4
CanaBrava do Norte,5102694,MT,3450,1620,6.5,623.1,0,0,1206.7,0.2
Ribeirão Cascalheira,5107180,MT,11364,1614,2.4,1726.3,66.9,0.2,7940.8,15.8
Presidente Médici,1100254,RO,1774,1603.7,1.8,143.2,0,0,17.2,9.9
Cláudia,5103056,MT,3819,1548.9,19,2261.6,0,0,0,8.5
Baião,1501204,PA,3766,1548.3,12,1473.2,30.3,3.2,474.5,236.5
Sena Madureira,1200500,AC,26182,1528,19.7,24068.5,563.5,19.2,2.8,0
Aurora do Pará,1500958,PA,1824,1525.2,10.8,286,4.8,2.5,0,5.5
Nova Santa Helena,5106190,MT,2625,1515.1,11.9,1107.6,0,0.1,2.2,0
Manicoré,1302702,AM,48687,1499.5,30,40909.9,1289.3,17.5,4144.3,826.5
Plácido de Castro,1200385,AC,2099,1489.6,12.3,606.1,0,3.3,0,0
Nova Esperança do Piriá,1504950,PA,2830,1482,43.1,1313.9,9.3,24.8,0,0
Arapoema,1702307,TO,1558,1461.9,0.1,73.2,0,0,0,22.9
Santa Carmem,5107248,MT,3921,1459.9,11.7,2461.1,0,0,0,0
Cacaulândia,1100601,RO,1986,1454.6,2.9,490.2,0,0,41.2,0
Jacundá,1503804,PA,2014,1451.9,3.6,295.3,1.5,0,0,265.3
Cantá,1400175,RR,7714,1437.6,7.9,4775.7,587.2,2.8,826.9,83.8
Oriximiná,1505304,PA,107778,1437,17.7,97041.5,3793.9,98.4,3639.7,1767.5
Guajará-Mirim,1100106,RO,25257,1419.4,8.5,18514.8,1272.7,85.1,3797.9,167.1
Garrafão do Norte,1503077,PA,1616,1417.5,15.9,193.7,0,4.8,0,0
Santa Helena,2109809,MA,2336,1409.6,1,157.9,31.8,1.4,628.8,106.5
Portel,1505809,PA,25425,1408.4,24.7,11216.3,11557.1,17.6,383.8,841.8
Brasiléia,1200104,AC,4484,1403.3,9.1,2931.2,137.1,12.1,0,0.3
Cujubim,1100940,RO,3901,1393.9,31.2,2504.6,0,0.2,0.1,2.2
Porto Acre,1200807,AC,3071,1366.3,10.4,1701.9,0,2.8,0,0
Alvorada d'Oeste,1100346,RO,3060,1364.5,1.6,874.3,0.3,0,820.9,0
Monte Negro,1101401,RO,1956,1352.8,7.1,558.3,0,0,44.9,0
Itaipava do Grajaú,2105351,MA,1558,1350.1,5.8,206.5,0,1.4,0,0
Governador Jorge Teixeira,1101005,RO,5128,1344.6,4.9,3578.6,10,0,194.8,0
Parauapebas,1505536,PA,7019,1343.7,5,5588.3,0.3,0,85.4,1.3
Santa Cruz do Xingu,5107743,MT,5625,1342.7,3.1,2596.8,0,0,1622,63.5
São Domingos do Capim,1507201,PA,1687,1332.8,1.5,257.8,78.4,2.9,15.1,0
Alenquer,1500404,PA,22275,1329.7,15.4,17664.5,207.8,7.1,2475.2,590.7
Cachoeira do Piriá,1501956,PA,2439,1324.5,64.2,891.8,195.8,19.5,0,7.4
Rolim de Moura,1100288,RO,1471,1320,0.1,149.6,1.4,0,0,0
Xambioá,1722107,TO,1641,1314.2,4.1,287,0,0.1,11.1,28.6
Jacareacanga,1503754,PA,53409,1310,15.2,44959.7,1208.3,8.8,5204,718.2
Cidelândia,2103257,MA,1473,1294.5,6,140.5,8.8,0.6,21.2,7.4
Senador Guiomard,1200450,AC,1887,1288,6.7,599,0,0,0,0
Maués,1302900,AM,40079,1287.7,8.3,34014.5,2600.6,7,877.1,1292.1
Alto Alegre dos Parecis,1100379,RO,3993,1284.5,3.9,1758.4,12.7,5.9,917.5,14
Juruena,5105176,MT,3200,1283.6,20.3,1725.5,0,0,162.2,28.7
Bujari,1200138,AC,3572,1282.3,9,2289.2,0,0.5,0,0
Barra do Garças,5101803,MT,9147,1272.6,0,224.8,0,5.1,7629.9,14.6
São Domingos do Araguaia,1507151,PA,1396,1272.4,10.2,123.6,0,0,0,0
Santa Fé do Araguaia,1718865,TO,1682,1264.2,3.1,361.7,0,0,0,56.1
Pimenteiras do Oeste,1101468,RO,6067,1248.7,5,2302.1,26.3,36.7,2428.7,24.5
Santa Luzia do Pará,1506559,PA,1361,1243.2,7.8,113.2,3.4,1.2,0,0
Ourilândia do Norte,1505437,PA,13840,1237.5,5.4,9338.5,92.3,1.3,3167,3.4
Manaus,1302603,AM,11474,1232.6,3.6,8685.8,0,3.1,3.9,1548.6
Araputanga,5101258,MT,1608,1225.2,0.2,346.9,0,0.7,35.2,0
Autazes,1300300,AM,7634,1214.2,9.8,4800.6,139.2,3.2,463.7,1013.1
Irituia,1503507,PA,1387,1206.9,0.8,98,60,4.7,17.4,0
Bacabal,2101202,MA,1707,1203.8,4.7,137.8,0.4,0,362.5,2.5
Tarauacá,1200609,AC,16278,1197,12.8,14167,906.1,2.2,0,5.7
Vale do Anari,1101757,RO,3166,1194.7,10.9,1941.1,0,0,11.2,19
Colorado do Oeste,1100064,RO,1459,1188.2,1,216.8,0.3,0,53.7,0
Tuntum,2112308,MA,3619,1188.1,7.7,456.5,0,0.2,1932.3,41.9
São Gabriel da Cachoeira,1303809,AM,112501,1182.1,2.6,94224.9,14730.8,389.5,488.9,1484.8
São José dos Quatro Marcos,5107107,MT,1284,1181.7,0.9,64.8,0,0,37.5,0
Turilândia,2112456,MA,1529,1175.9,2.2,115.5,36.7,4,134.9,62
Grajaú,2104800,MA,7480,1173.9,57.7,1548.3,0,0,4757.8,0
Nova Olinda do Maranhão,2107357,MA,2487,1172.1,3.4,1088.5,212.9,13.5,0,0
Governador Newton Bello,2104651,MA,1177,1169.5,0.2,6.1,0.5,0.9,0,0
Nova Brasilândia,5106208,MT,3269,1165.9,1.5,193.4,0,0,1882.1,27.6
Sapucaia,1507755,PA,1302,1158.7,0,143.3,0,0,0,0
Xapuri,1200708,AC,5416,1157.8,6.9,4257,0.7,0.4,0.1,0
Ananás,1701002,TO,1596,1157,1,195.1,0,1.8,202,40.1
Nova Ipixuna,1504976,PA,1605,1153.5,10.3,230.3,1.5,0,123.8,95.9
Juruti,1503903,PA,8307,1148.4,14.7,5381.3,38.1,2.6,630.7,1105.9
Alto Boa Vista,5100359,MT,2242,1142,13.9,522.5,0,0,577.5,0
Denise,5103452,MT,1304,1139.8,0.4,157.8,0,0,6.4,0
Seringueiras,1101500,RO,2280,1133.1,3.2,967,15.4,0,164.5,0
Salto do Céu,5107750,MT,1316,1130.6,0.5,153.9,0,0,31.5,0
Feijó,1200302,AC,25248,1124.7,18.4,20098.2,3957.9,60.3,0.4,6.5
Aveiro,1501006,PA,17094,1122.2,29.6,14540.8,687.5,6,18.6,718.9
Parecis,1101450,RO,2567,1121.2,1.2,955.9,6.9,0,482.7,0.3
Imperatriz,2105302,MA,1376,1114.9,3.2,84,0,0,155.2,21.9
Serrano do Maranhão,2111789,MA,1222,1102.8,0.4,63.5,39.8,0.3,2.2,13.4
Cametá,1502103,PA,3090,1097.6,6.8,862.4,20,0.6,658.7,450.7
Careiro,1301100,AM,6126,1095.4,5.4,4625.1,2.8,1.4,81.1,320.2
Vitorino Freire,2113009,MA,1130,1087.6,0,0,0,0,44.5,0
Rorainópolis,1400472,RR,33850,1066.2,18.4,21190.1,3361.2,9.5,7645.7,577.3
Rio Crespo,1100262,RO,1744,1061.2,6.2,659.7,0,0,23.1,0
João Lisboa,2105500,MA,1134,1056.8,3.9,76.5,0,0.7,0,0
Pau d'Arco,1716307,TO,1304,1054,1,133.6,0,0,83.5,32.9
Coroatá,2103604,MA,2298,1052.9,87.1,1000,19.9,225.2,0,0
Trairão,1508050,PA,11996,1052.7,37.1,10839.9,1.8,0.2,1.1,100.3
Santo Antônio do Leverger,5107800,MT,12270,1034.7,3.5,1110.5,0,0.3,10102.9,21.6
União do Sul,5108303,MT,4583,1021.3,3,3537.3,0,2.1,22.3,0
Guaraí,1709302,TO,2279,1018.5,1.3,176.8,0,0.1,1079,4.6
Governador Nunes Freire,2104677,MA,1047,1012.2,0.4,19.1,14.6,1.1,0,0
Brejo Grande do Araguaia,1501758,PA,1191,1010.8,3.2,125.4,0,0,27.8,27
Nova Olímpia,5106232,MT,1570,1010.1,0.6,241.9,0,0,318,0
Jauru,5105002,MT,1221,1005,0.3,101.2,0,0.3,114.5,0
Aragominas,1701309,TO,1179,1000.8,3.4,151.3,0,0,17.9,9
Santa Luzia d'Oeste,1100296,RO,1207,973,1,234,0,0,0,0
Cabixi,1100031,RO,1322,968.6,1,269.8,66.7,1,11.4,4.5
Caracaraí,1400209,RR,47820,962.7,8.3,28502.2,3271.9,9.7,14499.2,574.3
Vila Nova dos Martírios,2112852,MA,1197,961.7,2,86.3,3.7,1.4,131.6,12.3
Nova Marilândia,5108857,MT,1943,958.8,5.3,387.9,23.4,0.2,572.7,0
Monção,2106904,MA,1359,958.5,2.7,88.6,0,1.5,186.3,124.1
Parintins,1303403,AM,5961,953.5,3.9,1303,282,4,1136.5,2282
Muricilândia,1713957,TO,1194,953.2,0.7,215.1,0,0,0,25.7
Santo Afonso,5107263,MT,1172,950.4,7.9,216.2,0.6,0,4.8,0
Paulo Ramos,2108108,MA,937,937.8,0,0,0,0,0,0
Prainha,1506005,PA,12600,937.2,18.2,5790,1444.3,10.7,2867.8,1550
Mirassol d'Oeste,5105622,MT,1077,935.6,0.8,106,0,1.1,34.3,0
Pau d'Arco,1505551,PA,1675,930.1,4.8,333.3,0,0.1,411.5,0
Lambari d'Oeste,5105234,MT,1338,928.6,0.4,236.5,0,0.7,171.7,0.5
Nova Guarita,5108808,MT,1089,923.4,0,165,0,0,0,0.6
Cândido Mendes,2102606,MA,1748,923,2.9,281.1,339.1,3,84.6,117.2
Juscimeira,5105200,MT,2206,920.3,0,37.2,0,0,1247.4,1.1
Nortelândia,5106000,MT,1353,917.6,0.7,285.1,0.3,0,150,0
São João do Araguaia,1507508,PA,1291,913,15.5,196.1,0,0,72.9,109
Porto de Moz,1505908,PA,17429,910.7,29.9,8189.2,3713.4,28.8,3135.5,1451.4
Alcântara,2100204,MA,1502,907.7,0.1,107.7,70.2,0.2,71.8,344.4
Centro do Guilherme,2103158,MA,1084,906,4.7,119,43.8,15.2,0,0
Caroebe,1400233,RR,12122,903.7,23.7,9328.6,1783.7,9.6,12.7,83.7
Canutama,1300904,AM,30283,898.9,13.8,28081.5,8.2,5.3,993.6,295.5
Castanhal,1502400,PA,1035,898.5,0.6,58.8,74.8,2.9,0,0
Bernardo Sayão,1703206,TO,930,893.7,0.4,23.2,0,0,0,13.1
Nova Brasilândia d'Oeste,1100148,RO,1166,891.4,1.6,209.4,0,0,65.2,0
Acrelândia,1200013,AC,1610,886.6,9.9,720.8,0,2.6,0,0
São Miguel do Guamá,1507607,PA,1117,879.6,0.7,143.1,76,3.1,15.2,0
Novo Aripuanã,1303304,AM,41459,879.2,15.9,37655.5,530.5,27.9,1624.6,741.3
Itaporã do Tocantins,1711100,TO,924,877,0.1,46.5,0,0.5,0,0
Pinheiro,2108603,MA,1483,873,0.9,76.2,15.4,0.5,412.5,105.4
Vale do Paraíso,1101807,RO,973,868.3,0.6,100.5,0,0,3.6,0.6
Santa Luzia do Paruá,2110039,MA,914,866.8,0.2,15.4,0.7,1.3,29.8,0
Porto Alegre do Norte,5106778,MT,3982,863.2,1,670.3,0,0,2448.5,0
Itapuã do Oeste,1101104,RO,4131,862.4,3.9,3059.8,0,0.3,2.4,206.1
Epitaciolândia,1200252,AC,1710,858.3,4.9,843.7,0.4,7.5,0,0.1
São Domingos do Maranhão,2110708,MA,1321,852.2,10.6,353,0,0,115.8,0
Pequizeiro,1716653,TO,1212,841.9,0.2,66.4,0,0,303.7,0
Capixaba,1200179,AC,1765,833.9,4,925.1,0,6,0,0
Araguaiana,5101001,MT,6421,832.3,0.3,530.4,0,16.8,5025.9,15.6
Rondonópolis,5107602,MT,4166,824.3,0,272.9,0,0,3063.1,5.7
Nova Olinda,1714880,TO,1780,823,0.1,20.5,0,0.6,935.9,0
Palestina do Pará,1505494,PA,986,807.8,3.3,148.3,0,0,0.3,29.6
Dom Aquino,5103601,MT,2207,801.5,0,48.3,0,0,1357.2,0
Belterra,1501451,PA,4404,800.6,4.4,2825.8,170.4,4,0,603.2
Cerejeiras,1100056,RO,2804,797.7,0.6,760,0,0,1246.3,0
Nova Xavantina,5106257,MT,5527,781.5,0,270.4,0,0,4448.3,26.8
Guajará,1301654,AM,9389,776.3,2.7,8094.1,239.1,0,272.5,7
Manacapuru,1302504,AM,7381,771.8,12,4374.5,0.3,4.1,809.8,1420.5
Piraquê,1717206,TO,926,763.6,0.6,89.1,0,0.2,73.1,0
Barreirinha,1300508,AM,5759,762.4,2.4,2605.5,1019.2,3.4,411.1,957.4
Coari,1301209,AM,58834,758.6,0.6,53428.7,1057.8,2.6,823.5,2762.8
Maranhãozinho,2106375,MA,964,754.6,0.5,144,63.8,1.6,0,0
Araguanã,2100873,MA,810,754.1,0.7,55.8,0,0.1,0,0
Colméia,1716703,TO,995,752.8,0.5,20.2,0,0.4,221.6,0
Pio XII,2108702,MA,827,749,0,0,0,0,48.1,32.3
Novo Horizonte do Oeste,1100502,RO,852,742,0.8,105.4,0,0,4.6,0
Araguanã,1702158,TO,837,741.9,0.3,68.3,0,0,12.5,14.3
Alto Alegre,1400050,RR,25870,737.5,3.5,14747.9,7562.4,125,2600.1,97.1
Figueirópolis d'Oeste,5103809,MT,893,736.6,0.2,46.1,0,0,110.3,0
Novo Horizonte do Norte,5106273,MT,940,734.4,0.2,198,0,0,0,7.6
Augusto Corrêa,1500909,PA,1101,730.9,0.3,206.1,83,0.2,4.7,76.1
Presidente Dutra,2109106,MA,805,722.8,1.8,82.2,0,0,0,0
Castanheiras,1100908,RO,901,718.8,0.5,179.4,0,0,0.6,2.2
Tucuruí,1508100,PA,2094,717.9,2.2,355.7,530.8,1.4,4.7,483.5
Marajá do Sena,2106359,MA,833,716.1,3.5,116.7,0,0.2,0,0
São Francisco do Brejão,2110856,MA,751,713.1,1.7,37.9,0,0,0,0
Ministro Andreazza,1101203,RO,805,711.3,0.7,93.7,0,0,0,0
Lagoa Grande do Maranhão,2105963,MA,742,710.9,1.9,31.1,0,0,0,0
Presidente Figueiredo,1303536,AM,25567,708.3,12.8,21385,43.5,9.5,1,3419.7
Vale de São Domingos,5108352,MT,2007,696.2,0.4,501.3,0,0.2,809.3,0
