Municipio	CodIbge	AreaKm2	Desmatado	Floresta
Cláudia	5103056	3819	1567.9	2242.6
Aurora do Pará	1500958	1824	1542.6	240.6
Portel	1505809	25425	1538.9	19652.6
Nova Esperança do Piriá	1504950	2830	1525.8	1301.2
Nova Santa Helena	5106190	2625	1524.9	1097.7
Plácido de Castro	1200385	2099	1505	570.2
Oriximiná	1505304	107778	1487.1	96839
Cantá	1400175	7714	1482.4	3021.6
Santa Carmem	5107248	3921	1482.3	2438.7
Cujubim	1100940	3901	1476.6	2416.8
Arapoema	1702307	1558	1462.3	72.8
Jacundá	1503804	2014	1460.9	286.6
Cacaulândia	1100601	1986	1457	487
Garrafão do Norte	1503077	1616	1434.3	180.6
Brasiléia	1200104	4484	1432.5	3039.9
Guajará-Mirim	1100106	25257	1429.3	19784.8
Santa Helena	2109809	2336	1416.9	176.6
Porto Acre	1200807	3071	1405.6	1662.6
Cachoeira do Piriá	1501956	2439	1404.9	1025
Alenquer	1500404	22275	1371.4	11845.8
Monte Negro	1101401	1956	1368.4	542.5
Alvorada d'Oeste	1100346	3060	1367.7	867.8
Itaipava do Grajaú	2105351	1558	1366	186.2
Jacareacanga	1503754	53409	1365.7	46102.6
Parauapebas	1505536	7019	1350.4	5581.1
Santa Cruz do Xingu	5107743	5625	1349.9	2587.4
Governador Jorge Teixeira	1101005	5128	1347.9	3585.9
São Domingos do Capim	1507201	1687	1336.9	286.2
Xambioá	1722107	1641	1322.8	274.4
Rolim de Moura	1100288	1471	1321	150
Maués	1302900	40079	1316.7	36413.9
Grajaú	2104800	7480	1312.7	1411.5
Juruena	5105176	3200	1307.9	1701.7
Bujari	1200138	3572	1305.9	2265.7
Cidelândia	2103257	1473	1298.8	142.3
Senador Guiomard	1200450	1887	1298.5	584.6
Alto Alegre dos Parecis	1100379	3993	1296.2	1760.2
São Domingos do Araguaia	1507151	1396	1280	114.6
Barra do Garças	5101803	9147	1272.6	224.7
Santa Fé do Araguaia	1718865	1682	1266	359.8
Pimenteiras do Oeste	1101468	6067	1260.9	2317.5
Ourilândia do Norte	1505437	13840	1245.7	9422.1
Manaus	1302603	11474	1245	8676.2
Santa Luzia do Pará	1506559	1361	1244.5	114.9
Autazes	1300300	7634	1243.7	4681.3
Tarauacá	1200609	16278	1235.6	14046.1
Araputanga	5101258	1608	1227	345.5
Irituia	1503507	1387	1211.5	147.1
Vale do Anari	1101757	3166	1205.6	1922.6
Bacabal	2101202	1707	1203.8	0
Tuntum	2112308	3619	1202	409.9
São Gabriel da Cachoeira	1303809	112501	1196.5	55222.2
Turilândia	2112456	1529	1193.2	136.6
Colorado do Oeste	1100064	1459	1189	216.4
São José dos Quatro Marcos	5107107	1284	1184.9	61.5
Nova Olinda do Maranhão	2107357	2487	1179.7	1306.6
Xapuri	1200708	5416	1176.6	4238.5
Aveiro	1501006	17094	1175.9	14825.7
Governador Newton Bello	2104651	1177	1170	6.9
Feijó	1200302	25248	1168.2	23974.2
Nova Ipixuna	1504976	1605	1166.5	218.4
Nova Brasilândia	5106208	3269	1166.1	192.9
Alto Boa Vista	5100359	2242	1165.5	431.4
Juruti	1503903	8307	1162.4	5192.9
Ananás	1701002	1596	1162.3	188.8
Sapucaia	1507755	1302	1158.8	143.2
Seringueiras	1101500	2280	1144.7	903.4
Denise	5103452	1304	1140	158.1
Salto do Céu	5107750	1316	1135	148.9
Parecis	1101450	2567	1131.6	952.1
Trairão	1508050	11996	1129.5	10757.4
Imperatriz	2105302	1376	1116	83.2
Cametá	1502103	3090	1112.9	860.8
Careiro	1301100	6126	1110.6	4531.3
Serrano do Maranhão	2111789	1222	1102.9	77.4
Rorainópolis	1400472	33850	1093.7	23596.5
Vitorino Freire	2113009	1130	1087.6	0
Rio Crespo	1100262	1744	1066.6	645.6
João Lisboa	2105500	1134	1058.9	74.1
Pau d'Arco	1716307	1304	1054.9	133.3
Coroatá	2103604	2298	1052.9	0
União do Sul	5108303	4583	1041.1	3518
Santo Antônio do Leverger	5107800	12270	1036.8	1106.7
Guaraí	1709302	2279	1021.6	172.8
Brejo Grande do Araguaia	1501758	1191	1015.1	120.9
Governador Nunes Freire	2104677	1047	1012.9	33.8
Nova Olímpia	5106232	1570	1010.8	242.2
Aragominas	1701309	1179	1009.1	143
Jauru	5105002	1221	1005.8	100.5
Caracaraí	1400209	47820	1004.6	28020.2
Prainha	1506005	12600	990.8	4568
Santa Luzia d'Oeste	1100296	1207	973.8	233.2
Cabixi	1100031	1322	970.5	335.1
Parintins	1303403	5961	965.8	1519.1
Nova Marilândia	5108857	1943	965.6	407
Vila Nova dos Martírios	2112852	1197	963.7	88.3
Monção	2106904	1359	962.6	82.4
Porto de Moz	1505908	17429	961.4	8117.3
Santo Afonso	5107263	1172	955.6	211.8
Muricilândia	1713957	1194	954.9	213.3
Caroebe	1400233	12122	938.4	10857.7
Mirassol d'Oeste	5105622	1077	938	104.8
Paulo Ramos	2108108	937	937.8	0
Canutama	1300904	30283	937.2	27305.2
Cândido Mendes	2102606	1748	934.3	528.6
Pau d'Arco	1505551	1675	933.6	330.2
Lambari d'Oeste	5105234	1338	930.7	235.3
Nova Guarita	5108808	1089	925.2	163.2
São João do Araguaia	1507508	1291	921	185.7
Juscimeira	5105200	2206	920.6	37.2
Nortelândia	5106000	1353	919.2	284
Novo Aripuanã	1303304	41459	918.1	37964.5
Centro do Guilherme	2103158	1084	914.1	169.8
Acrelândia	1200013	1610	909.7	697.5
Alcântara	2100204	1502	907.8	126.9
Castanhal	1502400	1035	901	80.2
Nova Brasilândia d'Oeste	1100148	1166	896	204.7
Bernardo Sayão	1703206	930	893.7	23.2
São Miguel do Guamá	1507607	1117	881.1	175.2
Itapuã do Oeste	1101104	4131	879.7	3042.4
São Domingos do Maranhão	2110708	1321	878.7	323.1
Itaporã do Tocantins	1711100	924	877.4	46.1
Pinheiro	2108603	1483	875.3	75.5
Epitaciolândia	1200252	1710	873.2	828.3
Porto Alegre do Norte	5106778	3982	869.8	661
Vale do Paraíso	1101807	973	868.6	98.9
Santa Luzia do Paruá	2110039	914	867.3	16.2
Capixaba	1200179	1765	847.6	909.7
Pequizeiro	1716653	1212	842.4	66.6
Araguaiana	5101001	6421	832.4	485
Rondonópolis	5107602	4166	825.3	269.1
Nova Olinda	1714880	1780	823.1	17.1
Palestina do Pará	1505494	986	813.2	142.7
Belterra	1501451	4404	806.4	2412
Dom Aquino	5103601	2207	801.7	48
Cerejeiras	1100056	2804	800.3	758.7
Guajará	1301654	9389	795.6	7902.4
Manacapuru	1302504	7381	791.3	4333.1
Nova Xavantina	5106257	5527	786.2	267.2
Senador José Porfírio	1507805	14388	783.5	13109.9
Barreirinha	1300508	5759	781.1	3476.3
Coari	1301209	58834	769.3	52852.5
Piraquê	1717206	926	765.3	83.7
Tucuruí	1508100	2094	764.3	840.9
Oeiras do Pará	1505205	3863	759	2022.3
Alto Alegre	1400050	25870	755.9	13746.6
Maranhãozinho	2106375	964	755.6	208.4
Araguanã	2100873	810	754.1	55.9
Colméia	1716703	995	753	20.6
Pio XII	2108702	827	749	0
Novo Horizonte do Oeste	1100502	852	742.9	104.5
Araguanã	1702158	837	742.5	67.8
Figueirópolis d'Oeste	5103809	893	737	45
Novo Horizonte do Norte	5106273	940	734.8	197.6
Iracema	1400282	14271	733.1	10684.9
Augusto Corrêa	1500909	1101	731.1	8.9
Presidente Figueiredo	1303536	25567	729.1	21394.5
Presidente Dutra	2109106	805	726.3	75
Marajá do Sena	2106359	833	722.7	110.3
Cruzeiro do Sul	1200203	8352	720.5	7274.7
Castanheiras	1100908	901	719.6	178.6
São Francisco do Brejão	2110856	751	714.7	36.3
Lagoa Grande do Maranhão	2105963	742	712.5	29.4
Ministro Andreazza	1101203	805	711.9	93.1
Envira	1301506	13904	698	12950.5
Vale de São Domingos	5108352	2007	697	500.6
Nova União	1101435	815	696	114.7
Abaetetuba	1500107	1617	690.2	468.8
Urupá	1101708	840	687	53.2
Igarapé-Açu	1503200	789	687	56
Jaciara	5104807	1657	686.6	11.3
Humaitá	1301704	33431	686.3	28713.6
Buritirana	2102358	825	683.6	126.9
Mirinzal	2106805	697	682.5	11.7
Senador La Rocque	2111763	751	682	68.9
Altamira do Maranhão	2100402	677	677.5	0
Santa Rita do Trivelato	5107768	3347	666.4	592
Jenipapo dos Vieiras	2105476	1522	665.9	683.6
Colinas do Tocantins	1705508	848	663	4
Carutapera	2102903	1267	661.3	388.8
Bujaru	1501907	1010	654.2	246.4
São Luís Gonzaga do Maranhão	2111409	981	652.9	0
Tefé	1304203	24187	637.8	21913
Mirante da Serra	1101302	1206	630.2	360
Conceição do Lago-Açu	2103554	836	625.3	0
Concórdia do Pará	1502756	694	607.3	70.1
Poção de Pedras	2108900	663	589.9	0
Conquista D'oeste	5103361	2708	585.9	805.9
Diamantino	5103502	7640	584.1	1620.2
Rio Preto da Eva	1303569	5839	570.7	5252.2
Cururupu	2103703	940	570.6	265.8
Abel Figueiredo	1500131	617	566	50.8
Presidente Sarney	2109270	732	565.6	76.3
Indiavaí	5104500	601	563.5	37.4
Porto Franco	2109007	1427	563	88.2
Olho d'Água das Cunhãs	2107407	562	562	0
São Luiz	1400605	1537	555.4	979.5
Planalto da Serra	5106455	2451	554.9	44.2
Maracaçumé	2106326	635	542.5	92.5
Bonito	1501600	590	540.8	40.3
Gonçalves Dias	2104404	888	539.9	236.8
Breves	1501808	9570	537.5	4271.2
Borba	1300805	44453	534.9	41173.6
Santa Isabel do Pará	1506500	719	532.4	114.4
Junco do Maranhão	2105658	543	531.6	10.9
Careiro da Várzea	1301159	2641	527	773.4
Lucas do Rio Verde	5105259	3663	525.9	644.6
Satubinha	2111722	613	523.5	0
São João da Baliza	1400506	4305	517.1	3782.4
Capanema	1502202	618	516.1	36.7
Riachinho	1718550	615	503.9	76.1
Viana	2112803	1174	501.8	93.9
Bacuri	2101301	794	501	144.6
Ourém	1505403	566	496.3	59.8
Joselândia	2105609	692	495.6	102.1
Manaquiri	1302553	4003	495.2	3103.8
Mocajuba	1504604	874	493.5	136.7
Brejo de Areia	2102150	487	487.5	0
Penalva	2108306	794	487.5	28.8
São Felipe d'Oeste	1101484	546	484.7	61.3
Nhamundá	1303007	14135	480.7	11809.8
Ribamar Fiquene	2109551	907	480.6	71.3
Iranduba	1301852	2228	480.5	1308.2
Igarapé-Miri	1503309	2003	477.4	1002.6
Bequimão	2101905	779	469.3	37.1
Tracuateua	1508035	856	468	29
Rodrigues Alves	1200427	3491	467.8	2533
São Mateus do Maranhão	2111508	792	460.9	0
Bom Lugar	2102077	452	452.1	0
Esperantinópolis	2104008	486	449.7	0
Mãe do Rio	1504059	471	449.6	21
São Pedro da Água Branca	2111532	726	449.3	40.4
Teixeirópolis	1101559	467	444	23
Codó	2103307	4434	443	0.9
Palmeirândia	2107605	534	441.5	10.7
Presidente Médici	2109239	441	439.7	1
Silves	1304005	3758	429.7	2555.5
Alto Paraguai	5100508	2054	423.2	124.5
Primavera de Rondônia	1101476	610	423.1	94.6
Matões do Norte	2106631	793	420.3	22.7
São Francisco do Pará	1507409	480	419.1	36.5
Nova Olinda do Norte	1303106	5624	418.4	4349.6
Rio Branco	5107206	501	417.9	10
Anajatuba	2100709	1132	416.2	39.5
Santa Maria do Pará	1506609	460	415.2	32.8
São João do Carú	2111029	622	412.1	209.8
Arari	2101004	1116	409.2	43.8
Santa Inês	2109908	411	407.8	0
Campestre do Maranhão	2102556	618	407.7	46.2
Fortaleza do Tabocão	1708254	622	401.1	1.6
Augustinópolis	1702554	417	400.7	15.6
Marapanim	1504406	796	400.5	155.6
Macapá	1600303	6420	399.4	855.4
Itapecuru Mirim	2105401	1182	390.7	453.6
Chapada dos Guimarães	5103007	6204	382.8	134.9
Eirunepé	1301407	16471	381.1	15703.5
Bonfim	1400159	8141	380.5	1328.2
Porto Estrela	5106851	2066	380.3	230
Igarapé Grande	2105203	380	379.9	0.1
Porto Esperidião	5106828	5834	377	209.3
Lago Verde	2105906	466	376.4	0
Nova Timboteua	1505007	492	374.7	68.2
São Luís	2111300	840	369.4	138.9
Guimarães	2104909	609	369	74.6
Arenápolis	5101308	413	367.6	45.4
Barão de Melgaço	5101605	11180	366.7	2210
Itaguatins	1710706	745	362	60.9
São Bento	2110500	462	360.1	1
Mâncio Lima	1200336	4947	359.5	4299.3
Peixe-Boi	1505601	454	359.2	49.3
Amapá do Maranhão	2100550	446	357.9	88.1
Porto Grande	1600535	4405	352.7	1551.5
São Bento do Tocantins	1720101	1113	349.2	77.2
Terra Santa	1507979	1900	342.6	747.1
São Miguel do Tocantins	1720200	400	340.6	42.1
Presidente Kennedy	1718402	774	340.1	101.8
Urucará	1304302	28014	337.3	24638.8
Nobres	5105903	3857	334.6	250.4
Godofredo Viana	2104305	648	333	238.2
Boa Vista do Gurupi	2101970	405	326.8	73.3
Inhangapi	1503408	475	326.5	91.8
Curuá	1502855	1430	326.2	361.1
Barcarena	1501303	1315	325	565.2
Maracanã	1504307	786	324.6	208.2
Santo Antônio do Tauá	1507003	540	323.2	173
Alvarães	1300029	6029	320.8	5504.6
Miranorte	1713304	1037	318.9	9.8
Amajari	1400027	28788	318.8	15726
Luís Domingues	2106201	468	315.4	127.1
Governador Eugênio Barros	2104602	829	315.1	224.7
Curvelândia	5103437	749	314.4	108.6
Wanderlândia	1722081	1382	314	142.6
Lago do Junco	2105807	312	312.9	0
Tartarugalzinho	1600709	6716	311.1	1391.2
Tapauá	1304104	90959	310.6	85180
Carmolândia	1703883	340	307.3	32.5
São Pedro da Cipa	5107404	344	306.3	7
Serra Nova Dourada	5107883	1481	305.8	212.7
Tocantinópolis	1721208	1084	302.9	131.2
São Vicente Ferrer	2111706	394	297.6	0
Sítio Novo do Tocantins	1720804	325	296.3	28.7
Carauari	1301001	26472	292.2	25131.2
Glória d'Oeste	5103957	848	292.1	46.1
Santa Rita	2110203	800	291.5	208.5
Matinha	2106508	414	290.2	2
Santo Antônio dos Lopes	2110302	781	289.5	0
Davinópolis	2103752	340	288.4	51.6
Pirapemas	2108801	696	285.4	0
Governador Edison Lobão	2104552	618	283.9	19.9
Nazaré	1714302	398	282.5	32
São Raimundo do Doca Bezerra	2111631	284	280.5	2.5
Fortuna	2104206	705	276.8	148.1
Reserva do Cabaçal	5107156	371	274.2	96.8
São José dos Basílios	2111250	365	272.9	44
Caseara	1703909	1698	270	318.8
Curuçá	1502905	674	269.5	179.7
Campo Novo do Parecis	5102637	9467	264	1569
Codajás	1301308	18940	261.7	14766.2
Central do Maranhão	2103125	370	257.3	4.6
Tufilândia	2112274	280	255.9	0.1
Lajeado Novo	2105989	1055	255.6	18.5
São João do Paraíso	2111052	2069	254.2	18.9
Manoel Urbano	1200344	9741	253.2	9373.1
Cantanhede	2102705	809	252.3	30.6
Miranda do Norte	2106755	356	250.5	68.3
Belém	1501402	1071	247.8	751.3
Peri Mirim	2108405	409	245.4	22.2
Uarini	1304260	10449	244.5	9368.6
Lagoa da Confusão	1711902	10578	241.3	1998.9
Vitória do Mearim	2112902	736	240.4	20.7
Caapiranga	1300839	9551	239.8	8552.9
Marechal Thaumaturgo	1200351	8145	238.8	7601.5
Jutaí	1302306	71771	238.5	70225.9
Faro	1503002	11794	237.7	10887.3
Atalaia do Norte	1300201	80044	237.2	77592.1
Cocalinho	5103106	16562	235.9	1732.3
Peritoró	2108454	757	235.2	0
Capinzal do Norte	2102754	635	231.8	0
Couto de Magalhães	1706001	1591	231.7	92.9
Pedra Branca do Amaparí	1600154	9496	231.5	5572.3
São Caetano de Odivelas	1507102	752	231.2	312.6
São Roberto	2111672	230	230.3	0
Ipixuna	1301803	14195	228.9	13204.7
Pauini	1303502	44594	227.4	43226.7
Praia Norte	1718303	290	226	25.9
Dom Pedro	2103802	374	225.7	45.6
Bela Vista do Maranhão	2101772	255	225.5	0
Brasilândia do Tocantins	1703602	643	218.8	5
Esperantina	1707405	504	218.3	11.4
Vigia	1508209	536	217.1	266.9
Santa Isabel do Rio Negro	1303601	64132	215.6	48503.1
Buriti do Tocantins	1703800	250	215.2	0.2
Igarapé do Meio	2105153	397	215	7.1
Beruri	1300631	17412	212.3	14396.9
Novo Santo Antônio	5106315	4375	210.9	470.9
Juarina	1711803	482	210.3	13.4
Graça Aranha	2104701	274	208.4	65.3
Apicum-Açu	2100832	655	206.4	246.5
São Sebastião do Uatumã	1303957	10775	205.2	9845
Boa Vista do Ramos	1300680	2588	204.3	1069.5
Vitória do Jari	1600808	2483	203.4	757.8
Colinas	2103505	2065	201.5	144.9
Barcelos	1300409	124166	201.5	93393.7
Bagre	1501105	4402	201.4	3196.2
Cedral	2103109	263	201.3	45.6
Oiapoque	1600501	22643	201.2	9559
São João de Pirabas	1507474	703	201.1	247.1
Nova Nazaré	5106174	4039	200.5	1043
Curralinho	1502806	3626	200.4	1668.5
Angico	1701051	441	198	30.8
Campo Verde	5102678	4794	198	52.2
Anamã	1300086	2474	197.2	1931.4
Lago dos Rodrigues	2105948	197	197	0
Alto Alegre do Maranhão	2100436	424	193.4	0
Bernardo do Mearim	2101939	264	192.5	0.1
Benjamin Constant	1300607	9151	189.2	8696.9
Formoso do Araguaia	1708205	13459	187.5	843.1
Porto Walter	1200393	6461	187.2	6244.2
Laranjal do Jari	1600279	30971	186.7	25701.3
Sapezal	5107875	13640	184.6	2854.5
Governador Archer	2104503	442	184.1	35.5
Cutias	1600212	2118	184.1	216.5
Olinda Nova do Maranhão	2107456	200	183.7	0.7
Calçoene	1600204	14284	181.3	5319.6
Pedreiras	2108207	291	180	0
Primavera	1506104	261	177.9	31.2
São Paulo de Olivença	1303908	20470	177.1	19545.4
Anajás	1500701	6939	175.7	2946.3
Cuiabá	5103403	3539	174.5	172
Governador Luiz Rocha	2104628	377	171.5	151.1
Terra Alta	1507961	209	170.6	23.1
Pindaré-Mirim	2108504	240	168.7	0
Guiratinga	5104203	5361	167.6	0.2
Magalhães Barata	1504109	326	162.3	70.6
Santa Bárbara do Pará	1506351	279	160.3	91.1
Itiquira	5104609	8638	159.8	225.4
Tabatinga	1304062	3346	157.5	3101.7
Melgaço	1504505	6782	156.3	3221.1
Luzinópolis	1712454	281	156	21.5
Trizidela do Vale	2112233	225	153.5	0
Juruá	1302207	19848	149.1	18593.3
São João Batista	2111003	699	148.1	55.8
Santarém Novo	1506906	231	148	21.8
Jatobá	2105450	393	147.5	101.8
Porto Rico do Maranhão	2109056	227	146.3	55.9
Assis Brasil	1200054	2986	145.8	2807.2
Marianópolis do Tocantins	1712504	2096	144.2	195.4
Maurilândia do Tocantins	1712801	741	143.7	62.2
Axixá do Tocantins	1702901	151	139.7	11.3
São Sebastião do Tocantins	1720309	288	139.2	0
Ferreira Gomes	1600238	5048	137.6	1448.3
Santo Antônio do Içá	1303700	12746	137.3	7212.7
Jordão	1200328	5692	136.9	5536.7
Itapiranga	1302009	4245	136.1	3775.1
Montes Altos	2107001	1348	133	51.6
Itamarati	1301951	26048	125.8	25105.3
Benevides	1501501	189	125	39.7
Senador Alexandre Costa	2111748	432	124.5	76
São Sebastião da Boa Vista	1507706	1636	122.7	704.2
Lima Campos	2106003	326	120.8	0
Novo Airão	1303205	38112	117.5	35491.7
Maraã	1302801	17221	115	13579.6
Amaturá	1300060	4904	114.1	4312.4
Salvaterra	1506302	1048	112.1	474.2
Mazagão	1600402	13141	110.7	5174.6
Nossa Senhora do Livramento	5106109	5200	109.7	80
Cachoeirinha	1703826	354	108.4	37.4
Amapá	1600105	9185	108.4	1650.3
Aguiarnópolis	1700301	237	107.1	22
Carrasco Bonito	1703891	195	106.8	0
Campos de Júlio	5102686	6832	106.5	468.8
São João da Ponta	1507466	196	106.4	64.5
Gurupá	1503101	8550	105.4	1835.6
Goianorte	1708304	1806	102.5	50.6
Muaná	1504901	3776	101.5	1209.9
São José de Ribamar	2111201	390	101	72.2
Fonte Boa	1301605	12393	100.9	11066.1
Chaves	1502509	13114	96.3	1675.9
Bacabeira	2101251	624	95.8	155.5
Urucurituba	1304401	2915	95.5	125.4
Itaubal	1600253	1705	92.9	318.6
Rosário	2109601	694	91.3	460.7
Colares	1502608	612	90.7	483.4
Ananindeua	1500800	185	87.5	76
Presidente Juscelino	2109205	450	85.8	294.3
Cajapió	2102408	917	85	283.5
