Municipio,CodIbge,Estado,AreaKm2,Desmatado2006,Incremento20052006,Floresta2006,Nuvem2006,NaoObservado2006,NaoFloresta2006,Hidrografia2006
Aripuanã,5101407,MT,25181,3603.6,52.7,21193.2,43.1,4.8,283,53.3
Barra do Bugres,5101704,MT,7244,3559.8,24.5,2414.3,2.1,0,1264.3,3.5
Goianésia do Pará,1503093,PA,7048,3551,57.6,2978.3,37.1,0.1,0,481.5
Confresa,5103353,MT,5799,3549.5,69.4,1926.9,0,0,320.5,2.1
Viseu,1508308,PA,4943,3372.2,30,1301.6,152.3,0.7,35.2,81
Bom Jardim,2102002,MA,6647,3367.6,20.2,2229.3,985.4,0.2,57.4,7.1
Xinguara,1508407,PA,3794,3340.6,11.1,434.4,0.1,0,0,18.9
Rio Maria,1506161,PA,4123,3319.4,19,662.8,2.3,0,130.6,7.9
Gaúcha do Norte,5103858,MT,16900,3216.7,60,9038.1,0,0,4614.5,30.7
Dom Eliseu,1502939,PA,5296,3195.4,97.3,2092.8,6.7,1.1,0,0
Ulianópolis,1508126,PA,5115,3180.3,87.4,1744.7,189.8,0.2,0,0
Marcelândia,5105580,MT,12294,3151.7,62.8,8903.7,0,4.1,218.7,15.8
Ariquemes,1100023,RO,4480,3122.8,17.3,1267.1,0.2,0,89.7,0.2
Peixoto de Azevedo,5106422,MT,14402,3090.5,68.3,10060.3,0,2.9,1173,75.3
Colniza,5103254,MT,28134,3064.2,215.5,24300.1,392.3,10.8,310.6,56
Nova Maringá,5108907,MT,11528,3008.8,42.1,7819.3,0,0.9,690.8,8.2
Conceição do Araguaia,1502707,PA,5848,2968.2,10,889.3,0,0.3,1867.5,122.7
Lábrea,1302405,AM,69669,2926.2,240.1,64270.5,224.1,9.6,1792.2,446.4
Nova Canaã do Norte,5106216,MT,5975,2906.8,30.3,1970.4,0,0,1061.2,36.6
Comodoro,5103304,MT,21849,2905.4,29.3,9138.8,0,16.2,9785.7,2.9
Rio Branco,1200401,AC,9509,2896.6,41.6,6598,14.3,0.1,0,0
Porto dos Gaúchos,5106802,MT,7016,2876,32.5,4068.5,0,0.1,48.5,22.9
Barra do Corda,2101608,MA,8054,2843.2,50.9,2703.7,1.1,1.1,2498.9,6
Piçarra,1505635,PA,3324,2839.6,7,416.9,0,0,0,67.5
Tomé-Açu,1508001,PA,5168,2819.5,15.1,2159.8,36,152.7,0,0
Nova Mutum,5106224,MT,9546,2813.3,34.7,3356.9,0,0.6,3368.6,6.6
Nova Bandeirantes,5106158,MT,9561,2693.2,126.9,6648.4,0,1.1,91.1,127.2
Araguaína,1702109,TO,4019,2670.2,1.7,424.9,0,0.7,900.3,22.9
Bom Jesus do Araguaia,5101852,MT,4282,2667.5,4.1,1235.3,0,1.2,376.2,1.8
Redenção,1506138,PA,3830,2640.5,1.3,468.1,15.7,0.1,705.6,0
Machadinho d'Oeste,1100130,RO,8589,2633.9,117.2,5511,6.4,0,380.3,57.4
Uruará,1508159,PA,10794,2624,93.5,6277.5,1888.5,3.8,0,0.2
Eldorado dos Carajás,1502954,PA,2967,2610.7,4.2,356.3,0,0,0,0
Jaru,1100114,RO,2976,2605.7,3.8,325.4,0,0.1,44.8,0
Chupinguaia,1100924,RO,5163,2594.3,8.4,2238.9,0,0,329.4,0.4
Ji-Paraná,1100122,RO,6955,2593,5.1,4259.8,0,2.2,65.6,34.4
Breu Branco,1501782,PA,3950,2542,54.5,932.7,214.7,0.2,0.9,259.5
Nova Mamoré,1100338,RO,10244,2541,80.5,6295,5.2,3.4,1356.6,42.8
Ipixuna do Pará,1503457,PA,5245,2536,27.6,2548.2,125,1,6.8,28
Capitão Poço,1502301,PA,2924,2532,43.9,0,36,356.9,0,0
São Geraldo do Araguaia,1507458,PA,3283,2511,2.1,426.2,0,0,313.9,31.9
Nova Monte Verde,5108956,MT,6512,2509,38.9,3844.8,0,0,150.3,7.9
Colíder,5103205,MT,3038,2486.7,2.1,545.2,0,0,2.4,3.7
Cacoal,1100049,RO,3820,2471.5,4.8,1316.2,0,0,26.4,5.9
Itinga do Maranhão,2105427,MA,3612,2464,35.7,1107.1,40.8,0,0,0.1
Santa Terezinha,5107776,MT,6463,2435.7,34.8,2732.5,0,0.2,1245.9,48.7
Castanheira,5102850,MT,3963,2430,21.8,1500,0,1,3.3,28.7
Tabaporã,5107941,MT,8233,2377.1,39.2,3609.1,0,0.7,2239.6,6.5
Novo Mundo,5106265,MT,5801,2350.2,34.9,2896.3,0,0.3,536,18.2
Brasil Novo,1501725,PA,6370,2292.8,16.7,1237.1,2833.9,0,0.1,6.1
Guarantã do Norte,5104104,MT,4717,2276.7,65.9,1715.5,0,0,724.6,0.2
Pimenta Bueno,1100189,RO,6284,2269,21.4,2959,0,0,1050.5,5.5
Tucumã,1508084,PA,2513,2244,9.6,218.1,42.7,0.5,0,7.7
Alta Floresta d'Oeste,1100015,RO,7138,2188.1,21.6,3213.9,0,6.1,1706.4,23.5
Centro Novo do Maranhão,2103174,MA,8366,2177.9,38.3,3818.3,2367,0,0,2.8
Acará,1500206,PA,4363,2177.6,35.9,0,3,2148.2,27.1,9.2
Tangará da Serra,5107958,MT,11596,2151.8,8.3,644.7,8.4,0,8790.1,1
Cáceres,5102504,MT,24446,2140.6,33.8,1686.4,0,1331.4,18192,1095.6
Corumbiara,1100072,RO,3082,2136.1,1.8,848.5,0,0,97.4,0
Paranaíta,5106299,MT,4833,2110.5,55.3,2633,0,1.6,31.6,56.3
Amarante do Maranhão,2100600,MA,7737,2098.3,15.7,3769.9,177.7,6.3,1684.8,0
Espigão d'Oeste,1100098,RO,4549,2053.8,3.2,2198.8,0,0,295.9,0.5
São Miguel do Guaporé,1100320,RO,8102,2053.6,20.1,4237.3,11.3,0.1,1799.7,0
Bom Jesus das Selvas,2102036,MA,2700,2051,9.7,647.3,1.7,0,0,0
Curionópolis,1502772,PA,2375,2037.9,0,330.4,0.3,1.7,4.7,0
Sinop,5107909,MT,3193,2020.5,8.4,1128.5,0,0,29.2,14.8
Buritis,1100452,RO,3315,2016.9,64,1293.2,0,0,4.8,0.1
Bannach,1501253,PA,2963,2009.1,33.5,840.5,51.3,0,62.1,0
Paranatinga,5106307,MT,24185,1975,26.3,5536.6,0,5.5,16659.9,8
Tailândia,1507953,PA,4451,1968.8,39.3,2475.6,6.6,0,0,0
Zé Doca,2114007,MA,2435,1944.8,7.8,380.2,109.7,0.3,0,0
Costa Marques,1100080,RO,12890,1924.2,109.7,7493.8,0,50.2,3378.8,43
Apiacás,5100805,MT,20402,1918.2,50.2,17175.4,1.2,3.9,1053.7,249.6
São Francisco do Guaporé,1101492,RO,4805,1914.1,83.3,2036.1,0,0,854.8,0
Terra Nova do Norte,5108055,MT,2303,1910.1,11.7,389.4,0,0,3.5,0
Vera,5108501,MT,2951,1908.3,20.1,1023.5,0,1.4,17.7,0.1
Turiaçu,2112407,MA,2601,1895.1,6.4,466.6,123.9,1.3,48.2,65.9
Canarana,5102702,MT,10839,1866.2,5.2,2180.8,0,1.7,6784.1,6.2
Alto Alegre do Pindaré,2100477,MA,1951,1859.6,1.1,31.3,7,0.4,52.7,0
Poxoréo,5107008,MT,6923,1851.3,0.4,102.1,0,0,4969.6,0
Boca do Acre,1300706,AM,23013,1831.1,71.7,20947.5,43.1,1.9,58.1,131.3
Floresta do Araguaia,1503044,PA,3454,1829.7,11.6,403.2,0,0.2,1172.9,48
Rondolândia,5107578,MT,12742,1819.6,4.3,10843.7,0,1.2,52.3,25.2
Buriticupu,2102325,MA,2567,1806.3,11.2,753.4,5.7,0.6,0,1
Araguatins,1702208,TO,2640,1776.2,0.7,247.8,9.5,0.7,540.4,65.4
Anapu,1500859,PA,11909,1755.5,137.9,9651.3,324.1,0,6.8,171.3
Nova Lacerda,5106182,MT,4756,1737.7,10.7,1522.4,0,0,1495.9,0
Ouro Preto do Oeste,1100155,RO,1991,1735.5,1.2,237.3,0,0.3,15.9,2
Campo Novo de Rondônia,1100700,RO,3491,1724.5,32.7,1489.9,0.6,0,276,0
Feliz Natal,5103700,MT,11448,1723.9,49.6,8993.1,0,4.1,704.6,22.3
Matupá,5105606,MT,5153,1722,29.3,3212.5,0,0,218.5,0
Canaã dos Carajás,1502152,PA,3157,1719.2,0.8,1332.3,0.3,0,105.1,0.1
Theobroma,1101609,RO,2219,1714.1,7.8,504.4,0,0,0,0.5
Bragança,1501709,PA,2108,1712,3.7,209.4,93.7,0.3,37.4,55.2
Vitória do Xingu,1508357,PA,2969,1710.2,36.9,907.7,197.9,0,0.1,153.1
São José do Rio Claro,5107305,MT,5060,1704.2,17.2,1949.2,0,0,1403.9,2.7
Carlinda,5102793,MT,2414,1703.9,2.7,677.3,0,0,0,32.8
Bom Jesus do Tocantins,1501576,PA,2824,1696.3,6.3,1011.2,2.4,0.8,71.7,41.6
Medicilândia,1504455,PA,8271,1669.3,8.8,1885.6,4714.1,1.1,0,0.9
Pedro do Rosário,2108256,MA,1770,1663.1,1.4,32.2,4.7,0,70,0
Arame,2100956,MA,3075,1662.7,4.4,767.3,305.4,1.5,338,0.1
Óbidos,1505106,PA,28043,1657.7,28.7,19145.3,1287.9,2.7,4593.4,1356
Itacoatiara,1301902,AM,8926,1655.7,14.9,4721,55.3,0.5,829.4,1664.1
Candeias do Jamari,1100809,RO,6933,1655.5,65,4895.7,0,0.2,0,381.6
Lago da Pedra,2105708,MA,1655,1655,0,0,0,0,0,0
Vilhena,1100304,RO,11583,1639.7,20.2,8249,1.3,3.9,1687.6,1.5
Bandeirantes do Tocantins,1703057,TO,1678,1625.6,0.1,52.1,0,0,0.3,0
Presidente Médici,1100254,RO,1774,1597,1.7,149.5,0,0,17.6,9.9
Ribeirão Cascalheira,5107180,MT,11364,1589,22.3,1821.7,0,0.2,7937.3,15.8
Almeirim,1500503,PA,72969,1585.9,7,49032.7,18542.3,58.6,2712.7,1036.8
Rurópolis,1506195,PA,7025,1577.7,27.7,4645.7,751.7,0,0,49.9
Alto Paraíso,1100403,RO,2681,1573.9,34.1,1088.3,0.9,0.1,0.7,17.1
Itaúba,5104559,MT,4543,1573,32.8,2515.8,0,0,421,33.2
CanaBrava do Norte,5102694,MT,3450,1572.1,17.8,670.9,4.4,0,1202.4,0.2
Cotriguaçu,5103379,MT,9149,1546.5,57.5,7448.1,0,0.1,20.9,133.4
Cláudia,5103056,MT,3819,1500.3,10,2310.2,0,0,0,8.5
Baião,1501204,PA,3766,1499.3,14.7,892.4,662.5,0,475.3,236.5
Placas,1505650,PA,7174,1497.4,65.4,5397.1,279.3,0,0.1,0.1
Aurora do Pará,1500958,PA,1824,1476.8,21.9,0,9.1,333.5,0,5.5
Plácido de Castro,1200385,AC,2099,1465.1,11.2,630.6,0,3.3,0,0
Arapoema,1702307,TO,1558,1461.6,0,73.5,0,0,0,22.9
Nova Santa Helena,5106190,MT,2625,1456.4,12,1166.3,0,0.1,2.2,0
Sena Madureira,1200500,AC,26182,1456.2,28.9,24705.5,1.6,15.8,2.9,0
Apuí,1300144,AM,54481,1453.7,80.2,50998.7,1180.8,15.2,624.1,208.5
Jacundá,1503804,PA,2014,1430.1,8.1,318.1,0.5,0,0,265.3
Cacaulândia,1100601,RO,1986,1426.7,9.4,518.2,0,0,41.1,0
Santa Carmem,5107248,MT,3921,1412,23.6,2509,0,0,0,0
Santa Helena,2109809,MA,2336,1394.1,10.3,179.1,24.2,0,632.1,106.5
Manicoré,1302702,AM,48687,1389.1,77.3,42085.6,222.6,17.4,4145.8,826.5
Garrafão do Norte,1503077,PA,1616,1386.6,17.4,216.7,11.9,0.8,0,0
Guajará-Mirim,1100106,RO,25257,1385.8,18.2,19528.6,305.1,72,3798.4,167.1
Nova Esperança do Piriá,1504950,PA,2830,1385.8,19.9,1189.4,254.3,0.5,0,0
Brasiléia,1200104,AC,4484,1372,5.3,3100.7,0,11,0,0.3
Oriximiná,1505304,PA,107778,1364.8,13.9,95188.2,5735.6,83.5,3638.4,1767.5
Alvorada d'Oeste,1100346,RO,3060,1352.4,3,886.2,0,0,821.4,0
Porto Acre,1200807,AC,3071,1330.3,25.8,1477.7,260.2,2.8,0,0
Mucajaí,1400308,RR,12878,1327.7,36.1,9684,1631.3,1.3,196.3,37.4
Itaipava do Grajaú,2105351,MA,1558,1323.5,5.7,214.6,18.6,1.3,0,0
Santa Cruz do Xingu,5107743,MT,5625,1319.9,21.5,2618.7,0,0,1622.9,63.5
Governador Jorge Teixeira,1101005,RO,5128,1317.4,8.9,3596.1,23.4,0,191.1,0
Rolim de Moura,1100288,RO,1471,1314.1,2,156.9,0,0,0,0
Monte Negro,1101401,RO,1956,1301.7,12.9,608.8,1.1,0,44.4,0
São Domingos do Capim,1507201,PA,1687,1299,34.5,0,0,391.2,0,0
Parauapebas,1505536,PA,7019,1295.6,5.8,5515.7,121.5,0,84.9,1.3
Xambioá,1722107,TO,1641,1291.1,2.6,310.2,0,0.1,11,28.6
Cantá,1400175,RR,7714,1275.5,29.4,4870.1,655.7,1.3,827.6,83.8
Senador Guiomard,1200450,AC,1887,1268.9,13,611.7,6.4,0,0,0
Cidelândia,2103257,MA,1473,1266.7,18.5,167.7,9.5,0.7,21,7.4
Barra do Garças,5101803,MT,9147,1262.8,0.6,238.7,0,4.5,7626.4,14.6
Alenquer,1500404,PA,22275,1261,20,16342.6,1602.1,4.5,2474.1,590.7
Santa Fé do Araguaia,1718865,TO,1682,1251.3,1.9,374.6,0,0,0,56.1
Cujubim,1100940,RO,3901,1245.7,54.6,2646.7,6.1,0.2,0.1,2.2
Maués,1302900,AM,40079,1245.3,17,35305.9,1359.8,2.2,873.7,1292.1
Alto Alegre dos Parecis,1100379,RO,3993,1242.5,21.6,1811,3.7,4,917.8,14
Bujari,1200138,AC,3572,1242.3,16.5,2206.6,122.6,0.5,0,0
São Domingos do Araguaia,1507151,PA,1396,1240.8,1.8,155.2,0,0,0,0
Jacareacanga,1503754,PA,53409,1238.6,64.3,46103.4,129,8.8,5211,718.2
Santa Luzia do Pará,1506559,PA,1361,1229,9.2,98.5,6.9,26.6,0,0
Araputanga,5101258,MT,1608,1224.4,1.3,346.7,1.6,0.7,34.6,0
Manaus,1302603,AM,11474,1223.9,2.2,8682,16.7,0.2,2.6,1548.6
Cachoeira do Piriá,1501956,PA,2439,1222.6,36.9,1158.3,50.2,0.5,0,7.4
Pimenteiras do Oeste,1101468,RO,6067,1220.8,7.5,2359,0.7,33.9,2428.1,24.5
Bacabal,2101202,MA,1707,1199.2,0,0,0,145.4,360.9,2.5
Irituia,1503507,PA,1387,1196.5,46.9,0,0,196.2,0,0
Ourilândia do Norte,1505437,PA,13840,1194.1,6.7,9028.3,447.9,0.4,3165.9,3.4
Portel,1505809,PA,25425,1193.3,42.1,14139.7,8863.9,0.4,385.9,841.8
Colorado do Oeste,1100064,RO,1459,1183.5,0.8,222.3,0,0,53.2,0
São José dos Quatro Marcos,5107107,MT,1284,1178.7,3,67.5,0,0,37.8,0
Governador Newton Bello,2104651,MA,1177,1168.6,0,7.6,0.7,0.1,0,0
São Gabriel da Cachoeira,1303809,AM,112501,1167.5,1.1,95179.7,13808.9,370.6,489.5,1484.8
Juruena,5105176,MT,3200,1160.4,24.9,1850,0,0,160.9,28.7
Nova Brasilândia,5106208,MT,3269,1159.5,0.4,198.9,0,0,1883,27.6
Sapucaia,1507755,PA,1302,1154.1,2.2,147.9,0,0,0,0
Nova Olinda do Maranhão,2107357,MA,2487,1153.6,0.7,1070.9,262,0.5,0,0
Ananás,1701002,TO,1596,1150.8,0,199.7,0,1.8,203.6,40.1
Vale do Anari,1101757,RO,3166,1147,24.7,1988.6,0,0,11.4,19
Turilândia,2112456,MA,1529,1146.8,13,150.4,32.9,0.1,136.8,62
Tuntum,2112308,MA,3619,1146,9.7,495.6,0.2,0.2,1935.1,41.9
Autazes,1300300,AM,7634,1145.2,16.1,4997.1,14.3,0.1,464.2,1013.1
Tarauacá,1200609,AC,16278,1144.1,18.3,15126,0.3,1.9,0,5.7
Denise,5103452,MT,1304,1137.3,0.4,161.6,0,0,5.1,0
Xapuri,1200708,AC,5416,1129.7,8.1,4285.4,0,0.8,0.1,0
Salto do Céu,5107750,MT,1316,1127.2,3.1,155.8,0.8,0,32.2,0
Nova Ipixuna,1504976,PA,1605,1117.7,4.5,268,0,0,123.4,95.9
Juruti,1503903,PA,8307,1114.8,6.1,4867.9,584.5,0,633.9,1105.9
Imperatriz,2105302,MA,1376,1105.4,5.8,91.9,1.5,0,155.3,21.9
Alto Boa Vista,5100359,MT,2242,1103.9,9.4,559.7,0.8,0,577.6,0
Serrano do Maranhão,2111789,MA,1222,1101.8,0.1,78.1,26.2,0.2,2.3,13.4
Cametá,1502103,PA,3090,1087.7,0.3,647.7,245.6,0.1,658.2,450.7
Vitorino Freire,2113009,MA,1130,1087.6,0,0,0,0,44.8,0
Careiro,1301100,AM,6126,1080.7,6.5,4637.8,0,6.5,80.8,320.2
Parecis,1101450,RO,2567,1076.3,9.8,857.5,150.8,0,482.1,0.3
Seringueiras,1101500,RO,2280,1070.7,25.4,1042.3,0,0,167,0
Feijó,1200302,AC,25248,1065.6,11.9,24116.6,1.9,57,0.4,6.5
Pau d'Arco,1716307,TO,1304,1049.2,0.6,138.1,0,0,83.8,32.9
João Lisboa,2105500,MA,1134,1039.2,2.9,94,0,0.8,0,0
Rio Crespo,1100262,RO,1744,1034,10.1,686.8,0,0,23.2,0
Santo Antônio do Leverger,5107800,MT,12270,1028.8,5.1,1119.3,0,0.4,10099.9,21.6
Aveiro,1501006,PA,17094,1025.6,15.4,13979.8,1350.1,1.4,18.2,718.9
Guaraí,1709302,TO,2279,1011.2,1.5,182,0,0.1,1081.1,4.6
Governador Nunes Freire,2104677,MA,1047,1011,4,35.7,0,0.3,0,0
Nova Olímpia,5106232,MT,1570,1004.4,0.7,249.1,0,0,316.5,0
Jauru,5105002,MT,1221,1003,5,103.9,0,0.3,113.8,0
Rorainópolis,1400472,RR,33850,1002,8.6,23867.7,753.6,6,7643.4,577.3
Brejo Grande do Araguaia,1501758,PA,1191,991.5,2.6,143.4,0,0,29.1,27
Grajaú,2104800,MA,7480,987.5,30.6,1740.1,0.3,0,4752.1,0
Aragominas,1701309,TO,1179,980.6,0.5,171.5,0,0,17.9,9
Coroatá,2103604,MA,2298,965.6,0,0.5,0,1331.9,0,0
Santa Luzia d'Oeste,1100296,RO,1207,965.2,2.6,239.5,2.3,0,0,0
Cabixi,1100031,RO,1322,958.5,0.6,347.1,0,0.6,11.3,4.5
Vila Nova dos Martírios,2112852,MA,1197,954.4,2.5,97.6,0,1.4,131.3,12.3
Muricilândia,1713957,TO,1194,948.9,1.7,219.4,0,0,0,25.7
Parintins,1303403,AM,5961,939.2,3,1510.4,97.1,0,1132.3,2282
Paulo Ramos,2108108,MA,937,937.8,0,0,0,0,0,0
Santo Afonso,5107263,MT,1172,932.1,2.9,235.1,0.1,0,4.7,0
União do Sul,5108303,MT,4583,927.8,27.4,3629.3,0,2.1,23.8,0
Mirassol d'Oeste,5105622,MT,1077,927.5,5.5,115.3,0,0.1,34.1,0
Nova Marilândia,5108857,MT,1943,925.9,6.2,447.5,0,0.2,569.4,0
Lambari d'Oeste,5105234,MT,1338,925.3,1.5,238.6,0,0.7,172.9,0.5
Monção,2106904,MA,1359,922.5,10,97.7,25.1,0.1,189.5,124.1
Nova Guarita,5108808,MT,1089,918.5,0.7,169.9,0,0,0,0.6
Juscimeira,5105200,MT,2206,918.4,0.2,42.5,0,0,1244,1.1
Cândido Mendes,2102606,MA,1748,914,17.5,567.7,65.7,0.7,82.7,117.2
Pau d'Arco,1505551,PA,1675,911,2.3,313.5,36.3,0.1,414.1,0
Nortelândia,5106000,MT,1353,911,1.5,291.4,0,0,150.6,0
Trairão,1508050,PA,11996,906.2,39,10601.7,386.5,0.2,1.1,100.3
Alcântara,2100204,MA,1502,905.1,0,137.8,42.9,0,71.8,344.4
Bernardo Sayão,1703206,TO,930,892.3,0.1,24.6,0,0,0,13.1
Caracaraí,1400209,RR,47820,888.7,15.1,29378.2,2475.7,11.2,14491.9,574.3
Castanhal,1502400,PA,1035,888.3,10.3,0,0,148.6,0,0
Centro do Guilherme,2103158,MA,1084,885.8,33.3,198.2,0,0,0,0
Nova Brasilândia d'Oeste,1100148,RO,1166,878.6,2.7,222.7,0,0,64.7,0
Itaporã do Tocantins,1711100,TO,924,875.6,0,47.9,0,0.5,0,0
Vale do Paraíso,1101807,RO,973,865.5,0.7,103.5,0,0,3.4,0.6
Santa Luzia do Paruá,2110039,MA,914,865.4,0.7,17.4,0.7,0.3,30.2,0
São Miguel do Guamá,1507607,PA,1117,863.9,25.7,1.2,0,251.9,0,0
Pinheiro,2108603,MA,1483,861.2,2,92.9,8,0,415.5,105.4
São João do Araguaia,1507508,PA,1291,850.5,3.2,258.2,0,0,73.3,109
Acrelândia,1200013,AC,1610,847.3,16.6,760.5,0,2.2,0,0
Porto Alegre do Norte,5106778,MT,3982,845.8,11.4,685.1,0,0,2451.1,0
Prainha,1506005,PA,12600,844.2,45.5,5314.9,2008.7,9.7,2872.5,1550
Epitaciolândia,1200252,AC,1710,841.7,4.5,860.1,0,8.1,0,0.1
Pequizeiro,1716653,TO,1212,840.7,0.1,69.1,0,0,302.2,0
Araguaiana,5101001,MT,6421,828,9.1,527.9,0,18.4,5031.1,15.6
Rondonópolis,5107602,MT,4166,823,0.1,274.2,0,0.1,3063,5.7
Nova Olinda,1714880,TO,1780,822.7,0.2,17.8,0,0.6,938.9,0
Capixaba,1200179,AC,1765,818.1,10.8,940.5,0,6.4,0,0
Itapuã do Oeste,1101104,RO,4131,817.2,27.8,3104.9,0,0.3,2.5,206.1
Canutama,1300904,AM,30283,803.9,73.1,28140.3,49.5,5.5,988.3,295.5
Dom Aquino,5103601,MT,2207,801.1,0.3,46.6,0,0,1359.3,0
São Domingos do Maranhão,2110708,MA,1321,790.9,10.9,412.4,0,0,117.7,0
Cerejeiras,1100056,RO,2804,790.4,3.7,771.7,0,0,1241.9,0
Caroebe,1400233,RR,12122,790.1,35.8,10967.7,259.7,8,12.8,83.7
Palestina do Pará,1505494,PA,986,787.9,0.8,168.1,0,0,0.4,29.6
Nova Xavantina,5106257,MT,5527,781.3,0.2,273.5,0,0,4445.4,26.8
Porto de Moz,1505908,PA,17429,779.4,19.5,6147.6,5915.7,2.7,3132.2,1451.4
Belterra,1501451,PA,4404,777.5,5.5,2710.3,313,0,0,603.2
Guajará,1301654,AM,9389,766.7,1.3,8331.4,10,0,273.9,7
Piraquê,1717206,TO,926,761.4,1.3,91.2,0,0.2,73.2,0
Novo Aripuanã,1303304,AM,41459,755.4,36.9,38013.7,297.5,27.9,1623.2,741.3
Manacapuru,1302504,AM,7381,752.7,3.9,4278.8,124.4,0.1,804.5,1420.5
Maranhãozinho,2106375,MA,964,752.7,0.6,206.8,4.5,0,0,0
Colméia,1716703,TO,995,751.4,0.7,23.3,0,0.5,219.8,0
Coari,1301209,AM,58834,751.4,0.1,52816.1,1680.8,1.4,821.5,2762.8
Pio XII,2108702,MA,827,749,0,0,0,0,47.1,32.3
Barreirinha,1300508,AM,5759,747.2,4,3645.6,0,0,408.8,957.4
Araguanã,2100873,MA,810,746.3,0,62,1.7,0,0,0
Araguanã,1702158,TO,837,739.1,0.5,71.1,0,0,12.5,14.3
Novo Horizonte do Oeste,1100502,RO,852,737.8,0.8,109.5,0,0,4.7,0
Figueirópolis d'Oeste,5103809,MT,893,735.3,1.7,47.3,0,0,110.4,0
Novo Horizonte do Norte,5106273,MT,940,729.3,0.7,203.1,0,0,0,7.6
Augusto Corrêa,1500909,PA,1101,725.5,1.8,236.7,57.9,0.2,4.6,76.1
Presidente Dutra,2109106,MA,805,712.9,1.6,92.1,0,0,0,0
Castanheiras,1100908,RO,901,712.2,1.1,186,0,0,0.6,2.2
São Francisco do Brejão,2110856,MA,751,706.3,3.8,44.7,0,0,0,0
Ministro Andreazza,1101203,RO,805,706.3,2.4,98.7,0,0,0,0
Lagoa Grande do Maranhão,2105963,MA,742,703.8,0.2,28,10.2,0,0,0
Vale de São Domingos,5108352,MT,2007,694.5,2.3,490.9,11.1,0.2,810.3,0
Marajá do Sena,2106359,MA,833,693.6,1.4,113.7,25.7,0,0,0
Alto Alegre,1400050,RR,25870,688.8,15,19979.7,2380.9,113.1,2610.4,97.1
Nova União,1101435,RO,815,687.2,2.3,123.9,0,0.1,3.8,0
Jaciara,5104807,MT,1657,686.2,0,13.1,0,0,957.7,0
Mirinzal,2106805,MA,697,682.5,0.1,8.5,5.7,0,0,0.3
Urupá,1101708,RO,840,680.6,1.2,60.6,0,0,98.8,0
