Municipio,CodIbge,Estado,AreaKm2,Desmatado2008,Incremento20072008,Floresta2008,Nuvem2008,NaoObservado2008,NaoFloresta2008,Hidrografia2008
Apuí,1300144,AM,54481,1618.5,71,51749.9,264.8,15.2,624.1,208.5
CanaBrava do Norte,5102694,MT,3450,1613.3,29,634.1,0,0,1202.4,0.2
Ribeirão Cascalheira,5107180,MT,11364,1611.5,5.6,1799.2,0,0.2,7937.3,15.8
Mucajaí,1400308,RR,12878,1605.2,215.9,7763.4,3272.9,2.8,196.3,37.4
Presidente Médici,1100254,RO,1774,1601.7,3.6,144.8,0,0,17.6,9.9
Baião,1501204,PA,3766,1534.9,18.3,1432.6,85.1,1.6,475.3,236.5
Cláudia,5103056,MT,3819,1530.4,26,2280.1,0,0,0,8.5
Aurora do Pará,1500958,PA,1824,1514.3,17.4,301.7,0.2,2.3,0,5.5
Sena Madureira,1200500,AC,26182,1508.5,33.8,24648.9,0,21.7,2.9,0
Nova Santa Helena,5106190,MT,2625,1502.9,24.8,1119.8,0,0.1,2.2,0
Plácido de Castro,1200385,AC,2099,1477.1,5.5,616.9,0,5,0,0
Manicoré,1302702,AM,48687,1469.5,41,42225.3,2.5,17.4,4145.8,826.5
Arapoema,1702307,TO,1558,1461.8,0,73.3,0,0,0,22.9
Cacaulândia,1100601,RO,1986,1451.7,7.2,493.2,0,0,41.1,0
Jacundá,1503804,PA,2014,1448.1,5.9,300.6,0,0,0,265.3
Santa Carmem,5107248,MT,3921,1447.6,24.4,2473.4,0,0,0,0
Cantá,1400175,RR,7714,1429.4,122.6,5291.7,79.2,2.3,827.6,83.8
Nova Esperança do Piriá,1504950,PA,2830,1420.9,16.5,898,508.8,2.3,0,0
Oriximiná,1505304,PA,107778,1418.9,29.6,86335.4,14513.1,104.7,3638.4,1767.5
Guajará-Mirim,1100106,RO,25257,1411.3,17,19785.6,0,94.6,3798.4,167.1
Santa Helena,2109809,MA,2336,1407.8,8.9,151.7,37.2,0.7,632.1,106.5
Garrafão do Norte,1503077,PA,1616,1399.2,8.2,208.3,7.3,1.2,0,0
Brasiléia,1200104,AC,4484,1393.9,15.1,3075.1,0.1,14.6,0,0.3
Portel,1505809,PA,25425,1377.9,96.8,20696,2119.1,4.3,385.9,841.8
Cujubim,1100940,RO,3901,1363.3,49,2535.1,0,0.3,0.1,2.2
Alvorada d'Oeste,1100346,RO,3060,1363,7,875.6,0,0,821.4,0
Porto Acre,1200807,AC,3071,1356.1,12.1,1711.8,0.3,2.8,0,0
Monte Negro,1101401,RO,1956,1345.5,6.9,566.1,0,0,44.4,0
Itaipava do Grajaú,2105351,MA,1558,1344.2,9.1,211.8,0.7,1.3,0,0
Santa Cruz do Xingu,5107743,MT,5625,1339.6,7.5,2599,0,0,1622.9,63.5
Governador Jorge Teixeira,1101005,RO,5128,1339.6,3.8,3597.3,0,0,191.1,0
Parauapebas,1505536,PA,7019,1338.7,28.1,5593.8,0.3,0,84.9,1.3
São Domingos do Capim,1507201,PA,1687,1331.2,12.2,353.1,0,2.7,0,0
Rolim de Moura,1100288,RO,1471,1319.8,3.2,151.2,0,0,0,0
Alenquer,1500404,PA,22275,1314,34.9,17164.1,725.2,6.9,2474.1,590.7
Xambioá,1722107,TO,1641,1310,8.5,291.3,0,0.1,11,28.6
Jacareacanga,1503754,PA,53409,1295,24.3,46165.5,10.6,8.7,5211,718.2
Cidelândia,2103257,MA,1473,1288.3,10.1,155.2,0.5,0.6,21,7.4
Senador Guiomard,1200450,AC,1887,1281.2,6.6,605.8,0,0,0,0
Alto Alegre dos Parecis,1100379,RO,3993,1280.7,23.4,1765.3,9.4,5.8,917.8,14
Maués,1302900,AM,40079,1279.3,19.7,36601.5,26.2,6.2,873.7,1292.1
Bujari,1200138,AC,3572,1273.3,18.8,2298.2,0,0.5,0,0
Barra do Garças,5101803,MT,9147,1272.6,4.8,228.5,0,4.9,7626.4,14.6
Juruena,5105176,MT,3200,1263.4,44,1747,0,0,160.9,28.7
São Domingos do Araguaia,1507151,PA,1396,1262.2,10,133.8,0,0,0,0
Santa Fé do Araguaia,1718865,TO,1682,1261.2,1.9,364.7,0,0,0,56.1
Cachoeira do Piriá,1501956,PA,2439,1246.3,22.9,959.7,222.7,2.9,0,7.4
Pimenteiras do Oeste,1101468,RO,6067,1243.8,6.5,2326.4,0,44.2,2428.1,24.5
Santa Luzia do Pará,1506559,PA,1361,1234.6,5.8,114.3,11.9,0.2,0,0
Ourilândia do Norte,1505437,PA,13840,1230.8,16.3,9416.9,22.7,0.3,3165.9,3.4
Manaus,1302603,AM,11474,1229,2.8,8681.4,9.3,3.1,2.6,1548.6
Araputanga,5101258,MT,1608,1224.9,0.2,347.8,0,0.7,34.6,0
Irituia,1503507,PA,1387,1206,4.4,176.4,0,4.6,0,0
Autazes,1300300,AM,7634,1204.1,40.7,4936.9,12.7,3,464.2,1013.1
Bacabal,2101202,MA,1707,1199.2,0,0,0,145.4,360.9,2.5
Colorado do Oeste,1100064,RO,1459,1187.3,1.8,218.5,0,0,53.2,0
Vale do Anari,1101757,RO,3166,1184,12.4,1951.6,0,0,11.4,19
Tarauacá,1200609,AC,16278,1183.9,26.8,14672.2,414,2.2,0,5.7
São José dos Quatro Marcos,5107107,MT,1284,1180.8,1.7,65.4,0,0,37.8,0
Tuntum,2112308,MA,3619,1180.3,25.1,461.5,0,0.2,1935.1,41.9
São Gabriel da Cachoeira,1303809,AM,112501,1177.5,9.2,81091.9,27862.6,394.7,489.5,1484.8
Turilândia,2112456,MA,1529,1170.5,13.6,119.9,39,0.8,136.8,62
Governador Newton Bello,2104651,MA,1177,1168.6,0,5.7,2.6,0.1,0,0
Nova Brasilândia,5106208,MT,3269,1164.2,3.8,194.2,0,0,1883,27.6
Sapucaia,1507755,PA,1302,1158.7,0.5,143.3,0,0,0,0
Nova Olinda do Maranhão,2107357,MA,2487,1156.3,2.1,127.9,1201.5,1.3,0,0
Ananás,1701002,TO,1596,1155.9,4.8,194.5,0,1.9,203.6,40.1
Xapuri,1200708,AC,5416,1150.9,19.8,4264.5,0,0.5,0.1,0
Nova Ipixuna,1504976,PA,1605,1143.3,10.6,242.2,0.2,0,123.4,95.9
Denise,5103452,MT,1304,1139.4,0.9,159.5,0,0,5.1,0
Juruti,1503903,PA,8307,1133,12,5426.3,5.4,2.5,633.9,1105.9
Salto do Céu,5107750,MT,1316,1130.2,1.3,153.6,0,0,32.2,0
Seringueiras,1101500,RO,2280,1129.6,38.9,983.4,0,0,167,0
Alto Boa Vista,5100359,MT,2242,1128.6,17.8,535.8,0,0,577.6,0
Parecis,1101450,RO,2567,1120,19.9,964.6,0,0,482.1,0.3
Grajaú,2104800,MA,7480,1115.9,54.9,1612,0,0,4752.1,0
Imperatriz,2105302,MA,1376,1111.6,4.1,87.2,0,0,155.3,21.9
Feijó,1200302,AC,25248,1106.9,25.6,24069.2,0.1,64.9,0.4,6.5
Serrano do Maranhão,2111789,MA,1222,1102.3,0.5,63.3,40.4,0.3,2.3,13.4
Aveiro,1501006,PA,17094,1092.5,33.2,15010.1,248.3,6,18.2,718.9
Cametá,1502103,PA,3090,1090.9,0.9,866.6,23,0.6,658.2,450.7
Careiro,1301100,AM,6126,1089.7,6.1,4541.2,92.7,1.4,80.8,320.2
Vitorino Freire,2113009,MA,1130,1087.6,0,0,0,0,44.8,0
Rio Crespo,1100262,RO,1744,1055.3,8,665.5,0,0,23.2,0
Pau d'Arco,1716307,TO,1304,1053,1.7,134.3,0,0,83.8,32.9
João Lisboa,2105500,MA,1134,1053,9.4,80.3,0,0.7,0,0
Rorainópolis,1400472,RR,33850,1047.8,26.7,23390,1182.5,9,7643.4,577.3
Santo Antônio do Leverger,5107800,MT,12270,1031,1.4,1117.2,0,0.3,10099.9,21.6
União do Sul,5108303,MT,4583,1018.3,38.8,3538.8,0,2.1,23.8,0
Guaraí,1709302,TO,2279,1017.3,4.5,175.9,0,0.1,1081.1,4.6
Trairão,1508050,PA,11996,1015.8,42.6,10878.6,0,0.2,1.1,100.3
Governador Nunes Freire,2104677,MA,1047,1011.1,0.2,9.8,25.6,0.5,0,0
Nova Olímpia,5106232,MT,1570,1009.5,4.7,244,0,0,316.5,0
Brejo Grande do Araguaia,1501758,PA,1191,1007.5,8.6,127.4,0,0,29.1,27
Jauru,5105002,MT,1221,1004.8,1.7,102.1,0,0.3,113.8,0
Aragominas,1701309,TO,1179,997.5,10.8,154.6,0,0,17.9,9
Santa Luzia d'Oeste,1100296,RO,1207,972.1,3.7,234.9,0,0,0,0
Cabixi,1100031,RO,1322,967.7,3.7,336.3,0,2.2,11.3,4.5
Coroatá,2103604,MA,2298,965.6,0,0.5,0,1331.9,0,0
Vila Nova dos Martírios,2112852,MA,1197,959.8,2.2,92.2,0,1.4,131.3,12.3
Monção,2106904,MA,1359,954.9,13.7,85.3,4.3,0.9,189.5,124.1
Caracaraí,1400209,RR,47820,953.8,42.2,28817.4,2973,9.6,14491.9,574.3
Nova Marilândia,5108857,MT,1943,953.6,11.3,419.8,0,0.2,569.4,0
Muricilândia,1713957,TO,1194,952.5,2.5,215.8,0,0,0,25.7
Parintins,1303403,AM,5961,948.3,4.9,1423.4,172.4,2.6,1132.3,2282
Santo Afonso,5107263,MT,1172,942.3,6.7,225,0,0,4.7,0
Paulo Ramos,2108108,MA,937,937.8,0,0,0,0,0,0
Mirassol d'Oeste,5105622,MT,1077,933.9,5.8,89,19.8,0.2,34.1,0
Lambari d'Oeste,5105234,MT,1338,928.1,1.7,235.9,0,0.6,172.9,0.5
Pau d'Arco,1505551,PA,1675,925.4,11,335.4,0,0.1,414.1,0
Nova Guarita,5108808,MT,1089,923.4,3.3,165,0,0,0,0.6
Juscimeira,5105200,MT,2206,920.3,1.5,40.6,0,0,1244,1.1
Cândido Mendes,2102606,MA,1748,917.8,3.5,288.1,341.4,0.8,82.7,117.2
Prainha,1506005,PA,12600,917.4,45.1,6795,456,9.1,2872.5,1550
Nortelândia,5106000,MT,1353,916.9,0.5,285.5,0,0,150.6,0
Alcântara,2100204,MA,1502,907.6,1.9,125.2,52.8,0.2,71.8,344.4
Castanhal,1502400,PA,1035,897.8,5.7,134.5,0,2.7,0,0
São João do Araguaia,1507508,PA,1291,897.6,35.1,211.1,0,0,73.3,109
Bernardo Sayão,1703206,TO,930,893.3,0.9,23.6,0,0,0,13.1
Nova Brasilândia d'Oeste,1100148,RO,1166,889.6,7.9,211.7,0,0,64.7,0
Centro do Guilherme,2103158,MA,1084,887.4,1.2,0,530.3,-333.7,0,0
Canutama,1300904,AM,30283,884.8,38.5,28041.6,67.5,5.3,988.3,295.5
Caroebe,1400233,RR,12122,879.2,39.3,10668.9,469.7,7.7,12.8,83.7
São Miguel do Guamá,1507607,PA,1117,878.9,8,235.1,0,3,0,0
Itaporã do Tocantins,1711100,TO,924,876.9,0.7,46.5,0,0.6,0,0
Acrelândia,1200013,AC,1610,876.6,19.3,730.5,0,2.9,0,0
Pinheiro,2108603,MA,1483,872,4,70.3,19.4,0.4,415.5,105.4
Vale do Paraíso,1101807,RO,973,867.7,0.6,101.3,0,0,3.4,0.6
Santa Luzia do Paruá,2110039,MA,914,865.9,0.3,0.1,141.2,-123.4,30.2,0
Novo Aripuanã,1303304,AM,41459,863.2,63.2,38051,152.5,27.8,1623.2,741.3
Porto Alegre do Norte,5106778,MT,3982,862.3,11.8,668.6,0,0,2451.1,0
Itapuã do Oeste,1101104,RO,4131,858.3,20.3,3063.8,0,0.3,2.5,206.1
Porto de Moz,1505908,PA,17429,856.4,22.3,9241.4,2742.6,5,3132.2,1451.4
Epitaciolândia,1200252,AC,1710,853.6,9.3,846.7,0,9.6,0,0.1
Pequizeiro,1716653,TO,1212,841.7,1,68.1,0,0,302.2,0
São Domingos do Maranhão,2110708,MA,1321,841.5,34.6,361.8,0,0,117.7,0
Araguaiana,5101001,MT,6421,832,3.7,526.8,0,15.5,5031.1,15.6
Capixaba,1200179,AC,1765,830.1,9.3,927,0,7.9,0,0
Rondonópolis,5107602,MT,4166,824.3,0.5,273,0,0,3063,5.7
Nova Olinda,1714880,TO,1780,822.9,0.1,17.7,0,0.5,938.9,0
Palestina do Pará,1505494,PA,986,804.6,8.1,151.4,0,0,0.4,29.6
Dom Aquino,5103601,MT,2207,801.5,0.1,46.2,0,0,1359.3,0
Cerejeiras,1100056,RO,2804,797.1,2.2,765,0,0,1241.9,0
Belterra,1501451,PA,4404,793.9,4.9,2534,470.5,2.4,0,603.2
Nova Xavantina,5106257,MT,5527,781.5,0.1,273.3,0,0,4445.4,26.8
Guajará,1301654,AM,9389,773.9,4.3,8296.5,37.7,0,273.9,7
Piraquê,1717206,TO,926,762.9,0.9,89.7,0,0.2,73.2,0
Barreirinha,1300508,AM,5759,759.7,7.8,3444.2,186.7,2.2,408.8,957.4
Coari,1301209,AM,58834,758,3.3,52310.4,2178.7,2.6,821.5,2762.8
Manacapuru,1302504,AM,7381,757,2.2,3617.5,779.7,1.8,804.5,1420.5
Araguanã,2100873,MA,810,753.4,7.1,55.9,0.5,0.2,0,0
Maranhãozinho,2106375,MA,964,752.7,0,0,591.1,-379.6,0,0
Colméia,1716703,TO,995,752.2,0.6,22.6,0,0.4,219.8,0
Pio XII,2108702,MA,827,749,0,0,0,0,47.1,32.3
Araguanã,1702158,TO,837,741.6,0.5,68.6,0,0,12.5,14.3
Novo Horizonte do Oeste,1100502,RO,852,741.2,3.1,106.1,0,0,4.7,0
Figueirópolis d'Oeste,5103809,MT,893,736.4,0.8,46.2,0,0,110.4,0
Novo Horizonte do Norte,5106273,MT,940,734.1,2.6,198.3,0,0,0,7.6
Alto Alegre,1400050,RR,25870,733.1,36.9,17141.5,5165.6,122.3,2610.4,97.1
Augusto Corrêa,1500909,PA,1101,730.6,0.3,239.1,50.5,0.1,4.6,76.1
Presidente Dutra,2109106,MA,805,720.9,5.6,84.1,0,0,0,0
Castanheiras,1100908,RO,901,718.2,5.1,180,0,0,0.6,2.2
Tucuruí,1508100,PA,2094,715.9,27.4,885.8,2.9,1.1,4.8,483.5
Marajá do Sena,2106359,MA,833,712.4,17,119.4,1.2,0,0,0
São Francisco do Brejão,2110856,MA,751,711.5,2.4,39.5,0,0,0,0
Ministro Andreazza,1101203,RO,805,710.5,3.4,94.5,0,0,0,0
Lagoa Grande do Maranhão,2105963,MA,742,709.1,3.2,32.6,0.3,0,0,0
Vale de São Domingos,5108352,MT,2007,695.8,1,500.7,0,0.2,810.3,0
Presidente Figueiredo,1303536,AM,25567,694.6,19.1,20484.8,957.7,9.2,1,3419.7
Nova União,1101435,RO,815,692.6,4.5,118.5,0,0.1,3.8,0
Iracema,1400282,RR,14271,687.4,103,9311.4,4130.6,99.9,35.4,6.3
