Municipio,CodIbge,Estado,AreaKm2,Desmatado2002,Incremento20012002,Floresta2002,Nuvem2002,NaoObservado2002,NaoFloresta2002,Hidrografia2002
Moju,1504703,PA,9131,3326.2,74.6,4458.4,0,1137.8,181.8,26.8
Goianésia do Pará,1503093,PA,7048,3247.2,238.8,3319.2,0,0.1,0,481.5
Viseu,1508308,PA,4943,3227.3,0.6,1598.6,0.2,0.7,35.2,81
Pacajá,1505486,PA,11852,3215.8,55.1,8636.1,0,0.1,0,0
Xinguara,1508407,PA,3794,3215.8,43.3,559.3,0,0,0,18.9
Rio Maria,1506161,PA,4123,3164.8,68.4,819.7,0,0,130.6,7.9
Bom Jardim,2102002,MA,6647,3102,33.5,3480.3,0,0.2,57.4,7.1
Confresa,5103353,MT,5799,3087.5,347.6,2388.9,0,0,320.5,2.1
Brasnorte,5101902,MT,16001,3005.5,253.6,9196.9,0,0,3765.4,33.2
Nova Ubiratã,5106240,MT,12690,2926,326.6,6966.9,0,0.1,2796.5,0.5
Ariquemes,1100023,RO,4480,2867.7,125.7,1522.4,0,0,89.7,0.2
Dom Eliseu,1502939,PA,5296,2797.8,250.7,2497.1,0,1.1,0,0
Conceição do Araguaia,1502707,PA,5848,2773.5,83.6,1084,0,0.3,1867.5,122.7
Novo Progresso,1505031,PA,38183,2760.2,652.4,31875,0,11,3462,74.8
Ulianópolis,1508126,PA,5115,2741.4,272.2,2373.4,0,0.2,0,0
Barra do Corda,2101608,MA,8054,2673.8,129.8,2874.2,0,1.1,2498.9,6
Tomé-Açu,1508001,PA,5168,2663.4,82.8,2351.9,0,152.7,0,0
Nova Canaã do Norte,5106216,MT,5975,2631.1,69.4,2246.1,0,0,1061.2,36.6
Araguaína,1702109,TO,4019,2628.5,9,466.6,0,0.7,900.3,22.9
Piçarra,1505635,PA,3324,2621.7,55.7,634.8,0,0,0,67.5
Redenção,1506138,PA,3830,2600.8,34.5,523.5,0,0.1,705.6,0
Jaru,1100114,RO,2976,2542.5,32.8,388.6,0,0.1,44.8,0
Rio Branco,1200401,AC,9509,2539.4,106.9,6969.5,0,0.1,0,0
Ji-Paraná,1100122,RO,6955,2521.3,23.5,4331.5,0,2.2,65.6,34.4
Peixoto de Azevedo,5106422,MT,14402,2513.3,295.3,10637.5,0,2.9,1173,75.3
Marcelândia,5105580,MT,12294,2498.8,160.1,9556.6,0,4.1,218.7,15.8
Comodoro,5103304,MT,21849,2493.9,61.2,9550.3,0,16.2,9785.7,2.9
Colíder,5103205,MT,3038,2442.3,27.9,589.6,0,0,2.4,3.7
São Geraldo do Araguaia,1507458,PA,3283,2432,32.2,505.2,0,0,313.9,31.9
Aripuanã,5101407,MT,25181,2431.6,349.8,22408.3,0,4.8,283,53.3
Eldorado dos Carajás,1502954,PA,2967,2427.6,65.2,539.4,0,0,0,0
Gaúcha do Norte,5103858,MT,16900,2414.6,261.5,9840.2,0,0,4614.5,30.7
Bom Jesus do Araguaia,5101852,MT,4282,2406.1,93.3,1496.7,0,1.2,376.2,1.8
Capitão Poço,1502301,PA,2924,2387.6,9.4,0.9,0.1,535.4,0,0
Cacoal,1100049,RO,3820,2348.6,17,1439.1,0,0,26.4,5.9
Nova Mutum,5106224,MT,9546,2320.1,68.3,3850.1,0,0.6,3368.6,6.6
Breu Branco,1501782,PA,3950,2251.5,56.7,1437.9,0,0.2,0.9,259.5
Chupinguaia,1100924,RO,5163,2223.1,48.2,2610.1,0,0,329.4,0.4
Itinga do Maranhão,2105427,MA,3612,2206,55.4,1405.9,0,0,0,0.1
Tucumã,1508084,PA,2513,2176.1,73.1,328.7,0,0.5,0,7.7
Ipixuna do Pará,1503457,PA,5245,2129.8,65.6,3079.4,0,1,6.8,28
Castanheira,5102850,MT,3963,2091.9,95.1,1838.1,0,1,3.3,28.7
Tangará da Serra,5107958,MT,11596,2078.1,46.1,726.8,0,0,8790.1,1
Santa Terezinha,5107776,MT,6463,2044.4,218.9,3123.8,0,0.2,1245.9,48.7
Porto dos Gaúchos,5106802,MT,7016,2028.2,308.2,4916.3,0,0.1,48.5,22.9
Curionópolis,1502772,PA,2375,2016.6,13.5,352,0,1.7,4.7,0
Corumbiara,1100072,RO,3082,2015.3,7.2,969.3,0,0,97.4,0
Guarantã do Norte,5104104,MT,4717,2009.4,171.7,1982.8,0,0,724.6,0.2
Nova Monte Verde,5108956,MT,6512,1988.1,174,4365.7,0,0,150.3,7.9
Acará,1500206,PA,4363,1987,42.4,0,0,2341.5,27.1,9.2
Alta Floresta d'Oeste,1100015,RO,7138,1941.9,113.6,3460.1,0,6.1,1706.4,23.5
Pimenta Bueno,1100189,RO,6284,1935.9,43.4,3292.1,0,0,1050.5,5.5
Amarante do Maranhão,2100600,MA,7737,1909.9,45.3,4136,0,6.3,1684.8,0
Centro Novo do Maranhão,2103174,MA,8366,1909.6,59.2,6449.9,3.7,0,0,2.8
Cáceres,5102504,MT,24446,1909.6,66.9,1917.4,0,1331.4,18192,1095.6
Nova Maringá,5108907,MT,11528,1903.9,192.6,8924.2,0,0.9,690.8,8.2
Machadinho d'Oeste,1100130,RO,8589,1891.3,174.3,6260,0,0,380.3,57.4
Zé Doca,2114007,MA,2435,1874.4,22.9,556.7,3.6,0.3,0,0
Espigão d'Oeste,1100098,RO,4549,1873.3,23.8,2379.3,0,0,295.9,0.5
Turiaçu,2112407,MA,2601,1862.9,10.6,610.2,12.5,1.3,48.2,65.9
Bom Jesus das Selvas,2102036,MA,2700,1854,37.1,846,0,0,0,0
Alto Alegre do Pindaré,2100477,MA,1951,1852.3,2.2,45.6,0,0.4,52.7,0
Poxoréo,5107008,MT,6923,1839.6,14.3,113.8,0,0,4969.6,0
Terra Nova do Norte,5108055,MT,2303,1807.4,99.5,492.1,0,0,3.5,0
Novo Mundo,5106265,MT,5801,1791.7,179.2,3454.8,0,0.3,536,18.2
Sinop,5107909,MT,3193,1780.9,60.1,1368.1,0,0,29.2,14.8
Bannach,1501253,PA,2963,1763.1,114.7,1137.8,0,0,62.1,0
São Miguel do Guaporé,1100320,RO,8102,1744.6,87.3,4557.6,0,0.1,1799.7,0
Araguatins,1702208,TO,2640,1725.4,9.4,308.1,0,0.7,540.4,65.4
Ouro Preto do Oeste,1100155,RO,1991,1710,11.6,262.8,0,0.3,15.9,2
Lábrea,1302405,AM,69669,1690.6,211.4,65730.2,0,9.6,1792.2,446.4
Tabaporã,5107941,MT,8233,1687.7,255.2,4298.5,0,0.7,2239.6,6.5
Canaã dos Carajás,1502152,PA,3157,1677.9,15.7,1373.9,0,0,105.1,0.1
Bragança,1501709,PA,2108,1677.8,0,335.7,1.6,0.3,37.4,55.2
Nova Bandeirantes,5106158,MT,9561,1666.3,189.7,7675.3,0,1.1,91.1,127.2
Pedro do Rosário,2108256,MA,1770,1656.1,9,43.9,0,0,70,0
Lago da Pedra,2105708,MA,1655,1655,1.9,0,0,0,0,0
Arame,2100956,MA,3075,1646.3,56.7,1089.1,0,1.5,338,0.1
Tailândia,1507953,PA,4451,1642.2,145.5,2808.8,0,0,0,0
Carlinda,5102793,MT,2414,1636,15.5,745.2,0,0,0,32.8
Floresta do Araguaia,1503044,PA,3454,1635.8,11.4,597.1,0,0.2,1172.9,48
Buriticupu,2102325,MA,2567,1629.3,64.3,936.1,0,0.6,0,1
Bandeirantes do Tocantins,1703057,TO,1678,1619,3,58.7,0,0,0.3,0
Canarana,5102702,MT,10839,1615.7,35.9,2431.3,0,1.7,6784.1,6.2
Theobroma,1101609,RO,2219,1613.4,69.8,605.1,0,0,0,0.5
Nova Mamoré,1100338,RO,10244,1609.3,148.8,7231.9,0,3.4,1356.6,42.8
Bom Jesus do Tocantins,1501576,PA,2824,1603.2,43,1106.7,0,0.8,71.7,41.6
Nova Lacerda,5106182,MT,4756,1589.5,112.1,1670.6,0,0,1495.9,0
Itacoatiara,1301902,AM,8926,1577.5,54.9,4854.5,0,0.5,829.4,1664.1
Paranaíta,5106299,MT,4833,1571.5,133.4,3172,0,1.6,31.6,56.3
Vera,5108501,MT,2951,1565,217.1,1366.8,0,1.4,17.7,0.1
Presidente Médici,1100254,RO,1774,1563.3,16.9,183.2,0,0,17.6,9.9
Rondolândia,5107578,MT,12742,1555.6,50.3,11107.7,0,1.2,52.3,25.2
Paranatinga,5106307,MT,24185,1513.9,57.7,5997.7,0,5.5,16659.9,8
Óbidos,1505106,PA,28043,1509.8,39.7,20581,0.1,2.7,4593.4,1356
Uruará,1508159,PA,10794,1503.1,30.8,9286.9,0,3.8,0,0.2
São Francisco do Guaporé,1101492,RO,4805,1487.6,149.1,2462.6,0,0,854.8,0
Almeirim,1500503,PA,72969,1485.5,4,67643.4,32,58.6,2712.7,1036.8
Matupá,5105606,MT,5153,1476.3,202.9,3458.2,0,0,218.5,0
Arapoema,1702307,TO,1558,1460.1,0,75,0,0,0,22.9
Buritis,1100452,RO,3315,1458.3,172.3,1851.8,0,0,4.8,0.1
Vitória do Xingu,1508357,PA,2969,1451.7,20.2,1364,0.1,0,0.1,153.1
CanaBrava do Norte,5102694,MT,3450,1427.4,19.8,820,0,0,1202.4,0.2
Rurópolis,1506195,PA,7025,1426.2,22.7,5548.9,0,0,0,49.9
Baião,1501204,PA,3766,1406.3,14.5,1647.8,0.1,0,475.3,236.5
Ribeirão Cascalheira,5107180,MT,11364,1398.7,79.5,2012,0,0.2,7937.3,15.8
Vilhena,1100304,RO,11583,1386.7,30,8503.3,0,3.9,1687.6,1.5
Aurora do Pará,1500958,PA,1824,1378.5,6.4,0,0,441.7,0,5.5
Santa Helena,2109809,MA,2336,1372.9,0.4,224.5,0,0,632.1,106.5
Campo Novo de Rondônia,1100700,RO,3491,1366.5,134.3,1848.5,0,0,276,0
Nova Santa Helena,5106190,MT,2625,1354.2,104.7,1268.5,0,0.1,2.2,0
Jacundá,1503804,PA,2014,1352.4,16.1,396.3,0,0,0,265.3
Boca do Acre,1300706,AM,23013,1334.2,108.3,21487.5,0,1.9,58.1,131.3
São José do Rio Claro,5107305,MT,5060,1323.3,114.8,2330.1,0,0,1403.9,2.7
Itaipava do Grajaú,2105351,MA,1558,1310.6,54.9,246.1,0,1.3,0,0
Garrafão do Norte,1503077,PA,1616,1305.6,5.4,309.4,0.2,0.8,0,0
Alto Paraíso,1100403,RO,2681,1292.4,92.8,1370.7,0,0.1,0.7,17.1
Placas,1505650,PA,7174,1289.7,20.2,5884.1,0,0,0.1,0.1
Cacaulândia,1100601,RO,1986,1287.7,99.2,657.2,0,0,41.1,0
Costa Marques,1100080,RO,12890,1279.5,185.9,8138.5,0,50.2,3378.8,43
Alvorada d'Oeste,1100346,RO,3060,1272.7,37.6,965.9,0,0,821.4,0
Colniza,5103254,MT,28134,1272.3,315,26484.3,0,10.8,310.6,56
Rolim de Moura,1100288,RO,1471,1268.3,5.6,202.7,0,0,0,0
Oriximiná,1505304,PA,107778,1264.2,59.1,100997.5,26.9,83.5,3638.4,1767.5
Itaúba,5104559,MT,4543,1263.3,58,2825.5,0,0,421,33.2
Cláudia,5103056,MT,3819,1256.1,33.3,2554.4,0,0,0,8.5
Xambioá,1722107,TO,1641,1253.9,14.6,347.4,0,0.1,11,28.6
Barra do Garças,5101803,MT,9147,1244.1,0.7,257.4,0,4.5,7626.4,14.6
Plácido de Castro,1200385,AC,2099,1243.8,141.3,851.9,0,3.3,0,0
Parauapebas,1505536,PA,7019,1229.5,28.6,5703.3,0,0,84.9,1.3
Nova Esperança do Piriá,1504950,PA,2830,1225.7,10.3,1595.8,8,0.5,0,0
Santa Fé do Araguaia,1718865,TO,1682,1218.8,11,407.1,0,0,0,56.1
Araputanga,5101258,MT,1608,1214.9,3.5,357.8,0,0.7,34.6,0
Cidelândia,2103257,MA,1473,1210.3,12.6,233.6,0,0.7,21,7.4
Guajará-Mirim,1100106,RO,25257,1205.9,8,20013.6,0,72,3798.4,167.1
Santa Luzia do Pará,1506559,PA,1361,1205.8,0.3,128.6,0,26.6,0,0
Governador Jorge Teixeira,1101005,RO,5128,1205.4,37.9,3731.5,0,0,191.1,0
Bacabal,2101202,MA,1707,1199.2,0,0,0,145.4,360.9,2.5
Manaus,1302603,AM,11474,1184.6,17.1,8738,0,0.2,2.6,1548.6
Candeias do Jamari,1100809,RO,6933,1181.7,90.3,5369.5,0,0.2,0,381.6
Maués,1302900,AM,40079,1178.4,26.5,36732.6,0,2.2,873.7,1292.1
Alenquer,1500404,PA,22275,1175.9,11.2,18029.8,0,4.5,2474.1,590.7
Brasiléia,1200104,AC,4484,1173.2,42.5,3299.5,0,11,0,0.3
São José dos Quatro Marcos,5107107,MT,1284,1171.2,2.2,75,0,0,37.8,0
Governador Newton Bello,2104651,MA,1177,1167.4,0.5,9.5,0,0.1,0,0
São Domingos do Araguaia,1507151,PA,1396,1160.9,14.7,235.1,0,0,0,0
São Domingos do Capim,1507201,PA,1687,1151.9,13.7,0,0,536.1,0,0
Monte Negro,1101401,RO,1956,1150.7,90.7,760.9,0,0,44.4,0
Nova Brasilândia,5106208,MT,3269,1150.5,5.7,207.9,0,0,1883,27.6
Colorado do Oeste,1100064,RO,1459,1150,1.6,255.8,0,0,53.2,0
Apiacás,5100805,MT,20402,1146.4,255.9,17948.4,0,3.9,1053.7,249.6
Ananás,1701002,TO,1596,1145.4,6.8,205.1,0,1.8,203.6,40.1
Nova Olinda do Maranhão,2107357,MA,2487,1145,3.4,1304.5,37,0.5,0,0
Sapucaia,1507755,PA,1302,1142.7,2.5,159.3,0,0,0,0
São Gabriel da Cachoeira,1303809,AM,112501,1138.3,30.8,108838.8,179,370.6,489.5,1484.8
Senador Guiomard,1200450,AC,1887,1135.8,67.1,751.2,0,0,0,0
Anapu,1500859,PA,11909,1132.1,31,10598.8,0,0,6.8,171.3
Denise,5103452,MT,1304,1129.9,5,169,0,0,5.1,0
Feliz Natal,5103700,MT,11448,1119.2,82.2,9597.8,0,4.1,704.6,22.3
Turilândia,2112456,MA,1529,1112.5,2,217.6,0,0.1,136.8,62
Sena Madureira,1200500,AC,26182,1108.2,71.7,25055.1,0,15.8,2.9,0
Salto do Céu,5107750,MT,1316,1100.7,12.7,183.1,0,0,32.2,0
Mucajaí,1400308,RR,12878,1097.6,8,11544.8,0.6,1.3,196.3,37.4
Imperatriz,2105302,MA,1376,1093.2,0,105.6,0,0,155.3,21.9
Serrano do Maranhão,2111789,MA,1222,1093.1,6,113,0,0.2,2.3,13.4
Ourilândia do Norte,1505437,PA,13840,1092.8,64.2,9577.5,0,0.4,3165.9,3.4
Juruti,1503903,PA,8307,1090.1,26,5477.1,0,0,633.9,1105.9
Vitorino Freire,2113009,MA,1130,1087.6,0,0,0,0,44.8,0
Cametá,1502103,PA,3090,1084.5,19.6,896.1,0.4,0.1,658.2,450.7
Porto Acre,1200807,AC,3071,1083.7,83.7,1984.5,0,2.8,0,0
Cantá,1400175,RR,7714,1083.4,26.6,5717.8,0.1,1.3,827.6,83.8
Bujari,1200138,AC,3572,1075.8,49,2495.7,0,0.5,0,0
Manicoré,1302702,AM,48687,1063.8,20.1,42633.5,0,17.4,4145.8,826.5
Santa Cruz do Xingu,5107743,MT,5625,1061.8,38.6,2876.8,0,0,1622.9,63.5
Autazes,1300300,AM,7634,1053.9,43.5,5102.7,0,0.1,464.2,1013.1
Cachoeira do Piriá,1501956,PA,2439,1045.2,2.5,1385.7,0.2,0.5,0,7.4
Apuí,1300144,AM,54481,1043.5,32.4,52589.7,0,15.2,624.1,208.5
Tarauacá,1200609,AC,16278,1036.9,47.2,15233.5,0,1.9,0,5.7
Pau d'Arco,1716307,TO,1304,1032.8,1.9,154.5,0,0,83.8,32.9
Irituia,1503507,PA,1387,1032.4,18.9,0,0,358.3,0,0
Nova Ipixuna,1504976,PA,1605,1031.6,5.4,354.1,0,0,123.4,95.9
Pimenteiras do Oeste,1101468,RO,6067,1029.3,14.1,2551.2,0,33.9,2428.1,24.5
Alto Alegre dos Parecis,1100379,RO,3993,1029.3,53.9,2027.9,0,4,917.8,14
Careiro,1301100,AM,6126,1026,28,4692.5,0,6.5,80.8,320.2
João Lisboa,2105500,MA,1134,1023.6,2.2,109.6,0,0.8,0,0
Tuntum,2112308,MA,3619,1018.6,22.6,623.2,0,0.2,1935.1,41.9
Brasil Novo,1501725,PA,6370,1004.6,0,5359.1,0.1,0,0.1,6.1
Guaraí,1709302,TO,2279,1003.6,3.3,189.6,0,0.1,1081.1,4.6
Nova Olímpia,5106232,MT,1570,993.5,11.8,260,0,0,316.5,0
Xapuri,1200708,AC,5416,993,35,4422.1,0,0.8,0.1,0
Jauru,5105002,MT,1221,992.9,2.8,114,0,0.3,113.8,0
Portel,1505809,PA,25425,976,48,23219.6,1.3,0.4,385.9,841.8
Santo Antônio do Leverger,5107800,MT,12270,967.8,10.3,1180.3,0,0.4,10099.9,21.6
Coroatá,2103604,MA,2298,965.6,0,0.5,0,1331.9,0,0
Governador Nunes Freire,2104677,MA,1047,963.8,0,82.9,0,0.3,0,0
Feijó,1200302,AC,25248,958.4,44.4,24225.7,0,57,0.4,6.5
Vila Nova dos Martírios,2112852,MA,1197,940.2,6.2,111.8,0,1.4,131.3,12.3
Paulo Ramos,2108108,MA,937,937.8,0,0,0,0,0,0
Brejo Grande do Araguaia,1501758,PA,1191,936.1,10.8,198.8,0,0,29.1,27
Muricilândia,1713957,TO,1194,935.1,5.5,233.2,0,0,0,25.7
Vale do Anari,1101757,RO,3166,925.1,97.4,2210.5,0,0,11.4,19
Alto Boa Vista,5100359,MT,2242,919.2,34.3,745.2,0,0,577.6,0
Rio Crespo,1100262,RO,1744,918.7,37,802.1,0,0,23.2,0
Santa Luzia d'Oeste,1100296,RO,1207,917.7,6.1,289.3,0,0,0,0
Aveiro,1501006,PA,17094,912.6,50.9,15442.9,0,1.4,18.2,718.9
Parintins,1303403,AM,5961,911.4,8.4,1635.3,0,0,1132.3,2282
Juscimeira,5105200,MT,2206,910.5,5.7,50.4,0,0,1244,1.1
Lambari d'Oeste,5105234,MT,1338,904.5,21.9,259.4,0,0.7,172.9,0.5
Alcântara,2100204,MA,1502,901.6,66.8,183.8,0.4,0,71.8,344.4
Nortelândia,5106000,MT,1353,898.2,5.1,304.2,0,0,150.6,0
Monção,2106904,MA,1359,894,15.1,151.3,0,0.1,189.5,124.1
Cabixi,1100031,RO,1322,891.5,11.4,414.1,0,0.6,11.3,4.5
Santo Afonso,5107263,MT,1172,887,10.1,280.3,0,0,4.7,0
Rorainópolis,1400472,RR,33850,886.3,28.3,24737,0,6,7643.4,577.3
Bernardo Sayão,1703206,TO,930,885.4,4.2,31.5,0,0,0,13.1
Mirassol d'Oeste,5105622,MT,1077,882.9,14.3,159.9,0,0.1,34.1,0
Aragominas,1701309,TO,1179,879.9,45.6,272.2,0,0,17.9,9
Seringueiras,1101500,RO,2280,879.2,68.7,1233.8,0,0,167,0
Nova Guarita,5108808,MT,1089,878.7,6.4,209.7,0,0,0,0.6
Grajaú,2104800,MA,7480,873,79,1854.9,0,0,4752.1,0
Santa Carmem,5107248,MT,3921,870.8,55.1,3050.2,0,0,0,0
Pau d'Arco,1505551,PA,1675,869.2,18.3,391.6,0,0.1,414.1,0
Itaporã do Tocantins,1711100,TO,924,868.4,8.5,55.1,0,0.5,0,0
Parecis,1101450,RO,2567,862.2,24.1,1222.4,0,0,482.1,0.3
Santa Luzia do Paruá,2110039,MA,914,862.2,0,21.3,0,0.3,30.2,0
Pinheiro,2108603,MA,1483,855.1,0.4,106.9,0.1,0,415.5,105.4
Medicilândia,1504455,PA,8271,849.8,0,7419.2,0,1.1,0,0.9
Nova Marilândia,5108857,MT,1943,844.3,35,529.1,0,0.2,569.4,0
Vale do Paraíso,1101807,RO,973,838.8,13.8,130.2,0,0,3.4,0.6
Castanhal,1502400,PA,1035,838.6,7.2,0,0,198.1,0,0
Centro do Guilherme,2103158,MA,1084,827.5,60.9,256.5,0,0,0,0
Nova Brasilândia d'Oeste,1100148,RO,1166,826.2,13.2,275.1,0,0,64.7,0
Pequizeiro,1716653,TO,1212,824.9,12.6,84.9,0,0,302.2,0
Nova Olinda,1714880,TO,1780,820.7,0,19.8,0,0.6,938.9,0
Rondonópolis,5107602,MT,4166,808.5,6.6,288.7,0,0.1,3063,5.7
Dom Aquino,5103601,MT,2207,799.1,0,48.6,0,0,1359.3,0
Cujubim,1100940,RO,3901,795.3,74.8,3103.2,0,0.2,0.1,2.2
Cândido Mendes,2102606,MA,1748,789.8,4.3,756.5,1.1,0.7,82.7,117.2
Araguaiana,5101001,MT,6421,783.4,11.9,572.5,0,18.4,5031.1,15.6
Caracaraí,1400209,RR,47820,776.4,11.1,31940.2,26,11.2,14491.9,574.3
Cotriguaçu,5103379,MT,9149,769.1,124.7,8225.5,0,0.1,20.9,133.4
Nova Xavantina,5106257,MT,5527,764,7.4,290.8,0,0,4445.4,26.8
São João do Araguaia,1507508,PA,1291,761.9,39.6,346.8,0,0,73.3,109
Porto Alegre do Norte,5106778,MT,3982,758,37.4,772.9,0,0,2451.1,0
Juruena,5105176,MT,3200,755.3,71.2,2255.1,0,0,160.9,28.7
São Miguel do Guamá,1507607,PA,1117,749.8,17.3,2,0,365.2,0,0
Piraquê,1717206,TO,926,749.1,9.1,103.5,0,0.2,73.2,0
Pio XII,2108702,MA,827,749,0,0,0,0,47.1,32.3
Maranhãozinho,2106375,MA,964,746.9,9.8,217.1,0,0,0,0
Araguanã,2100873,MA,810,746.2,0,62.3,1.5,0,0,0
Epitaciolândia,1200252,AC,1710,744.6,26.9,957.2,0,8.1,0,0.1
Colméia,1716703,TO,995,742.4,6.8,32.3,0,0.5,219.8,0
Cerejeiras,1100056,RO,2804,741.1,2.6,821,0,0,1241.9,0
Palestina do Pará,1505494,PA,986,740.7,30.2,215.3,0,0,0.4,29.6
Jacareacanga,1503754,PA,53409,737.5,108,46733.5,0,8.8,5211,718.2
Figueirópolis d'Oeste,5103809,MT,893,731.2,0.4,51.4,0,0,110.4,0
Coari,1301209,AM,58834,731.2,6.1,54517.1,0,1.4,821.5,2762.8
Capixaba,1200179,AC,1765,725,42.9,1033.6,0,6.4,0,0
Araguanã,1702158,TO,837,720.3,2.7,89.9,0,0,12.5,14.3
Belterra,1501451,PA,4404,720.3,18.5,3080.5,0,0,0,603.2
Barreirinha,1300508,AM,5759,716.2,1,3676.6,0,0,408.8,957.4
Augusto Corrêa,1500909,PA,1101,712.6,0,304.1,3.4,0.2,4.6,76.1
Manacapuru,1302504,AM,7381,703.3,8.9,4452.6,0,0.1,804.5,1420.5
Lagoa Grande do Maranhão,2105963,MA,742,702.2,29.3,39.8,0,0,0,0
Novo Horizonte do Norte,5106273,MT,940,700.2,46.2,232.2,0,0,0,7.6
Novo Horizonte do Oeste,1100502,RO,852,699.3,8.6,148,0,0,4.7,0
São Francisco do Brejão,2110856,MA,751,696.9,0.4,54.1,0,0,0,0
Prainha,1506005,PA,12600,692,46.9,7475.8,0,9.7,2872.5,1550
Ministro Andreazza,1101203,RO,805,688.7,6.5,116.3,0,0,0,0
Castanheiras,1100908,RO,901,684.7,7,213.5,0,0,0.6,2.2
Marajá do Sena,2106359,MA,833,684,22.5,149,0,0,0,0
Acrelândia,1200013,AC,1610,683.3,92.4,924.5,0,2.2,0,0
Jaciara,5104807,MT,1657,682.9,0,16.4,0,0,957.7,0
Trairão,1508050,PA,11996,681.3,33.5,11213.1,0,0.2,1.1,100.3
Mirinzal,2106805,MA,697,680.7,0.8,16,0,0,0,0.3
Itapuã do Oeste,1101104,RO,4131,677.8,21.7,3244.3,0,0.3,2.5,206.1
Altamira do Maranhão,2100402,MA,677,677.5,0,0,0,0,0,0
Vale de São Domingos,5108352,MT,2007,676.6,4.4,519.9,0,0.2,810.3,0
Caroebe,1400233,RR,12122,673.3,37.8,11344.2,0,8,12.8,83.7
Guajará,1301654,AM,9389,667.6,32,8440.5,0,0,273.9,7
Presidente Dutra,2109106,MA,805,661.9,3.9,143.1,0,0,0,0
Colinas do Tocantins,1705508,TO,848,660.1,1.3,6.5,0,0.6,180.8,0
Nova União,1101435,RO,815,659.9,9.7,151.2,0,0.1,3.8,0
Oeiras do Pará,1505205,PA,3863,658.5,2.5,2521.5,9.9,0.3,379,293.8
Abaetetuba,1500107,PA,1617,655.9,2.6,308.8,0,228,12.7,411.6
Urupá,1101708,RO,840,653.6,6,87.6,0,0,98.8,0
São Luís Gonzaga do Maranhão,2111409,MA,981,643,0,1,0,335.4,1.6,0
Senador La Rocque,2111763,MA,751,633.3,0,117.7,0,0,0,0
Jenipapo dos Vieiras,2105476,MA,1522,632.3,40.9,717.8,0,0,171.9,0
Conceição do Lago-Açu,2103554,MA,836,625.3,0,0,0,0.1,98.4,114.2
Igarapé-Açu,1503200,PA,789,615.6,12.1,0.2,0,173.2,0,0
São Domingos do Maranhão,2110708,MA,1321,612.9,29.8,590.4,0,0,117.7,0
Tucuruí,1508100,PA,2094,600.8,1.3,1004.9,0,0,4.8,483.5
Presidente Figueiredo,1303536,AM,25567,595.8,12.9,21545.1,0,5.4,1,3419.7
