Municipio,CodIbge,Estado,AreaKm2,Desmatado2003,Incremento20022003,Floresta2003,Nuvem2003,NaoObservado2003,NaoFloresta2003,Hidrografia2003
Itupiranga,1503705,PA,7899,3615.1,219.4,4165.7,0,1,5.7,111.5
Pontes e Lacerda,5106752,MT,8465,3586.1,78,1550.5,0,3,3325.4,0
Barra do Bugres,5101704,MT,7244,3462.9,79.8,2513.3,0,0,1264.3,3.5
Brasnorte,5101902,MT,16001,3460,455.3,8742.4,0,0,3765.4,33.2
Moju,1504703,PA,9131,3444,116,4340.6,0,1137.8,181.8,26.8
Pacajá,1505486,PA,11852,3418.6,201.9,8433.3,0,0.1,0,0
Viseu,1508308,PA,4943,3306.6,78.7,1517.4,2.1,0.7,35.2,81
Goianésia do Pará,1503093,PA,7048,3302.4,55.3,3264,0,0.1,0,481.5
Nova Ubiratã,5106240,MT,12690,3293.6,367.9,6599.3,0,0.1,2796.5,0.5
Xinguara,1508407,PA,3794,3218.8,2.9,556.3,0,0,0,18.9
Confresa,5103353,MT,5799,3217.4,129.7,2259,0,0,320.5,2.1
Rio Maria,1506161,PA,4123,3175.9,11.2,808.6,0,0,130.6,7.9
Novo Progresso,1505031,PA,38183,3140.2,379.8,31495,0,11,3462,74.8
Bom Jardim,2102002,MA,6647,3131.2,30,3450.7,0.4,0.2,57.4,7.1
Ariquemes,1100023,RO,4480,2934.7,66.6,1455.4,0,0,89.7,0.2
Dom Eliseu,1502939,PA,5296,2857.8,59.5,2437.1,0,1.1,0,0
Aripuanã,5101407,MT,25181,2836.1,405.2,22003.8,0,4.8,283,53.3
Conceição do Araguaia,1502707,PA,5848,2814.8,41.3,1042.7,0,0.3,1867.5,122.7
Ulianópolis,1508126,PA,5115,2761,19.4,2353.8,0,0.2,0,0
Gaúcha do Norte,5103858,MT,16900,2728.9,314.3,9525.9,0,0,4614.5,30.7
Nova Canaã do Norte,5106216,MT,5975,2708.2,78.3,2169,0,0,1061.2,36.6
Barra do Corda,2101608,MA,8054,2704.5,30.2,2843.5,0,1.1,2498.9,6
Tomé-Açu,1508001,PA,5168,2690.9,27.4,2324.4,0,152.7,0,0
Marcelândia,5105580,MT,12294,2661.3,163.6,9394.1,0,4.1,218.7,15.8
Comodoro,5103304,MT,21849,2645.5,151.9,9398.7,0,16.2,9785.7,2.9
Araguaína,1702109,TO,4019,2632.2,3.9,462.9,0,0.7,900.3,22.9
Piçarra,1505635,PA,3324,2631.5,9.6,625,0,0,0,67.5
Peixoto de Azevedo,5106422,MT,14402,2631,117.6,10519.8,0,2.9,1173,75.3
Rio Branco,1200401,AC,9509,2627.9,88.4,6881,0,0.1,0,0
Redenção,1506138,PA,3830,2611.6,10.7,512.7,0,0.1,705.6,0
Jaru,1100114,RO,2976,2570.5,28.2,360.6,0,0.1,44.8,0
Ji-Paraná,1100122,RO,6955,2559.1,36.4,4293.7,0,2.2,65.6,34.4
Bom Jesus do Araguaia,5101852,MT,4282,2513.8,107.5,1389,0,1.2,376.2,1.8
Nova Mutum,5106224,MT,9546,2511.3,192.3,3658.9,0,0.6,3368.6,6.6
Colíder,5103205,MT,3038,2458.7,16.2,573.2,0,0,2.4,3.7
Eldorado dos Carajás,1502954,PA,2967,2458.3,30.6,508.7,0,0,0,0
São Geraldo do Araguaia,1507458,PA,3283,2451.3,19.3,485.9,0,0,313.9,31.9
Capitão Poço,1502301,PA,2924,2430.2,41.4,0,0,494.2,0,0
Chupinguaia,1100924,RO,5163,2414.2,191.8,2419,0,0,329.4,0.4
Cacoal,1100049,RO,3820,2383.5,35.2,1404.2,0,0,26.4,5.9
Ipixuna do Pará,1503457,PA,5245,2345.9,216.1,2863.3,0,1,6.8,28
Breu Branco,1501782,PA,3950,2342.9,91.3,1346.5,0,0.2,0.9,259.5
Porto dos Gaúchos,5106802,MT,7016,2325.3,295.5,4619.2,0,0.1,48.5,22.9
Uruará,1508159,PA,10794,2294.8,791.4,8495.2,0,3.8,0,0.2
Itinga do Maranhão,2105427,MA,3612,2232.2,25.6,1379.7,0,0,0,0.1
Castanheira,5102850,MT,3963,2225.2,133.8,1704.8,0,1,3.3,28.7
Tucumã,1508084,PA,2513,2204.1,28.1,300.7,0,0.5,0,7.7
Santa Terezinha,5107776,MT,6463,2170.4,127.2,2997.8,0,0.2,1245.9,48.7
Nova Monte Verde,5108956,MT,6512,2166.7,179.8,4187.1,0,0,150.3,7.9
Tangará da Serra,5107958,MT,11596,2139,62,665.9,0,0,8790.1,1
Nova Maringá,5108907,MT,11528,2133.8,229.9,8694.3,0,0.9,690.8,8.2
Lábrea,1302405,AM,69669,2120.1,430.4,65300.7,0,9.6,1792.2,446.4
Novo Mundo,5106265,MT,5801,2092.3,301.5,3154.2,0,0.3,536,18.2
Machadinho d'Oeste,1100130,RO,8589,2090,198.8,6061.3,0,0,380.3,57.4
Corumbiara,1100072,RO,3082,2085.8,70.6,898.8,0,0,97.4,0
Guarantã do Norte,5104104,MT,4717,2084.8,74.3,1907.4,0,0,724.6,0.2
Brasil Novo,1501725,PA,6370,2069.5,1067.6,4294.3,0,0,0.1,6.1
Pimenta Bueno,1100189,RO,6284,2032.9,97,3195.1,0,0,1050.5,5.5
Curionópolis,1502772,PA,2375,2027.5,10.8,341.1,0,1.7,4.7,0
Acará,1500206,PA,4363,2014.8,27.6,0,0,2313.9,27.1,9.2
Alta Floresta d'Oeste,1100015,RO,7138,2008.1,66.4,3393.9,0,6.1,1706.4,23.5
Cáceres,5102504,MT,24446,2001.6,93.4,1825.4,0,1331.4,18192,1095.6
Amarante do Maranhão,2100600,MA,7737,1939.1,29,4106.5,0.3,6.3,1684.8,0
Espigão d'Oeste,1100098,RO,4549,1930,57.4,2322.6,0,0,295.9,0.5
Tabaporã,5107941,MT,8233,1926.7,238.4,4059.5,0,0.7,2239.6,6.5
Centro Novo do Maranhão,2103174,MA,8366,1914.8,5.3,6448,0.4,0,0,2.8
Nova Bandeirantes,5106158,MT,9561,1896.3,231.4,7445.3,0,1.1,91.1,127.2
Turiaçu,2112407,MA,2601,1884.7,22,592.3,8.6,1.3,48.2,65.9
Bom Jesus das Selvas,2102036,MA,2700,1883.3,30,816.7,0,0,0,0
Zé Doca,2114007,MA,2435,1877.6,3.2,555.4,1.7,0.3,0,0
São Miguel do Guaporé,1100320,RO,8102,1869.5,123.1,4432.7,0,0.1,1799.7,0
Sinop,5107909,MT,3193,1865.1,82.9,1283.9,0,0,29.2,14.8
Alto Alegre do Pindaré,2100477,MA,1951,1852.3,0,45.6,0,0.4,52.7,0
Terra Nova do Norte,5108055,MT,2303,1847.3,40.3,452.2,0,0,3.5,0
Poxoréo,5107008,MT,6923,1843.3,3.5,110.1,0,0,4969.6,0
Nova Mamoré,1100338,RO,10244,1817.2,209,7024,0,3.4,1356.6,42.8
Bannach,1501253,PA,2963,1813,49.7,1087.9,0,0,62.1,0
Colniza,5103254,MT,28134,1762.2,488.1,25994.4,0,10.8,310.6,56
Paranatinga,5106307,MT,24185,1748,338.5,5763.6,0,5.5,16659.9,8
Araguatins,1702208,TO,2640,1741.6,15.7,291.9,0,0.7,540.4,65.4
Ouro Preto do Oeste,1100155,RO,1991,1728.3,18.2,244.5,0,0.3,15.9,2
Tailândia,1507953,PA,4451,1707.6,65.8,2743.4,0,0,0,0
Vera,5108501,MT,2951,1706.9,142,1224.9,0,1.4,17.7,0.1
Bragança,1501709,PA,2108,1700.1,22,315,0,0.3,37.4,55.2
Canaã dos Carajás,1502152,PA,3157,1695.3,17.4,1356.5,0,0,105.1,0.1
Paranaíta,5106299,MT,4833,1693.4,121.4,3050.1,0,1.6,31.6,56.3
Canarana,5102702,MT,10839,1693.3,78.6,2353.7,0,1.7,6784.1,6.2
Theobroma,1101609,RO,2219,1666.1,53.6,552.4,0,0,0,0.5
Rondolândia,5107578,MT,12742,1665.3,109.2,10998,0,1.2,52.3,25.2
Pedro do Rosário,2108256,MA,1770,1658.5,2.5,41.5,0,0,70,0
Lago da Pedra,2105708,MA,1655,1655,0,0,0,0,0,0
Arame,2100956,MA,3075,1650.5,4.1,1084.8,0.1,1.5,338,0.1
Buriticupu,2102325,MA,2567,1648.3,18.7,917.1,0,0.6,0,1
Carlinda,5102793,MT,2414,1644.7,8.8,736.5,0,0,0,32.8
Floresta do Araguaia,1503044,PA,3454,1637.1,1.2,595.8,0,0.2,1172.9,48
Bandeirantes do Tocantins,1703057,TO,1678,1620,1,57.7,0,0,0.3,0
Bom Jesus do Tocantins,1501576,PA,2824,1617.9,14.5,1092,0,0.8,71.7,41.6
Nova Lacerda,5106182,MT,4756,1613.6,24.5,1646.5,0,0,1495.9,0
Itacoatiara,1301902,AM,8926,1601,23.3,4831,0,0.5,829.4,1664.1
São Francisco do Guaporé,1101492,RO,4805,1595.8,108.2,2354.4,0,0,854.8,0
Presidente Médici,1100254,RO,1774,1579.4,16.2,167.1,0,0,17.6,9.9
Boca do Acre,1300706,AM,23013,1578.1,243,21243.6,0,1.9,58.1,131.3
Vitória do Xingu,1508357,PA,2969,1569.8,118.9,1246,0,0,0.1,153.1
Matupá,5105606,MT,5153,1559.7,82.7,3374.8,0,0,218.5,0
Óbidos,1505106,PA,28043,1544.5,34.5,20546.1,0.3,2.7,4593.4,1356
Buritis,1100452,RO,3315,1540.3,81.5,1769.8,0,0,4.8,0.1
Medicilândia,1504455,PA,8271,1537.3,683.1,6731.7,0,1.1,0,0.9
Almeirim,1500503,PA,72969,1515.4,29.6,67601.4,44.1,58.6,2712.7,1036.8
Apiacás,5100805,MT,20402,1488.7,344,17606.1,0,3.9,1053.7,249.6
Vilhena,1100304,RO,11583,1478.4,91.5,8411.6,0,3.9,1687.6,1.5
Costa Marques,1100080,RO,12890,1467.6,187.5,7950.4,0,50.2,3378.8,43
Rurópolis,1506195,PA,7025,1464.1,38.3,5511,0,0,0,49.9
CanaBrava do Norte,5102694,MT,3450,1463.5,35.9,783.9,0,0,1202.4,0.2
Arapoema,1702307,TO,1558,1460.1,0,75,0,0,0,22.9
Baião,1501204,PA,3766,1446.5,39.3,1607.4,0.3,0,475.3,236.5
Ribeirão Cascalheira,5107180,MT,11364,1425.8,26.5,1984.9,0,0.2,7937.3,15.8
Campo Novo de Rondônia,1100700,RO,3491,1415.8,50.2,1799.2,0,0,276,0
Aurora do Pará,1500958,PA,1824,1401.2,23.3,0,0,418.4,0,5.5
São José do Rio Claro,5107305,MT,5060,1400.3,77.3,2253.1,0,0,1403.9,2.7
Nova Santa Helena,5106190,MT,2625,1386.4,32,1236.3,0,0.1,2.2,0
Santa Helena,2109809,MA,2336,1380.4,7.4,216.7,0.3,0,632.1,106.5
Itaúba,5104559,MT,4543,1355.2,91.5,2733.6,0,0,421,33.2
Jacundá,1503804,PA,2014,1352.9,0.4,395.8,0,0,0,265.3
Alto Paraíso,1100403,RO,2681,1336.9,44.2,1326.2,0,0.1,0.7,17.1
Cláudia,5103056,MT,3819,1333.8,78.4,2476.7,0,0,0,8.5
Cacaulândia,1100601,RO,1986,1327.5,40.1,617.4,0,0,41.1,0
Placas,1505650,PA,7174,1326,36.5,5847.8,0,0,0.1,0.1
Plácido de Castro,1200385,AC,2099,1323.3,79.5,772.4,0,3.3,0,0
Anapu,1500859,PA,11909,1312.7,180.2,10418.2,0,0,6.8,171.3
Itaipava do Grajaú,2105351,MA,1558,1311.2,0.5,245.5,0,1.3,0,0
Garrafão do Norte,1503077,PA,1616,1305.8,0.1,309.4,0,0.8,0,0
Alvorada d'Oeste,1100346,RO,3060,1303.5,30.7,935.1,0,0,821.4,0
Oriximiná,1505304,PA,107778,1302.1,36.6,100838.9,147.6,83.5,3638.4,1767.5
Feliz Natal,5103700,MT,11448,1286.8,167.5,9430.2,0,4.1,704.6,22.3
Rolim de Moura,1100288,RO,1471,1286.4,18,184.6,0,0,0,0
Sena Madureira,1200500,AC,26182,1274.2,165.5,24889.1,0,15.8,2.9,0
Brasiléia,1200104,AC,4484,1273.6,99.5,3199.1,0,11,0,0.3
Xambioá,1722107,TO,1641,1265.8,12.1,335.5,0,0.1,11,28.6
Candeias do Jamari,1100809,RO,6933,1264.3,82.4,5286.9,0,0.2,0,381.6
Parauapebas,1505536,PA,7019,1253.9,24.5,5678.9,0,0,84.9,1.3
Barra do Garças,5101803,MT,9147,1253.7,9.6,247.8,0,4.5,7626.4,14.6
Guajará-Mirim,1100106,RO,25257,1244.5,38.5,19975,0,72,3798.4,167.1
Governador Jorge Teixeira,1101005,RO,5128,1239.2,33.6,3697.7,0,0,191.1,0
Nova Esperança do Piriá,1504950,PA,2830,1225.8,0.1,1602.4,1.3,0.5,0,0
Araputanga,5101258,MT,1608,1220,5,352.7,0,0.7,34.6,0
Santa Fé do Araguaia,1718865,TO,1682,1219.9,1.1,406,0,0,0,56.1
Cidelândia,2103257,MA,1473,1213.7,3.5,230.2,0,0.7,21,7.4
Manaus,1302603,AM,11474,1208,22.1,8714.6,0,0.2,2.6,1548.6
Santa Luzia do Pará,1506559,PA,1361,1207.6,1.8,126.8,0,26.6,0,0
Maués,1302900,AM,40079,1202.6,23.2,36708.4,0,2.2,873.7,1292.1
Bacabal,2101202,MA,1707,1199.2,0,0,0,145.4,360.9,2.5
Mucajaí,1400308,RR,12878,1194.4,96.8,11447.4,1.2,1.3,196.3,37.4
Cantá,1400175,RR,7714,1193.6,110,5599.7,8,1.3,827.6,83.8
São Domingos do Capim,1507201,PA,1687,1193.5,40.8,0,0,495.3,0,0
Alenquer,1500404,PA,22275,1190.4,14.2,18014.7,0.6,4.5,2474.1,590.7
São Domingos do Araguaia,1507151,PA,1396,1189.4,28.6,206.6,0,0,0,0
Porto Acre,1200807,AC,3071,1185,100.8,1883.2,0,2.8,0,0
Senador Guiomard,1200450,AC,1887,1171.6,35.4,715.4,0,0,0,0
São José dos Quatro Marcos,5107107,MT,1284,1171.3,0.2,74.9,0,0,37.8,0
Monte Negro,1101401,RO,1956,1170.6,19.8,741,0,0,44.4,0
Governador Newton Bello,2104651,MA,1177,1167.4,0,9.5,0,0.1,0,0
São Gabriel da Cachoeira,1303809,AM,112501,1157.6,18.4,108715.8,282.7,370.6,489.5,1484.8
Colorado do Oeste,1100064,RO,1459,1155.2,5.3,250.6,0,0,53.2,0
Nova Brasilândia,5106208,MT,3269,1152.3,1.8,206.1,0,0,1883,27.6
Manicoré,1302702,AM,48687,1147.5,83,42549.8,0,17.4,4145.8,826.5
Ananás,1701002,TO,1596,1146.2,0.7,204.3,0,1.8,203.6,40.1
Nova Olinda do Maranhão,2107357,MA,2487,1145.2,0.2,1334.1,7.2,0.5,0,0
Santa Cruz do Xingu,5107743,MT,5625,1143.9,82.7,2794.7,0,0,1622.9,63.5
Sapucaia,1507755,PA,1302,1143.1,0.4,158.9,0,0,0,0
Bujari,1200138,AC,3572,1134.4,58.2,2437.1,0,0.5,0,0
Denise,5103452,MT,1304,1131.2,1.2,167.7,0,0,5.1,0
Ourilândia do Norte,1505437,PA,13840,1129.8,37.3,9540.5,0,0.4,3165.9,3.4
Turilândia,2112456,MA,1529,1129.5,17.2,200.6,0,0.1,136.8,62
Salto do Céu,5107750,MT,1316,1116.8,15.9,167,0,0,32.2,0
Pimenteiras do Oeste,1101468,RO,6067,1114.6,85.7,2465.9,0,33.9,2428.1,24.5
Serrano do Maranhão,2111789,MA,1222,1101.7,8.4,104.2,0.2,0.2,2.3,13.4
Irituia,1503507,PA,1387,1096.4,62.4,0,0,295.9,0,0
Juruti,1503903,PA,8307,1095.6,5.6,5463.1,8.5,0,633.9,1105.9
Apuí,1300144,AM,54481,1095.2,51.7,52538,0,15.2,624.1,208.5
Alto Alegre dos Parecis,1100379,RO,3993,1093.8,64.7,1963.4,0,4,917.8,14
Imperatriz,2105302,MA,1376,1093.2,0,105.6,0,0,155.3,21.9
Cachoeira do Piriá,1501956,PA,2439,1092,46.3,1339.1,0,0.5,0,7.4
Vitorino Freire,2113009,MA,1130,1087.6,0,0,0,0,44.8,0
Cametá,1502103,PA,3090,1085.3,0.8,892.1,3.6,0.1,658.2,450.7
Tarauacá,1200609,AC,16278,1082.2,45.9,15188.2,0,1.9,0,5.7
Autazes,1300300,AM,7634,1074.8,20.3,5081.8,0,0.1,464.2,1013.1
Tuntum,2112308,MA,3619,1070.2,52.1,571.6,0,0.2,1935.1,41.9
Careiro,1301100,AM,6126,1058.7,32.6,4659.8,0,6.5,80.8,320.2
Santa Carmem,5107248,MT,3921,1052.4,181.2,2868.6,0,0,0,0
Nova Ipixuna,1504976,PA,1605,1043.2,11.6,342.5,0,0,123.4,95.9
Pau d'Arco,1716307,TO,1304,1032.8,0.1,154.5,0,0,83.8,32.9
Portel,1505809,PA,25425,1026.7,50.2,23165.1,5.1,0.4,385.9,841.8
João Lisboa,2105500,MA,1134,1023.8,0.2,109.4,0,0.8,0,0
Feijó,1200302,AC,25248,1022.3,63.2,24161.8,0,57,0.4,6.5
Cotriguaçu,5103379,MT,9149,1020,251.4,7974.6,0,0.1,20.9,133.4
Xapuri,1200708,AC,5416,1019.7,26.8,4395.4,0,0.8,0.1,0
Vale do Anari,1101757,RO,3166,1018.1,93.5,2117.5,0,0,11.4,19
Alto Boa Vista,5100359,MT,2242,1009.3,89.2,655.1,0,0,577.6,0
Guaraí,1709302,TO,2279,1005.8,2.1,187.4,0,0.1,1081.1,4.6
Governador Nunes Freire,2104677,MA,1047,1004.7,40.2,42,0,0.3,0,0
Nova Olímpia,5106232,MT,1570,998.2,4.8,255.3,0,0,316.5,0
Jauru,5105002,MT,1221,995.1,2.4,111.8,0,0.3,113.8,0
Santo Antônio do Leverger,5107800,MT,12270,984.8,16.7,1163.3,0,0.4,10099.9,21.6
Jacareacanga,1503754,PA,53409,978.1,242.3,46492.9,0,8.8,5211,718.2
Coroatá,2103604,MA,2298,965.6,0,0.5,0,1331.9,0,0
Brejo Grande do Araguaia,1501758,PA,1191,960.7,24.2,174.2,0,0,29.1,27
Rio Crespo,1100262,RO,1744,958.9,40.1,761.9,0,0,23.2,0
Aveiro,1501006,PA,17094,947.1,34.2,15408.2,0.2,1.4,18.2,718.9
Vila Nova dos Martírios,2112852,MA,1197,942.2,2,109.8,0,1.4,131.3,12.3
Rorainópolis,1400472,RR,33850,941,54.1,24682.3,0,6,7643.4,577.3
Paulo Ramos,2108108,MA,937,937.8,0,0,0,0,0,0
Santa Luzia d'Oeste,1100296,RO,1207,935.8,18,271.2,0,0,0,0
Muricilândia,1713957,TO,1194,935.1,0,233.2,0,0,0,25.7
Seringueiras,1101500,RO,2280,932.7,53.8,1180.3,0,0,167,0
Parintins,1303403,AM,5961,928.6,16.9,1618.1,0,0,1132.3,2282
Parecis,1101450,RO,2567,920.7,58,1163.9,0,0,482.1,0.3
Cabixi,1100031,RO,1322,919.1,27.5,386.5,0,0.6,11.3,4.5
Lambari d'Oeste,5105234,MT,1338,912.6,8.4,251.3,0,0.7,172.9,0.5
Cujubim,1100940,RO,3901,912.5,117.1,2986,0,0.2,0.1,2.2
Juscimeira,5105200,MT,2206,911.7,1.2,49.2,0,0,1244,1.1
Alcântara,2100204,MA,1502,905,3.4,177.7,3.1,0,71.8,344.4
Juruena,5105176,MT,3200,904.9,150.5,2105.5,0,0,160.9,28.7
Mirassol d'Oeste,5105622,MT,1077,903.3,20.5,139.5,0,0.1,34.1,0
Nortelândia,5106000,MT,1353,901.7,3.6,300.7,0,0,150.6,0
Monção,2106904,MA,1359,896.5,2.6,148.4,0.4,0.1,189.5,124.1
Santo Afonso,5107263,MT,1172,895.5,8.8,271.8,0,0,4.7,0
Grajaú,2104800,MA,7480,893.7,20.4,1834.2,0,0,4752.1,0
Cândido Mendes,2102606,MA,1748,892.4,101.5,651.1,3.9,0.7,82.7,117.2
Nova Guarita,5108808,MT,1089,891.6,13.1,196.8,0,0,0,0.6
Bernardo Sayão,1703206,TO,930,887.7,2.2,29.2,0,0,0,13.1
Aragominas,1701309,TO,1179,883.7,3.9,268.4,0,0,17.9,9
Pau d'Arco,1505551,PA,1675,880.1,10.5,380.7,0,0.1,414.1,0
Itaporã do Tocantins,1711100,TO,924,869.7,1.2,53.8,0,0.5,0,0
Nova Marilândia,5108857,MT,1943,866.6,21.6,506.8,0,0.2,569.4,0
Castanhal,1502400,PA,1035,864.8,26.6,0,0,171.5,0,0
Santa Luzia do Paruá,2110039,MA,914,864.5,2.4,19,0,0.3,30.2,0
Pinheiro,2108603,MA,1483,856.9,1.9,104.9,0.3,0,415.5,105.4
Vale do Paraíso,1101807,RO,973,856.7,17.7,112.3,0,0,3.4,0.6
Nova Brasilândia d'Oeste,1100148,RO,1166,842.9,16.3,258.4,0,0,64.7,0
Caracaraí,1400209,RR,47820,832.4,55.6,31902.4,7.8,11.2,14491.9,574.3
Pequizeiro,1716653,TO,1212,831.9,6.9,77.9,0,0,302.2,0
Centro do Guilherme,2103158,MA,1084,830.7,3.2,253.3,0,0,0,0
Nova Olinda,1714880,TO,1780,821.9,1.1,18.6,0,0.6,938.9,0
Rondonópolis,5107602,MT,4166,816.6,7.8,280.6,0,0.1,3063,5.7
Araguaiana,5101001,MT,6421,808.8,25.3,547.1,0,18.4,5031.1,15.6
São Miguel do Guamá,1507607,PA,1117,799.1,48.6,1.3,0,316.6,0,0
Dom Aquino,5103601,MT,2207,799.1,0,48.6,0,0,1359.3,0
Epitaciolândia,1200252,AC,1710,792.4,47.4,909.4,0,8.1,0,0.1
Porto Alegre do Norte,5106778,MT,3982,784.2,25.7,746.7,0,0,2451.1,0
São João do Araguaia,1507508,PA,1291,783.3,21.2,325.4,0,0,73.3,109
Prainha,1506005,PA,12600,766.7,73.9,7401.1,0,9.7,2872.5,1550
Nova Xavantina,5106257,MT,5527,764.5,0.4,290.3,0,0,4445.4,26.8
Capixaba,1200179,AC,1765,753.6,28.4,1005,0,6.4,0,0
Piraquê,1717206,TO,926,751.8,2.7,100.8,0,0.2,73.2,0
Cerejeiras,1100056,RO,2804,750.9,9.7,811.2,0,0,1241.9,0
Pio XII,2108702,MA,827,749,0,0,0,0,47.1,32.3
Maranhãozinho,2106375,MA,964,748.1,1.3,215.9,0,0,0,0
Palestina do Pará,1505494,PA,986,747.9,7.3,208.1,0,0,0.4,29.6
Araguanã,2100873,MA,810,746.3,0.1,62.3,1.4,0,0,0
Colméia,1716703,TO,995,745.8,3.4,28.9,0,0.5,219.8,0
Coari,1301209,AM,58834,744.7,13.4,54503.5,0.1,1.4,821.5,2762.8
Belterra,1501451,PA,4404,740.9,21.3,3059.9,0,0,0,603.2
Manacapuru,1302504,AM,7381,738,35.3,4417.9,0,0.1,804.5,1420.5
Trairão,1508050,PA,11996,735.3,53.9,11159.1,0,0.2,1.1,100.3
Barreirinha,1300508,AM,5759,733.3,15.9,3659.5,0,0,408.8,957.4
Figueirópolis d'Oeste,5103809,MT,893,731.9,0.6,50.7,0,0,110.4,0
Acrelândia,1200013,AC,1610,727.6,43.6,880.2,0,2.2,0,0
Augusto Corrêa,1500909,PA,1101,722.3,9.5,297.4,0.4,0.2,4.6,76.1
Araguanã,1702158,TO,837,720.3,0,89.9,0,0,12.5,14.3
Novo Horizonte do Oeste,1100502,RO,852,716.6,17.4,130.7,0,0,4.7,0
Novo Horizonte do Norte,5106273,MT,940,707.8,7.4,224.6,0,0,0,7.6
Caroebe,1400233,RR,12122,704.7,31.1,11308.6,4.2,8,12.8,83.7
Lagoa Grande do Maranhão,2105963,MA,742,702.9,0.8,39.1,0,0,0,0
Itapuã do Oeste,1101104,RO,4131,699.1,21.7,3223,0,0.3,2.5,206.1
Guajará,1301654,AM,9389,699,30.9,8409.1,0,0,273.9,7
São Francisco do Brejão,2110856,MA,751,696.9,0,54.1,0,0,0,0
Castanheiras,1100908,RO,901,696.4,11.8,201.8,0,0,0.6,2.2
Ministro Andreazza,1101203,RO,805,693,4.4,112,0,0,0,0
Marajá do Sena,2106359,MA,833,690.2,6.3,142.8,0,0,0,0
São Domingos do Maranhão,2110708,MA,1321,685.1,73.3,518.2,0,0,117.7,0
Presidente Dutra,2109106,MA,805,683.2,21.3,121.8,0,0,0,0
Jaciara,5104807,MT,1657,682.9,0,16.4,0,0,957.7,0
Mirinzal,2106805,MA,697,682.5,1.9,13.8,0.4,0,0,0.3
União do Sul,5108303,MT,4583,679.6,94.6,3877.5,0,2.1,23.8,0
Vale de São Domingos,5108352,MT,2007,679.4,2.9,517.1,0,0.2,810.3,0
Altamira do Maranhão,2100402,MA,677,677.5,0,0,0,0,0,0
Nova União,1101435,RO,815,672.1,12.2,139,0,0.1,3.8,0
Oeiras do Pará,1505205,PA,3863,668.9,10,2466.7,54.3,0.3,379,293.8
Urupá,1101708,RO,840,664.5,10.6,76.7,0,0,98.8,0
Colinas do Tocantins,1705508,TO,848,660.1,0,6.5,0,0.6,180.8,0
Abaetetuba,1500107,PA,1617,658.4,2.4,306.3,0,228,12.7,411.6
Igarapé-Açu,1503200,PA,789,657.5,41.5,0,0,131.7,0,0
Alto Alegre,1400050,RR,25870,646.5,60.6,22320.1,82.8,113.1,2610.4,97.1
Carutapera,2102903,MA,1267,644.5,57.3,413.1,1.7,0.5,123.2,84
São Luís Gonzaga do Maranhão,2111409,MA,981,643,0,1,0,335.4,1.6,0
Jenipapo dos Vieiras,2105476,MA,1522,634.5,2.3,715.6,0,0,171.9,0
