Municipio,CodIbge,Estado,AreaKm2,Desmatado2001,Incremento20002001,Floresta2001,Nuvem2001,NaoObservado2001,NaoFloresta2001,Hidrografia2001
Alvorada d'Oeste,1100346,RO,3060,1235.4,34.3,1003.2,0,0,821.4,0
Campo Novo de Rondônia,1100700,RO,3491,1232.2,71.9,1982.8,0,0,276,0
Boca do Acre,1300706,AM,23013,1225.6,53.2,21596.1,0,1.9,58.1,131.3
Cláudia,5103056,MT,3819,1222.5,42.7,2588,0,0,0,8.5
Nova Esperança do Piriá,1504950,PA,2830,1215.6,71.9,1611.7,2.2,0.5,0,0
Araputanga,5101258,MT,1608,1211.3,1.8,361.4,0,0.7,34.6,0
São José do Rio Claro,5107305,MT,5060,1209.5,34,2443.9,0,0,1403.9,2.7
Santa Fé do Araguaia,1718865,TO,1682,1208,6,417.9,0,0,0,56.1
Itaúba,5104559,MT,4543,1205.8,86.4,2883,0,0,421,33.2
Santa Luzia do Pará,1506559,PA,1361,1205.5,8.3,128.9,0,26.6,0,0
Oriximiná,1505304,PA,107778,1204.3,39.7,101084.3,0,83.5,3638.4,1767.5
Parauapebas,1505536,PA,7019,1200.8,40,5732,0,0,84.9,1.3
Alto Paraíso,1100403,RO,2681,1200.2,37.1,1462.9,0,0.1,0.7,17.1
Bacabal,2101202,MA,1707,1199.2,0,0,0,145.4,360.9,2.5
Guajará-Mirim,1100106,RO,25257,1198,48.3,20021.5,0,72,3798.4,167.1
Cidelândia,2103257,MA,1473,1197.8,3.4,246.1,0,0.7,21,7.4
Cacaulândia,1100601,RO,1986,1188.3,59.4,756.6,0,0,41.1,0
São José dos Quatro Marcos,5107107,MT,1284,1168.7,1,77.5,0,0,37.8,0
Governador Jorge Teixeira,1101005,RO,5128,1167.5,38.7,3769.4,0,0,191.1,0
Manaus,1302603,AM,11474,1167.3,73.2,8755.3,0,0.2,2.6,1548.6
Governador Newton Bello,2104651,MA,1177,1167,794.9,9.9,0,0.1,0,0
Alenquer,1500404,PA,22275,1164.4,22.5,18041.3,0,4.5,2474.1,590.7
Maués,1302900,AM,40079,1151.1,21.6,36759.9,0,2.2,873.7,1292.1
Colorado do Oeste,1100064,RO,1459,1148.3,4.2,257.5,0,0,53.2,0
São Domingos do Araguaia,1507151,PA,1396,1146.4,41.2,249.6,0,0,0,0
Nova Brasilândia,5106208,MT,3269,1144.9,12.5,213.5,0,0,1883,27.6
Nova Olinda do Maranhão,2107357,MA,2487,1141.5,882.2,1328.6,16.4,0.5,0,0
Sapucaia,1507755,PA,1302,1140.2,2,161.8,0,0,0,0
Ananás,1701002,TO,1596,1138.5,13.5,212,0,1.8,203.6,40.1
São Domingos do Capim,1507201,PA,1687,1138.2,27.8,0,0,549.8,0,0
Brasiléia,1200104,AC,4484,1130.5,29.8,3342.2,0,11,0,0.3
Denise,5103452,MT,1304,1125.1,21.1,173.8,0,0,5.1,0
Turilândia,2112456,MA,1529,1110.6,1097.3,219.5,0,0.1,136.8,62
São Gabriel da Cachoeira,1303809,AM,112501,1107.7,66.8,109046.9,1.5,370.6,489.5,1484.8
Plácido de Castro,1200385,AC,2099,1101.9,70,993.8,0,3.3,0,0
Anapu,1500859,PA,11909,1101,240.3,10629.9,0,0,6.8,171.3
Costa Marques,1100080,RO,12890,1093.8,155.9,8324.2,0,50.2,3378.8,43
Imperatriz,2105302,MA,1376,1093.2,0,105.6,0,0,155.3,21.9
Candeias do Jamari,1100809,RO,6933,1091.8,50.4,5459.4,0,0.2,0,381.6
Mucajaí,1400308,RR,12878,1089.3,102.4,11553.6,0.1,1.3,196.3,37.4
Salto do Céu,5107750,MT,1316,1087.9,7.7,195.9,0,0,32.2,0
Vitorino Freire,2113009,MA,1130,1087.6,0,0,0,0,44.8,0
Serrano do Maranhão,2111789,MA,1222,1086.7,1085.5,119.3,0.1,0.2,2.3,13.4
Senador Guiomard,1200450,AC,1887,1068.5,52,818.5,0,0,0,0
Cametá,1502103,PA,3090,1065,173.1,916,0,0.1,658.2,450.7
Juruti,1503903,PA,8307,1063.7,31.5,5503.5,0,0,633.9,1105.9
Monte Negro,1101401,RO,1956,1061.1,53.5,850.5,0,0,44.4,0
Cantá,1400175,RR,7714,1056.4,174.7,5744.9,0,1.3,827.6,83.8
Manicoré,1302702,AM,48687,1043.5,35.1,42653.8,0,17.4,4145.8,826.5
Cachoeira do Piriá,1501956,PA,2439,1042.7,113.2,1388.3,0.1,0.5,0,7.4
Feliz Natal,5103700,MT,11448,1037.2,19.5,9679.8,0,4.1,704.6,22.3
Sena Madureira,1200500,AC,26182,1036.3,42.6,25127,0,15.8,2.9,0
Pau d'Arco,1716307,TO,1304,1030.8,0.4,156.5,0,0,83.8,32.9
Ourilândia do Norte,1505437,PA,13840,1029.2,71.7,9641.1,0,0.4,3165.9,3.4
Bujari,1200138,AC,3572,1026.8,34.2,2544.7,0,0.5,0,0
Nova Ipixuna,1504976,PA,1605,1026.1,15.4,359.6,0,0,123.4,95.9
Santa Cruz do Xingu,5107743,MT,5625,1022.8,23.1,2915.8,0,0,1622.9,63.5
João Lisboa,2105500,MA,1134,1021.4,0.6,111.8,0,0.8,0,0
Pimenteiras do Oeste,1101468,RO,6067,1014.4,18.7,2566.1,0,33.9,2428.1,24.5
Irituia,1503507,PA,1387,1013.5,74.4,0,0,377.2,0,0
Apuí,1300144,AM,54481,1010.7,57.5,52622.5,0,15.2,624.1,208.5
Autazes,1300300,AM,7634,1010.3,28.7,5146.3,0,0.1,464.2,1013.1
Brasil Novo,1501725,PA,6370,1004.6,20.5,5359.2,0,0,0.1,6.1
Guaraí,1709302,TO,2279,1000.3,0.4,192.9,0,0.1,1081.1,4.6
Porto Acre,1200807,AC,3071,999.9,51,2068.3,0,2.8,0,0
Careiro,1301100,AM,6126,998,37.3,4720.5,0,6.5,80.8,320.2
Tuntum,2112308,MA,3619,996.1,15.6,645.7,0,0.2,1935.1,41.9
Jauru,5105002,MT,1221,990.2,5.2,116.7,0,0.3,113.8,0
Tarauacá,1200609,AC,16278,989.7,25.2,15280.7,0,1.9,0,5.7
Nova Olímpia,5106232,MT,1570,981.7,27.4,271.8,0,0,316.5,0
Alto Alegre dos Parecis,1100379,RO,3993,975.1,58.7,2082.1,0,4,917.8,14
Coroatá,2103604,MA,2298,965.6,0,0.5,0,1331.9,0,0
Governador Nunes Freire,2104677,MA,1047,963.8,185,82.9,0,0.3,0,0
Xapuri,1200708,AC,5416,958.5,31.8,4456.6,0,0.8,0.1,0
Santo Antônio do Leverger,5107800,MT,12270,957.3,19.7,1190.8,0,0.4,10099.9,21.6
Colniza,5103254,MT,28134,957.2,120.4,26799.4,0,10.8,310.6,56
Paulo Ramos,2108108,MA,937,937.8,0,0,0,0,0,0
Vila Nova dos Martírios,2112852,MA,1197,934.1,3.5,117.9,0,1.4,131.3,12.3
Muricilândia,1713957,TO,1194,929.9,1.5,238.4,0,0,0,25.7
Portel,1505809,PA,25425,928,492.1,23268.9,0,0.4,385.9,841.8
Brejo Grande do Araguaia,1501758,PA,1191,925.2,41,209.7,0,0,29.1,27
Feijó,1200302,AC,25248,914.5,29.4,24269.6,0,57,0.4,6.5
Santa Luzia d'Oeste,1100296,RO,1207,911.6,5,295.4,0,0,0,0
Juscimeira,5105200,MT,2206,905,2.1,55.9,0,0,1244,1.1
Parintins,1303403,AM,5961,903.1,20.6,1643.6,0,0,1132.3,2282
Nortelândia,5106000,MT,1353,893,32.6,309.4,0,0,150.6,0
Apiacás,5100805,MT,20402,889.3,74.3,18205.5,0,3.9,1053.7,249.6
Alto Boa Vista,5100359,MT,2242,885.7,62,778.7,0,0,577.6,0
Lambari d'Oeste,5105234,MT,1338,882.9,10.1,281,0,0.7,172.9,0.5
Rio Crespo,1100262,RO,1744,882.1,36.4,838.7,0,0,23.2,0
Bernardo Sayão,1703206,TO,930,881.2,15.8,35.7,0,0,0,13.1
Cabixi,1100031,RO,1322,879.9,29.8,425.7,0,0.6,11.3,4.5
Monção,2106904,MA,1359,878.8,748.6,166.5,0,0.1,189.5,124.1
Santo Afonso,5107263,MT,1172,876.4,30,290.9,0,0,4.7,0
Nova Guarita,5108808,MT,1089,872.4,17.4,216,0,0,0,0.6
Mirassol d'Oeste,5105622,MT,1077,869.3,16.6,173.5,0,0.1,34.1,0
Santa Luzia do Paruá,2110039,MA,914,862.2,489.7,21.1,0.2,0.3,30.2,0
Aveiro,1501006,PA,17094,861.4,27.9,15494.1,0,1.4,18.2,718.9
Itaporã do Tocantins,1711100,TO,924,859.8,9.2,63.7,0,0.5,0,0
Rorainópolis,1400472,RR,33850,858.1,105.3,24765.2,0,6,7643.4,577.3
Pinheiro,2108603,MA,1483,854.6,826.8,107.3,0.2,0,415.5,105.4
Pau d'Arco,1505551,PA,1675,850.3,45.1,410.5,0,0.1,414.1,0
Medicilândia,1504455,PA,8271,849.8,3.1,7419.2,0,1.1,0,0.9
Parecis,1101450,RO,2567,837.7,27.6,1246.9,0,0,482.1,0.3
Alcântara,2100204,MA,1502,834.4,785.7,248,3.4,0,71.8,344.4
Aragominas,1701309,TO,1179,834.3,30.9,317.8,0,0,17.9,9
Castanhal,1502400,PA,1035,831.3,99.4,0,0,205.3,0,0
Vale do Anari,1101757,RO,3166,827.4,84.9,2308.2,0,0,11.4,19
Vale do Paraíso,1101807,RO,973,824.7,17.6,144.3,0,0,3.4,0.6
Nova Olinda,1714880,TO,1780,820.7,0,19.8,0,0.6,938.9,0
Santa Carmem,5107248,MT,3921,815.5,28.4,3105.5,0,0,0,0
Nova Brasilândia d'Oeste,1100148,RO,1166,813.2,23.6,288.1,0,0,64.7,0
Pequizeiro,1716653,TO,1212,812.6,24.3,97.2,0,0,302.2,0
Seringueiras,1101500,RO,2280,811.4,59.6,1301.6,0,0,167,0
Nova Marilândia,5108857,MT,1943,809.1,53.2,564.3,0,0.2,569.4,0
Rondonópolis,5107602,MT,4166,802.3,0.9,294.9,0,0.1,3063,5.7
Dom Aquino,5103601,MT,2207,799.1,0,48.6,0,0,1359.3,0
Grajaú,2104800,MA,7480,794.2,15.5,1933.7,0,0,4752.1,0
Cândido Mendes,2102606,MA,1748,785.4,196,761.5,0.5,0.7,82.7,117.2
Araguaiana,5101001,MT,6421,771.5,72.3,584.4,0,18.4,5031.1,15.6
Centro do Guilherme,2103158,MA,1084,766.5,20.6,317.5,0,0,0,0
Caracaraí,1400209,RR,47820,765.3,78.5,31976.4,0.9,11.2,14491.9,574.3
Nova Xavantina,5106257,MT,5527,756.1,23.4,298.7,0,0,4445.4,26.8
Pio XII,2108702,MA,827,749,0,0,0,0,47.1,32.3
Araguanã,2100873,MA,810,746.2,744.6,61.4,2.4,0,0,0
Piraquê,1717206,TO,926,740.1,1.3,112.5,0,0.2,73.2,0
Cerejeiras,1100056,RO,2804,738.7,8.3,823.4,0,0,1241.9,0
Maranhãozinho,2106375,MA,964,737.3,2.8,224.9,1.8,0,0,0
Colméia,1716703,TO,995,735.7,12,39,0,0.5,219.8,0
São Miguel do Guamá,1507607,PA,1117,732.4,55,2.1,0,382.5,0,0
Figueirópolis d'Oeste,5103809,MT,893,730.8,1,51.8,0,0,110.4,0
Coari,1301209,AM,58834,725,15.6,54523.3,0,1.4,821.5,2762.8
São João do Araguaia,1507508,PA,1291,722.1,37.4,386.6,0,0,73.3,109
Porto Alegre do Norte,5106778,MT,3982,721.4,42.6,809.5,0,0,2451.1,0
Cujubim,1100940,RO,3901,720.7,81,3177.8,0,0.2,0.1,2.2
Araguanã,1702158,TO,837,717.7,5.5,92.5,0,0,12.5,14.3
Epitaciolândia,1200252,AC,1710,717.6,12.7,984.2,0,8.1,0,0.1
Barreirinha,1300508,AM,5759,715.2,17.7,3677.6,0,0,408.8,957.4
Augusto Corrêa,1500909,PA,1101,712.6,4.2,307.5,0,0.2,4.6,76.1
Palestina do Pará,1505494,PA,986,710.3,25.3,245.7,0,0,0.4,29.6
Belterra,1501451,PA,4404,701.3,28.9,3099.5,0,0,0,603.2
São Francisco do Brejão,2110856,MA,751,696.7,0,54.3,0,0,0,0
Manacapuru,1302504,AM,7381,694.2,60.5,4461.7,0,0.1,804.5,1420.5
Novo Horizonte do Oeste,1100502,RO,852,690.7,11.9,156.6,0,0,4.7,0
Juruena,5105176,MT,3200,683.8,45.9,2326.6,0,0,160.9,28.7
Jaciara,5104807,MT,1657,682.9,0,16.4,0,0,957.7,0
Capixaba,1200179,AC,1765,682.5,18.6,1076.1,0,6.4,0,0
Ministro Andreazza,1101203,RO,805,682.3,4.2,122.7,0,0,0,0
Mirinzal,2106805,MA,697,680.1,679.9,16.6,0,0,0,0.3
Castanheiras,1100908,RO,901,677.8,10.6,220.4,0,0,0.6,2.2
Altamira do Maranhão,2100402,MA,677,677.5,0,0,0,0,0,0
Lagoa Grande do Maranhão,2105963,MA,742,673,4.9,69,0,0,0,0
Vale de São Domingos,5108352,MT,2007,671.9,3.9,524.6,0,0.2,810.3,0
Marajá do Sena,2106359,MA,833,660.3,7.1,172.7,0,0,0,0
Colinas do Tocantins,1705508,TO,848,658.8,2.3,7.8,0,0.6,180.8,0
Presidente Dutra,2109106,MA,805,658.1,1.7,146.9,0,0,0,0
Oeiras do Pará,1505205,PA,3863,656,232.4,2533.9,0,0.3,379,293.8
Itapuã do Oeste,1101104,RO,4131,655.9,20.4,3266.2,0,0.3,2.5,206.1
Novo Horizonte do Norte,5106273,MT,940,653.5,28.8,278.9,0,0,0,7.6
Abaetetuba,1500107,PA,1617,653.2,522.6,311.5,0,228,12.7,411.6
Nova União,1101435,RO,815,650.3,15.2,160.8,0,0.1,3.8,0
Trairão,1508050,PA,11996,648.3,73.7,11246.1,0,0.2,1.1,100.3
Urupá,1101708,RO,840,647.3,10.8,93.9,0,0,98.8,0
Cotriguaçu,5103379,MT,9149,644.6,88.9,8350,0,0.1,20.9,133.4
Prainha,1506005,PA,12600,644.3,288.7,7523.5,0,9.7,2872.5,1550
São Luís Gonzaga do Maranhão,2111409,MA,981,643,0,1,0,335.4,1.6,0
Guajará,1301654,AM,9389,635.6,12.8,8472.5,0,0,273.9,7
Caroebe,1400233,RR,12122,635.6,99.1,11381.9,0,8,12.8,83.7
Senador La Rocque,2111763,MA,751,633.3,0,117.7,0,0,0,0
Jacareacanga,1503754,PA,53409,629.2,62.3,46841.8,0,8.8,5211,718.2
Conceição do Lago-Açu,2103554,MA,836,625.3,0,0,0,0.1,98.4,114.2
Igarapé-Açu,1503200,PA,789,603.8,18.2,0,0,185.3,0,0
Tucuruí,1508100,PA,2094,599.6,34.7,1006.1,0,0,4.8,483.5
Acrelândia,1200013,AC,1610,591.9,50.7,1015.9,0,2.2,0,0
Jenipapo dos Vieiras,2105476,MA,1522,591.4,0.8,758.7,0,0,171.9,0
Poção de Pedras,2108900,MA,663,588.9,0,0,0,74.2,0,0
Carutapera,2102903,MA,1267,586,3.2,473.3,0,0.5,123.2,84
