Municipio	CodIbge	AreaKm2	Desmatado	Floresta
Zé Doca	2114007	2435	1937.1	477.8
Tailândia	1507953	4451	1929.7	2519.1
Terra Nova do Norte	5108055	2303	1898.5	401
Turiaçu	2112407	2601	1888.6	542.9
Vera	5108501	2951	1888.1	1043.7
Apiacás	5100805	20402	1868	17226.8
Canarana	5102702	10839	1861.2	2185.8
Alto Alegre do Pindaré	2100477	1951	1858.6	39.2
Poxoréo	5107008	6923	1850.9	102.5
São Francisco do Guaporé	1101492	4805	1832	2118.2
Floresta do Araguaia	1503044	3454	1818.2	414.7
Rondolândia	5107578	12742	1815.5	10847.8
Costa Marques	1100080	12890	1814	7604
Buriticupu	2102325	2567	1795.1	770
Araguatins	1702208	2640	1775.5	258
Boca do Acre	1300706	23013	1759.7	21062
Ouro Preto do Oeste	1100155	1991	1734.4	238.4
Nova Lacerda	5106182	4756	1727.1	1533
Canaã dos Carajás	1502152	3157	1718.6	1333.2
Bragança	1501709	2108	1708.4	295.2
Theobroma	1101609	2219	1706.4	512.1
Carlinda	5102793	2414	1701.3	679.9
Matupá	5105606	5153	1693.2	3241.3
Campo Novo de Rondônia	1100700	3491	1691.8	1523.2
Bom Jesus do Tocantins	1501576	2824	1690	1019.9
São José do Rio Claro	5107305	5060	1687.4	1966
Feliz Natal	5103700	11448	1674	9043
Vitória do Xingu	1508357	2969	1673.6	1132.6
Pedro do Rosário	2108256	1770	1661.7	18
Medicilândia	1504455	8271	1660.7	6249.9
Arame	2100956	3075	1658.2	1034.6
Lago da Pedra	2105708	1655	1655	0
Itacoatiara	1301902	8926	1640.6	4790.4
Óbidos	1505106	28043	1628.9	20391.8
Bandeirantes do Tocantins	1703057	1678	1625.5	52.2
Vilhena	1100304	11583	1619.5	8270.5
Anapu	1500859	11909	1618.8	10106.7
Presidente Médici	1100254	1774	1595.2	151.3
Candeias do Jamari	1100809	6933	1591.1	4960.1
Almeirim	1500503	72969	1578.8	65506.2
Ribeirão Cascalheira	5107180	11364	1566.3	1844.4
CanaBrava do Norte	5102694	3450	1554.2	693.2
Rurópolis	1506195	7025	1549.1	5154.9
Itaúba	5104559	4543	1539.6	2549.2
Alto Paraíso	1100403	2681	1539.2	1123.9
Cláudia	5103056	3819	1490.3	2320.2
Cotriguaçu	5103379	9149	1488.9	7505.7
Baião	1501204	3766	1484.4	1496
Arapoema	1702307	1558	1461.6	73.5
Aurora do Pará	1500958	1824	1454.4	0
Plácido de Castro	1200385	2099	1453.4	642.3
Nova Santa Helena	5106190	2625	1444.6	1178.1
Placas	1505650	7174	1431.2	5595
Sena Madureira	1200500	26182	1427.2	24736.1
Jacundá	1503804	2014	1421.9	312.7
Cacaulândia	1100601	1986	1417.5	527.4
Santa Carmem	5107248	3921	1388.9	2532.1
Santa Helena	2109809	2336	1383.8	139.2
Apuí	1300144	54481	1373.8	52042.5
Garrafão do Norte	1503077	1616	1368.8	245.7
Guajará-Mirim	1100106	25257	1367.4	19852.1
Brasiléia	1200104	4484	1366.7	3106
Nova Esperança do Piriá	1504950	2830	1366.2	1460.5
Oriximiná	1505304	107778	1351.2	99476.2
Alvorada d'Oeste	1100346	3060	1349.6	889
Itaipava do Grajaú	2105351	1558	1317.5	230.6
Rolim de Moura	1100288	1471	1312.2	158.8
Manicoré	1302702	48687	1311.4	42385.5
Governador Jorge Teixeira	1101005	5128	1308.6	3628.3
Porto Acre	1200807	3071	1304.3	1763.9
Santa Cruz do Xingu	5107743	5625	1298.5	2640.1
Mucajaí	1400308	12878	1291.5	11331
Parauapebas	1505536	7019	1289.7	5593.2
Monte Negro	1101401	1956	1288.7	622.9
Xambioá	1722107	1641	1288.5	312.8
São Domingos do Capim	1507201	1687	1264.2	0
Barra do Garças	5101803	9147	1262.1	239.4
Senador Guiomard	1200450	1887	1255.7	631.3
Santa Fé do Araguaia	1718865	1682	1249.5	376.4
Cidelândia	2103257	1473	1248.1	183.8
Cantá	1400175	7714	1245.6	5486.4
Alenquer	1500404	22275	1240.7	17944.5
São Domingos do Araguaia	1507151	1396	1239.2	156.8
Maués	1302900	40079	1228.3	36682.7
Bujari	1200138	3572	1226.2	2345.3
Araputanga	5101258	1608	1223.2	349.5
Manaus	1302603	11474	1221.6	8700.9
Alto Alegre dos Parecis	1100379	3993	1220.9	1836.3
Santa Luzia do Pará	1506559	1361	1219.6	113.4
Pimenteiras do Oeste	1101468	6067	1213.5	2367
Bacabal	2101202	1707	1199.2	0
Cujubim	1100940	3901	1192	2706.5
Ourilândia do Norte	1505437	13840	1187.3	9482.7
Cachoeira do Piriá	1501956	2439	1185.7	1239.9
Colorado do Oeste	1100064	1459	1182.8	223
São José dos Quatro Marcos	5107107	1284	1176	70.2
Jacareacanga	1503754	53409	1174.6	46283
Governador Newton Bello	2104651	1177	1168.6	8.3
São Gabriel da Cachoeira	1303809	112501	1166.5	106861.8
Nova Brasilândia	5106208	3269	1159.2	199.2
Nova Olinda do Maranhão	2107357	2487	1152.8	1323.7
Sapucaia	1507755	1302	1151.9	150.1
Ananás	1701002	1596	1150.8	199.7
Portel	1505809	25425	1149.9	22449.8
Irituia	1503507	1387	1149.6	0
Denise	5103452	1304	1136.8	162.1
Tuntum	2112308	3619	1136	505.8
Juruena	5105176	3200	1135.7	1874.7
Turilândia	2112456	1529	1133.9	164.6
Autazes	1300300	7634	1129	5027.5
Tarauacá	1200609	16278	1125.5	15144.9
Salto do Céu	5107750	1316	1123.9	159.9
Vale do Anari	1101757	3166	1122.6	2013
Xapuri	1200708	5416	1122	4293.1
Nova Ipixuna	1504976	1605	1113.3	268
Juruti	1503903	8307	1108.7	5382.1
Serrano do Maranhão	2111789	1222	1101.7	78.5
Imperatriz	2105302	1376	1099.8	99
Alto Boa Vista	5100359	2242	1094.7	569.6
Vitorino Freire	2113009	1130	1087.6	0
Cametá	1502103	3090	1087.3	771.6
Careiro	1301100	6126	1074.2	4644.3
Parecis	1101450	2567	1066.5	1018.1
Feijó	1200302	25248	1053.7	24129.3
Pau d'Arco	1716307	1304	1048.6	138.7
Seringueiras	1101500	2280	1045.7	1067.3
João Lisboa	2105500	1134	1036.3	96.9
Rio Crespo	1100262	1744	1023.8	697
Santo Antônio do Leverger	5107800	12270	1023.5	1124.6
Aveiro	1501006	17094	1010.1	15108.3
Guaraí	1709302	2279	1009.8	183.4
Governador Nunes Freire	2104677	1047	1006.9	39.8
Nova Olímpia	5106232	1570	1003.6	249.9
Jauru	5105002	1221	998.4	108.5
Rorainópolis	1400472	33850	993.2	24555.7
Brejo Grande do Araguaia	1501758	1191	988.8	146.1
Aragominas	1701309	1179	980.1	172
Coroatá	2103604	2298	965.6	0.5
Santa Luzia d'Oeste	1100296	1207	962.4	244.6
Cabixi	1100031	1322	957.9	347.7
Grajaú	2104800	7480	957.5	1770.1
Vila Nova dos Martírios	2112852	1197	952	100
Muricilândia	1713957	1194	947.1	221.2
Paulo Ramos	2108108	937	937.8	0
Parintins	1303403	5961	936.2	1606.9
Santo Afonso	5107263	1172	929.1	238.2
Lambari d'Oeste	5105234	1338	923.8	240.1
Mirassol d'Oeste	5105622	1077	921.8	121
Nova Marilândia	5108857	1943	919.9	453.5
Juscimeira	5105200	2206	918.2	42.7
Nova Guarita	5108808	1089	917.8	170.6
Monção	2106904	1359	912.7	92.5
Nortelândia	5106000	1353	909.5	292.9
Pau d'Arco	1505551	1675	908.6	352.2
Alcântara	2100204	1502	905.1	150.7
União do Sul	5108303	4583	900.5	3656.6
Cândido Mendes	2102606	1748	896.5	605.8
Bernardo Sayão	1703206	930	892.3	24.6
Castanhal	1502400	1035	877.7	0
Nova Brasilândia d'Oeste	1100148	1166	875.9	225.4
Itaporã do Tocantins	1711100	924	875.6	47.9
Caracaraí	1400209	47820	873.6	30875
Trairão	1508050	11996	867.4	10974.6
Vale do Paraíso	1101807	973	864.7	104.3
Santa Luzia do Paruá	2110039	914	864.6	12.3
Pinheiro	2108603	1483	859.3	46.4
Centro do Guilherme	2103158	1084	852.2	231.8
São João do Araguaia	1507508	1291	847.5	261.2
Pequizeiro	1716653	1212	840.6	69.2
São Miguel do Guamá	1507607	1117	838.9	0.6
Epitaciolândia	1200252	1710	837.2	864.6
Porto Alegre do Norte	5106778	3982	834.4	696.5
Acrelândia	1200013	1610	830.8	777
Rondonópolis	5107602	4166	822.9	274.3
Nova Olinda	1714880	1780	822.5	18
Araguaiana	5101001	6421	818.8	537.1
Capixaba	1200179	1765	807.2	951.4
Dom Aquino	5103601	2207	800.9	46.8
Prainha	1506005	12600	799.1	6469.8
Itapuã do Oeste	1101104	4131	789.7	3132.4
Palestina do Pará	1505494	986	787.1	168.9
Cerejeiras	1100056	2804	786.7	775.4
Nova Xavantina	5106257	5527	781.1	273.7
São Domingos do Maranhão	2110708	1321	780.3	423
Belterra	1501451	4404	772	2754.6
Guajará	1301654	9389	765.2	8342.9
Piraquê	1717206	926	760.1	92.5
Porto de Moz	1505908	17429	759.9	11441.5
Caroebe	1400233	12122	754.4	11115.8
Maranhãozinho	2106375	964	752.1	211.9
Coari	1301209	58834	751.3	54493.2
Colméia	1716703	995	750.8	23.9
Pio XII	2108702	827	749	0
Manacapuru	1302504	7381	748.9	4401.8
Araguanã	2100873	810	746.3	29.7
Barreirinha	1300508	5759	742.8	3650
Araguanã	1702158	837	738.6	71.6
Novo Horizonte do Oeste	1100502	852	736.9	110.4
Figueirópolis d'Oeste	5103809	893	733.6	49
Canutama	1300904	30283	731.1	28257.2
Novo Horizonte do Norte	5106273	940	728.6	203.8
Augusto Corrêa	1500909	1101	723.7	270.8
Novo Aripuanã	1303304	41459	718.4	38348.2
Presidente Dutra	2109106	805	711.2	93.8
Castanheiras	1100908	901	711.2	187
Ministro Andreazza	1101203	805	703.8	101.2
Lagoa Grande do Maranhão	2105963	742	703.6	35.2
São Francisco do Brejão	2110856	751	702.4	48.6
Vale de São Domingos	5108352	2007	692.3	504.2
Marajá do Sena	2106359	833	692.2	133.5
Jaciara	5104807	1657	686.2	13.1
Nova União	1101435	815	685	126.1
Mirinzal	2106805	697	682.5	12.7
Urupá	1101708	840	679.4	61.8
Altamira do Maranhão	2100402	677	677.5	0
Igarapé-Açu	1503200	789	676	0
Oeiras do Pará	1505205	3863	675	2324.7
Alto Alegre	1400050	25870	674	21718.4
Abaetetuba	1500107	1617	673	218.3
Colinas do Tocantins	1705508	848	662.4	4.2
Santa Rita do Trivelato	5107768	3347	659.3	688.3
Senador La Rocque	2111763	751	659.2	91.8
Tucuruí	1508100	2094	659	943.3
Cruzeiro do Sul	1200203	8352	658.9	7657.2
Presidente Figueiredo	1303536	25567	657.5	21480.1
Carutapera	2102903	1267	648.5	405.4
São Luís Gonzaga do Maranhão	2111409	981	643	1
Jenipapo dos Vieiras	2105476	1522	639.5	710.4
Buritirana	2102358	825	626.2	184.5
Conceição do Lago-Açu	2103554	836	625.3	0
Humaitá	1301704	33431	623.2	28902
Bujaru	1501907	1010	618.8	0
Mirante da Serra	1101302	1206	615.5	374.6
Envira	1301506	13904	604.5	13211.5
Tefé	1304203	24187	601.9	22692.6
Concórdia do Pará	1502756	694	596.4	0
Poção de Pedras	2108900	663	588.9	0
Conquista D'oeste	5103361	2708	575.3	814.8
Cururupu	2103703	940	570.1	253.8
Diamantino	5103502	7640	569	1645.6
Olho d'Água das Cunhãs	2107407	562	562	0
Indiavaí	5104500	601	561.8	39.1
Abel Figueiredo	1500131	617	558.2	58.6
Iracema	1400282	14271	554.4	12881.9
Porto Franco	2109007	1427	554	96.7
Planalto da Serra	5106455	2451	553.5	41.3
Rio Preto da Eva	1303569	5839	548.7	5278.7
Presidente Sarney	2109270	732	546.5	62.5
Maracaçumé	2106326	635	537.7	97.2
Senador José Porfírio	1507805	14388	534	13378.1
Breves	1501808	9570	529.5	7847.1
Junco do Maranhão	2105658	543	529.2	13.3
Satubinha	2111722	613	523.5	0.6
Santa Isabel do Pará	1506500	719	522.5	0
Bonito	1501600	590	513.6	0
Lucas do Rio Verde	5105259	3663	511.2	654
Capanema	1502202	618	504.5	0
Borba	1300805	44453	500	41515.8
Riachinho	1718550	615	499.9	80.3
Bacuri	2101301	794	499.5	174.7
São Luiz	1400605	1537	496.6	1038.2
Mocajuba	1504604	874	489.8	137.9
Viana	2112803	1174	488.6	94.3
Brejo de Areia	2102150	487	487.5	0
Manaquiri	1302553	4003	487.2	3121.4
Joselândia	2105609	692	484.8	50.4
São Felipe d'Oeste	1101484	546	483.8	62.2
Ribamar Fiquene	2109551	907	476.3	74.5
Penalva	2108306	794	474.8	26.7
Gonçalves Dias	2104404	888	474.7	285.7
Ourém	1505403	566	474.1	0.3
Bequimão	2101905	779	467.6	41.4
Tracuateua	1508035	856	460.2	161.3
São Mateus do Maranhão	2111508	792	456.4	0
Careiro da Várzea	1301159	2641	455.3	848.2
Iranduba	1301852	2228	453.9	1333.8
Nhamundá	1303007	14135	452.6	12204.1
Bom Lugar	2102077	452	452.1	0
Esperantinópolis	2104008	486	448.9	1
São Pedro da Água Branca	2111532	726	446.9	43.2
Igarapé-Miri	1503309	2003	445.1	882.4
São João da Baliza	1400506	4305	441.8	3856.9
Mãe do Rio	1504059	471	441.7	0
Teixeirópolis	1101559	467	441.4	25.6
Palmeirândia	2107605	534	440.7	8.7
Presidente Médici	2109239	441	439.5	1.2
Rodrigues Alves	1200427	3491	436.4	3001.9
Primavera de Rondônia	1101476	610	421.3	95.9
Alto Paraguai	5100508	2054	419.8	122.3
Silves	1304005	3758	419.8	2608.3
Rio Branco	5107206	501	417.9	10.1
São Francisco do Pará	1507409	480	410.4	0
Santa Inês	2109908	411	407.8	0
Anajatuba	2100709	1132	406.8	60.9
Santa Maria do Pará	1506609	460	406.3	0
Codó	2103307	4434	404.4	1615.5
Campestre do Maranhão	2102556	618	403.6	50.1
Nova Olinda do Norte	1303106	5624	402.2	4505.7
Fortaleza do Tabocão	1708254	622	401.1	0.2
Augustinópolis	1702554	417	398.8	17.5
Matões do Norte	2106631	793	395.9	0
São João do Carú	2111029	622	393.8	228.2
Arari	2101004	1116	386.6	64.9
Marapanim	1504406	796	386.4	0
Chapada dos Guimarães	5103007	6204	380.5	139.8
Igarapé Grande	2105203	380	379.9	0.1
Porto Estrela	5106851	2066	377.1	226.2
Lago Verde	2105906	466	376.4	0
Macapá	1600303	6420	371	1860.6
Nova Timboteua	1505007	492	367.4	0
Guimarães	2104909	609	367.1	95.6
Arenápolis	5101308	413	366	47
Eirunepé	1301407	16471	363.8	15740.4
Porto Esperidião	5106828	5834	360.7	224.5
São Bento	2110500	462	360.1	1.6
Itaguatins	1710706	745	352.9	71.3
Peixe-Boi	1505601	454	351.5	0
São Luís	2111300	840	348.6	176
São Bento do Tocantins	1720101	1113	347.1	79.5
Barão de Melgaço	5101605	11180	343.8	2229.2
Amapá do Maranhão	2100550	446	338.9	107.1
Presidente Kennedy	1718402	774	337.1	104.5
Mâncio Lima	1200336	4947	333.1	4471.1
São Miguel do Tocantins	1720200	400	330.4	52.3
Bonfim	1400159	8141	329.4	1618.2
Nobres	5105903	3857	328.5	254.5
Urucará	1304302	28014	323.8	26605.1
Godofredo Viana	2104305	648	322.3	258
Terra Santa	1507979	1900	320.9	798
Inhangapi	1503408	475	318.6	0.1
Miranorte	1713304	1037	318	10.9
Maracanã	1504307	786	317.5	0
Santo Antônio do Tauá	1507003	540	312.9	0
Lago do Junco	2105807	312	312.9	0
Curvelândia	5103437	749	312.8	111
Boa Vista do Gurupi	2101970	405	309.2	90.5
Barcarena	1501303	1315	308.5	0
Wanderlândia	1722081	1382	308.2	149.8
Luís Domingues	2106201	468	307	134.3
São Pedro da Cipa	5107404	344	306.3	6.8
Carmolândia	1703883	340	306.1	33.8
Porto Grande	1600535	4405	302.3	3039
Tocantinópolis	1721208	1084	300.2	135.3
Curuá	1502855	1430	298.5	389.5
São Vicente Ferrer	2111706	394	297.6	0
Alvarães	1300029	6029	294.1	5568.1
Sítio Novo do Tocantins	1720804	325	292.1	32.9
Glória d'Oeste	5103957	848	291	47.3
Tapauá	1304104	90959	290.7	87001.7
Matinha	2106508	414	288.1	2
Carauari	1301001	26472	285.6	25757.4
Itapecuru Mirim	2105401	1182	282.6	607.6
Davinópolis	2103752	340	281.9	58.1
São Raimundo do Doca Bezerra	2111631	284	280.1	3.6
Governador Edison Lobão	2104552	618	279.7	24.1
Nazaré	1714302	398	279.6	35.4
Santo Antônio dos Lopes	2110302	781	278.5	1.6
Reserva do Cabaçal	5107156	371	269.2	101.8
Serra Nova Dourada	5107883	1481	268	259.5
São José dos Basílios	2111250	365	263.6	7.9
Caseara	1703909	1698	260.8	326.2
Tartarugalzinho	1600709	6716	259.5	2766.3
Central do Maranhão	2103125	370	257.3	10.6
Campo Novo do Parecis	5102637	9467	257.1	1579.2
Tufilândia	2112274	280	255.9	0
Governador Eugênio Barros	2104602	829	255.4	297
Codajás	1301308	18940	254.8	16516.5
Pirapemas	2108801	696	253.9	0
Curuçá	1502905	674	253.5	0
Lajeado Novo	2105989	1055	253.1	20.4
São João do Paraíso	2111052	2069	249.1	23.3
Santa Rita	2110203	800	246.4	354
Amajari	1400027	28788	244.2	21512.3
Peri Mirim	2108405	409	243.6	18.8
Belém	1501402	1071	243.4	0
Vitória do Mearim	2112902	736	230.3	23.1
São Roberto	2111672	230	230.3	0
Caapiranga	1300839	9551	230	8705.7
Atalaia do Norte	1300201	80044	228.5	79045.9
Uarini	1304260	10449	228.3	9685.6
Couto de Magalhães	1706001	1591	226	98.1
Bela Vista do Maranhão	2101772	255	225.5	0
Fortuna	2104206	705	225.3	211.4
Cocalinho	5103106	16562	224.4	1744.5
Jutaí	1302306	71771	223.4	69870
Cantanhede	2102705	809	221.8	0.2
Faro	1503002	11794	219.1	11302.5
São Caetano de Odivelas	1507102	752	219.1	0
Brasilândia do Tocantins	1703602	643	218.8	4.8
Manoel Urbano	1200344	9741	218.6	9469.7
Lagoa da Confusão	1711902	10578	218.2	2019.5
Capinzal do Norte	2102754	635	217.6	0
Peritoró	2108454	757	216.2	0
Buriti do Tocantins	1703800	250	215	0.9
Esperantina	1707405	504	214.2	15.2
Miranda do Norte	2106755	356	213.8	75.9
Praia Norte	1718303	290	213.3	38.6
Ipixuna	1301803	14195	212.3	13846.2
Vigia	1508209	536	211.6	0
Juarina	1711803	482	210.3	13.5
Igarapé do Meio	2105153	397	209.3	11.4
Dom Pedro	2103802	374	207.4	14.4
Apicum-Açu	2100832	655	206.3	228.2
Pedra Branca do Amaparí	1600154	9496	206	8877.7
Santa Isabel do Rio Negro	1303601	64132	205.3	61455.4
Cedral	2103109	263	201.1	52.9
Beruri	1300631	17412	200.2	15752.5
Boa Vista do Ramos	1300680	2588	197.4	1130.1
Pauini	1303502	44594	197	44109.8
Lago dos Rodrigues	2105948	197	197	0
Campo Verde	5102678	4794	196.1	54.8
Angico	1701051	441	193.4	36.2
Barcelos	1300409	124166	192.5	100307.8
Anamã	1300086	2474	191.9	2024.6
Bernardo do Mearim	2101939	264	189.8	0.1
Vitória do Jari	1600808	2483	187	1501.6
Marechal Thaumaturgo	1200351	8145	186.4	7867.8
São Sebastião do Uatumã	1303957	10775	186.4	9896.1
Curralinho	1502806	3626	184.9	2790.9
São João de Pirabas	1507474	703	183.7	140.4
Olinda Nova do Maranhão	2107456	200	183.7	0.5
Benjamin Constant	1300607	9151	183.3	8744
Alto Alegre do Maranhão	2100436	424	183.2	1
Graça Aranha	2104701	274	182.8	91.2
Nova Nazaré	5106174	4039	180.6	1080.9
Pedreiras	2108207	291	179.2	0.1
Formoso do Araguaia	1708205	13459	178.5	847
Sapezal	5107875	13640	176.5	2864.3
Cutias	1600212	2118	173.7	405
Bagre	1501105	4402	173.7	3708.5
Cuiabá	5103403	3539	173	174.4
Primavera	1506104	261	173	0
Colinas	2103505	2065	172.4	169.9
São Paulo de Olivença	1303908	20470	172	19476
Novo Santo Antônio	5106315	4375	171.5	516.3
Oiapoque	1600501	22643	168.8	15897.8
Pindaré-Mirim	2108504	240	168.7	0
Governador Archer	2104503	442	168.5	0
Guiratinga	5104203	5361	167.4	0.3
Terra Alta	1507961	209	165.5	0.6
Anajás	1500701	6939	162.2	5804.9
Laranjal do Jari	1600279	30971	159.6	29105.7
Itiquira	5104609	8638	159.3	221.1
Magalhães Barata	1504109	326	158.5	0
Santa Bárbara do Pará	1506351	279	156.4	0
Luzinópolis	1712454	281	154.9	21.9
Trizidela do Vale	2112233	225	152.6	0
Tabatinga	1304062	3346	150.7	3108.9
Melgaço	1504505	6782	148.5	5889.4
São João Batista	2111003	699	148.1	55.8
Porto Walter	1200393	6461	146.6	6309.8
Porto Rico do Maranhão	2109056	227	146.1	71.6
Santarém Novo	1506906	231	142.5	0
Maurilândia do Tocantins	1712801	741	140.5	67.4
Axixá do Tocantins	1702901	151	139.2	11.8
São Sebastião do Tocantins	1720309	288	139.2	0
Calçoene	1600204	14284	138.7	11009.1
Assis Brasil	1200054	2986	138	2817
Juruá	1302207	19848	137.8	18595.3
Marianópolis do Tocantins	1712504	2096	132.5	200.6
Itapiranga	1302009	4245	131.1	3788.3
Santo Antônio do Içá	1303700	12746	129.1	11291.8
Ferreira Gomes	1600238	5048	127.2	2854.5
Governador Luiz Rocha	2104628	377	126.5	196.4
Montes Altos	2107001	1348	125.7	58.1
Benevides	1501501	189	122.9	0
São Sebastião da Boa Vista	1507706	1636	119.9	1199
Lima Campos	2106003	326	115.2	0
Jatobá	2105450	393	115.2	134.7
Itamarati	1301951	26048	114.9	25633.4
Jordão	1200328	5692	111.6	5566.9
Amaturá	1300060	4904	110.3	4035.2
Novo Airão	1303205	38112	109.8	34855.5
Nossa Senhora do Livramento	5106109	5200	109.3	79.9
Cachoeirinha	1703826	354	107.2	38.8
Carrasco Bonito	1703891	195	106.6	0
Aguiarnópolis	1700301	237	105.8	24
Campos de Júlio	5102686	6832	105	474.8
Maraã	1302801	17221	103.9	14604.9
Salvaterra	1506302	1048	103.1	135.2
Goianorte	1708304	1806	99.7	54.2
Muaná	1504901	3776	98.3	1704.6
São João da Ponta	1507466	196	94.9	0
Senador Alexandre Costa	2111748	432	94.5	145.6
Fonte Boa	1301605	12393	94.3	11221.4
Amapá	1600105	9185	94.2	2862.7
São José de Ribamar	2111201	390	92.9	88.3
Urucurituba	1304401	2915	92.8	131.5
Chaves	1502509	13114	91	3799.6
Itaubal	1600253	1705	87.2	414.2
Colares	1502608	612	87.2	0
Gurupá	1503101	8550	86.9	6546
Ananindeua	1500800	185	86.4	0
Cajapió	2102408	917	85	300.6
Sampaio	1718808	200	81.9	11.5
Tonantins	1304237	6618	78.9	5498.1
Bacabeira	2101251	624	78.2	221.1
Mazagão	1600402	13141	78	10372.8
Anori	1300102	5850	76.7	4699.2
