Municipio	CodIbge	AreaKm2	Desmatado	Floresta
Comodoro	5103304	21849	2993.6	9071.6
Uruará	1508159	10794	2968.5	7346.8
Nova Canaã do Norte	5106216	5975	2967	1909.7
Rio Branco	1200401	9509	2966.3	6540.5
Porto dos Gaúchos	5106802	7016	2927.1	4018.1
Tomé-Açu	1508001	5168	2902	2257.9
Piçarra	1505635	3324	2887.7	368.8
Nova Mutum	5106224	9546	2835.9	3324.8
Machadinho d'Oeste	1100130	8589	2794.9	5355.8
Nova Mamoré	1100338	10244	2776.1	6047.9
Bom Jesus do Araguaia	5101852	4282	2698.1	1205.9
Eldorado dos Carajás	1502954	2967	2695.5	271.5
Breu Branco	1501782	3950	2680.5	871.7
Araguaína	1702109	4019	2677.4	419.4
Redenção	1506138	3830	2657.6	471.2
Ipixuna do Pará	1503457	5245	2643.3	2531.4
Chupinguaia	1100924	5163	2631.8	2202
Jaru	1100114	2976	2614.2	316.9
Ji-Paraná	1100122	6955	2607.3	4244.4
Itinga do Maranhão	2105427	3612	2588.4	885
Nova Monte Verde	5108956	6512	2584.2	3761.5
Capitão Poço	1502301	2924	2555.8	320.7
Santa Terezinha	5107776	6463	2542.1	2628
São Geraldo do Araguaia	1507458	3283	2537	399.9
Colíder	5103205	3038	2502.3	529.7
Tabaporã	5107941	8233	2500.2	3403.8
Castanheira	5102850	3963	2499.2	1430.7
Cacoal	1100049	3820	2489.5	1269.2
Brasil Novo	1501725	6370	2480.8	2903.7
Novo Mundo	5106265	5801	2457.4	2789.4
Guarantã do Norte	5104104	4717	2387.8	1606.5
Pimenta Bueno	1100189	6284	2370.5	2856
Centro Novo do Maranhão	2103174	8366	2279.6	5453.3
Acará	1500206	4363	2275.6	1936.7
Tucumã	1508084	2513	2270.5	234.3
Amarante do Maranhão	2100600	7737	2246.4	3715.1
Alta Floresta d'Oeste	1100015	7138	2235.7	3165
Paranaíta	5106299	4833	2221.4	2490.7
Buritis	1100452	3315	2170.9	1139.2
Cáceres	5102504	24446	2166.2	1657.8
Tangará da Serra	5107958	11596	2158.2	645.8
Corumbiara	1100072	3082	2146.1	835.1
Bom Jesus das Selvas	2102036	2700	2142.3	475.5
Costa Marques	1100080	12890	2132.6	7200.1
São Miguel do Guaporé	1100320	8102	2125.8	4173.8
Bannach	1501253	2963	2124.6	775.6
Tailândia	1507953	4451	2116.5	2331.5
Espigão d'Oeste	1100098	4549	2085	1999.1
Paranatinga	5106307	24185	2073.4	5445.6
Curionópolis	1502772	2375	2053.6	308.6
Apiacás	5100805	20402	2051.7	16443.9
Sinop	5107909	3193	2031.6	1102.4
São Francisco do Guaporé	1101492	4805	2017.9	1802.6
Zé Doca	2114007	2435	1984.7	379.3
Feliz Natal	5103700	11448	1972.4	8750.6
Terra Nova do Norte	5108055	2303	1947	352.5
Anapu	1500859	11909	1937.5	6171.4
Turiaçu	2112407	2601	1927.6	383.7
Vera	5108501	2951	1923.7	1007.6
Boca do Acre	1300706	23013	1919.2	20335.8
Buriticupu	2102325	2567	1907.6	606.2
Medicilândia	1504455	8271	1895.4	6030.5
Floresta do Araguaia	1503044	3454	1880.9	346.7
Matupá	5105606	5153	1880.5	3055
Canarana	5102702	10839	1875.6	2174.1
Rondolândia	5107578	12742	1869.9	10384.5
Alto Alegre do Pindaré	2100477	1951	1866.2	19.3
Poxoréo	5107008	6923	1858.3	97.1
Campo Novo de Rondônia	1100700	3491	1850.9	1355.7
Araguatins	1702208	2640	1801.7	230.8
Cotriguaçu	5103379	9149	1775.3	7219.2
Nova Lacerda	5106182	4756	1774.5	1486.2
Óbidos	1505106	28043	1766.9	20270.1
Arame	2100956	3075	1766.3	967.9
Candeias do Jamari	1100809	6933	1765.7	4785.5
São José do Rio Claro	5107305	5060	1764	1894.8
Theobroma	1101609	2219	1742.5	476
Ouro Preto do Oeste	1100155	1991	1740.9	231.6
Canaã dos Carajás	1502152	3157	1732.9	1317.9
Vitória do Xingu	1508357	2969	1732.5	132.9
Rurópolis	1506195	7025	1730.2	5242.3
Bom Jesus do Tocantins	1501576	2824	1726.9	983.4
Vilhena	1100304	11583	1722.5	8057.8
Bragança	1501709	2108	1719.9	231.3
Carlinda	5102793	2414	1714.9	666.3
Almeirim	1500503	72969	1703.5	64537.4
Itacoatiara	1301902	8926	1698.2	4320.1
Placas	1505650	7174	1686.3	5466.6
Apuí	1300144	54481	1682.4	51949.1
Pedro do Rosário	2108256	1770	1673	28.3
Alto Paraíso	1100403	2681	1659.1	1004
Lago da Pedra	2105708	1655	1655	0
Itaúba	5104559	4543	1638.6	2447.9
Bandeirantes do Tocantins	1703057	1678	1626.7	51
Mucajaí	1400308	12878	1625.5	8202.3
CanaBrava do Norte	5102694	3450	1620	623.1
Ribeirão Cascalheira	5107180	11364	1614	1726.3
Presidente Médici	1100254	1774	1603.7	143.2
Cláudia	5103056	3819	1548.9	2261.6
Baião	1501204	3766	1548.3	1473.2
Sena Madureira	1200500	26182	1528	24068.5
Aurora do Pará	1500958	1824	1525.2	286
Nova Santa Helena	5106190	2625	1515.1	1107.6
Manicoré	1302702	48687	1499.5	40909.9
Plácido de Castro	1200385	2099	1489.6	606.1
Nova Esperança do Piriá	1504950	2830	1482	1313.9
Arapoema	1702307	1558	1461.9	73.2
Santa Carmem	5107248	3921	1459.9	2461.1
Cacaulândia	1100601	1986	1454.6	490.2
Jacundá	1503804	2014	1451.9	295.3
Cantá	1400175	7714	1437.6	4775.7
Oriximiná	1505304	107778	1437	97041.5
Guajará-Mirim	1100106	25257	1419.4	18514.8
Garrafão do Norte	1503077	1616	1417.5	193.7
Santa Helena	2109809	2336	1409.6	157.9
Portel	1505809	25425	1408.4	11216.3
Brasiléia	1200104	4484	1403.3	2931.2
Cujubim	1100940	3901	1393.9	2504.6
Porto Acre	1200807	3071	1366.3	1701.9
Alvorada d'Oeste	1100346	3060	1364.5	874.3
Monte Negro	1101401	1956	1352.8	558.3
Itaipava do Grajaú	2105351	1558	1350.1	206.5
Governador Jorge Teixeira	1101005	5128	1344.6	3578.6
Parauapebas	1505536	7019	1343.7	5588.3
Santa Cruz do Xingu	5107743	5625	1342.7	2596.8
São Domingos do Capim	1507201	1687	1332.8	257.8
Alenquer	1500404	22275	1329.7	17664.5
Cachoeira do Piriá	1501956	2439	1324.5	891.8
Rolim de Moura	1100288	1471	1320	149.6
Xambioá	1722107	1641	1314.2	287
Jacareacanga	1503754	53409	1310	44959.7
Cidelândia	2103257	1473	1294.5	140.5
Senador Guiomard	1200450	1887	1288	599
Maués	1302900	40079	1287.7	34014.5
Alto Alegre dos Parecis	1100379	3993	1284.5	1758.4
Juruena	5105176	3200	1283.6	1725.5
Bujari	1200138	3572	1282.3	2289.2
Barra do Garças	5101803	9147	1272.6	224.8
São Domingos do Araguaia	1507151	1396	1272.4	123.6
Santa Fé do Araguaia	1718865	1682	1264.2	361.7
Pimenteiras do Oeste	1101468	6067	1248.7	2302.1
Santa Luzia do Pará	1506559	1361	1243.2	113.2
Ourilândia do Norte	1505437	13840	1237.5	9338.5
Manaus	1302603	11474	1232.6	8685.8
Araputanga	5101258	1608	1225.2	346.9
Autazes	1300300	7634	1214.2	4800.6
Irituia	1503507	1387	1206.9	98
Bacabal	2101202	1707	1203.8	137.8
Tarauacá	1200609	16278	1197	14167
Vale do Anari	1101757	3166	1194.7	1941.1
Colorado do Oeste	1100064	1459	1188.2	216.8
Tuntum	2112308	3619	1188.1	456.5
São Gabriel da Cachoeira	1303809	112501	1182.1	94224.9
São José dos Quatro Marcos	5107107	1284	1181.7	64.8
Turilândia	2112456	1529	1175.9	115.5
Grajaú	2104800	7480	1173.9	1548.3
Nova Olinda do Maranhão	2107357	2487	1172.1	1088.5
Governador Newton Bello	2104651	1177	1169.5	6.1
Nova Brasilândia	5106208	3269	1165.9	193.4
Sapucaia	1507755	1302	1158.7	143.3
Xapuri	1200708	5416	1157.8	4257
Ananás	1701002	1596	1157	195.1
Nova Ipixuna	1504976	1605	1153.5	230.3
Juruti	1503903	8307	1148.4	5381.3
Alto Boa Vista	5100359	2242	1142	522.5
Denise	5103452	1304	1139.8	157.8
Seringueiras	1101500	2280	1133.1	967
Salto do Céu	5107750	1316	1130.6	153.9
Feijó	1200302	25248	1124.7	20098.2
Aveiro	1501006	17094	1122.2	14540.8
Parecis	1101450	2567	1121.2	955.9
Imperatriz	2105302	1376	1114.9	84
Serrano do Maranhão	2111789	1222	1102.8	63.5
Cametá	1502103	3090	1097.6	862.4
Careiro	1301100	6126	1095.4	4625.1
Vitorino Freire	2113009	1130	1087.6	0
Rorainópolis	1400472	33850	1066.2	21190.1
Rio Crespo	1100262	1744	1061.2	659.7
João Lisboa	2105500	1134	1056.8	76.5
Pau d'Arco	1716307	1304	1054	133.6
Coroatá	2103604	2298	1052.9	1000
Trairão	1508050	11996	1052.7	10839.9
Santo Antônio do Leverger	5107800	12270	1034.7	1110.5
União do Sul	5108303	4583	1021.3	3537.3
Guaraí	1709302	2279	1018.5	176.8
Governador Nunes Freire	2104677	1047	1012.2	19.1
Brejo Grande do Araguaia	1501758	1191	1010.8	125.4
Nova Olímpia	5106232	1570	1010.1	241.9
Jauru	5105002	1221	1005	101.2
Aragominas	1701309	1179	1000.8	151.3
Santa Luzia d'Oeste	1100296	1207	973	234
Cabixi	1100031	1322	968.6	269.8
Caracaraí	1400209	47820	962.7	28502.2
Vila Nova dos Martírios	2112852	1197	961.7	86.3
Nova Marilândia	5108857	1943	958.8	387.9
Monção	2106904	1359	958.5	88.6
Parintins	1303403	5961	953.5	1303
Muricilândia	1713957	1194	953.2	215.1
Santo Afonso	5107263	1172	950.4	216.2
Paulo Ramos	2108108	937	937.8	0
Prainha	1506005	12600	937.2	5790
Mirassol d'Oeste	5105622	1077	935.6	106
Pau d'Arco	1505551	1675	930.1	333.3
Lambari d'Oeste	5105234	1338	928.6	236.5
Nova Guarita	5108808	1089	923.4	165
Cândido Mendes	2102606	1748	923	281.1
Juscimeira	5105200	2206	920.3	37.2
Nortelândia	5106000	1353	917.6	285.1
São João do Araguaia	1507508	1291	913	196.1
Porto de Moz	1505908	17429	910.7	8189.2
Alcântara	2100204	1502	907.7	107.7
Centro do Guilherme	2103158	1084	906	119
Caroebe	1400233	12122	903.7	9328.6
Canutama	1300904	30283	898.9	28081.5
Castanhal	1502400	1035	898.5	58.8
Bernardo Sayão	1703206	930	893.7	23.2
Nova Brasilândia d'Oeste	1100148	1166	891.4	209.4
Acrelândia	1200013	1610	886.6	720.8
São Miguel do Guamá	1507607	1117	879.6	143.1
Novo Aripuanã	1303304	41459	879.2	37655.5
Itaporã do Tocantins	1711100	924	877	46.5
Pinheiro	2108603	1483	873	76.2
Vale do Paraíso	1101807	973	868.3	100.5
Santa Luzia do Paruá	2110039	914	866.8	15.4
Porto Alegre do Norte	5106778	3982	863.2	670.3
Itapuã do Oeste	1101104	4131	862.4	3059.8
Epitaciolândia	1200252	1710	858.3	843.7
São Domingos do Maranhão	2110708	1321	852.2	353
Pequizeiro	1716653	1212	841.9	66.4
Capixaba	1200179	1765	833.9	925.1
Araguaiana	5101001	6421	832.3	530.4
Rondonópolis	5107602	4166	824.3	272.9
Nova Olinda	1714880	1780	823	20.5
Palestina do Pará	1505494	986	807.8	148.3
Dom Aquino	5103601	2207	801.5	48.3
Belterra	1501451	4404	800.6	2825.8
Cerejeiras	1100056	2804	797.7	760
Nova Xavantina	5106257	5527	781.5	270.4
Guajará	1301654	9389	776.3	8094.1
Manacapuru	1302504	7381	771.8	4374.5
Piraquê	1717206	926	763.6	89.1
Barreirinha	1300508	5759	762.4	2605.5
Coari	1301209	58834	758.6	53428.7
Maranhãozinho	2106375	964	754.6	144
Araguanã	2100873	810	754.1	55.8
Colméia	1716703	995	752.8	20.2
Pio XII	2108702	827	749	0
Novo Horizonte do Oeste	1100502	852	742	105.4
Araguanã	1702158	837	741.9	68.3
Alto Alegre	1400050	25870	737.5	14747.9
Figueirópolis d'Oeste	5103809	893	736.6	46.1
Novo Horizonte do Norte	5106273	940	734.4	198
Augusto Corrêa	1500909	1101	730.9	206.1
Presidente Dutra	2109106	805	722.8	82.2
Castanheiras	1100908	901	718.8	179.4
Tucuruí	1508100	2094	717.9	355.7
Marajá do Sena	2106359	833	716.1	116.7
São Francisco do Brejão	2110856	751	713.1	37.9
Ministro Andreazza	1101203	805	711.3	93.7
Lagoa Grande do Maranhão	2105963	742	710.9	31.1
Presidente Figueiredo	1303536	25567	708.3	21385
Vale de São Domingos	5108352	2007	696.2	501.3
Oeiras do Pará	1505205	3863	695.3	2493.6
Nova União	1101435	815	694.6	116.5
Iracema	1400282	14271	693.2	9764.7
Jaciara	5104807	1657	686.6	11.4
Igarapé-Açu	1503200	789	686.3	45.6
Cruzeiro do Sul	1200203	8352	685.9	6687.6
Abaetetuba	1500107	1617	685.6	494.3
Urupá	1101708	840	685.6	56.6
Mirinzal	2106805	697	682.5	7.6
Senador La Rocque	2111763	751	678.3	72.7
Altamira do Maranhão	2100402	677	677.5	0
Buritirana	2102358	825	673.1	137.7
Envira	1301506	13904	667.6	12961.9
Humaitá	1301704	33431	667.2	28857.8
Colinas do Tocantins	1705508	848	662.8	4.3
Santa Rita do Trivelato	5107768	3347	661.7	685
Jenipapo dos Vieiras	2105476	1522	656.4	695.9
Carutapera	2102903	1267	656.1	147
Senador José Porfírio	1507805	14388	653	9379.2
São Luís Gonzaga do Maranhão	2111409	981	652.9	326
Bujaru	1501907	1010	651.3	230.7
Mirante da Serra	1101302	1206	629.4	361.7
Conceição do Lago-Açu	2103554	836	625.3	0
Tefé	1304203	24187	625.2	22353
Concórdia do Pará	1502756	694	606.5	66.9
Poção de Pedras	2108900	663	589.9	72.9
Diamantino	5103502	7640	582.1	1628
Conquista D'oeste	5103361	2708	581.9	810.3
Cururupu	2103703	940	570.6	172.3
Abel Figueiredo	1500131	617	563.7	53
Indiavaí	5104500	601	563.3	37.6
Olho d'Água das Cunhãs	2107407	562	562	0
Presidente Sarney	2109270	732	561.4	60
Rio Preto da Eva	1303569	5839	560.9	5264.7
Porto Franco	2109007	1427	560.8	90.7
Planalto da Serra	5106455	2451	554.6	42.5
São Luiz	1400605	1537	545.3	957.9
Maracaçumé	2106326	635	540.5	43.6
Bonito	1501600	590	537.7	32.4
Breves	1501808	9570	534.7	4115.9
Santa Isabel do Pará	1506500	719	531.7	95.6
Junco do Maranhão	2105658	543	530.5	8.4
Satubinha	2111722	613	523.5	0
Lucas do Rio Verde	5105259	3663	521	650.2
Gonçalves Dias	2104404	888	520.4	331.4
Borba	1300805	44453	514.2	41362.2
Capanema	1502202	618	513.9	39
São João da Baliza	1400506	4305	504.9	3688.6
Riachinho	1718550	615	503.3	76.9
Viana	2112803	1174	501.1	95.3
Bacuri	2101301	794	501	157.7
Careiro da Várzea	1301159	2641	495	771.3
Ourém	1505403	566	494.9	39.2
Joselândia	2105609	692	493.3	184.6
Manaquiri	1302553	4003	491.4	3117.6
Mocajuba	1504604	874	491.1	138.6
Brejo de Areia	2102150	487	487.5	0
Penalva	2108306	794	485.8	30.7
São Felipe d'Oeste	1101484	546	484.7	61.1
Ribamar Fiquene	2109551	907	479.2	73.7
Iranduba	1301852	2228	471.5	1318.4
Bequimão	2101905	779	469.3	51.4
Tracuateua	1508035	856	467.6	154.2
Nhamundá	1303007	14135	463.1	11913.6
São Mateus do Maranhão	2111508	792	460.9	214.7
Igarapé-Miri	1503309	2003	456.6	1010.5
Bom Lugar	2102077	452	452.1	0
Rodrigues Alves	1200427	3491	451.2	2726.5
Esperantinópolis	2104008	486	449.7	35.9
Mãe do Rio	1504059	471	449.5	16
São Pedro da Água Branca	2111532	726	449	41.7
Teixeirópolis	1101559	467	443.9	23
Codó	2103307	4434	443	919.4
Palmeirândia	2107605	534	441.3	11.2
Presidente Médici	2109239	441	439.5	0.5
Silves	1304005	3758	425.5	2402.4
Alto Paraguai	5100508	2054	423	128.3
Primavera de Rondônia	1101476	610	423	93.6
São Francisco do Pará	1507409	480	418	24.6
Rio Branco	5107206	501	417.9	10.2
Matões do Norte	2106631	793	417.7	365.5
Santa Maria do Pará	1506609	460	414.9	24.8
Anajatuba	2100709	1132	414.1	53.7
Nova Olinda do Norte	1303106	5624	412.5	4286.7
São João do Carú	2111029	622	410.1	179.3
Arari	2101004	1116	408	42.8
Santa Inês	2109908	411	407.8	0
Campestre do Maranhão	2102556	618	407	47.5
Fortaleza do Tabocão	1708254	622	401.1	1.8
Augustinópolis	1702554	417	400.1	16.2
Marapanim	1504406	796	399.2	179.3
Macapá	1600303	6420	389.2	989.4
Chapada dos Guimarães	5103007	6204	382.2	136
Porto Estrela	5106851	2066	380.2	229.9
Igarapé Grande	2105203	380	379.9	0.1
Lago Verde	2105906	466	376.4	2.1
Nova Timboteua	1505007	492	374.3	48.8
Eirunepé	1301407	16471	371.3	15679.5
Porto Esperidião	5106828	5834	369.9	216.4
Bonfim	1400159	8141	369.1	1373.4
Guimarães	2104909	609	369	52.7
Arenápolis	5101308	413	367.5	45.5
São Luís	2111300	840	366.6	105
Itapecuru Mirim	2105401	1182	366	529.3
Barão de Melgaço	5101605	11180	361.3	2215.3
São Bento	2110500	462	360.1	1
Itaguatins	1710706	745	359	64.5
Peixe-Boi	1505601	454	358.3	40.7
São Bento do Tocantins	1720101	1113	348.8	77.9
Porto Grande	1600535	4405	348.7	3260.5
Amapá do Maranhão	2100550	446	347.8	39
Mâncio Lima	1200336	4947	345.2	4323
Presidente Kennedy	1718402	774	339.5	103.1
São Miguel do Tocantins	1720200	400	338.6	44.1
Terra Santa	1507979	1900	336.9	761.2
Nobres	5105903	3857	333.4	251.3
Urucará	1304302	28014	331.3	26134.2
Godofredo Viana	2104305	648	329.4	91.1
Inhangapi	1503408	475	326.5	76.5
Santo Antônio do Tauá	1507003	540	322.8	169.8
Barcarena	1501303	1315	322.2	671.1
Maracanã	1504307	786	322	216.6
Boa Vista do Gurupi	2101970	405	319.7	59.5
Miranorte	1713304	1037	318.9	10.3
Curuá	1502855	1430	314.7	371.2
Curvelândia	5103437	749	314.4	109.7
Wanderlândia	1722081	1382	313.1	147
Lago do Junco	2105807	312	312.9	0
Alvarães	1300029	6029	311.7	5471.7
Luís Domingues	2106201	468	310.8	29.3
Carmolândia	1703883	340	306.8	33.1
São Pedro da Cipa	5107404	344	306.3	7.9
Tocantinópolis	1721208	1084	302.4	132.5
Governador Eugênio Barros	2104602	829	301	239.2
Tapauá	1304104	90959	300.6	85798.4
Serra Nova Dourada	5107883	1481	300	231
São Vicente Ferrer	2111706	394	297.6	0
Tartarugalzinho	1600709	6716	297.5	2240.8
Amajari	1400027	28788	297.5	18117.1
Sítio Novo do Tocantins	1720804	325	295.1	29.9
Glória d'Oeste	5103957	848	292.1	46.3
Carauari	1301001	26472	290.4	25669.3
Matinha	2106508	414	289.6	3.4
Santo Antônio dos Lopes	2110302	781	289.5	490.2
Davinópolis	2103752	340	286.5	53.5
Pirapemas	2108801	696	285.4	404.7
Governador Edison Lobão	2104552	618	283.5	22
Nazaré	1714302	398	282.1	32.3
São Raimundo do Doca Bezerra	2111631	284	280.3	3.4
Santa Rita	2110203	800	279.7	244.6
Reserva do Cabaçal	5107156	371	272.6	98.4
São José dos Basílios	2111250	365	271	82.2
Caseara	1703909	1698	269	319
Fortuna	2104206	705	269	152.9
Curuçá	1502905	674	267.5	197.5
Campo Novo do Parecis	5102637	9467	262.8	1566.9
Codajás	1301308	18940	259.9	16153.2
Central do Maranhão	2103125	370	257.3	8
Tufilândia	2112274	280	255.9	0
Lajeado Novo	2105989	1055	254.6	19.8
São João do Paraíso	2111052	2069	252.8	22.1
Cantanhede	2102705	809	250.6	542.7
Belém	1501402	1071	246.6	757.1
Miranda do Norte	2106755	356	246.3	96
Peri Mirim	2108405	409	245.4	20.1
Uarini	1304260	10449	239.5	9462.9
Manoel Urbano	1200344	9741	238.7	9091.2
Vitória do Mearim	2112902	736	238.5	22.6
Peritoró	2108454	757	235.2	513.1
Lagoa da Confusão	1711902	10578	234.8	1998.1
Caapiranga	1300839	9551	233.6	8452.4
Atalaia do Norte	1300201	80044	233	70740.6
Cocalinho	5103106	16562	232.3	1117.8
Capinzal do Norte	2102754	635	231.8	399.3
São Caetano de Odivelas	1507102	752	230.4	298.9
Jutaí	1302306	71771	230.4	63680.9
São Roberto	2111672	230	230.3	0
Couto de Magalhães	1706001	1591	230.2	96.5
Faro	1503002	11794	229.3	10611.9
Pedra Branca do Amaparí	1600154	9496	228.3	7054.6
Bela Vista do Maranhão	2101772	255	225.5	1.4
Praia Norte	1718303	290	222.6	29.4
Ipixuna	1301803	14195	221.9	13761
Dom Pedro	2103802	374	221.2	148.9
Brasilândia do Tocantins	1703602	643	218.8	5.6
Esperantina	1707405	504	217.4	11.5
Vigia	1508209	536	216.6	261.6
Pauini	1303502	44594	215.8	43969.2
Buriti do Tocantins	1703800	250	215.2	0.7
Igarapé do Meio	2105153	397	214.8	9.2
Juarina	1711803	482	210.3	14
Santa Isabel do Rio Negro	1303601	64132	207.6	57613.6
Apicum-Açu	2100832	655	206.4	220.8
Beruri	1300631	17412	205.7	12833.3
Marechal Thaumaturgo	1200351	8145	203.9	2137
Cedral	2103109	263	201.3	21.7
Graça Aranha	2104701	274	200.8	73.2
Boa Vista do Ramos	1300680	2588	200.2	541
Nova Nazaré	5106174	4039	199.5	1062.8
São João de Pirabas	1507474	703	198.6	248.7
Campo Verde	5102678	4794	197.8	52.3
Angico	1701051	441	197.7	32.7
São Sebastião do Uatumã	1303957	10775	197.7	9807.1
Lago dos Rodrigues	2105948	197	197	0
Barcelos	1300409	124166	196.4	95093.6
Novo Santo Antônio	5106315	4375	196.3	477.4
Vitória do Jari	1600808	2483	196.2	1358.7
Oiapoque	1600501	22643	194.2	12648
Colinas	2103505	2065	194	152.5
Anamã	1300086	2474	193.8	1979.9
Alto Alegre do Maranhão	2100436	424	193.4	227.6
Bernardo do Mearim	2101939	264	192.5	71.3
Curralinho	1502806	3626	190.7	2597.9
Benjamin Constant	1300607	9151	187.6	8239.2
Formoso do Araguaia	1708205	13459	185	845.7
Sapezal	5107875	13640	184.2	2852.7
Olinda Nova do Maranhão	2107456	200	183.7	0.4
Bagre	1501105	4402	181.7	3539.9
Governador Archer	2104503	442	181.5	257.5
Pedreiras	2108207	291	180	110.7
Laranjal do Jari	1600279	30971	179.5	22932.4
Cutias	1600212	2118	179.3	164.4
Primavera	1506104	261	176.9	31.5
São Paulo de Olivença	1303908	20470	175.2	18635.9
Cuiabá	5103403	3539	174.4	173.2
Terra Alta	1507961	209	170.1	18
Pindaré-Mirim	2108504	240	168.7	0
Calçoene	1600204	14284	168.1	9281.2
Guiratinga	5104203	5361	167.6	0
Anajás	1500701	6939	163.6	5029.2
Porto Walter	1200393	6461	162.2	5030
Magalhães Barata	1504109	326	161.7	72.9
Santa Bárbara do Pará	1506351	279	159.8	71.1
Itiquira	5104609	8638	159.8	223
Governador Luiz Rocha	2104628	377	158.7	163.2
Luzinópolis	1712454	281	155.9	22.1
Tabatinga	1304062	3346	155.5	2558.3
Melgaço	1504505	6782	155	2337
Trizidela do Vale	2112233	225	153.5	71.1
São João Batista	2111003	699	148.1	55.9
Santarém Novo	1506906	231	147.6	39.4
Porto Rico do Maranhão	2109056	227	146.3	38.2
Juruá	1302207	19848	145.5	18781.1
Maurilândia do Tocantins	1712801	741	143.5	61.6
Jatobá	2105450	393	143.4	107.1
Assis Brasil	1200054	2986	142.4	2807
Marianópolis do Tocantins	1712504	2096	140	191.8
Axixá do Tocantins	1702901	151	139.6	11.4
São Sebastião do Tocantins	1720309	288	139.2	0
Ferreira Gomes	1600238	5048	134.4	2947.4
Itapiranga	1302009	4245	133.7	3640.2
Santo Antônio do Içá	1303700	12746	133.7	11826.8
Montes Altos	2107001	1348	131.4	52.7
Benevides	1501501	189	125	33.8
Jordão	1200328	5692	124.2	2969.9
Itamarati	1301951	26048	120.9	23389.8
Lima Campos	2106003	326	120.8	205.1
São Sebastião da Boa Vista	1507706	1636	120.5	1225
Senador Alexandre Costa	2111748	432	114.2	84.9
Novo Airão	1303205	38112	113.8	34118
Amaturá	1300060	4904	111.6	4342.8
Nossa Senhora do Livramento	5106109	5200	109.4	83.2
Maraã	1302801	17221	108.6	14467.8
Cachoeirinha	1703826	354	108.3	38.3
Mazagão	1600402	13141	108.1	10797.1
Carrasco Bonito	1703891	195	106.8	0
Aguiarnópolis	1700301	237	106.7	21.8
Amapá	1600105	9185	106.5	2000.2
Campos de Júlio	5102686	6832	106.2	468.8
Salvaterra	1506302	1048	106	454.9
São João da Ponta	1507466	196	103.3	56.9
Goianorte	1708304	1806	100.5	49.9
São José de Ribamar	2111201	390	100.3	46.4
Muaná	1504901	3776	99.6	1805.2
Gurupá	1503101	8550	98.5	5165.3
Fonte Boa	1301605	12393	97.8	11320.9
Urucurituba	1304401	2915	93.9	32.2
Chaves	1502509	13114	93.4	2091.5
Colares	1502608	612	90.4	477.8
Itaubal	1600253	1705	88.7	270.1
Ananindeua	1500800	185	87.4	68.6
Rosário	2109601	694	85.4	256.7
Cajapió	2102408	917	85	328.8
