Municipio	CodIbge	AreaKm2	Desmatado	Floresta
Itaporã do Tocantins	1711100	924	874.8	48.7
Castanhal	1502400	1035	873.5	0
Caracaraí	1400209	47820	866.7	31591
Santa Luzia do Paruá	2110039	914	864.6	18.8
Vale do Paraíso	1101807	973	860.9	108.1
Nova Brasilândia d'Oeste	1100148	1166	860	241.3
Pinheiro	2108603	1483	858.9	84.2
Pequizeiro	1716653	1212	835.9	73.9
Centro do Guilherme	2103158	1084	834.4	249.6
São Miguel do Guamá	1507607	1117	833.3	0.8
Nova Olinda	1714880	1780	822.4	18.1
Rondonópolis	5107602	4166	818.2	279
Epitaciolândia	1200252	1710	817.8	884
Trairão	1508050	11996	817.1	11077.3
Araguaiana	5101001	6421	813.8	542.1
São João do Araguaia	1507508	1291	812.7	296
Porto Alegre do Norte	5106778	3982	802.1	728.8
Dom Aquino	5103601	2207	799.1	48.6
Capixaba	1200179	1765	786.5	972.1
União do Sul	5108303	4583	784.6	3772.5
Prainha	1506005	12600	779.9	7381.2
Cerejeiras	1100056	2804	769.5	792.6
Nova Xavantina	5106257	5527	768.8	286
Belterra	1501451	4404	768.5	3032.3
Palestina do Pará	1505494	986	764	192
Acrelândia	1200013	1610	763.9	843.9
Guajará	1301654	9389	755.4	8352.7
Piraquê	1717206	926	753.8	98.8
Maranhãozinho	2106375	964	750.4	213.6
Coari	1301209	58834	749.2	54498.7
Pio XII	2108702	827	749	0
Colméia	1716703	995	748.6	26.1
Araguanã	2100873	810	746.3	60.1
Manacapuru	1302504	7381	745.9	4409.2
Itapuã do Oeste	1101104	4131	738.4	3183.7
Barreirinha	1300508	5759	737	3655.8
Araguanã	1702158	837	733.1	77.1
Caroebe	1400233	12122	733	11279.1
Figueirópolis d'Oeste	5103809	893	731.9	50.7
Novo Horizonte do Oeste	1100502	852	725.8	121.5
São Domingos do Maranhão	2110708	1321	724.7	478.6
Augusto Corrêa	1500909	1101	723.3	285.5
Novo Horizonte do Norte	5106273	940	714.7	217.7
Lagoa Grande do Maranhão	2105963	742	703.4	37.2
Castanheiras	1100908	901	702	196.2
São Francisco do Brejão	2110856	751	699.8	51.2
Ministro Andreazza	1101203	805	698.6	106.4
Presidente Dutra	2109106	805	693.7	111.3
Marajá do Sena	2106359	833	692.2	140
Vale de São Domingos	5108352	2007	689.6	506.9
Jaciara	5104807	1657	683.1	16.2
Mirinzal	2106805	697	682.5	11.6
Nova União	1101435	815	682.2	128.9
Altamira do Maranhão	2100402	677	677.5	0
Oeiras do Pará	1505205	3863	673	2316.8
Alto Alegre	1400050	25870	671.3	21413.1
Urupá	1101708	840	670.7	70.5
Abaetetuba	1500107	1617	669.9	294.8
Igarapé-Açu	1503200	789	667.2	0
Canutama	1300904	30283	667	28326.7
Colinas do Tocantins	1705508	848	660.3	6.3
Santa Rita do Trivelato	5107768	3347	656.8	690.8
Novo Aripuanã	1303304	41459	654.2	38412.4
Tucuruí	1508100	2094	651.4	954.3
Carutapera	2102903	1267	644.5	410.2
Presidente Figueiredo	1303536	25567	644	21496.8
São Luís Gonzaga do Maranhão	2111409	981	643	1
Cruzeiro do Sul	1200203	8352	638.5	7677.6
Jenipapo dos Vieiras	2105476	1522	637.6	712.5
Senador La Rocque	2111763	751	637.1	113.9
Porto de Moz	1505908	17429	626.5	12107.1
Conceição do Lago-Açu	2103554	836	625.3	0
Bujaru	1501907	1010	608.8	0
Humaitá	1301704	33431	607.3	28917.9
Mirante da Serra	1101302	1206	603	387.1
Tefé	1304203	24187	594.7	22700
Concórdia do Pará	1502756	694	592.9	0
Poção de Pedras	2108900	663	588.9	0
Envira	1301506	13904	588.2	13228.2
Buritirana	2102358	825	578.5	232.2
Conquista D'oeste	5103361	2708	570.8	819.3
Cururupu	2103703	940	570.1	246.4
Olho d'Água das Cunhãs	2107407	562	562	0
Indiavaí	5104500	601	561.3	39.6
Planalto da Serra	5106455	2451	553.2	41.6
Diamantino	5103502	7640	548.8	1665.8
Iracema	1400282	14271	547.3	13379.7
Presidente Sarney	2109270	732	546.3	69.7
Rio Preto da Eva	1303569	5839	546.2	5281.2
Abel Figueiredo	1500131	617	542.4	74.4
Maracaçumé	2106326	635	537.1	97.9
Porto Franco	2109007	1427	531.7	119
Junco do Maranhão	2105658	543	528.9	13.6
Breves	1501808	9570	528.5	7925.5
Satubinha	2111722	613	523.5	0.6
Santa Isabel do Pará	1506500	719	520.8	0
Bonito	1501600	590	509.4	0
Capanema	1502202	618	503	0
Bacuri	2101301	794	499.5	176.5
Riachinho	1718550	615	495	85.2
Lucas do Rio Verde	5105259	3663	494.9	670.3
Mocajuba	1504604	874	489.8	140.7
Borba	1300805	44453	488.8	41527
Viana	2112803	1174	488.2	106.4
Brejo de Areia	2102150	487	487.5	0
Manaquiri	1302553	4003	486.9	3121.7
São Luiz	1400605	1537	480.6	1054.2
São Felipe d'Oeste	1101484	546	477.7	68.3
Senador José Porfírio	1507805	14388	477.5	13434.8
Penalva	2108306	794	472.8	41.9
Ourém	1505403	566	470.6	0.5
Bequimão	2101905	779	467.5	72.1
Joselândia	2105609	692	465.3	69.9
Ribamar Fiquene	2109551	907	462.4	88.4
Tracuateua	1508035	856	456.9	172
São Mateus do Maranhão	2111508	792	456.4	0
Iranduba	1301852	2228	452.9	1339.3
Bom Lugar	2102077	452	452.1	0
Esperantinópolis	2104008	486	448.9	1
Nhamundá	1303007	14135	447.6	12233.3
Careiro da Várzea	1301159	2641	446.2	857.3
Igarapé-Miri	1503309	2003	444.9	1020.8
Gonçalves Dias	2104404	888	444.3	316.1
São Pedro da Água Branca	2111532	726	442.6	47.5
Mãe do Rio	1504059	471	441.7	0
Teixeirópolis	1101559	467	441.4	25.6
Palmeirândia	2107605	534	440.7	11.1
Presidente Médici	2109239	441	439.5	1.2
São João da Baliza	1400506	4305	430.3	3869.2
Rodrigues Alves	1200427	3491	429.4	3008.9
Alto Paraguai	5100508	2054	419.4	122.7
Silves	1304005	3758	417.6	2613.1
Rio Branco	5107206	501	417.1	10.9
Primavera de Rondônia	1101476	610	411.4	105.8
Santa Inês	2109908	411	407.8	0
Anajatuba	2100709	1132	406.4	61.8
Santa Maria do Pará	1506609	460	404.8	0
Codó	2103307	4434	404.4	1615.5
São Francisco do Pará	1507409	480	404.2	0
Fortaleza do Tabocão	1708254	622	401.1	0.2
Nova Olinda do Norte	1303106	5624	399.3	4508.6
Augustinópolis	1702554	417	397.2	19.1
Matões do Norte	2106631	793	395.1	0
São João do Carú	2111029	622	388.6	233.4
Arari	2101004	1116	385.4	68.8
Marapanim	1504406	796	382.3	0
Campestre do Maranhão	2102556	618	381.2	72.5
Igarapé Grande	2105203	380	379.9	0.1
Lago Verde	2105906	466	376.4	0
Chapada dos Guimarães	5103007	6204	375.3	145
Porto Estrela	5106851	2066	374.2	229.1
Guimarães	2104909	609	367.1	96.7
Nova Timboteua	1505007	492	365.4	0
Arenápolis	5101308	413	364.7	48.3
Macapá	1600303	6420	362.2	1960.9
Eirunepé	1301407	16471	361.6	15747.2
São Bento	2110500	462	360.1	1.8
Porto Esperidião	5106828	5834	354.6	230.6
Peixe-Boi	1505601	454	350.1	0
São Luís	2111300	840	341.5	206.4
São Bento do Tocantins	1720101	1113	341.2	85.4
Barão de Melgaço	5101605	11180	339.9	2233.1
Presidente Kennedy	1718402	774	336.9	104.7
Itaguatins	1710706	745	336.6	87.6
Amapá do Maranhão	2100550	446	335.4	110.6
São Miguel do Tocantins	1720200	400	327	55.7
Bonfim	1400159	8141	326.1	1625.3
Mâncio Lima	1200336	4947	326	4478.2
Urucará	1304302	28014	322.5	26620.1
Godofredo Viana	2104305	648	320.8	260.5
Miranorte	1713304	1037	317.7	11.2
Inhangapi	1503408	475	317.2	0.3
Terra Santa	1507979	1900	314.7	804.3
Lago do Junco	2105807	312	312.9	0
Santo Antônio do Tauá	1507003	540	312.8	0
Maracanã	1504307	786	310.9	0.2
Curvelândia	5103437	749	309.6	114.2
Nobres	5105903	3857	309.5	273.5
Boa Vista do Gurupi	2101970	405	308	91.5
São Pedro da Cipa	5107404	344	306.3	6.8
Luís Domingues	2106201	468	306.3	133.2
Carmolândia	1703883	340	305.2	34.7
Barcarena	1501303	1315	304.8	0
São Vicente Ferrer	2111706	394	297.6	0
Wanderlândia	1722081	1382	295.6	162.4
Curuá	1502855	1430	294.7	393.3
Tocantinópolis	1721208	1084	293.4	142.1
Glória d'Oeste	5103957	848	289.8	48.5
Alvarães	1300029	6029	289.5	5572.7
Sítio Novo do Tocantins	1720804	325	288.6	36.4
Matinha	2106508	414	288.1	3.4
Tapauá	1304104	90959	286.4	87010
Carauari	1301001	26472	282.7	25711.9
Porto Grande	1600535	4405	282.4	3403.5
São Raimundo do Doca Bezerra	2111631	284	280.1	3.6
Santo Antônio dos Lopes	2110302	781	278.5	1.6
Governador Edison Lobão	2104552	618	274.6	29.2
Davinópolis	2103752	340	273.7	66.3
Reserva do Cabaçal	5107156	371	269.2	101.8
Nazaré	1714302	398	268.8	46.2
Serra Nova Dourada	5107883	1481	265.5	262
Itapecuru Mirim	2105401	1182	260.5	629.7
Central do Maranhão	2103125	370	257.3	11.2
Tufilândia	2112274	280	255.9	0
São José dos Basílios	2111250	365	255.9	15.6
Pirapemas	2108801	696	253.9	0
Codajás	1301308	18940	253.4	16518
Tartarugalzinho	1600709	6716	253.2	2977
Curuçá	1502905	674	253.2	0
Campo Novo do Parecis	5102637	9467	244.1	1592.2
Peri Mirim	2108405	409	243.6	36.2
Lajeado Novo	2105989	1055	242.8	30.7
Belém	1501402	1071	242.3	0
Caseara	1703909	1698	241.5	345.5
Amajari	1400027	28788	240.7	22383.6
São João do Paraíso	2111052	2069	240.1	32.3
Vitória do Mearim	2112902	736	230.3	30.8
São Roberto	2111672	230	230.3	0
Caapiranga	1300839	9551	229.1	8712.3
Santa Rita	2110203	800	229.1	371.6
Bela Vista do Maranhão	2101772	255	225.5	0
Atalaia do Norte	1300201	80044	225.3	79073.9
Uarini	1304260	10449	225.1	9688.8
Jutaí	1302306	71771	222.2	70278.5
Couto de Magalhães	1706001	1591	221.7	102.4
Cantanhede	2102705	809	221.5	0.2
Governador Eugênio Barros	2104602	829	219.9	332.5
Brasilândia do Tocantins	1703602	643	218.8	4.8
São Caetano de Odivelas	1507102	752	218.2	0
Capinzal do Norte	2102754	635	217.6	0
Peritoró	2108454	757	216.2	0
Buriti do Tocantins	1703800	250	214.9	1
Faro	1503002	11794	214.3	11307.4
Fortuna	2104206	705	213.7	223
Esperantina	1707405	504	212.7	16.7
Juarina	1711803	482	210.3	13.5
Miranda do Norte	2106755	356	209.5	81.2
Vigia	1508209	536	209.3	0
Igarapé do Meio	2105153	397	209.3	12.5
Praia Norte	1718303	290	209.2	42.7
Cocalinho	5103106	16562	207.4	1761.5
Apicum-Açu	2100832	655	206.3	264.5
Pedra Branca do Amaparí	1600154	9496	204.2	9190.4
Santa Isabel do Rio Negro	1303601	64132	204	61997.2
Ipixuna	1301803	14195	202.5	13856
Cedral	2103109	263	201.1	51.3
Beruri	1300631	17412	199.5	15753.2
Manoel Urbano	1200344	9741	198.7	9489.6
Lago dos Rodrigues	2105948	197	197	0
Boa Vista do Ramos	1300680	2588	196.1	1131.4
Dom Pedro	2103802	374	194	27.8
Barcelos	1300409	124166	191.6	102181.3
Anamã	1300086	2474	191.4	2027.2
Campo Verde	5102678	4794	190.2	60.7
Bernardo do Mearim	2101939	264	189.8	0.1
Pauini	1303502	44594	187.7	44119.1
Angico	1701051	441	187.7	41.9
Vitória do Jari	1600808	2483	185.7	1712.5
Lagoa da Confusão	1711902	10578	185.6	2052.1
São Sebastião do Uatumã	1303957	10775	184.9	9897.6
Olinda Nova do Maranhão	2107456	200	183.7	0.6
Curralinho	1502806	3626	183.5	2759.6
Alto Alegre do Maranhão	2100436	424	183.2	1
Benjamin Constant	1300607	9151	182.8	8744.8
Pedreiras	2108207	291	179.2	0.1
Nova Nazaré	5106174	4039	176.8	1084.7
Marechal Thaumaturgo	1200351	8145	174.7	7879.5
Cutias	1600212	2118	172.9	418.7
Formoso do Araguaia	1708205	13459	172.5	853
Primavera	1506104	261	171.5	0
São Paulo de Olivença	1303908	20470	171	19621.1
Bagre	1501105	4402	170.9	3744.8
Cuiabá	5103403	3539	169.8	177.6
Graça Aranha	2104701	274	169.6	104.4
São João de Pirabas	1507474	703	168.7	162.7
Pindaré-Mirim	2108504	240	168.7	0
Guiratinga	5104203	5361	167.4	0.3
Oiapoque	1600501	22643	165.5	15689.6
Terra Alta	1507961	209	165.2	0.6
Governador Archer	2104503	442	164.4	0
Anajás	1500701	6939	160.6	6408.7
Sapezal	5107875	13640	158.3	2882.5
Itiquira	5104609	8638	157.1	223.3
Laranjal do Jari	1600279	30971	157	30143.4
Santa Bárbara do Pará	1506351	279	156.2	0
Colinas	2103505	2065	155.1	187.2
Magalhães Barata	1504109	326	154.6	0.1
Trizidela do Vale	2112233	225	152.6	0
Luzinópolis	1712454	281	151.9	24.9
Tabatinga	1304062	3346	149.9	3113
São João Batista	2111003	699	148.1	56.8
Melgaço	1504505	6782	147.5	5932.9
Novo Santo Antônio	5106315	4375	147	540.8
Porto Rico do Maranhão	2109056	227	146.1	63.2
São Sebastião do Tocantins	1720309	288	139	0
Axixá do Tocantins	1702901	151	138.4	12.6
Maurilândia do Tocantins	1712801	741	138.2	69.7
Juruá	1302207	19848	135.2	18763
Porto Walter	1200393	6461	135	6321.4
Santarém Novo	1506906	231	132.9	0
Calçoene	1600204	14284	131.9	11526.3
Itapiranga	1302009	4245	130.4	3789.3
Assis Brasil	1200054	2986	129	2826
Santo Antônio do Içá	1303700	12746	128.7	11984.1
Ferreira Gomes	1600238	5048	124.1	3206.3
Benevides	1501501	189	122.7	0
Montes Altos	2107001	1348	120.5	63.3
São Sebastião da Boa Vista	1507706	1636	119.7	1199.4
Marianópolis do Tocantins	1712504	2096	119.7	213.4
Lima Campos	2106003	326	115.2	0
Itamarati	1301951	26048	112.5	25640.1
Amaturá	1300060	4904	110.3	4360.7
Novo Airão	1303205	38112	109.7	36434.3
Jordão	1200328	5692	109.2	5569.5
Nossa Senhora do Livramento	5106109	5200	108.9	80.3
Carrasco Bonito	1703891	195	106.6	0
Governador Luiz Rocha	2104628	377	104.3	218.6
Campos de Júlio	5102686	6832	103.9	475.9
Cachoeirinha	1703826	354	103.7	42.3
Aguiarnópolis	1700301	237	103.6	26.2
Salvaterra	1506302	1048	102.8	149.2
Maraã	1302801	17221	102.4	14656.4
Jatobá	2105450	393	100	149.9
Goianorte	1708304	1806	98.5	55.4
Muaná	1504901	3776	97.9	1768.8
Fonte Boa	1301605	12393	94.3	11310.1
Amapá	1600105	9185	93.1	3082.5
São João da Ponta	1507466	196	92.5	0
Urucurituba	1304401	2915	92.4	131.9
Chaves	1502509	13114	90.2	3978.6
São José de Ribamar	2111201	390	88.5	93.9
Itaubal	1600253	1705	86.8	416.3
Colares	1502608	612	86.6	0
Ananindeua	1500800	185	85.9	0
Cajapió	2102408	917	84.7	330.1
Gurupá	1503101	8550	83	6610.9
Sampaio	1718808	200	81.5	11.9
Senador Alexandre Costa	2111748	432	78.3	161.8
Tonantins	1304237	6618	77.9	6157.1
Mazagão	1600402	13141	76.3	11215.4
Palmeirante	1715705	2447	76	10.6
