Municipio	CodIbge	AreaKm2	Desmatado	Floresta
São Miguel do Guaporé	1100320	8102	1657.2	4645
Lago da Pedra	2105708	1655	1653.1	1.9
Bannach	1501253	2963	1648.7	1252.2
Pedro do Rosário	2108256	1770	1647.2	52.8
Floresta do Araguaia	1503044	3454	1624.4	608.5
Carlinda	5102793	2414	1620.6	760.6
Bandeirantes do Tocantins	1703057	1678	1616	61.7
Novo Mundo	5106265	5801	1612.4	3634.1
Arame	2100956	3075	1589.9	1145.5
Canarana	5102702	10839	1579	2468
Buriticupu	2102325	2567	1564.1	1001.3
Bom Jesus do Tocantins	1501576	2824	1560.1	1149.8
Presidente Médici	1100254	1774	1546.5	200
Theobroma	1101609	2219	1543.5	675
Itacoatiara	1301902	8926	1521.4	4910.6
Rondolândia	5107578	12742	1505.4	11157.9
Tailândia	1507953	4451	1496.5	2954.5
Almeirim	1500503	72969	1481.5	67679.4
Lábrea	1302405	69669	1479.3	65941.5
Nova Lacerda	5106182	4756	1477.1	1783
Nova Bandeirantes	5106158	9561	1476.8	7864.8
Paranatinga	5106307	24185	1474.8	6036.8
Uruará	1508159	10794	1472.2	9317.8
Óbidos	1505106	28043	1469.1	20621.8
Nova Mamoré	1100338	10244	1460.5	7380.7
Arapoema	1702307	1558	1460.1	75
Paranaíta	5106299	4833	1438	3305.5
Vitória do Xingu	1508357	2969	1432.1	1383.7
Tabaporã	5107941	8233	1430.8	4555.4
CanaBrava do Norte	5102694	3450	1408.2	839.2
Rurópolis	1506195	7025	1403.8	5571.3
Baião	1501204	3766	1391.5	1662.7
Santa Helena	2109809	2336	1372.6	224.5
Aurora do Pará	1500958	1824	1372.5	0
Vilhena	1100304	11583	1357.5	8532.5
Vera	5108501	2951	1347.3	1584.5
São Francisco do Guaporé	1101492	4805	1338.8	2611.4
Jacundá	1503804	2014	1336.3	412.4
Ribeirão Cascalheira	5107180	11364	1318.9	2091.8
Garrafão do Norte	1503077	1616	1300.2	314.9
Buritis	1100452	3315	1286.2	2023.9
Matupá	5105606	5153	1273.3	3661.2
Placas	1505650	7174	1269.2	5904.6
Rolim de Moura	1100288	1471	1262.7	208.3
Itaipava do Grajaú	2105351	1558	1256.2	300.5
Nova Santa Helena	5106190	2625	1249.8	1372.9
Barra do Garças	5101803	9147	1243.4	258.1
Xambioá	1722107	1641	1239.4	361.9
Alvorada d'Oeste	1100346	3060	1235.4	1003.2
Campo Novo de Rondônia	1100700	3491	1232.2	1982.8
Boca do Acre	1300706	23013	1225.6	21596.1
Cláudia	5103056	3819	1222.5	2588
Nova Esperança do Piriá	1504950	2830	1215.6	1611.7
Araputanga	5101258	1608	1211.3	361.4
São José do Rio Claro	5107305	5060	1209.5	2443.9
Santa Fé do Araguaia	1718865	1682	1208	417.9
Itaúba	5104559	4543	1205.8	2883
Santa Luzia do Pará	1506559	1361	1205.5	128.9
Oriximiná	1505304	107778	1204.3	101084.3
Parauapebas	1505536	7019	1200.8	5732
Alto Paraíso	1100403	2681	1200.2	1462.9
Bacabal	2101202	1707	1199.2	0
Guajará-Mirim	1100106	25257	1198	20021.5
Cidelândia	2103257	1473	1197.8	246.1
Cacaulândia	1100601	1986	1188.3	756.6
São José dos Quatro Marcos	5107107	1284	1168.7	77.5
Governador Jorge Teixeira	1101005	5128	1167.5	3769.4
Manaus	1302603	11474	1167.3	8755.3
Governador Newton Bello	2104651	1177	1167	9.9
Alenquer	1500404	22275	1164.4	18041.3
Maués	1302900	40079	1151.1	36759.9
Colorado do Oeste	1100064	1459	1148.3	257.5
São Domingos do Araguaia	1507151	1396	1146.4	249.6
Nova Brasilândia	5106208	3269	1144.9	213.5
Nova Olinda do Maranhão	2107357	2487	1141.5	1328.6
Sapucaia	1507755	1302	1140.2	161.8
Ananás	1701002	1596	1138.5	212
São Domingos do Capim	1507201	1687	1138.2	0
Brasiléia	1200104	4484	1130.5	3342.2
Denise	5103452	1304	1125.1	173.8
Turilândia	2112456	1529	1110.6	219.5
São Gabriel da Cachoeira	1303809	112501	1107.7	109046.9
Plácido de Castro	1200385	2099	1101.9	993.8
Anapu	1500859	11909	1101	10629.9
Costa Marques	1100080	12890	1093.8	8324.2
Imperatriz	2105302	1376	1093.2	105.6
Candeias do Jamari	1100809	6933	1091.8	5459.4
Mucajaí	1400308	12878	1089.3	11553.6
Salto do Céu	5107750	1316	1087.9	195.9
Vitorino Freire	2113009	1130	1087.6	0
Serrano do Maranhão	2111789	1222	1086.7	119.3
Senador Guiomard	1200450	1887	1068.5	818.5
Cametá	1502103	3090	1065	916
Juruti	1503903	8307	1063.7	5503.5
Monte Negro	1101401	1956	1061.1	850.5
Cantá	1400175	7714	1056.4	5744.9
Manicoré	1302702	48687	1043.5	42653.8
Cachoeira do Piriá	1501956	2439	1042.7	1388.3
Feliz Natal	5103700	11448	1037.2	9679.8
Sena Madureira	1200500	26182	1036.3	25127
Pau d'Arco	1716307	1304	1030.8	156.5
Ourilândia do Norte	1505437	13840	1029.2	9641.1
Bujari	1200138	3572	1026.8	2544.7
Nova Ipixuna	1504976	1605	1026.1	359.6
Santa Cruz do Xingu	5107743	5625	1022.8	2915.8
João Lisboa	2105500	1134	1021.4	111.8
Pimenteiras do Oeste	1101468	6067	1014.4	2566.1
Irituia	1503507	1387	1013.5	0
Apuí	1300144	54481	1010.7	52622.5
Autazes	1300300	7634	1010.3	5146.3
Brasil Novo	1501725	6370	1004.6	5359.2
Guaraí	1709302	2279	1000.3	192.9
Porto Acre	1200807	3071	999.9	2068.3
Careiro	1301100	6126	998	4720.5
Tuntum	2112308	3619	996.1	645.7
Jauru	5105002	1221	990.2	116.7
Tarauacá	1200609	16278	989.7	15280.7
Nova Olímpia	5106232	1570	981.7	271.8
Alto Alegre dos Parecis	1100379	3993	975.1	2082.1
Coroatá	2103604	2298	965.6	0.5
Governador Nunes Freire	2104677	1047	963.8	82.9
Xapuri	1200708	5416	958.5	4456.6
Santo Antônio do Leverger	5107800	12270	957.3	1190.8
Colniza	5103254	28134	957.2	26799.4
Paulo Ramos	2108108	937	937.8	0
Vila Nova dos Martírios	2112852	1197	934.1	117.9
Muricilândia	1713957	1194	929.9	238.4
Portel	1505809	25425	928	23268.9
Brejo Grande do Araguaia	1501758	1191	925.2	209.7
Feijó	1200302	25248	914.5	24269.6
Santa Luzia d'Oeste	1100296	1207	911.6	295.4
Juscimeira	5105200	2206	905	55.9
Parintins	1303403	5961	903.1	1643.6
Nortelândia	5106000	1353	893	309.4
Apiacás	5100805	20402	889.3	18205.5
Alto Boa Vista	5100359	2242	885.7	778.7
Lambari d'Oeste	5105234	1338	882.9	281
Rio Crespo	1100262	1744	882.1	838.7
Bernardo Sayão	1703206	930	881.2	35.7
Cabixi	1100031	1322	879.9	425.7
Monção	2106904	1359	878.8	166.5
Santo Afonso	5107263	1172	876.4	290.9
Nova Guarita	5108808	1089	872.4	216
Mirassol d'Oeste	5105622	1077	869.3	173.5
Santa Luzia do Paruá	2110039	914	862.2	21.1
Aveiro	1501006	17094	861.4	15494.1
Itaporã do Tocantins	1711100	924	859.8	63.7
Rorainópolis	1400472	33850	858.1	24765.2
Pinheiro	2108603	1483	854.6	107.3
Pau d'Arco	1505551	1675	850.3	410.5
Medicilândia	1504455	8271	849.8	7419.2
Parecis	1101450	2567	837.7	1246.9
Alcântara	2100204	1502	834.4	248
Aragominas	1701309	1179	834.3	317.8
Castanhal	1502400	1035	831.3	0
Vale do Anari	1101757	3166	827.4	2308.2
Vale do Paraíso	1101807	973	824.7	144.3
Nova Olinda	1714880	1780	820.7	19.8
Santa Carmem	5107248	3921	815.5	3105.5
Nova Brasilândia d'Oeste	1100148	1166	813.2	288.1
Pequizeiro	1716653	1212	812.6	97.2
Seringueiras	1101500	2280	811.4	1301.6
Nova Marilândia	5108857	1943	809.1	564.3
Rondonópolis	5107602	4166	802.3	294.9
Dom Aquino	5103601	2207	799.1	48.6
Grajaú	2104800	7480	794.2	1933.7
Cândido Mendes	2102606	1748	785.4	761.5
Araguaiana	5101001	6421	771.5	584.4
Centro do Guilherme	2103158	1084	766.5	317.5
Caracaraí	1400209	47820	765.3	31976.4
Nova Xavantina	5106257	5527	756.1	298.7
Pio XII	2108702	827	749	0
Araguanã	2100873	810	746.2	61.4
Piraquê	1717206	926	740.1	112.5
Cerejeiras	1100056	2804	738.7	823.4
Maranhãozinho	2106375	964	737.3	224.9
Colméia	1716703	995	735.7	39
São Miguel do Guamá	1507607	1117	732.4	2.1
Figueirópolis d'Oeste	5103809	893	730.8	51.8
Coari	1301209	58834	725	54523.3
São João do Araguaia	1507508	1291	722.1	386.6
Porto Alegre do Norte	5106778	3982	721.4	809.5
Cujubim	1100940	3901	720.7	3177.8
Araguanã	1702158	837	717.7	92.5
Epitaciolândia	1200252	1710	717.6	984.2
Barreirinha	1300508	5759	715.2	3677.6
Augusto Corrêa	1500909	1101	712.6	307.5
Palestina do Pará	1505494	986	710.3	245.7
Belterra	1501451	4404	701.3	3099.5
São Francisco do Brejão	2110856	751	696.7	54.3
Manacapuru	1302504	7381	694.2	4461.7
Novo Horizonte do Oeste	1100502	852	690.7	156.6
Juruena	5105176	3200	683.8	2326.6
Jaciara	5104807	1657	682.9	16.4
Capixaba	1200179	1765	682.5	1076.1
Ministro Andreazza	1101203	805	682.3	122.7
Mirinzal	2106805	697	680.1	16.6
Castanheiras	1100908	901	677.8	220.4
Altamira do Maranhão	2100402	677	677.5	0
Lagoa Grande do Maranhão	2105963	742	673	69
Vale de São Domingos	5108352	2007	671.9	524.6
Marajá do Sena	2106359	833	660.3	172.7
Colinas do Tocantins	1705508	848	658.8	7.8
Presidente Dutra	2109106	805	658.1	146.9
Oeiras do Pará	1505205	3863	656	2533.9
Itapuã do Oeste	1101104	4131	655.9	3266.2
Novo Horizonte do Norte	5106273	940	653.5	278.9
Abaetetuba	1500107	1617	653.2	311.5
Nova União	1101435	815	650.3	160.8
Trairão	1508050	11996	648.3	11246.1
Urupá	1101708	840	647.3	93.9
Cotriguaçu	5103379	9149	644.6	8350
Prainha	1506005	12600	644.3	7523.5
São Luís Gonzaga do Maranhão	2111409	981	643	1
Guajará	1301654	9389	635.6	8472.5
Caroebe	1400233	12122	635.6	11381.9
Senador La Rocque	2111763	751	633.3	117.7
Jacareacanga	1503754	53409	629.2	46841.8
Conceição do Lago-Açu	2103554	836	625.3	0
Igarapé-Açu	1503200	789	603.8	0
Tucuruí	1508100	2094	599.6	1006.1
Acrelândia	1200013	1610	591.9	1015.9
Jenipapo dos Vieiras	2105476	1522	591.4	758.7
Poção de Pedras	2108900	663	588.9	0
Carutapera	2102903	1267	586	473.3
São Domingos do Maranhão	2110708	1321	583.5	619.8
Presidente Figueiredo	1303536	25567	583	21557.9
Alto Alegre	1400050	25870	579.4	22470
Humaitá	1301704	33431	574.5	28950.7
Buritirana	2102358	825	573.7	237
Concórdia do Pará	1502756	694	573.5	0
Olho d'Água das Cunhãs	2107407	562	562	0
Conquista D'oeste	5103361	2708	560	830.1
Mirante da Serra	1101302	1206	559.7	430.4
Cruzeiro do Sul	1200203	8352	558.9	7757.2
Bujaru	1501907	1010	558.2	0
Tefé	1304203	24187	556.8	22739.2
Indiavaí	5104500	601	556.6	44.3
Novo Aripuanã	1303304	41459	553.1	38513.5
União do Sul	5108303	4583	551.8	4005.3
Cururupu	2103703	940	550.7	302.1
Planalto da Serra	5106455	2451	549.6	45.2
Presidente Sarney	2109270	732	540.5	105.6
Porto Franco	2109007	1427	527.7	123
Abel Figueiredo	1500131	617	526.7	90.1
Satubinha	2111722	613	523.5	0.6
Junco do Maranhão	2105658	543	521.8	20.7
Maracaçumé	2106326	635	518.6	116.4
Rio Preto da Eva	1303569	5839	515.9	5311.5
Santa Rita do Trivelato	5107768	3347	503.8	843.8
Santa Isabel do Pará	1506500	719	499.7	0
Iracema	1400282	14271	497.5	13639.8
Mocajuba	1504604	874	488.1	142.4
Brejo de Areia	2102150	487	487.5	0
Bacuri	2101301	794	486.3	214
Viana	2112803	1174	483	112.6
Riachinho	1718550	615	480.1	100.1
Canutama	1300904	30283	476.9	28516.8
Envira	1301506	13904	476.7	13339.7
Manaquiri	1302553	4003	473.7	3134.9
São Felipe d'Oeste	1101484	546	472	74
Borba	1300805	44453	468.2	41547.6
Capanema	1502202	618	467.8	0
Bequimão	2101905	779	466.6	77.2
Penalva	2108306	794	461.5	54.7
Ribamar Fiquene	2109551	907	458.2	92.6
São Mateus do Maranhão	2111508	792	456.4	0
Tracuateua	1508035	856	453.6	176.1
Bom Lugar	2102077	452	452.1	0
Bonito	1501600	590	449.7	0.8
Esperantinópolis	2104008	486	448.9	1
São Pedro da Água Branca	2111532	726	440.4	49.7
Palmeirândia	2107605	534	440.3	13.3
Igarapé-Miri	1503309	2003	439.7	1039.2
Presidente Médici	2109239	441	437.6	3.1
Ourém	1505403	566	434.4	0.2
Nhamundá	1303007	14135	434.2	12248.5
Joselândia	2105609	692	431.9	103.3
Teixeirópolis	1101559	467	431.2	35.8
Diamantino	5103502	7640	427.5	1787.1
Iranduba	1301852	2228	423	1369.3
São Luiz	1400605	1537	422	1112.8
Rio Branco	5107206	501	417.1	10.9
Alto Paraguai	5100508	2054	410.5	131.6
Breves	1501808	9570	408.8	8052.9
Mãe do Rio	1504059	471	408.5	0
Santa Inês	2109908	411	407.8	0
Primavera de Rondônia	1101476	610	404.5	112.7
Codó	2103307	4434	404.4	1615.5
Lucas do Rio Verde	5105259	3663	403	762.2
Fortaleza do Tabocão	1708254	622	400.9	0.4
Anajatuba	2100709	1132	400.6	67.7
Silves	1304005	3758	398.8	2631.9
Augustinópolis	1702554	417	391.7	24.6
Matões do Norte	2106631	793	388.6	0
São João da Baliza	1400506	4305	384	3915.5
Campestre do Maranhão	2102556	618	380.1	73.6
Igarapé Grande	2105203	380	379.9	0.1
Careiro da Várzea	1301159	2641	379.7	923.8
São Francisco do Pará	1507409	480	377.3	0
Lago Verde	2105906	466	376.4	0
São João do Carú	2111029	622	375.3	246.7
Santa Maria do Pará	1506609	460	371.5	0
Chapada dos Guimarães	5103007	6204	370.2	150.1
Arari	2101004	1116	368.2	86.3
Nova Olinda do Norte	1303106	5624	367.1	4540.8
Gonçalves Dias	2104404	888	365.9	394.5
Arenápolis	5101308	413	362	51
Porto Estrela	5106851	2066	360.2	243.1
São Bento	2110500	462	360.1	1.8
Rodrigues Alves	1200427	3491	357.5	3080.8
Guimarães	2104909	609	346.4	119.8
Marapanim	1504406	796	338.9	0
São Bento do Tocantins	1720101	1113	336.4	90.2
Presidente Kennedy	1718402	774	334	107.6
Eirunepé	1301407	16471	326.8	15782.3
Nova Timboteua	1505007	492	326.8	0.3
Itaguatins	1710706	745	326.4	97.8
Miranorte	1713304	1037	316.1	12.8
Urucará	1304302	28014	313.7	26630.1
Lago do Junco	2105807	312	312.9	0
São Miguel do Tocantins	1720200	400	312.6	70.1
Peixe-Boi	1505601	454	309.5	0
Curvelândia	5103437	749	306.6	117.2
São Pedro da Cipa	5107404	344	306.2	6.9
Barão de Melgaço	5101605	11180	305.7	2267.3
Inhangapi	1503408	475	303.3	0.1
Porto Esperidião	5106828	5834	301.1	284.1
Santo Antônio do Tauá	1507003	540	300.5	0
Carmolândia	1703883	340	297.7	42.2
São Vicente Ferrer	2111706	394	297.6	0
Terra Santa	1507979	1900	296.5	822.5
Tocantinópolis	1721208	1084	292.8	142.7
Glória d'Oeste	5103957	848	287.5	50.8
Matinha	2106508	414	287.2	4.4
Curuá	1502855	1430	287	401
Boa Vista do Gurupi	2101970	405	286.9	113.1
Mâncio Lima	1200336	4947	286.5	4517.7
Luís Domingues	2106201	468	283.8	158.7
Sítio Novo do Tocantins	1720804	325	281.6	43.4
Wanderlândia	1722081	1382	280.9	177.1
São Raimundo do Doca Bezerra	2111631	284	280.1	3.6
Barcarena	1501303	1315	278.8	0
Santo Antônio dos Lopes	2110302	781	278.5	1.6
Governador Edison Lobão	2104552	618	272.4	31.4
Davinópolis	2103752	340	271.9	68.1
Carauari	1301001	26472	268.1	25785.8
Tapauá	1304104	90959	266.9	87029.6
Nazaré	1714302	398	266.8	48.2
Maracanã	1504307	786	264.1	0.8
Reserva do Cabaçal	5107156	371	264	107
Nobres	5105903	3857	262.7	320.3
Alvarães	1300029	6029	262.1	5600.1
Godofredo Viana	2104305	648	258.8	328.2
Central do Maranhão	2103125	370	257.3	11.5
Tufilândia	2112274	280	255.9	0
Pirapemas	2108801	696	253.9	0
Senador José Porfírio	1507805	14388	253.8	13663.3
Serra Nova Dourada	5107883	1481	253	274.5
Macapá	1600303	6420	252.3	2093.4
Amapá do Maranhão	2100550	446	244.4	201.6
Peri Mirim	2108405	409	242.3	39.1
Codajás	1301308	18940	241.2	16530.2
Lajeado Novo	2105989	1055	240.4	33.1
São José dos Basílios	2111250	365	239.2	32.3
Itapecuru Mirim	2105401	1182	235.4	654.8
São João do Paraíso	2111052	2069	234.6	37.8
Caseara	1703909	1698	231.8	355.2
São Roberto	2111672	230	230.3	0
Belém	1501402	1071	229.7	0
Porto Grande	1600535	4405	228.4	3490.3
Vitória do Mearim	2112902	736	227.2	34.3
Bela Vista do Maranhão	2101772	255	225.5	0
Cantanhede	2102705	809	221.2	0.1
Capinzal do Norte	2102754	635	217.6	0
São Luís	2111300	840	217.5	330.4
Brasilândia do Tocantins	1703602	643	216.7	6.9
Peritoró	2108454	757	216.2	0
Curuçá	1502905	674	216.2	2.3
Buriti do Tocantins	1703800	250	214.2	1.7
Santa Rita	2110203	800	214	386.7
Caapiranga	1300839	9551	211.6	8729.8
Esperantina	1707405	504	209.9	19.5
Juarina	1711803	482	208	15.8
Couto de Magalhães	1706001	1591	207	117.1
Igarapé do Meio	2105153	397	205.2	17
Amajari	1400027	28788	204.1	22735.5
Apicum-Açu	2100832	655	202.4	283.4
Praia Norte	1718303	290	200.4	51.5
Uarini	1304260	10449	198.9	9715
Faro	1503002	11794	198	11323.7
Lago dos Rodrigues	2105948	197	197	0
Atalaia do Norte	1300201	80044	195.8	79115.1
São Caetano de Odivelas	1507102	752	195.5	0
Santa Isabel do Rio Negro	1303601	64132	192.7	62185.9
Vigia	1508209	536	191.8	0
Boa Vista do Ramos	1300680	2588	189.8	1137.7
Bernardo do Mearim	2101939	264	189.8	0.1
Campo Verde	5102678	4794	189.7	61.2
Beruri	1300631	17412	189.5	15763.2
Jutaí	1302306	71771	189.2	70317.4
Anamã	1300086	2474	187.9	2030.7
Pedra Branca do Amaparí	1600154	9496	187.9	9270.2
Miranda do Norte	2106755	356	186.4	104.5
Olinda Nova do Maranhão	2107456	200	183.6	0.7
Alto Alegre do Maranhão	2100436	424	183.2	1
Angico	1701051	441	182.7	46.9
Pedreiras	2108207	291	179.2	0.1
Benjamin Constant	1300607	9151	177.6	8750.3
Barcelos	1300409	124166	177.1	102173.3
Vitória do Jari	1600808	2483	176.1	1795.8
Cocalinho	5103106	16562	176	1792.9
Campo Novo do Parecis	5102637	9467	175.1	1661.2
Lagoa da Confusão	1711902	10578	175	2062.7
Nova Nazaré	5106174	4039	171.7	1089.8
Porto de Moz	1505908	17429	171.3	12671.4
Pindaré-Mirim	2108504	240	168.7	0
São Sebastião do Uatumã	1303957	10775	168.3	9914.2
Bonfim	1400159	8141	168	1785.5
Cuiabá	5103403	3539	167	180.4
Guiratinga	5104203	5361	166.9	0.8
Formoso do Araguaia	1708205	13459	166	859.5
Fortuna	2104206	705	165.8	270.9
Ipixuna	1301803	14195	165.6	13892.9
Dom Pedro	2103802	374	163.3	58.5
Bagre	1501105	4402	162.6	3924.6
Pauini	1303502	44594	158.9	44147.9
Tartarugalzinho	1600709	6716	154.3	3127.8
Trizidela do Vale	2112233	225	152.6	0
Itiquira	5104609	8638	152.4	228
Santa Bárbara do Pará	1506351	279	152.2	0
Luzinópolis	1712454	281	151.9	24.9
Governador Eugênio Barros	2104602	829	151.7	400.7
Terra Alta	1507961	209	150.9	0.7
Governador Archer	2104503	442	148.4	0
São João Batista	2111003	699	148.1	56.8
Cedral	2103109	263	146.4	108.1
Oiapoque	1600501	22643	145.4	16610.2
Marechal Thaumaturgo	1200351	8145	145.3	7908.9
Tabatinga	1304062	3346	142.6	3121.5
Porto Rico do Maranhão	2109056	227	141.1	78.9
Magalhães Barata	1504109	326	140.5	0.7
São Sebastião do Tocantins	1720309	288	139	0
Manoel Urbano	1200344	9741	135.8	9552.5
Primavera	1506104	261	135.7	0
Anajás	1500701	6939	135.2	6454.8
Maurilândia do Tocantins	1712801	741	134.6	73.3
Axixá do Tocantins	1702901	151	133.4	17.6
Cutias	1600212	2118	131.5	467.8
Melgaço	1504505	6782	131.5	5951.3
Graça Aranha	2104701	274	129.2	144.8
Curralinho	1502806	3626	128.8	2881.2
Santo Antônio do Içá	1303700	12746	125.8	12009.9
Laranjal do Jari	1600279	30971	125.6	30365.4
Novo Santo Antônio	5106315	4375	122.7	565.1
Itapiranga	1302009	4245	120.4	3799.3
São João de Pirabas	1507474	703	120	213
São Sebastião da Boa Vista	1507706	1636	119.5	1224.9
Colinas	2103505	2065	119.3	223
Juruá	1302207	19848	118.6	18844.1
Montes Altos	2107001	1348	117.8	66
São Paulo de Olivença	1303908	20470	117.1	19676.6
Benevides	1501501	189	116.2	0
Lima Campos	2106003	326	115.2	0
Porto Walter	1200393	6461	113.3	6343.1
Amaturá	1300060	4904	108.4	4362.7
Marianópolis do Tocantins	1712504	2096	108	225.1
Nossa Senhora do Livramento	5106109	5200	106.4	82.8
Carrasco Bonito	1703891	195	106.3	0
Itamarati	1301951	26048	103.7	25649.2
Assis Brasil	1200054	2986	102.9	2852.1
Novo Airão	1303205	38112	102.8	36450.2
Ferreira Gomes	1600238	5048	100.6	3232.9
Cachoeirinha	1703826	354	100.6	45.4
Salvaterra	1506302	1048	99.6	152.4
Aguiarnópolis	1700301	237	99.5	30.3
Muaná	1504901	3776	97.6	1824.3
Goianorte	1708304	1806	95.2	58.7
Santarém Novo	1506906	231	94.4	0
Urucurituba	1304401	2915	89.7	134.6
Sapezal	5107875	13640	89.6	2951.2
Jordão	1200328	5692	89.6	5589.1
Chaves	1502509	13114	87.1	4025.2
Maraã	1302801	17221	86.7	14674.6
Jatobá	2105450	393	85.4	164.5
Cajapió	2102408	917	84.6	330.5
Ananindeua	1500800	185	83.4	0
Sampaio	1718808	200	80.3	13.1
São João da Ponta	1507466	196	79.9	0
Fonte Boa	1301605	12393	76.8	11347.7
Palmeirante	1715705	2447	75.2	11.4
Poconé	5106505	17281	74.3	1300.6
Tonantins	1304237	6618	73.9	6161.2
Colares	1502608	612	70.6	0
Anori	1300102	5850	70.3	4706.1
Governador Luiz Rocha	2104628	377	70.3	252.6
Santa Terezinha do Tocantins	1720002	271	70.1	27.2
Cachoeira do Arari	1502004	3114	70	311.1
Calçoene	1600204	14284	68.2	11978.4
Gurupá	1503101	8550	65.4	6671.3
Rosário Oeste	5107701	8805	64	26
Serra do Navio	1600055	7761	63.5	7687.1
