Municipio	CodIbge	AreaKm2	Desmatado	Floresta
Novo Aripuanã	1303304	41459	602.2	38464.4
Humaitá	1301704	33431	592.8	28932.4
Cruzeiro do Sul	1200203	8352	592.7	7723.4
Tefé	1304203	24187	592.4	22703.6
Poção de Pedras	2108900	663	588.9	0
Mirante da Serra	1101302	1206	583.3	406.8
Concórdia do Pará	1502756	694	579.5	0
Buritirana	2102358	825	576.2	234.5
Bujaru	1501907	1010	572.6	0
Cururupu	2103703	940	570.1	275.6
Conquista D'oeste	5103361	2708	567.5	822.6
Envira	1301506	13904	563.2	13253.2
Olho d'Água das Cunhãs	2107407	562	562	0
Indiavaí	5104500	601	560.7	40.2
Planalto da Serra	5106455	2451	552.6	42.2
Presidente Sarney	2109270	732	544.6	101.5
Abel Figueiredo	1500131	617	541.5	75.3
Rio Preto da Eva	1303569	5839	540.6	5286.8
Maracaçumé	2106326	635	537.1	97.9
Porto Franco	2109007	1427	530.8	119.9
Iracema	1400282	14271	529	13544.8
Junco do Maranhão	2105658	543	528.9	13.6
Breves	1501808	9570	524.1	7936.4
Satubinha	2111722	613	523.5	0.6
Porto de Moz	1505908	17429	515.9	12326.8
Santa Isabel do Pará	1506500	719	512.4	0
Bacuri	2101301	794	499.5	200.1
Capanema	1502202	618	497.8	0
Bonito	1501600	590	495.4	0.2
Riachinho	1718550	615	491.8	88.4
Diamantino	5103502	7640	491.7	1722.9
Mocajuba	1504604	874	489.2	141.3
Brejo de Areia	2102150	487	487.5	0
Viana	2112803	1174	485.7	109.9
Manaquiri	1302553	4003	483.9	3124.7
Borba	1300805	44453	480.1	41535.7
São Felipe d'Oeste	1101484	546	475	71
Penalva	2108306	794	468.5	47.4
Bequimão	2101905	779	467.2	76.9
São Luiz	1400605	1537	460.3	1074.5
Ribamar Fiquene	2109551	907	458.9	91.9
Joselândia	2105609	692	456.5	78.7
São Mateus do Maranhão	2111508	792	456.4	0
Tracuateua	1508035	856	455.9	173.8
Bom Lugar	2102077	452	452.1	0
Ourém	1505403	566	450.2	0.6
Lucas do Rio Verde	5105259	3663	450	715.2
Esperantinópolis	2104008	486	448.9	1
Iranduba	1301852	2228	447	1345.3
Nhamundá	1303007	14135	443.7	12239
São Pedro da Água Branca	2111532	726	442.4	47.7
Palmeirândia	2107605	534	440.7	12.5
Igarapé-Miri	1503309	2003	440.5	1038.4
Presidente Médici	2109239	441	439.4	1.3
Careiro da Várzea	1301159	2641	438.2	865.3
Teixeirópolis	1101559	467	437.5	29.5
Mãe do Rio	1504059	471	429.2	0
Gonçalves Dias	2104404	888	420.7	339.7
Alto Paraguai	5100508	2054	418.4	123.7
Rio Branco	5107206	501	417.1	10.9
São João da Baliza	1400506	4305	415.1	3884.4
Silves	1304005	3758	408.3	2622.4
Santa Inês	2109908	411	407.8	0
Primavera de Rondônia	1101476	610	406.3	110.9
Anajatuba	2100709	1132	405.7	62.6
Codó	2103307	4434	404.4	1615.5
Fortaleza do Tabocão	1708254	622	401.1	0.2
São Francisco do Pará	1507409	480	400.9	0
Santa Maria do Pará	1506609	460	398.2	0
Augustinópolis	1702554	417	396.7	19.6
Senador José Porfírio	1507805	14388	394.2	13522.9
Matões do Norte	2106631	793	393.3	0
Nova Olinda do Norte	1303106	5624	388.1	4519.8
Arari	2101004	1116	382.1	72.4
Campestre do Maranhão	2102556	618	380.8	72.9
Igarapé Grande	2105203	380	379.9	0.1
São João do Carú	2111029	622	379.3	242.7
Marapanim	1504406	796	377.2	0
Lago Verde	2105906	466	376.4	0
Chapada dos Guimarães	5103007	6204	374.1	146.2
Rodrigues Alves	1200427	3491	372.7	3065.6
Porto Estrela	5106851	2066	370.8	232.5
Guimarães	2104909	609	367	96.8
Arenápolis	5101308	413	363	50
São Bento	2110500	462	360.1	1.8
Nova Timboteua	1505007	492	359.1	0
Eirunepé	1301407	16471	354	15755.1
Porto Esperidião	5106828	5834	352.6	232.6
Macapá	1600303	6420	350.1	1991
Peixe-Boi	1505601	454	344.1	0
São Bento do Tocantins	1720101	1113	341.2	85.4
Presidente Kennedy	1718402	774	335.6	106
Amapá do Maranhão	2100550	446	335.4	110.6
Itaguatins	1710706	745	334.9	89.3
Barão de Melgaço	5101605	11180	331.8	2241.2
São Luís	2111300	840	327.2	220.7
São Miguel do Tocantins	1720200	400	326.4	56.3
Urucará	1304302	28014	321.5	26622.3
Godofredo Viana	2104305	648	320.5	265.7
Miranorte	1713304	1037	317	11.9
Bonfim	1400159	8141	314.8	1638.6
Terra Santa	1507979	1900	312.9	806.1
Lago do Junco	2105807	312	312.9	0
Inhangapi	1503408	475	312.5	0.1
Santo Antônio do Tauá	1507003	540	309	0
Curvelândia	5103437	749	308.9	114.9
Boa Vista do Gurupi	2101970	405	308	91.9
São Pedro da Cipa	5107404	344	306.3	6.8
Luís Domingues	2106201	468	306.3	136.1
Mâncio Lima	1200336	4947	306.2	4498
Carmolândia	1703883	340	304.1	35.8
São Vicente Ferrer	2111706	394	297.6	0
Nobres	5105903	3857	296.1	286.9
Barcarena	1501303	1315	295.7	0
Maracanã	1504307	786	295.5	0.6
Tocantinópolis	1721208	1084	293.3	142.2
Wanderlândia	1722081	1382	293.2	164.8
Curuá	1502855	1430	290.5	397.5
Glória d'Oeste	5103957	848	289.2	49.1
Sítio Novo do Tocantins	1720804	325	288.4	36.6
Alvarães	1300029	6029	288	5574.2
Matinha	2106508	414	287.9	3.7
Carauari	1301001	26472	281.6	25772.2
Tapauá	1304104	90959	281.5	87015
São Raimundo do Doca Bezerra	2111631	284	280.1	3.6
Santo Antônio dos Lopes	2110302	781	278.5	1.6
Governador Edison Lobão	2104552	618	273.9	29.9
Davinópolis	2103752	340	273.1	66.9
Reserva do Cabaçal	5107156	371	268.2	102.8
Nazaré	1714302	398	267.4	47.6
Porto Grande	1600535	4405	264.8	3453.9
Serra Nova Dourada	5107883	1481	264.4	263.1
Central do Maranhão	2103125	370	257.3	11.5
Tufilândia	2112274	280	255.9	0
Pirapemas	2108801	696	253.9	0
São José dos Basílios	2111250	365	250.5	21
Codajás	1301308	18940	250.2	16521.2
Itapecuru Mirim	2105401	1182	250.1	640.1
Curuçá	1502905	674	249.1	0
Peri Mirim	2108405	409	242.8	38.6
Lajeado Novo	2105989	1055	242.6	30.9
São João do Paraíso	2111052	2069	240	32.4
Belém	1501402	1071	238.1	0
Amajari	1400027	28788	237.1	22484.9
Caseara	1703909	1698	235.1	351.9
Tartarugalzinho	1600709	6716	232.1	3050
São Roberto	2111672	230	230.3	0
Vitória do Mearim	2112902	736	229.9	31.6
Caapiranga	1300839	9551	226.6	8714.8
Bela Vista do Maranhão	2101772	255	225.5	0
Atalaia do Norte	1300201	80044	222.6	79088.3
Uarini	1304260	10449	221.9	9692
Cantanhede	2102705	809	221.3	0.2
Santa Rita	2110203	800	221.2	379.5
Jutaí	1302306	71771	221.1	70285
Couto de Magalhães	1706001	1591	218.9	105.2
Brasilândia do Tocantins	1703602	643	218	5.6
Capinzal do Norte	2102754	635	217.6	0
Peritoró	2108454	757	216.2	0
São Caetano de Odivelas	1507102	752	215.4	0
Buriti do Tocantins	1703800	250	214.9	1
Esperantina	1707405	504	211.8	17.6
Faro	1503002	11794	210.7	11311
Juarina	1711803	482	209.7	14.1
Igarapé do Meio	2105153	397	208.7	13.5
Praia Norte	1718303	290	208.6	43.3
Vigia	1508209	536	208	0
Apicum-Açu	2100832	655	206.3	278.5
Cocalinho	5103106	16562	202.9	1766
Governador Eugênio Barros	2104602	829	202.7	349.7
Santa Isabel do Rio Negro	1303601	64132	202.3	62265.4
Miranda do Norte	2106755	356	201.6	89.3
Campo Novo do Parecis	5102637	9467	201.3	1635
Cedral	2103109	263	201	50.4
Beruri	1300631	17412	197.4	15755.3
Lago dos Rodrigues	2105948	197	197	0
Boa Vista do Ramos	1300680	2588	195.8	1131.7
Fortuna	2104206	705	195.5	241.2
Manoel Urbano	1200344	9741	193.6	9494.7
Anamã	1300086	2474	191.1	2027.5
Campo Verde	5102678	4794	189.9	61
Bernardo do Mearim	2101939	264	189.8	0.1
Dom Pedro	2103802	374	188.7	33.1
Pedra Branca do Amaparí	1600154	9496	188.1	9240.1
Ipixuna	1301803	14195	186.9	13871.6
Barcelos	1300409	124166	186.9	102124.2
Angico	1701051	441	186.5	43.1
Vitória do Jari	1600808	2483	183.8	1788.1
Olinda Nova do Maranhão	2107456	200	183.7	0.6
Alto Alegre do Maranhão	2100436	424	183.2	1
Curralinho	1502806	3626	183.1	2826.1
Benjamin Constant	1300607	9151	182.6	8745.3
Pauini	1303502	44594	181.6	44125.2
Lagoa da Confusão	1711902	10578	181.5	2056.2
São Sebastião do Uatumã	1303957	10775	181.1	9901.4
Pedreiras	2108207	291	179.2	0.1
Nova Nazaré	5106174	4039	176.5	1085
Cutias	1600212	2118	172.3	427
Formoso do Araguaia	1708205	13459	170.7	854.8
Bagre	1501105	4402	168.9	3864.2
Pindaré-Mirim	2108504	240	168.7	0
Cuiabá	5103403	3539	168.5	178.9
São Paulo de Olivença	1303908	20470	168.4	19625.3
Primavera	1506104	261	167.9	0
Guiratinga	5104203	5361	167.4	0.3
Marechal Thaumaturgo	1200351	8145	164.7	7889.5
Terra Alta	1507961	209	163.7	0.6
Anajás	1500701	6939	160	6426.3
Oiapoque	1600501	22643	159.5	16592.9
Graça Aranha	2104701	274	159.3	114.7
Governador Archer	2104503	442	159.1	0
São João de Pirabas	1507474	703	158.8	174.1
Santa Bárbara do Pará	1506351	279	155	0
Itiquira	5104609	8638	154.6	225.8
Laranjal do Jari	1600279	30971	153.4	30308.7
Trizidela do Vale	2112233	225	152.6	0
Luzinópolis	1712454	281	151.9	24.9
Magalhães Barata	1504109	326	151.2	0.3
Tabatinga	1304062	3346	149.3	3114.8
São João Batista	2111003	699	148.1	56.8
Porto Rico do Maranhão	2109056	227	146.1	66.7
Melgaço	1504505	6782	143.5	5939
Novo Santo Antônio	5106315	4375	139.8	548
Colinas	2103505	2065	139.4	202.9
São Sebastião do Tocantins	1720309	288	139	0
Axixá do Tocantins	1702901	151	138.4	12.6
Maurilândia do Tocantins	1712801	741	137.9	70
Sapezal	5107875	13640	135.3	2905.5
Juruá	1302207	19848	134.7	18828
Itapiranga	1302009	4245	129.2	3790.5
Santarém Novo	1506906	231	127.9	0
Porto Walter	1200393	6461	127.7	6328.7
Santo Antônio do Içá	1303700	12746	127.2	12006.7
Assis Brasil	1200054	2986	126.4	2828.6
Calçoene	1600204	14284	126.4	11904.8
Benevides	1501501	189	121.6	0
Ferreira Gomes	1600238	5048	120.4	3213
Montes Altos	2107001	1348	120.3	63.5
São Sebastião da Boa Vista	1507706	1636	119.5	1224.2
Marianópolis do Tocantins	1712504	2096	118.3	214.8
Lima Campos	2106003	326	115.2	0
Itamarati	1301951	26048	112	25640.9
Amaturá	1300060	4904	109.5	4361.6
Nossa Senhora do Livramento	5106109	5200	108.9	80.3
Novo Airão	1303205	38112	108	36443.5
Jordão	1200328	5692	107	5571.7
Carrasco Bonito	1703891	195	106.6	0
Cachoeirinha	1703826	354	103.2	42.8
Aguiarnópolis	1700301	237	102.7	27.1
Maraã	1302801	17221	101.6	14659.6
Salvaterra	1506302	1048	101.1	150.9
Muaná	1504901	3776	97.7	1819.9
Goianorte	1708304	1806	97.6	56.3
Fonte Boa	1301605	12393	94.2	11330.3
Jatobá	2105450	393	93.9	156
Governador Luiz Rocha	2104628	377	93	229.9
Urucurituba	1304401	2915	92.2	132.1
Amapá	1600105	9185	91.6	3206
São João da Ponta	1507466	196	90.7	0
Chaves	1502509	13114	90.1	4006.4
Itaubal	1600253	1705	86.7	415.3
Campos de Júlio	5102686	6832	86.4	493.4
Ananindeua	1500800	185	85.2	0
Cajapió	2102408	917	84.6	330.5
Colares	1502608	612	84.6	0
São José de Ribamar	2111201	390	82.1	100.3
Sampaio	1718808	200	81.5	11.9
Gurupá	1503101	8550	79.4	6644.4
Tonantins	1304237	6618	76.4	6158.7
Palmeirante	1715705	2447	75.9	10.7
Poconé	5106505	17281	75.6	1299.3
Mazagão	1600402	13141	75.3	11462.2
