Municipio,CodIbge,Estado,AreaKm2,Desmatado2005,Incremento20042005,Floresta2005,Nuvem2005,NaoObservado2005,NaoFloresta2005,Hidrografia2005
Brasnorte,5101902,MT,16001,4035.3,240.1,8167.1,0,0,3765.4,33.2
Sorriso,5107925,MT,9350,3963.9,45.1,1269.9,0,0.7,4115.5,0
Pacajá,1505486,PA,11852,3959.3,276.4,7600.2,292.4,0.1,0,0
Nova Ubiratã,5106240,MT,12690,3930.6,254.2,5962.3,0,0.1,2796.5,0.5
Itupiranga,1503705,PA,7899,3790.4,21.7,3976.3,14.1,1,5.7,111.5
Pontes e Lacerda,5106752,MT,8465,3656.1,45,1480.5,0,3,3325.4,0
Moju,1504703,PA,9131,3653.6,81.1,3953.9,177.1,1137.8,181.8,26.8
Aripuanã,5101407,MT,25181,3551.8,332.4,21288.1,0,4.8,283,53.3
Barra do Bugres,5101704,MT,7244,3534.9,30.5,2441.3,0,0,1264.3,3.5
Goianésia do Pará,1503093,PA,7048,3493.4,66.2,3069.8,3.2,0.1,0,481.5
Confresa,5103353,MT,5799,3480.2,143.4,1996.2,0,0,320.5,2.1
Bom Jardim,2102002,MA,6647,3347.4,76.6,3232.1,2.8,0.2,57.4,7.1
Viseu,1508308,PA,4943,3342.3,29.7,1476.8,7,0.7,35.2,81
Xinguara,1508407,PA,3794,3329.1,72.1,446,0,0,0,18.9
Rio Maria,1506161,PA,4123,3300,82.1,684.5,0,0,130.6,7.9
Gaúcha do Norte,5103858,MT,16900,3156.5,166.5,9098.3,0,0,4614.5,30.7
Ariquemes,1100023,RO,4480,3105.4,85.6,1284.7,0,0,89.7,0.2
Dom Eliseu,1502939,PA,5296,3098.9,150,2195,1,1.1,0,0
Ulianópolis,1508126,PA,5115,3092.7,105.6,2015.6,6.5,0.2,0,0
Marcelândia,5105580,MT,12294,3089.7,145.7,8965.7,0,4.1,218.7,15.8
Peixoto de Azevedo,5106422,MT,14402,3023.7,244.9,10127.1,0,2.9,1173,75.3
Nova Maringá,5108907,MT,11528,2966.7,384.8,7861.4,0,0.9,690.8,8.2
Conceição do Araguaia,1502707,PA,5848,2958,80.4,899.5,0,0.3,1867.5,122.7
Nova Canaã do Norte,5106216,MT,5975,2876.2,73.3,2001,0,0,1061.2,36.6
Comodoro,5103304,MT,21849,2875.8,99.3,9168.4,0,16.2,9785.7,2.9
Rio Branco,1200401,AC,9509,2856.2,96.1,6652.7,0,0.1,0,0
Colniza,5103254,MT,28134,2847.5,517.3,24878,31.1,10.8,310.6,56
Porto dos Gaúchos,5106802,MT,7016,2844.1,230.4,4100.4,0,0.1,48.5,22.9
Piçarra,1505635,PA,3324,2832.6,118,423.9,0,0,0,67.5
Tomé-Açu,1508001,PA,5168,2804.8,61.8,2210.4,0.1,152.7,0,0
Barra do Corda,2101608,MA,8054,2792.3,39.2,2754.8,0.9,1.1,2498.9,6
Nova Mutum,5106224,MT,9546,2779,75.8,3391.2,0,0.6,3368.6,6.6
Lábrea,1302405,AM,69669,2685.9,207.6,64734.9,0,9.6,1792.2,446.4
Araguaína,1702109,TO,4019,2668.6,28.4,426.5,0,0.7,900.3,22.9
Bom Jesus do Araguaia,5101852,MT,4282,2663.3,81.9,1239.5,0,1.2,376.2,1.8
Redenção,1506138,PA,3830,2639.2,16.1,485.1,0,0.1,705.6,0
Eldorado dos Carajás,1502954,PA,2967,2606.5,70.8,360.5,0,0,0,0
Jaru,1100114,RO,2976,2601.7,14.5,329.4,0,0.1,44.8,0
Ji-Paraná,1100122,RO,6955,2588.2,12.9,4264.6,0,2.2,65.6,34.4
Chupinguaia,1100924,RO,5163,2586.3,87.6,2246.9,0,0,329.4,0.4
Nova Bandeirantes,5106158,MT,9561,2565.9,294.1,6775.7,0,1.1,91.1,127.2
Uruará,1508159,PA,10794,2531,115.4,7614.6,644.4,3.8,0,0.2
Machadinho d'Oeste,1100130,RO,8589,2517.7,243.3,5633.6,0,0,380.3,57.4
São Geraldo do Araguaia,1507458,PA,3283,2509,22.9,428.2,0,0,313.9,31.9
Ipixuna do Pará,1503457,PA,5245,2508.4,83.8,2688.2,12.6,1,6.8,28
Capitão Poço,1502301,PA,2924,2488.2,21.1,0,1.5,435.3,0,0
Breu Branco,1501782,PA,3950,2487.4,47.2,1184.6,17.4,0.2,0.9,259.5
Colíder,5103205,MT,3038,2484.4,15,547.5,0,0,2.4,3.7
Nova Monte Verde,5108956,MT,6512,2469.6,107.7,3884.2,0,0,150.3,7.9
Cacoal,1100049,RO,3820,2466.9,39.2,1320.8,0,0,26.4,5.9
Nova Mamoré,1100338,RO,10244,2460.3,313.5,6380.9,0,3.4,1356.6,42.8
Itinga do Maranhão,2105427,MA,3612,2428.4,73.2,1183.1,0.4,0,0,0.1
Castanheira,5102850,MT,3963,2407.9,89.8,1522.1,0,1,3.3,28.7
Santa Terezinha,5107776,MT,6463,2400.8,133.4,2767.4,0,0.2,1245.9,48.7
Tabaporã,5107941,MT,8233,2337.8,201.6,3648.4,0,0.7,2239.6,6.5
Novo Mundo,5106265,MT,5801,2315.1,133.3,2931.4,0,0.3,536,18.2
Brasil Novo,1501725,PA,6370,2276.4,147.5,3932.7,154.7,0,0.1,6.1
Pimenta Bueno,1100189,RO,6284,2247.4,106,2980.6,0,0,1050.5,5.5
Tucumã,1508084,PA,2513,2234.4,20,270.4,0,0.5,0,7.7
Guarantã do Norte,5104104,MT,4717,2210.6,54,1781.6,0,0,724.6,0.2
Alta Floresta d'Oeste,1100015,RO,7138,2166.6,81.6,3235.4,0,6.1,1706.4,23.5
Tangará da Serra,5107958,MT,11596,2143.5,0.3,661.4,0,0,8790.1,1
Acará,1500206,PA,4363,2141.4,53.9,0,0.2,2186.9,27.1,9.2
Centro Novo do Maranhão,2103174,MA,8366,2139.8,111,6222.1,1.3,0,0,2.8
Corumbiara,1100072,RO,3082,2134.1,39.4,850.5,0,0,97.4,0
Cáceres,5102504,MT,24446,2106.7,66,1720.3,0,1331.4,18192,1095.6
Amarante do Maranhão,2100600,MA,7737,2082.6,105.1,3942.2,21.1,6.3,1684.8,0
Paranaíta,5106299,MT,4833,2055.4,151.7,2688.1,0,1.6,31.6,56.3
Espigão d'Oeste,1100098,RO,4549,2050.6,68.1,2202,0,0,295.9,0.5
Bom Jesus das Selvas,2102036,MA,2700,2041.4,50.8,658.6,0,0,0,0
Curionópolis,1502772,PA,2375,2037.9,4.1,330.7,0,1.7,4.7,0
São Miguel do Guaporé,1100320,RO,8102,2033.4,72.6,4268.8,0,0.1,1799.7,0
Sinop,5107909,MT,3193,2012.2,30.7,1136.8,0,0,29.2,14.8
Bannach,1501253,PA,2963,1975.6,110.2,925.2,0.1,0,62.1,0
Paranatinga,5106307,MT,24185,1961.2,156,5550.4,0,5.5,16659.9,8
Buritis,1100452,RO,3315,1952.9,174.3,1357.2,0,0,4.8,0.1
Zé Doca,2114007,MA,2435,1937.1,33.1,477.8,19.8,0.3,0,0
Tailândia,1507953,PA,4451,1929.7,129.3,2519.1,2.2,0,0,0
Terra Nova do Norte,5108055,MT,2303,1898.5,28.5,401,0,0,3.5,0
Turiaçu,2112407,MA,2601,1888.6,1.4,542.9,54.1,1.3,48.2,65.9
Vera,5108501,MT,2951,1888.1,50.9,1043.7,0,1.4,17.7,0.1
Apiacás,5100805,MT,20402,1868,148,17226.8,0,3.9,1053.7,249.6
Canarana,5102702,MT,10839,1861.2,49.1,2185.8,0,1.7,6784.1,6.2
Alto Alegre do Pindaré,2100477,MA,1951,1858.6,2.6,39.2,0.1,0.4,52.7,0
Poxoréo,5107008,MT,6923,1850.9,6,102.5,0,0,4969.6,0
São Francisco do Guaporé,1101492,RO,4805,1832,75.8,2118.2,0,0,854.8,0
Floresta do Araguaia,1503044,PA,3454,1818.2,129.8,414.7,0,0.2,1172.9,48
Rondolândia,5107578,MT,12742,1815.5,76,10847.8,0,1.2,52.3,25.2
Costa Marques,1100080,RO,12890,1814,120.6,7604,0,50.2,3378.8,43
Buriticupu,2102325,MA,2567,1795.1,21.7,770,0.3,0.6,0,1
Araguatins,1702208,TO,2640,1775.5,16.2,258,0,0.7,540.4,65.4
Boca do Acre,1300706,AM,23013,1759.7,56.2,21062,0,1.9,58.1,131.3
Ouro Preto do Oeste,1100155,RO,1991,1734.4,3.3,238.4,0,0.3,15.9,2
Nova Lacerda,5106182,MT,4756,1727.1,72.8,1533,0,0,1495.9,0
Canaã dos Carajás,1502152,PA,3157,1718.6,14,1333.2,0,0,105.1,0.1
Bragança,1501709,PA,2108,1708.4,5.7,295.2,11.5,0.3,37.4,55.2
Theobroma,1101609,RO,2219,1706.4,22.8,512.1,0,0,0,0.5
Carlinda,5102793,MT,2414,1701.3,16,679.9,0,0,0,32.8
Matupá,5105606,MT,5153,1693.2,69.3,3241.3,0,0,218.5,0
Campo Novo de Rondônia,1100700,RO,3491,1691.8,147.9,1523.2,0,0,276,0
Bom Jesus do Tocantins,1501576,PA,2824,1690,29.5,1019.9,0,0.8,71.7,41.6
São José do Rio Claro,5107305,MT,5060,1687.4,115.1,1966,0,0,1403.9,2.7
Feliz Natal,5103700,MT,11448,1674,162,9043,0,4.1,704.6,22.3
Vitória do Xingu,1508357,PA,2969,1673.6,48.3,1132.6,9.6,0,0.1,153.1
Pedro do Rosário,2108256,MA,1770,1661.7,0,18,20.3,0,70,0
Medicilândia,1504455,PA,8271,1660.7,40,6249.9,358.4,1.1,0,0.9
Arame,2100956,MA,3075,1658.2,2.8,1034.6,42.6,1.5,338,0.1
Lago da Pedra,2105708,MA,1655,1655,0,0,0,0,0,0
Itacoatiara,1301902,AM,8926,1640.6,9.3,4790.4,1,0.5,829.4,1664.1
Óbidos,1505106,PA,28043,1628.9,30.4,20391.8,70.2,2.7,4593.4,1356
Bandeirantes do Tocantins,1703057,TO,1678,1625.5,2.1,52.2,0,0,0.3,0
Vilhena,1100304,RO,11583,1619.5,59.1,8270.5,0,3.9,1687.6,1.5
Anapu,1500859,PA,11909,1618.8,134.8,10106.7,5.4,0,6.8,171.3
Presidente Médici,1100254,RO,1774,1595.2,6.2,151.3,0,0,17.6,9.9
Candeias do Jamari,1100809,RO,6933,1591.1,203.5,4960.1,0,0.2,0,381.6
Almeirim,1500503,PA,72969,1578.8,37.2,65506.2,2075.9,58.6,2712.7,1036.8
Ribeirão Cascalheira,5107180,MT,11364,1566.3,70.9,1844.4,0,0.2,7937.3,15.8
CanaBrava do Norte,5102694,MT,3450,1554.2,72.5,693.2,0,0,1202.4,0.2
Rurópolis,1506195,PA,7025,1549.1,15.9,5154.9,271.1,0,0,49.9
Itaúba,5104559,MT,4543,1539.6,63.3,2549.2,0,0,421,33.2
Alto Paraíso,1100403,RO,2681,1539.2,113.5,1123.9,0,0.1,0.7,17.1
Cláudia,5103056,MT,3819,1490.3,48,2320.2,0,0,0,8.5
Cotriguaçu,5103379,MT,9149,1488.9,280.7,7505.7,0,0.1,20.9,133.4
Baião,1501204,PA,3766,1484.4,13.8,1496,73.8,0,475.3,236.5
Arapoema,1702307,TO,1558,1461.6,1,73.5,0,0,0,22.9
Aurora do Pará,1500958,PA,1824,1454.4,19.9,0,8.4,356.1,0,5.5
Plácido de Castro,1200385,AC,2099,1453.4,74.2,642.3,0,3.3,0,0
Nova Santa Helena,5106190,MT,2625,1444.6,30.2,1178.1,0,0.1,2.2,0
Placas,1505650,PA,7174,1431.2,31.8,5595,147.6,0,0.1,0.1
Sena Madureira,1200500,AC,26182,1427.2,87,24736.1,0,15.8,2.9,0
Jacundá,1503804,PA,2014,1421.9,26.3,312.7,14.1,0,0,265.3
Cacaulândia,1100601,RO,1986,1417.5,51.5,527.4,0,0,41.1,0
Santa Carmem,5107248,MT,3921,1388.9,107.2,2532.1,0,0,0,0
Santa Helena,2109809,MA,2336,1383.8,0.1,139.2,74.4,0,632.1,106.5
Apuí,1300144,AM,54481,1373.8,145.9,52042.5,216.9,15.2,624.1,208.5
Garrafão do Norte,1503077,PA,1616,1368.8,17.5,245.7,0.7,0.8,0,0
Guajará-Mirim,1100106,RO,25257,1367.4,45.9,19852.1,0,72,3798.4,167.1
Brasiléia,1200104,AC,4484,1366.7,53.8,3106,0,11,0,0.3
Nova Esperança do Piriá,1504950,PA,2830,1366.2,31.3,1460.5,2.8,0.5,0,0
Oriximiná,1505304,PA,107778,1351.2,22.9,99476.2,1461.2,83.5,3638.4,1767.5
Alvorada d'Oeste,1100346,RO,3060,1349.6,30.2,889,0,0,821.4,0
Itaipava do Grajaú,2105351,MA,1558,1317.5,0.5,230.6,8.6,1.3,0,0
Rolim de Moura,1100288,RO,1471,1312.2,14.6,158.8,0,0,0,0
Manicoré,1302702,AM,48687,1311.4,103.5,42385.5,0.4,17.4,4145.8,826.5
Governador Jorge Teixeira,1101005,RO,5128,1308.6,48.1,3628.3,0,0,191.1,0
Porto Acre,1200807,AC,3071,1304.3,50.9,1763.9,0,2.8,0,0
Santa Cruz do Xingu,5107743,MT,5625,1298.5,85.4,2640.1,0,0,1622.9,63.5
Mucajaí,1400308,RR,12878,1291.5,17.8,11331,20.5,1.3,196.3,37.4
Parauapebas,1505536,PA,7019,1289.7,20.7,5593.2,49.9,0,84.9,1.3
Monte Negro,1101401,RO,1956,1288.7,69.5,622.9,0,0,44.4,0
Xambioá,1722107,TO,1641,1288.5,15.2,312.8,0,0.1,11,28.6
São Domingos do Capim,1507201,PA,1687,1264.2,11.4,0,0,425.7,0,0
Barra do Garças,5101803,MT,9147,1262.1,4.9,239.4,0,4.5,7626.4,14.6
Senador Guiomard,1200450,AC,1887,1255.7,48,631.3,0,0,0,0
Santa Fé do Araguaia,1718865,TO,1682,1249.5,22.2,376.4,0,0,0,56.1
Cidelândia,2103257,MA,1473,1248.1,17.5,183.8,12,0.7,21,7.4
Cantá,1400175,RR,7714,1245.6,18.7,5486.4,69.3,1.3,827.6,83.8
Alenquer,1500404,PA,22275,1240.7,17.3,17944.5,20.5,4.5,2474.1,590.7
São Domingos do Araguaia,1507151,PA,1396,1239.2,20.4,156.8,0,0,0,0
Maués,1302900,AM,40079,1228.3,9.8,36682.7,0,2.2,873.7,1292.1
Bujari,1200138,AC,3572,1226.2,36.5,2345.3,0,0.5,0,0
Araputanga,5101258,MT,1608,1223.2,0,349.5,0,0.7,34.6,0
Manaus,1302603,AM,11474,1221.6,1.4,8700.9,0.1,0.2,2.6,1548.6
Alto Alegre dos Parecis,1100379,RO,3993,1220.9,52.7,1836.3,0,4,917.8,14
Santa Luzia do Pará,1506559,PA,1361,1219.6,10.2,113.4,1.4,26.6,0,0
Pimenteiras do Oeste,1101468,RO,6067,1213.5,31.6,2367,0,33.9,2428.1,24.5
Bacabal,2101202,MA,1707,1199.2,0,0,0,145.4,360.9,2.5
Cujubim,1100940,RO,3901,1192,138.5,2706.5,0,0.2,0.1,2.2
Ourilândia do Norte,1505437,PA,13840,1187.3,40.3,9482.7,0.3,0.4,3165.9,3.4
Cachoeira do Piriá,1501956,PA,2439,1185.7,84.4,1239.9,5.5,0.5,0,7.4
Colorado do Oeste,1100064,RO,1459,1182.8,17.1,223,0,0,53.2,0
São José dos Quatro Marcos,5107107,MT,1284,1176,2.8,70.2,0,0,37.8,0
Jacareacanga,1503754,PA,53409,1174.6,80.1,46283,13.4,8.8,5211,718.2
Governador Newton Bello,2104651,MA,1177,1168.6,0.4,8.3,0,0.1,0,0
São Gabriel da Cachoeira,1303809,AM,112501,1166.5,4,106861.8,2127.8,370.6,489.5,1484.8
Nova Brasilândia,5106208,MT,3269,1159.2,3.2,199.2,0,0,1883,27.6
Nova Olinda do Maranhão,2107357,MA,2487,1152.8,5.5,1323.7,10,0.5,0,0
Sapucaia,1507755,PA,1302,1151.9,6.2,150.1,0,0,0,0
Ananás,1701002,TO,1596,1150.8,2.9,199.7,0,1.8,203.6,40.1
Portel,1505809,PA,25425,1149.9,50.7,22449.8,597.2,0.4,385.9,841.8
Irituia,1503507,PA,1387,1149.6,1.1,0,0,243.2,0,0
Denise,5103452,MT,1304,1136.8,4.3,162.1,0,0,5.1,0
Tuntum,2112308,MA,3619,1136,36.6,505.8,0,0.2,1935.1,41.9
Juruena,5105176,MT,3200,1135.7,136,1874.7,0,0,160.9,28.7
Turilândia,2112456,MA,1529,1133.9,0.1,164.6,31.6,0.1,136.8,62
Autazes,1300300,AM,7634,1129,29.2,5027.5,0.1,0.1,464.2,1013.1
Tarauacá,1200609,AC,16278,1125.5,24.2,15144.9,0,1.9,0,5.7
Salto do Céu,5107750,MT,1316,1123.9,3.6,159.9,0,0,32.2,0
Vale do Anari,1101757,RO,3166,1122.6,52.1,2013,0,0,11.4,19
Xapuri,1200708,AC,5416,1122,38.9,4293.1,0,0.8,0.1,0
Nova Ipixuna,1504976,PA,1605,1113.3,24.7,268,4.4,0,123.4,95.9
Juruti,1503903,PA,8307,1108.7,9.3,5382.1,76.4,0,633.9,1105.9
Serrano do Maranhão,2111789,MA,1222,1101.7,0,78.5,25.9,0.2,2.3,13.4
Imperatriz,2105302,MA,1376,1099.8,5,99,0,0,155.3,21.9
Alto Boa Vista,5100359,MT,2242,1094.7,38,569.6,0.1,0,577.6,0
Vitorino Freire,2113009,MA,1130,1087.6,0,0,0,0,44.8,0
Cametá,1502103,PA,3090,1087.3,0.7,771.6,122.1,0.1,658.2,450.7
Careiro,1301100,AM,6126,1074.2,4.4,4644.3,0,6.5,80.8,320.2
Parecis,1101450,RO,2567,1066.5,81.1,1018.1,0,0,482.1,0.3
Feijó,1200302,AC,25248,1053.7,18.8,24129.3,1.1,57,0.4,6.5
Pau d'Arco,1716307,TO,1304,1048.6,11.9,138.7,0,0,83.8,32.9
Seringueiras,1101500,RO,2280,1045.7,41.2,1067.3,0,0,167,0
João Lisboa,2105500,MA,1134,1036.3,8.5,96.9,0,0.8,0,0
Rio Crespo,1100262,RO,1744,1023.8,35.8,697,0,0,23.2,0
Santo Antônio do Leverger,5107800,MT,12270,1023.5,26.7,1124.6,0,0.4,10099.9,21.6
Aveiro,1501006,PA,17094,1010.1,20.4,15108.3,237.1,1.4,18.2,718.9
Guaraí,1709302,TO,2279,1009.8,2.1,183.4,0,0.1,1081.1,4.6
Governador Nunes Freire,2104677,MA,1047,1006.9,2.3,39.8,0,0.3,0,0
Nova Olímpia,5106232,MT,1570,1003.6,4.1,249.9,0,0,316.5,0
Jauru,5105002,MT,1221,998.4,1.2,108.5,0,0.3,113.8,0
Rorainópolis,1400472,RR,33850,993.2,18.3,24555.7,74.4,6,7643.4,577.3
Brejo Grande do Araguaia,1501758,PA,1191,988.8,14.6,146.1,0,0,29.1,27
Aragominas,1701309,TO,1179,980.1,78.9,172,0,0,17.9,9
Coroatá,2103604,MA,2298,965.6,0,0.5,0,1331.9,0,0
Santa Luzia d'Oeste,1100296,RO,1207,962.4,18.7,244.6,0,0,0,0
Cabixi,1100031,RO,1322,957.9,17.2,347.7,0,0.6,11.3,4.5
Grajaú,2104800,MA,7480,957.5,32.6,1770.1,0.3,0,4752.1,0
Vila Nova dos Martírios,2112852,MA,1197,952,6.3,100,0,1.4,131.3,12.3
Muricilândia,1713957,TO,1194,947.1,5,221.2,0,0,0,25.7
Paulo Ramos,2108108,MA,937,937.8,0,0,0,0,0,0
Parintins,1303403,AM,5961,936.2,5,1606.9,3.6,0,1132.3,2282
Santo Afonso,5107263,MT,1172,929.1,24.4,238.2,0,0,4.7,0
Lambari d'Oeste,5105234,MT,1338,923.8,7.7,240.1,0,0.7,172.9,0.5
Mirassol d'Oeste,5105622,MT,1077,921.8,9.3,121,0,0.1,34.1,0
Nova Marilândia,5108857,MT,1943,919.9,25.8,453.5,0,0.2,569.4,0
Juscimeira,5105200,MT,2206,918.2,4.3,42.7,0,0,1244,1.1
Nova Guarita,5108808,MT,1089,917.8,12.5,170.6,0,0,0,0.6
Monção,2106904,MA,1359,912.7,3.4,92.5,40.1,0.1,189.5,124.1
Nortelândia,5106000,MT,1353,909.5,3,292.9,0,0,150.6,0
Pau d'Arco,1505551,PA,1675,908.6,16.1,352.2,0,0.1,414.1,0
Alcântara,2100204,MA,1502,905.1,0,150.7,30,0,71.8,344.4
União do Sul,5108303,MT,4583,900.5,115.5,3656.6,0,2.1,23.8,0
Cândido Mendes,2102606,MA,1748,896.5,3.5,605.8,45.1,0.7,82.7,117.2
Bernardo Sayão,1703206,TO,930,892.3,2.5,24.6,0,0,0,13.1
Castanhal,1502400,PA,1035,877.7,4,0,0,158.9,0,0
Nova Brasilândia d'Oeste,1100148,RO,1166,875.9,16.3,225.4,0,0,64.7,0
Itaporã do Tocantins,1711100,TO,924,875.6,0.7,47.9,0,0.5,0,0
Caracaraí,1400209,RR,47820,873.6,6.8,30875,994,11.2,14491.9,574.3
Trairão,1508050,PA,11996,867.4,50.7,10974.6,52.4,0.2,1.1,100.3
Vale do Paraíso,1101807,RO,973,864.7,3.9,104.3,0,0,3.4,0.6
Santa Luzia do Paruá,2110039,MA,914,864.6,0,12.3,6.6,0.3,30.2,0
Pinheiro,2108603,MA,1483,859.3,0.4,46.4,56.4,0,415.5,105.4
Centro do Guilherme,2103158,MA,1084,852.2,17.7,231.8,0,0,0,0
São João do Araguaia,1507508,PA,1291,847.5,34.6,261.2,0,0,73.3,109
Pequizeiro,1716653,TO,1212,840.6,4.7,69.2,0,0,302.2,0
São Miguel do Guamá,1507607,PA,1117,838.9,5.4,0.6,0,277.5,0,0
Epitaciolândia,1200252,AC,1710,837.2,19.4,864.6,0,8.1,0,0.1
Porto Alegre do Norte,5106778,MT,3982,834.4,31.9,696.5,0,0,2451.1,0
Acrelândia,1200013,AC,1610,830.8,66.8,777,0,2.2,0,0
Rondonópolis,5107602,MT,4166,822.9,4.8,274.3,0,0.1,3063,5.7
Nova Olinda,1714880,TO,1780,822.5,0.2,18,0,0.6,938.9,0
Araguaiana,5101001,MT,6421,818.8,5.1,537.1,0,18.4,5031.1,15.6
Capixaba,1200179,AC,1765,807.2,20.1,951.4,0,6.4,0,0
Dom Aquino,5103601,MT,2207,800.9,1.8,46.8,0,0,1359.3,0
Prainha,1506005,PA,12600,799.1,18.5,6469.8,898.9,9.7,2872.5,1550
Itapuã do Oeste,1101104,RO,4131,789.7,52.2,3132.4,0,0.3,2.5,206.1
Palestina do Pará,1505494,PA,986,787.1,23.2,168.9,0,0,0.4,29.6
Cerejeiras,1100056,RO,2804,786.7,17,775.4,0,0,1241.9,0
Nova Xavantina,5106257,MT,5527,781.1,12.6,273.7,0,0,4445.4,26.8
São Domingos do Maranhão,2110708,MA,1321,780.3,55.5,423,0,0,117.7,0
Belterra,1501451,PA,4404,772,3.3,2754.6,274.2,0,0,603.2
Guajará,1301654,AM,9389,765.2,10,8342.9,0,0,273.9,7
Piraquê,1717206,TO,926,760.1,6.6,92.5,0,0.2,73.2,0
Porto de Moz,1505908,PA,17429,759.9,132.6,11441.5,641.3,2.7,3132.2,1451.4
Caroebe,1400233,RR,12122,754.4,21,11115.8,147.3,8,12.8,83.7
Maranhãozinho,2106375,MA,964,752.1,1.6,211.9,0,0,0,0
Coari,1301209,AM,58834,751.3,2,54493.2,3.8,1.4,821.5,2762.8
Colméia,1716703,TO,995,750.8,2.1,23.9,0,0.5,219.8,0
Pio XII,2108702,MA,827,749,0,0,0,0,47.1,32.3
Manacapuru,1302504,AM,7381,748.9,2.9,4401.8,5.2,0.1,804.5,1420.5
Araguanã,2100873,MA,810,746.3,0,29.7,34,0,0,0
Barreirinha,1300508,AM,5759,742.8,5.7,3650,0,0,408.8,957.4
Araguanã,1702158,TO,837,738.6,5.7,71.6,0,0,12.5,14.3
Novo Horizonte do Oeste,1100502,RO,852,736.9,11.2,110.4,0,0,4.7,0
Figueirópolis d'Oeste,5103809,MT,893,733.6,1.7,49,0,0,110.4,0
Canutama,1300904,AM,30283,731.1,63.9,28257.2,5.4,5.5,988.3,295.5
Novo Horizonte do Norte,5106273,MT,940,728.6,13.7,203.8,0,0,0,7.6
Augusto Corrêa,1500909,PA,1101,723.7,0.4,270.8,25.6,0.2,4.6,76.1
Novo Aripuanã,1303304,AM,41459,718.4,64.4,38348.2,0,27.9,1623.2,741.3
Presidente Dutra,2109106,MA,805,711.2,17.5,93.8,0,0,0,0
Castanheiras,1100908,RO,901,711.2,9,187,0,0,0.6,2.2
Ministro Andreazza,1101203,RO,805,703.8,5.3,101.2,0,0,0,0
Lagoa Grande do Maranhão,2105963,MA,742,703.6,0.2,35.2,3.2,0,0,0
São Francisco do Brejão,2110856,MA,751,702.4,2.6,48.6,0,0,0,0
Vale de São Domingos,5108352,MT,2007,692.3,2.7,504.2,0,0.2,810.3,0
Marajá do Sena,2106359,MA,833,692.2,0,133.5,7.3,0,0,0
Jaciara,5104807,MT,1657,686.2,3,13.1,0,0,957.7,0
Nova União,1101435,RO,815,685,3,126.1,0,0.1,3.8,0
Mirinzal,2106805,MA,697,682.5,0,12.7,1.5,0,0,0.3
Urupá,1101708,RO,840,679.4,8.3,61.8,0,0,98.8,0
Altamira do Maranhão,2100402,MA,677,677.5,0,0,0,0,0,0
Igarapé-Açu,1503200,PA,789,676,8.6,0,0,113.5,0,0
Oeiras do Pará,1505205,PA,3863,675,2,2324.7,190.2,0.3,379,293.8
Alto Alegre,1400050,RR,25870,674,2.8,21718.4,657,113.1,2610.4,97.1
