Municipio	CodIbge	AreaKm2	Desmatado	Floresta
Poxoréo	5107008	6923	1853	100.4
Floresta do Araguaia	1503044	3454	1847.9	385
Rondolândia	5107578	12742	1837.5	10825.6
Anapu	1500859	11909	1836.7	9044.6
Buriticupu	2102325	2567	1825	735.9
Medicilândia	1504455	8271	1812.4	5902.2
Campo Novo de Rondônia	1100700	3491	1805.8	1406.8
Matupá	5105606	5153	1796	3138.5
Araguatins	1702208	2640	1781.3	251.7
Nova Lacerda	5106182	4756	1745.7	1514.4
Feliz Natal	5103700	11448	1745.7	8971.2
Ouro Preto do Oeste	1100155	1991	1739	233.8
São José do Rio Claro	5107305	5060	1733.8	1919.6
Theobroma	1101609	2219	1728.8	489.7
Canaã dos Carajás	1502152	3157	1723.1	1323.3
Vitória do Xingu	1508357	2969	1721.1	757.9
Bragança	1501709	2108	1712.6	227.5
Bom Jesus do Tocantins	1501576	2824	1710.8	961.6
Carlinda	5102793	2414	1710.6	670.6
Arame	2100956	3075	1706.4	1029
Candeias do Jamari	1100809	6933	1704	4835.5
Óbidos	1505106	28043	1697.6	18837
Cotriguaçu	5103379	9149	1668.1	7326.5
Pedro do Rosário	2108256	1770	1667.3	28.3
Itacoatiara	1301902	8926	1665.3	3953.1
Vilhena	1100304	11583	1655.8	8234.3
Lago da Pedra	2105708	1655	1655	0
Rurópolis	1506195	7025	1649.7	5325.2
Alto Paraíso	1100403	2681	1633.3	1029.8
Bandeirantes do Tocantins	1703057	1678	1626.1	51.6
Almeirim	1500503	72969	1619.9	55425.7
Ribeirão Cascalheira	5107180	11364	1605.9	1804.8
Presidente Médici	1100254	1774	1598	148.5
Itaúba	5104559	4543	1594.5	2494.3
CanaBrava do Norte	5102694	3450	1584.2	663.2
Placas	1505650	7174	1560.5	5307
Apuí	1300144	54481	1547.9	51770.9
Baião	1501204	3766	1516.3	1093.8
Cláudia	5103056	3819	1504.3	2306.2
Aurora do Pará	1500958	1824	1497	0
Nova Santa Helena	5106190	2625	1477.9	1144.8
Sena Madureira	1200500	26182	1474.6	24685.2
Plácido de Castro	1200385	2099	1471.9	612.6
Arapoema	1702307	1558	1461.8	73.3
Cacaulândia	1100601	1986	1444.8	500.1
Jacundá	1503804	2014	1442.3	306.1
Manicoré	1302702	48687	1428.1	42249.7
Santa Carmem	5107248	3921	1423.3	2497.7
Nova Esperança do Piriá	1504950	2830	1403.9	1256.4
Santa Helena	2109809	2336	1398.7	107.3
Guajará-Mirim	1100106	25257	1394.3	19665.4
Garrafão do Norte	1503077	1616	1391.1	202.8
Oriximiná	1505304	107778	1389.5	77186.9
Mucajaí	1400308	12878	1388.9	6304.6
Brasiléia	1200104	4484	1378.9	3093.1
Alvorada d'Oeste	1100346	3060	1356.2	882.4
Porto Acre	1200807	3071	1343.9	1716.6
Monte Negro	1101401	1956	1338.7	572.9
Governador Jorge Teixeira	1101005	5128	1335.7	3539.7
Itaipava do Grajaú	2105351	1558	1335.2	221.5
Santa Cruz do Xingu	5107743	5625	1332.1	2606.5
São Domingos do Capim	1507201	1687	1318.7	0
Rolim de Moura	1100288	1471	1316.5	154.5
Cujubim	1100940	3901	1314.2	2584.3
Parauapebas	1505536	7019	1310.7	5523.4
Cantá	1400175	7714	1306.5	3370.3
Xambioá	1722107	1641	1301.6	299.7
Portel	1505809	25425	1280.4	18226.4
Alenquer	1500404	22275	1279.3	16038.7
Cidelândia	2103257	1473	1278.3	164.5
Senador Guiomard	1200450	1887	1274.9	560.7
Jacareacanga	1503754	53409	1270.8	45449.6
Barra do Garças	5101803	9147	1267.6	234.6
Santa Fé do Araguaia	1718865	1682	1259.3	366.6
Maués	1302900	40079	1259.3	28537.2
Alto Alegre dos Parecis	1100379	3993	1258.1	1799
Bujari	1200138	3572	1254.6	2316.9
São Domingos do Araguaia	1507151	1396	1252.4	143
Pimenteiras do Oeste	1101468	6067	1237.4	2341.7
Santa Luzia do Pará	1506559	1361	1229	86.9
Manaus	1302603	11474	1226	8685.8
Araputanga	5101258	1608	1224.7	348
Cachoeira do Piriá	1501956	2439	1223.3	1172.1
Juruena	5105176	3200	1219.7	1790.7
Ourilândia do Norte	1505437	13840	1214.3	9455.2
Irituia	1503507	1387	1201.6	0
Bacabal	2101202	1707	1199.2	0
Colorado do Oeste	1100064	1459	1185.4	220.4
São José dos Quatro Marcos	5107107	1284	1179.2	67
Vale do Anari	1101757	3166	1171.4	1964.2
Governador Newton Bello	2104651	1177	1168.6	8.3
São Gabriel da Cachoeira	1303809	112501	1167.8	77281.5
Autazes	1300300	7634	1163.2	3404.8
Nova Brasilândia	5106208	3269	1160.5	197.9
Sapucaia	1507755	1302	1158.3	143.7
Tarauacá	1200609	16278	1157	15113.1
Turilândia	2112456	1529	1156.9	91.5
Tuntum	2112308	3619	1155.4	486.4
Nova Olinda do Maranhão	2107357	2487	1154.1	1304.2
Ananás	1701002	1596	1151.2	199.3
Denise	5103452	1304	1138.4	160.5
Nova Ipixuna	1504976	1605	1132.8	246.1
Xapuri	1200708	5416	1131.4	4284.1
Salto do Céu	5107750	1316	1128.8	155
Juruti	1503903	8307	1121.3	5140.8
Alto Boa Vista	5100359	2242	1110.8	553.6
Imperatriz	2105302	1376	1107.7	91.1
Serrano do Maranhão	2111789	1222	1101.8	73.5
Parecis	1101450	2567	1100	981.9
Seringueiras	1101500	2280	1091.6	1011.9
Cametá	1502103	3090	1090.1	761.8
Vitorino Freire	2113009	1130	1087.6	0
Careiro	1301100	6126	1083.2	4295.8
Feijó	1200302	25248	1081.1	24101.7
Grajaú	2104800	7480	1060.6	1667.3
Aveiro	1501006	17094	1059	15071
Pau d'Arco	1716307	1304	1051.2	136.1
Rio Crespo	1100262	1744	1047.4	673.4
João Lisboa	2105500	1134	1043.2	90.1
Santo Antônio do Leverger	5107800	12270	1029.7	1118.5
Rorainópolis	1400472	33850	1021.3	24576.8
Guaraí	1709302	2279	1012.9	180.3
Governador Nunes Freire	2104677	1047	1011	35.7
Nova Olímpia	5106232	1570	1004.9	248.6
Jauru	5105002	1221	1003	103.9
Brejo Grande do Araguaia	1501758	1191	998.7	136.2
Aragominas	1701309	1179	986.7	165.4
União do Sul	5108303	4583	979.3	3577.8
Trairão	1508050	11996	972.9	10676
Santa Luzia d'Oeste	1100296	1207	968.5	236.3
Coroatá	2103604	2298	965.6	0.5
Cabixi	1100031	1322	963.9	341.6
Vila Nova dos Martírios	2112852	1197	957.6	94.4
Muricilândia	1713957	1194	949.9	218.4
Parintins	1303403	5961	943.6	1382.8
Nova Marilândia	5108857	1943	942.4	431
Monção	2106904	1359	940.8	101.7
Paulo Ramos	2108108	937	937.8	0
Santo Afonso	5107263	1172	935.3	232
Mirassol d'Oeste	5105622	1077	928	114.8
Lambari d'Oeste	5105234	1338	926.4	237.6
Nova Guarita	5108808	1089	920.1	168.3
Juscimeira	5105200	2206	918.9	42
Nortelândia	5106000	1353	916.3	286.1
Pau d'Arco	1505551	1675	914.6	346.2
Cândido Mendes	2102606	1748	914.1	566.7
Caracaraí	1400209	47820	911.2	22124.5
Alcântara	2100204	1502	905.8	178.1
Bernardo Sayão	1703206	930	892.3	24.6
Castanhal	1502400	1035	892.2	0
Centro do Guilherme	2103158	1084	886.3	197.6
Nova Brasilândia d'Oeste	1100148	1166	881.8	219.5
Itaporã do Tocantins	1711100	924	876.2	47.3
Prainha	1506005	12600	871.5	4782.8
São Miguel do Guamá	1507607	1117	870.9	1.1
Pinheiro	2108603	1483	867.9	85
Vale do Paraíso	1101807	973	866.9	102.1
Santa Luzia do Paruá	2110039	914	865.6	11.1
São João do Araguaia	1507508	1291	862.5	242.7
Acrelândia	1200013	1610	857	538.3
Porto Alegre do Norte	5106778	3982	850.4	680.5
Canutama	1300904	30283	846	28140.2
Epitaciolândia	1200252	1710	844.3	857.1
Pequizeiro	1716653	1212	840.8	69
Caroebe	1400233	12122	840.2	10876.9
Itapuã do Oeste	1101104	4131	837.4	3084.7
Porto de Moz	1505908	17429	834.3	6078.2
Araguaiana	5101001	6421	828.2	530.5
Rondonópolis	5107602	4166	823.8	273.5
Nova Olinda	1714880	1780	822.8	17.7
Capixaba	1200179	1765	821.2	937.5
São Domingos do Maranhão	2110708	1321	806.3	397
Dom Aquino	5103601	2207	801.4	46.3
Novo Aripuanã	1303304	41459	800	38239.8
Palestina do Pará	1505494	986	796.4	159.6
Cerejeiras	1100056	2804	794.9	767.2
Belterra	1501451	4404	789.1	2879.5
Nova Xavantina	5106257	5527	781.3	273.5
Guajará	1301654	9389	769.4	8000.8
Piraquê	1717206	926	762	90.6
Coari	1301209	58834	754.9	52026.9
Manacapuru	1302504	7381	754.8	4398.5
Maranhãozinho	2106375	964	752.7	211.2
Barreirinha	1300508	5759	751.7	3451.6
Colméia	1716703	995	751.6	23.2
Pio XII	2108702	827	749	0
Araguanã	2100873	810	746.3	26.7
Araguanã	1702158	837	741	69.2
Novo Horizonte do Oeste	1100502	852	738.2	109.1
Figueirópolis d'Oeste	5103809	893	735.5	47.1
Novo Horizonte do Norte	5106273	940	731.5	200.9
Augusto Corrêa	1500909	1101	730.3	287.4
Presidente Dutra	2109106	805	715.4	89.6
Castanheiras	1100908	901	713.1	185.1
São Francisco do Brejão	2110856	751	709.1	41.9
Ministro Andreazza	1101203	805	707	98
Lagoa Grande do Maranhão	2105963	742	705.9	36.1
Alto Alegre	1400050	25870	696.3	9540.3
Marajá do Sena	2106359	833	695.4	137.6
Vale de São Domingos	5108352	2007	694.9	501.6
Tucuruí	1508100	2094	688.4	548.3
Nova União	1101435	815	688	123.1
Jaciara	5104807	1657	686.2	13.1
Mirinzal	2106805	697	682.5	8.8
Oeiras do Pará	1505205	3863	682.2	1557.2
Urupá	1101708	840	681.7	59.5
Abaetetuba	1500107	1617	681.4	258
Igarapé-Açu	1503200	789	680.8	0
Altamira do Maranhão	2100402	677	677.5	0
Presidente Figueiredo	1303536	25567	675.8	21184.3
Cruzeiro do Sul	1200203	8352	670	6917.7
Senador La Rocque	2111763	751	664.4	86.6
Colinas do Tocantins	1705508	848	662.4	4.3
Santa Rita do Trivelato	5107768	3347	660.1	687.5
Carutapera	2102903	1267	651.6	395.4
Jenipapo dos Vieiras	2105476	1522	645.7	704.4
Bujaru	1501907	1010	645.1	0
São Luís Gonzaga do Maranhão	2111409	981	643	1
Humaitá	1301704	33431	641.4	28883.8
Buritirana	2102358	825	639.1	171.6
Senador José Porfírio	1507805	14388	634.6	13157.1
Envira	1301506	13904	634.4	13178
Conceição do Lago-Açu	2103554	836	625.3	0
Mirante da Serra	1101302	1206	622.4	367.7
Tefé	1304203	24187	610.4	21180.6
Concórdia do Pará	1502756	694	603.1	0
Poção de Pedras	2108900	663	588.9	0
Iracema	1400282	14271	584	8171.8
Diamantino	5103502	7640	579.4	1635.3
Conquista D'oeste	5103361	2708	579.4	810.6
Cururupu	2103703	940	570.6	284.2
Indiavaí	5104500	601	562.2	38.7
Olho d'Água das Cunhãs	2107407	562	562	0
Abel Figueiredo	1500131	617	560.8	56
Porto Franco	2109007	1427	556.1	94.5
Planalto da Serra	5106455	2451	553.5	41.3
Rio Preto da Eva	1303569	5839	552.6	5210.8
Presidente Sarney	2109270	732	551.7	49.3
Maracaçumé	2106326	635	539.6	95.4
Bonito	1501600	590	530.4	0
Junco do Maranhão	2105658	543	530.2	12.3
Santa Isabel do Pará	1506500	719	530.1	0
Breves	1501808	9570	529.8	6762.2
São Luiz	1400605	1537	526.7	1007.7
Satubinha	2111722	613	523.5	0.6
Lucas do Rio Verde	5105259	3663	512.8	652.4
Capanema	1502202	618	508.5	0
Borba	1300805	44453	502.8	38487.7
Riachinho	1718550	615	501.1	79.1
Bacuri	2101301	794	499.7	166.5
Viana	2112803	1174	493.9	100.5
Mocajuba	1504604	874	490.3	128
Manaquiri	1302553	4003	488.6	3119.9
Brejo de Areia	2102150	487	487.5	0
Joselândia	2105609	692	486.4	48.5
Ourém	1505403	566	486	0.6
São Felipe d'Oeste	1101484	546	484.3	57.4
Gonçalves Dias	2104404	888	484.3	276.7
Penalva	2108306	794	482.8	32.8
São João da Baliza	1400506	4305	481.4	3812.4
Ribamar Fiquene	2109551	907	477.5	73.3
Careiro da Várzea	1301159	2641	475.5	789.1
Bequimão	2101905	779	468.9	73.4
Iranduba	1301852	2228	461.4	1329.8
Tracuateua	1508035	856	461.3	70.8
Nhamundá	1303007	14135	457.9	11699.8
São Mateus do Maranhão	2111508	792	456.4	0
Bom Lugar	2102077	452	452.1	0
Igarapé-Miri	1503309	2003	451.1	970.9
Mãe do Rio	1504059	471	449.2	0
Esperantinópolis	2104008	486	448.9	1
São Pedro da Água Branca	2111532	726	448	42.1
Teixeirópolis	1101559	467	443.2	23.7
Rodrigues Alves	1200427	3491	443.1	1502.3
Palmeirândia	2107605	534	441.1	12.2
Presidente Médici	2109239	441	439.5	1.2
Silves	1304005	3758	422.4	2168.5
Alto Paraguai	5100508	2054	422.1	120
Primavera de Rondônia	1101476	610	421.9	95.3
Rio Branco	5107206	501	417.9	10.1
São Francisco do Pará	1507409	480	415.5	0
Santa Maria do Pará	1506609	460	413.7	0
Anajatuba	2100709	1132	410.7	56.9
Santa Inês	2109908	411	407.8	0
Nova Olinda do Norte	1303106	5624	404.6	2768.7
Campestre do Maranhão	2102556	618	404.5	49.2
Codó	2103307	4434	404.4	1620.1
Matões do Norte	2106631	793	401.8	0
Fortaleza do Tabocão	1708254	622	401.1	0.2
Augustinópolis	1702554	417	399.8	16.5
Arari	2101004	1116	397.2	56.3
São João do Carú	2111029	622	395.3	211.8
Marapanim	1504406	796	392.7	0
Chapada dos Guimarães	5103007	6204	381.5	138.7
Macapá	1600303	6420	381.4	1625.6
Igarapé Grande	2105203	380	379.9	0.1
Porto Estrela	5106851	2066	379.9	223.4
Lago Verde	2105906	466	376.4	0
Nova Timboteua	1505007	492	371.6	0
Guimarães	2104909	609	367.5	91.8
Arenápolis	5101308	413	367.1	45.9
Eirunepé	1301407	16471	366	15742.6
Porto Esperidião	5106828	5834	362.6	227.2
São Bento	2110500	462	360.1	1.8
Itaguatins	1710706	745	355.5	63.2
Barão de Melgaço	5101605	11180	355	2219.7
Peixe-Boi	1505601	454	354.1	0
São Luís	2111300	840	350.9	190.7
São Bento do Tocantins	1720101	1113	347.3	65.8
Bonfim	1400159	8141	346.8	1396
Amapá do Maranhão	2100550	446	345	100.9
Mâncio Lima	1200336	4947	339.8	3253.3
Presidente Kennedy	1718402	774	339.1	102.5
São Miguel do Tocantins	1720200	400	332.4	50.3
Nobres	5105903	3857	331.2	251.8
Porto Grande	1600535	4405	330.4	2768.8
Urucará	1304302	28014	327.5	25350.7
Terra Santa	1507979	1900	327.2	752.6
Inhangapi	1503408	475	325.3	0.1
Godofredo Viana	2104305	648	325.1	261.8
Santo Antônio do Tauá	1507003	540	320.7	0
Maracanã	1504307	786	320.1	0
Barcarena	1501303	1315	318.5	0
Miranorte	1713304	1037	318.2	10.7
Boa Vista do Gurupi	2101970	405	313.8	86.2
Lago do Junco	2105807	312	312.9	0
Curvelândia	5103437	749	312.8	111
Wanderlândia	1722081	1382	310.6	147.4
Luís Domingues	2106201	468	309	133
Carmolândia	1703883	340	306.7	33.2
São Pedro da Cipa	5107404	344	306.3	6.8
Curuá	1502855	1430	306.1	378.1
Tocantinópolis	1721208	1084	300.7	134.8
Alvarães	1300029	6029	299.2	4776.7
São Vicente Ferrer	2111706	394	297.6	0
Tapauá	1304104	90959	295.9	84523.7
Sítio Novo do Tocantins	1720804	325	293.1	31.9
Glória d'Oeste	5103957	848	291.6	46.7
Itapecuru Mirim	2105401	1182	289.2	583.4
Matinha	2106508	414	289.1	2.4
Carauari	1301001	26472	287.3	24014.7
Davinópolis	2103752	340	282.9	57.1
Governador Edison Lobão	2104552	618	282.3	21.5
São Raimundo do Doca Bezerra	2111631	284	280.3	3.4
Nazaré	1714302	398	280.1	34.9
Santo Antônio dos Lopes	2110302	781	278.5	1.6
Tartarugalzinho	1600709	6716	278.1	2102.7
Serra Nova Dourada	5107883	1481	272.3	255.2
Governador Eugênio Barros	2104602	829	271.7	282.9
Reserva do Cabaçal	5107156	371	271.3	99.7
São José dos Basílios	2111250	365	266.4	4.5
Curuçá	1502905	674	263.8	0
Caseara	1703909	1698	261.9	325.1
Campo Novo do Parecis	5102637	9467	261.8	1574.5
Amajari	1400027	28788	259.6	7567.7
Central do Maranhão	2103125	370	257.3	9.6
Codajás	1301308	18940	257.2	16039.4
Tufilândia	2112274	280	255.9	0
Pirapemas	2108801	696	253.9	0
Santa Rita	2110203	800	253.7	336.8
Lajeado Novo	2105989	1055	253.5	20
São João do Paraíso	2111052	2069	251.2	21.3
Belém	1501402	1071	245.6	0
Peri Mirim	2108405	409	244.1	37.2
Fortuna	2104206	705	239	200.7
Vitória do Mearim	2112902	736	233.9	27.2
Uarini	1304260	10449	232.2	9367.4
Caapiranga	1300839	9551	231.3	8566.5
Cocalinho	5103106	16562	230.5	1739.9
Miranda do Norte	2106755	356	230.3	58.8
São Roberto	2111672	230	230.3	0
Atalaia do Norte	1300201	80044	230.2	76478.4
Manoel Urbano	1200344	9741	229.4	9456.1
Couto de Magalhães	1706001	1591	226.6	97.5
São Caetano de Odivelas	1507102	752	226.4	0
Jutaí	1302306	71771	225.5	61175.9
Bela Vista do Maranhão	2101772	255	225.5	0
Faro	1503002	11794	225.1	10914.3
Lagoa da Confusão	1711902	10578	222.4	2015.3
Cantanhede	2102705	809	221.8	0.2
Pedra Branca do Amaparí	1600154	9496	220.2	7590.1
Brasilândia do Tocantins	1703602	643	218.8	4.8
Capinzal do Norte	2102754	635	217.6	0
Peritoró	2108454	757	216.2	0
Ipixuna	1301803	14195	216.1	13842.4
Praia Norte	1718303	290	215.2	36.7
Buriti do Tocantins	1703800	250	215.2	0.7
Vigia	1508209	536	215.1	0
Esperantina	1707405	504	215	14.4
Igarapé do Meio	2105153	397	213.2	8.2
Dom Pedro	2103802	374	212	9.4
Juarina	1711803	482	210.3	13.5
Pauini	1303502	44594	209.3	42921.5
Apicum-Açu	2100832	655	206.4	272.9
Santa Isabel do Rio Negro	1303601	64132	206.1	46459.2
Cedral	2103109	263	201.3	50.3
Beruri	1300631	17412	201.2	15663.5
Boa Vista do Ramos	1300680	2588	199.7	1126.1
Lago dos Rodrigues	2105948	197	197	0
Campo Verde	5102678	4794	196.1	54.7
Angico	1701051	441	195	34.5
Barcelos	1300409	124166	194.4	89641
Vitória do Jari	1600808	2483	193.1	1446.6
Anamã	1300086	2474	192.5	1940.8
São João de Pirabas	1507474	703	191.7	109.4
Marechal Thaumaturgo	1200351	8145	191.3	7781.3
São Sebastião do Uatumã	1303957	10775	189.8	9391.6
Bernardo do Mearim	2101939	264	189.8	0.1
Nova Nazaré	5106174	4039	188.4	1073
Curralinho	1502806	3626	186.8	2452.4
Benjamin Constant	1300607	9151	186.3	8740.9
Graça Aranha	2104701	274	185.2	88.8
Olinda Nova do Maranhão	2107456	200	183.7	0.6
Alto Alegre do Maranhão	2100436	424	183.2	1
Novo Santo Antônio	5106315	4375	182.3	505.5
Formoso do Araguaia	1708205	13459	181.1	849
Pedreiras	2108207	291	179.2	0.1
Oiapoque	1600501	22643	178.8	12162.9
Sapezal	5107875	13640	177.4	2863.4
Cutias	1600212	2118	177.1	324.4
Colinas	2103505	2065	176.9	168.9
Primavera	1506104	261	176.1	0
Bagre	1501105	4402	176.1	1966.4
São Paulo de Olivença	1303908	20470	174.3	17895.9
Cuiabá	5103403	3539	173.8	173.5
Governador Archer	2104503	442	170.5	0
Pindaré-Mirim	2108504	240	168.7	0
Terra Alta	1507961	209	168.6	0.8
Guiratinga	5104203	5361	167.4	2.8
Laranjal do Jari	1600279	30971	165.2	24796.2
Anajás	1500701	6939	162.6	5771.1
Magalhães Barata	1504109	326	161.3	0.2
Itiquira	5104609	8638	159.8	225.3
Santa Bárbara do Pará	1506351	279	158.6	0
Luzinópolis	1712454	281	155.3	21.5
Porto Walter	1200393	6461	154.5	6115.4
Calçoene	1600204	14284	153.8	9397.3
Tabatinga	1304062	3346	153.3	3107.1
Trizidela do Vale	2112233	225	152.6	0
Melgaço	1504505	6782	150.4	5445.7
São João Batista	2111003	699	148.1	56.7
Porto Rico do Maranhão	2109056	227	146.1	73.8
Santarém Novo	1506906	231	144.3	0
Maurilândia do Tocantins	1712801	741	142.6	64.4
Assis Brasil	1200054	2986	140.6	2811.8
Juruá	1302207	19848	140.5	17098.1
Axixá do Tocantins	1702901	151	139.3	11.7
São Sebastião do Tocantins	1720309	288	139.2	0
Marianópolis do Tocantins	1712504	2096	138	195.1
Governador Luiz Rocha	2104628	377	136.9	186.5
Itapiranga	1302009	4245	132.2	3616.8
Santo Antônio do Içá	1303700	12746	131.3	11848.8
Ferreira Gomes	1600238	5048	130.7	2736.6
Montes Altos	2107001	1348	127	56.8
Benevides	1501501	189	124.8	0
Jatobá	2105450	393	124.6	125.3
São Sebastião da Boa Vista	1507706	1636	120.1	998.1
Itamarati	1301951	26048	118.4	24990.1
Lima Campos	2106003	326	115.2	0
Jordão	1200328	5692	115.1	5549.3
Novo Airão	1303205	38112	111	34824.5
Amaturá	1300060	4904	110.6	4135.7
Nossa Senhora do Livramento	5106109	5200	109.3	79.9
Cachoeirinha	1703826	354	107.6	29.7
Carrasco Bonito	1703891	195	106.6	0
Aguiarnópolis	1700301	237	106.3	23.5
Campos de Júlio	5102686	6832	105.5	474.1
Maraã	1302801	17221	105	14009.5
Salvaterra	1506302	1048	103.6	110.1
Amapá	1600105	9185	102.7	2385.3
Senador Alexandre Costa	2111748	432	99.9	142.3
Goianorte	1708304	1806	99.7	54.2
São João da Ponta	1507466	196	99.2	0
Muaná	1504901	3776	98.9	1402.3
Fonte Boa	1301605	12393	95.1	4419.7
São José de Ribamar	2111201	390	95	86.4
Urucurituba	1304401	2915	93.3	130.7
Chaves	1502509	13114	92.5	2841.8
Colares	1502608	612	90	0
Gurupá	1503101	8550	89.4	4879.4
Itaubal	1600253	1705	88.5	356.1
Ananindeua	1500800	185	87.4	0
Mazagão	1600402	13141	86.2	7666.7
Cajapió	2102408	917	85	330.1
Sampaio	1718808	200	83.4	10.2
Bacabeira	2101251	624	81.2	179.9
Tonantins	1304237	6618	80.7	4801.9
